 Omnivariance, Eigenentropy, Anisotropy, Linearity, Surface Variation, Class
0.1292,0.7856,-3.572,-0.8789,0.6136,0
0.1653,0.8632,-3.635,-1.195,0.5919,0
0.1323,0.7961,-3.758,-1.17,0.6001,0
0.1251,0.7772,-3.79,-1.094,0.6075,0
0.1296,0.7871,-3.193,-0.7102,0.6074,0
0.1707,0.8646,-3.944,-1.145,0.6112,0
0.1542,0.8398,-4.292,-1.442,0.6059,0
0.1241,0.7501,-4.895,-0.401,0.7106,0
0.1309,0.7911,-3.328,-0.8373,0.604,0
0.1292,0.7854,-3.617,-0.8843,0.6155,0
0.17,0.8616,-4.123,-1.196,0.6158,0
0.1431,0.8228,-3.075,-0.896,0.5845,0
0.1387,0.8138,-3.069,-0.968,0.5782,0
0.1649,0.8593,-3.819,-1.185,0.6021,0
0.1314,0.7906,-3.37,-0.7411,0.6145,0
0.1224,0.7448,-4.813,-0.3076,0.7158,0
0.1604,0.8444,-4.172,-1.099,0.6253,0
0.1316,0.7922,-3.5,-0.8815,0.6096,0
0.1657,0.8615,-3.705,-1.139,0.5998,0
0.1288,0.785,-3.349,-0.7946,0.6088,0
0.1604,0.8452,-4.231,-1.171,0.6226,0
0.1302,0.7887,-3.221,-0.738,0.6065,0
0.1281,0.7563,-5.148,-0.4625,0.714,0
0.1663,0.862,-3.807,-1.202,0.6002,0
0.1659,0.8609,-3.723,-1.113,0.6027,0
0.1387,0.812,-3.204,-0.9164,0.5904,0
0.1613,0.8466,-4.092,-1.082,0.623,0
0.1394,0.8142,-3.187,-0.9612,0.5857,0
0.1547,0.8403,-4.312,-1.431,0.6076,0
0.1468,0.8221,-4.085,-1.081,0.6227,0
0.129,0.7851,-3.509,-0.8388,0.6136,0
0.1007,0.6957,-4.071,-0.1802,0.6993,0
0.1242,0.775,-3.9,-1.156,0.6083,0
0.1394,0.8149,-3.195,-1.011,0.5821,0
0.1651,0.856,-4.105,-1.242,0.6116,0
0.1489,0.8264,-4.423,-1.31,0.621,0
0.09868,0.6884,-4.166,-0.1033,0.7107,0
0.1322,0.7959,-3.679,-1.137,0.5986,0
0.1655,0.8603,-3.904,-1.255,0.6011,0
0.131,0.7883,-3.544,-0.7655,0.6217,0
0.1548,0.8349,-4.184,-1.085,0.6269,0
0.1303,0.7881,-3.4,-0.7795,0.6129,0
0.1426,0.8223,-2.965,-0.8603,0.5809,0
0.1479,0.8233,-4.329,-1.192,0.6254,0
0.1344,0.8011,-3.768,-1.184,0.5996,0
0.1316,0.7954,-4.071,-1.404,0.5984,0
0.1224,0.7689,-4.003,-1.094,0.6178,0
0.16,0.8561,-3.596,-1.263,0.5848,0
0.1286,0.7846,-3.698,-0.9599,0.6135,0
0.1006,0.6954,-3.965,-0.1415,0.6987,0
0.1278,0.782,-3.411,-0.7913,0.6124,0
0.1279,0.7825,-3.598,-0.8891,0.6141,0
0.1283,0.7838,-3.364,-0.7933,0.6097,0
0.1252,0.7756,-3.631,-0.8969,0.6152,0
0.1617,0.8598,-3.466,-1.199,0.5827,0
0.1295,0.7859,-3.656,-0.8812,0.6177,0
0.1611,0.8565,-3.432,-1.057,0.5918,0
0.1269,0.781,-3.556,-0.9464,0.6073,0
0.165,0.856,-4.172,-1.299,0.6106,0
0.1507,0.8287,-4.344,-1.226,0.6236,0
0.154,0.8317,-4.282,-1.069,0.6325,0
0.1635,0.8565,-3.859,-1.187,0.6039,0
0.1263,0.7787,-3.846,-1.021,0.616,0
0.1396,0.814,-3.069,-0.8392,0.589,0
0.1257,0.7769,-4.064,-1.091,0.6209,0
0.1328,0.7968,-3.699,-1.104,0.6022,0
0.1266,0.7804,-3.569,-0.9469,0.6079,0
0.1327,0.7945,-3.247,-0.7352,0.6083,0
0.1652,0.8584,-3.836,-1.135,0.6066,0
0.1695,0.8657,-3.932,-1.253,0.6026,0
0.1325,0.7965,-3.79,-1.179,0.6011,0
0.1301,0.7886,-3.424,-0.8503,0.6082,0
0.1454,0.8276,-3.151,-0.9382,0.5856,0
0.1301,0.7877,-3.527,-0.8401,0.6145,0
0.1658,0.8618,-3.782,-1.206,0.5986,0
0.1413,0.8183,-3.283,-0.9986,0.5882,0
0.1296,0.7873,-3.449,-0.8588,0.6088,0
0.1334,0.7978,-3.502,-0.9718,0.6024,0
0.1278,0.7831,-3.504,-0.8992,0.6084,0
0.1509,0.83,-3.885,-0.9712,0.6218,0
0.1398,0.8173,-2.808,-0.8657,0.5706,0
0.0903,0.6654,-4.658,-0.5637,0.6882,0
0.07868,0.6262,-5.179,-1.067,0.6683,0
0.07137,0.6176,-13.9,-2.882,0.7533,0
0.05053,0.5281,-13.09,-4.098,0.698,0
0.03344,0.4302,-16.09,-1.427,0.833,3
0.03411,0.4465,-19.58,-1.083,0.8697,3
0.03308,0.451,-27.16,-2.273,0.8683,3
0.02921,0.4272,-29.02,-2.514,0.8693,3
0.03308,0.4351,-19.42,-1.975,0.837,3
0.03049,0.4077,-16.61,-2.026,0.8139,3
0.03887,0.4558,-12.63,-1.11,0.8142,3
0.02925,0.4089,-19.63,-1.722,0.8471,3
0.02744,0.4101,-26.92,-2.35,0.8652,3
0.02936,0.4178,-24.17,-2.682,0.8431,3
0.0311,0.4434,-31.07,-2.87,0.8682,3
0.03205,0.4444,-26.87,-1.987,0.8748,3
0.03417,0.4582,-27.45,-2.386,0.8664,3
0.03403,0.4406,-16.87,-0.8362,0.863,3
0.02813,0.401,-20.43,-2.024,0.8419,3
0.0228,0.3975,-47.57,-5.707,0.8631,3
0.02546,0.399,-32.35,-5.055,0.8254,3
0.02403,0.3812,-29.53,-4.633,0.8215,3
0.02557,0.3893,-26.87,-4.897,0.8016,3
0.0236,0.4007,-45.21,-7.053,0.8362,3
0.02312,0.3895,-38.62,-4.449,0.86,3
0.02644,0.4082,-31.23,-3.162,0.862,3
0.02434,0.3755,-23.12,-2.296,0.8488,3
0.02761,0.3837,-15.83,-1.724,0.8188,3
0.02791,0.3947,-18.37,-1.723,0.8388,3
0.02549,0.3813,-20.72,-1.822,0.8503,3
0.02554,0.392,-25.04,-2.024,0.8662,3
0.02718,0.402,-24.55,-2.551,0.8488,3
0.02597,0.4086,-33.66,-3.228,0.8689,3
0.02681,0.4079,-30.18,-3.838,0.8423,3
0.02619,0.4111,-35.59,-4.744,0.8443,3
0.02624,0.4017,-29.39,-3.778,0.8403,3
0.02477,0.3947,-31.84,-3.44,0.8579,3
0.02508,0.4038,-36.66,-4.407,0.8546,3
0.02773,0.4075,-25.34,-2.8,0.8458,3
0.02756,0.415,-30.51,-3.581,0.8495,3
0.03024,0.4136,-19.49,-2.351,0.8249,3
0.02874,0.4116,-24.07,-3.261,0.8265,3
0.03253,0.4302,-18.69,-1.729,0.8408,3
0.02925,0.3869,-13.55,-2.08,0.781,3
0.03212,0.4111,-12.97,-1.165,0.8153,3
0.03703,0.4474,-13.2,-0.9138,0.8298,3
0.03231,0.4159,-13.95,-1.232,0.8222,3
0.0318,0.4161,-16.13,-1.986,0.8112,3
0.03164,0.414,-14.72,-1.214,0.8302,3
0.02989,0.4093,-17.64,-1.468,0.8431,3
0.03064,0.4187,-19.27,-1.647,0.8475,3
0.02709,0.4044,-26.25,-2.763,0.8512,3
0.02883,0.4141,-23.6,-2.162,0.8553,3
0.02821,0.4124,-25.4,-2.471,0.8552,3
0.02775,0.4091,-25.54,-2.449,0.8564,3
0.03083,0.4136,-16.84,-1.483,0.8366,3
0.03018,0.4039,-15.83,-1.75,0.8178,3
0.03249,0.4224,-15.42,-1.243,0.835,3
0.03032,0.4113,-18.04,-1.933,0.8288,3
0.03052,0.415,-18.91,-2.048,0.831,3
0.03248,0.4312,-19.99,-2.471,0.8244,3
0.03166,0.4268,-20.81,-2.77,0.8206,3
0.03048,0.4246,-23.94,-3.368,0.8229,3
0.03081,0.4354,-28.24,-3.892,0.8323,3
0.03207,0.4443,-28.1,-4.11,0.8265,3
0.0314,0.4267,-21.78,-3.111,0.8167,3
0.03418,0.4458,-21.05,-2.402,0.8336,3
0.03029,0.4254,-24.15,-2.455,0.8495,3
0.02772,0.422,-34.12,-4.018,0.8537,3
0.02628,0.412,-34.93,-3.814,0.8607,3
0.02395,0.4079,-46.05,-4.316,0.8817,3
0.0242,0.4081,-45.25,-4.915,0.8699,3
0.02688,0.409,-28.47,-2.33,0.8719,3
0.02898,0.4105,-20.87,-1.69,0.8556,3
0.03231,0.4459,-25.61,-1.41,0.8864,3
0.03215,0.4497,-30.37,-2.613,0.8718,3
0.03192,0.4481,-30.93,-4.552,0.8297,3
0.02986,0.4297,-29.18,-5.552,0.7999,3
0.0437,0.4793,-10.28,-0.5621,0.8149,3
0.04733,0.5046,-12.29,-0.5775,0.8375,3
0.05582,0.5748,-29.52,-5.189,0.8093,3
0.05059,0.5488,-28.11,-4.326,0.8215,3
0.04672,0.5321,-27.43,-4.651,0.8104,3
0.03412,0.4685,-35.31,-3.665,0.865,3
0.03623,0.4787,-35.31,-2.261,0.895,3
0.04381,0.5028,-22.96,-1.291,0.8792,3
0.05821,0.5507,-10.9,-0.6956,0.8153,3
0.06532,0.5834,-11.59,-1.441,0.7853,3
0.06659,0.5904,-11.05,-1.788,0.7608,3
0.02895,0.4346,-32.53,-1.602,0.903,3
0.0355,0.4734,-32.42,-3.445,0.8599,3
0.02836,0.4256,-31.35,-2.378,0.8808,3
0.04124,0.4703,-11.14,-0.3853,0.8357,3
0.04877,0.5133,-13.45,-1.201,0.8187,3
0.0455,0.4941,-12.36,-0.9227,0.8205,3
0.01643,0.3826,-119.1,-14.67,0.8782,3
0.02495,0.4302,-59,-3.792,0.912,3
0.03535,0.4718,-32.06,-3.22,0.8636,3
0.03602,0.466,-25.3,-2.672,0.8492,3
0.02628,0.4204,-35.47,-1.612,0.9099,3
0.04173,0.4748,-11.52,-0.3539,0.8418,3
0.04615,0.495,-11.52,-0.9414,0.8097,3
0.04211,0.4705,-9.511,-0.2591,0.8231,3
0.02399,0.4022,-40.31,-3.446,0.8835,3
0.02669,0.414,-29.84,-1.61,0.8952,3
0.03942,0.483,-23.13,-3.008,0.8281,3
0.03993,0.485,-22.73,-2.681,0.8353,3
0.034,0.4528,-21.87,-0.7898,0.8913,3
0.0298,0.4383,-28.8,-0.9199,0.9108,3
0.04582,0.494,-10.64,-0.3455,0.8323,3
0.05243,0.5158,-7.862,-0.751,0.7631,3
0.04647,0.4932,-10.06,-0.6465,0.8069,3
0.03002,0.433,-26.08,-1.208,0.8941,3
0.03407,0.4548,-22.86,-0.8196,0.8943,3
0.03843,0.4628,-15.8,-1.174,0.8411,3
0.03743,0.4609,-18.51,-2.672,0.8068,3
0.03373,0.4424,-19.66,-1.407,0.8585,3
0.02751,0.4003,-20.32,-1.294,0.8662,3
0.03848,0.4494,-8.981,-0.08352,0.8273,3
0.04048,0.4542,-9.714,-1.073,0.7771,3
0.04556,0.4877,-10.56,-1.223,0.782,3
0.03799,0.4589,-15.21,-1.081,0.8403,3
0.02611,0.4172,-35.77,-2.081,0.9001,3
0.03697,0.4605,-19.43,-2.238,0.8282,3
0.04301,0.4741,-11.19,-1.897,0.7578,3
0.04242,0.4727,-9.787,-0.3122,0.8235,3
0.02557,0.4095,-26.6,-0.5596,0.9151,3
0.03838,0.4654,-15.06,-0.4661,0.8669,3
0.04447,0.4903,-13.32,-1.332,0.8112,3
0.04286,0.4813,-13.32,-1.293,0.813,3
0.04022,0.4761,-15.05,-0.4035,0.8698,3
0.02863,0.4325,-31.17,-1.207,0.9093,3
0.04035,0.4723,-14.35,-0.7579,0.8477,3
0.04674,0.499,-11.92,-1.114,0.8058,3
0.04601,0.4972,-11.46,-0.3658,0.8404,3
0.02825,0.4249,-25.7,-0.6995,0.9082,3
0.03489,0.446,-16.78,-0.8247,0.8629,3
0.04075,0.4696,-13.97,-2.121,0.7842,3
0.04358,0.4791,-11.61,-1.776,0.7695,3
0.03647,0.4541,-16.83,-1.114,0.8513,3
0.02975,0.4295,-24.87,-1.11,0.8927,3
0.04802,0.491,-6.795,-0.2418,0.7766,3
0.05847,0.5344,-4.652,-0.1869,0.721,3
0.06045,0.5491,-6.062,-0.4182,0.7449,3
0.03155,0.4383,-20.75,-0.5003,0.8969,3
0.03297,0.4552,-30.18,-2.226,0.8807,3
0.05122,0.5177,-10.23,-0.7899,0.801,3
0.04675,0.5029,-13.4,-1.891,0.7873,3
0.03861,0.4657,-17.05,-1.7,0.8299,3
0.0308,0.448,-35.3,-2.41,0.8917,3
0.04292,0.4781,-12.27,-1.365,0.7978,3
0.05649,0.529,-5.805,-0.3833,0.7406,3
0.05652,0.5293,-6.103,-0.661,0.7275,3
0.04665,0.5051,-14.45,-1.981,0.7951,3
0.02898,0.4376,-35.49,-1.951,0.9023,3
0.04252,0.4842,-15.06,-1.291,0.8299,3
0.04837,0.5012,-9.866,-1.041,0.7813,3
0.04179,0.4704,-11.63,-1.011,0.8075,3
0.02783,0.429,-36.67,-2.733,0.8884,3
0.04878,0.4995,-8.738,-0.8758,0.772,3
0.05809,0.5254,-3.69,-0.2666,0.6742,3
0.05958,0.5441,-6.021,-0.6805,0.7237,3
0.04716,0.5094,-14.82,-2.455,0.7802,3
0.0283,0.4218,-30.32,-2.909,0.8645,3
0.03753,0.4584,-16.32,-1.267,0.8413,3
0.04287,0.466,-7.617,-0.2427,0.7935,3
0.0362,0.4365,-10.77,-0.4856,0.8257,3
0.03335,0.4587,-31.42,-2.75,0.8722,3
0.03782,0.4336,-9.526,-1.76,0.7368,3
0.04973,0.4966,-6.625,-0.5365,0.7504,3
0.04303,0.4541,-6.264,-0.6855,0.7301,3
0.04415,0.4807,-10.67,-1.007,0.7951,3
0.02835,0.4189,-25.37,-1.358,0.887,3
0.03794,0.4599,-14.05,-0.4768,0.8587,3
0.03738,0.4478,-13.58,-1.557,0.8038,3
0.02417,0.401,-37.6,-2.98,0.8857,3
0.04052,0.468,-13.98,-2.574,0.7661,3
0.05031,0.4894,-4.999,-0.6736,0.6917,3
0.04332,0.4497,-5.483,-0.8906,0.6916,3
0.04505,0.4821,-9.914,-1.29,0.7684,3
0.02886,0.4246,-30.73,-4.666,0.8264,3
0.02887,0.4228,-27.31,-2.116,0.8731,3
0.0449,0.5028,-17.27,-2.652,0.797,3
0.0418,0.4908,-20.36,-1.755,0.8505,3
0.03471,0.4608,-26.38,-1.713,0.8806,3
0.03863,0.4436,-10.3,-1.408,0.7682,3
0.04696,0.4805,-6.322,-0.3984,0.7533,3
0.04281,0.4586,-7.62,-1.05,0.7387,3
0.03358,0.4298,-16.92,-4.133,0.745,3
0.04012,0.452,-9.64,-1.002,0.7799,3
0.05156,0.5109,-7.505,-0.5138,0.7719,3
0.06869,0.5999,-19.54,-2.547,0.8188,3
0.0751,0.6259,-27.3,-4.672,0.8092,3
0.08212,0.6437,-35.63,-7.142,0.8003,3
0.08381,0.6307,-12.63,-1.102,0.8146,3
0.08847,0.6198,-13.38,-0.6629,0.8437,3
0.1002,0.6424,-14.6,-1.213,0.8292,3
0.09493,0.6332,-15.43,-1.258,0.8345,3
0.02625,0.4231,-37.55,-1.614,0.9143,3
0.0407,0.4815,-17.94,-0.9682,0.8645,3
0.03583,0.4397,-11.68,-0.369,0.8426,3
0.0335,0.4227,-12.93,-0.9275,0.8263,3
0.02464,0.3775,-21.02,-1.469,0.8639,3
0.04045,0.4833,-20.1,-1.37,0.8623,3
0.02061,0.3786,-39.95,-1.968,0.9117,3
0.02619,0.4153,-34.43,-2.181,0.8945,3
0.02994,0.4276,-21.74,-0.7112,0.8935,3
0.02299,0.4014,-41.87,-2.137,0.912,3
0.03861,0.4942,-32.36,-4.981,0.8269,3
0.0376,0.4698,-21.4,-1.433,0.8671,3
0.06997,0.5158,-49.58,-3.364,0.9041,3
0.06525,0.5232,-36.61,-1.749,0.9094,3
0.04672,0.5082,-15.74,-0.2764,0.8803,3
0.02802,0.4366,-34.85,-0.7749,0.9282,3
0.05024,0.4941,-38.36,-0.9123,0.9311,3
0.04488,0.4829,-35.1,-0.3584,0.9387,3
0.04149,0.4726,-56.09,-1.41,0.9436,3
0.04936,0.4959,-28.68,-0.2088,0.9307,3
0.04967,0.5096,-29.94,-0.7543,0.9183,3
0.02564,0.4165,-32.2,-0.872,0.9204,3
0.02747,0.4314,-37.75,-1.699,0.9129,3
0.03142,0.4574,-40.63,-2.444,0.9035,3
0.02838,0.4365,-31.72,-0.595,0.9265,3
0.03111,0.4459,-26.38,-0.511,0.916,3
0.04033,0.4862,-22.31,-0.845,0.8912,3
0.03915,0.4828,-24.59,-0.9858,0.8955,3
0.02845,0.4304,-26.92,-0.5405,0.9166,3
0.03012,0.443,-30.37,-0.8618,0.9164,3
0.03409,0.4611,-26.56,-0.6708,0.9116,3
0.05564,0.5581,-21.5,-2.75,0.8257,3
0.04865,0.5227,-19.49,-1.732,0.8459,3
0.05805,0.5599,-15.62,-1.852,0.8118,3
0.04811,0.5157,-16.85,-1.124,0.8511,3
0.05538,0.5453,-15.93,-1.183,0.8417,3
0.03719,0.4704,-21.11,-0.5561,0.8964,3
0.05653,0.5458,-12.78,-0.7319,0.8345,3
0.06917,0.6002,-10.47,-1.794,0.7514,3
0.0628,0.5819,-13.08,-2.588,0.7542,3
0.057,0.5547,-15.31,-1.725,0.8141,3
0.04441,0.4899,-12.87,-0.8817,0.828,3
0.05036,0.5282,-16.63,-2.007,0.8148,3
0.04897,0.521,-17.16,-1.539,0.8369,3
0.03064,0.4321,-18.82,-0.2188,0.8993,3
0.03975,0.472,-15.84,-0.8978,0.8532,3
0.04846,0.514,-14.52,-1.358,0.8221,3
0.03285,0.4493,-22.73,-0.5889,0.9016,3
0.03022,0.431,-22.03,-0.634,0.8974,3
0.04327,0.4983,-20.5,-1.57,0.8576,3
0.04106,0.4966,-27.69,-2.278,0.8702,3
0.0294,0.4326,-24.99,-0.5713,0.91,3
0.03685,0.4674,-22.08,-1.202,0.8781,3
0.0391,0.4947,-33.82,-3.395,0.8659,3
0.03268,0.4414,-18.49,-0.3931,0.8906,3
0.03522,0.4543,-17.7,-0.4328,0.8849,3
0.03921,0.4808,-22.48,-1.031,0.8857,3
0.03968,0.482,-21.42,-0.9308,0.8844,3
0.02888,0.4217,-18.07,-0.06542,0.9023,3
0.03511,0.4568,-22.27,-1.465,0.8704,3
0.04083,0.4863,-20.82,-1.901,0.8483,3
0.03734,0.4652,-18.73,-0.8591,0.8734,3
0.02907,0.4115,-16.26,-0.3334,0.8809,3
0.03858,0.4854,-28.87,-2.379,0.8721,3
0.03493,0.4546,-19.11,-0.5471,0.8876,3
0.02752,0.4138,-21.78,-0.4875,0.9015,3
0.03594,0.4672,-25.37,-1.316,0.8883,3
0.03802,0.4766,-24.06,-1.224,0.886,3
0.02763,0.4281,-30.02,-0.7269,0.9192,3
0.04126,0.4839,-17.33,-0.802,0.8674,3
0.04536,0.5106,-22.54,-1.718,0.8636,3
0.04179,0.4907,-20.36,-1.165,0.8709,3
0.03226,0.4301,-14.88,-0.2665,0.8751,3
0.04053,0.4837,-20.23,-1.756,0.8497,3
0.0402,0.4766,-17.09,-1.121,0.8528,3
0.03167,0.4345,-20.57,-0.8936,0.8817,3
0.03777,0.4621,-16.38,-0.8796,0.8578,3
0.04508,0.5157,-26.55,-2.624,0.8563,3
0.03658,0.467,-23.27,-1.543,0.8726,3
0.02937,0.4303,-25.22,-0.804,0.9034,3
0.0437,0.49,-14.92,-1.628,0.8145,3
0.03493,0.4439,-17.56,-1.596,0.8377,3
0.02525,0.4033,-31.15,-1.932,0.891,3
0.0325,0.4244,-14.21,-0.5861,0.8547,3
0.03915,0.4723,-17.31,-0.874,0.8643,3
0.03197,0.4359,-16.72,-0.1702,0.8909,3
0.03146,0.4379,-22.01,-0.7421,0.8935,3
0.04029,0.4762,-16.93,-1.287,0.8451,3
0.02519,0.3983,-26.65,-1.269,0.8943,3
0.03214,0.4135,-11.93,-0.5213,0.8368,3
0.0381,0.4678,-18.58,-1.185,0.8601,3
0.02595,0.4074,-26.14,-0.8624,0.9046,3
0.03585,0.4645,-24.1,-1.432,0.8797,3
0.0321,0.4332,-18.5,-0.7656,0.8758,3
0.02204,0.3831,-37.04,-2.574,0.8927,3
0.02797,0.3995,-17.29,-0.7986,0.8673,3
0.03791,0.4648,-16.49,-0.6541,0.8683,3
0.02772,0.4244,-33.29,-2.276,0.8891,3
0.03363,0.4246,-11.54,-0.3614,0.8415,3
0.03933,0.46,-13.65,-1.766,0.7955,3
0.02743,0.3999,-17.45,-0.5196,0.8799,3
0.02814,0.4384,-42.67,-2.889,0.8993,3
0.03579,0.4339,-10.26,-0.3192,0.8292,3
0.02994,0.4285,-24.51,-1.325,0.8847,3
0.04126,0.4804,-13.58,-0.1808,0.8699,3
0.09583,0.6828,-2.833,-0.2277,0.6324,0
0.09367,0.6772,-4.044,-0.5609,0.6632,0
0.1092,0.7306,-3.316,-0.7915,0.6073,0
0.1195,0.7623,-3.294,-0.9022,0.5967,0
0.1279,0.7837,-3.125,-0.7376,0.6011,0
0.1383,0.8126,-3.092,-0.9553,0.5807,0
0.1296,0.7885,-3.231,-0.8333,0.5989,0
0.1613,0.8546,-3.749,-1.185,0.5986,0
0.133,0.7953,-3.28,-0.7547,0.6084,0
0.1166,0.7355,-5.057,-0.4893,0.7087,0
0.1447,0.8273,-2.811,-0.783,0.5779,0
0.1325,0.7918,-3.454,-0.7117,0.6215,0
0.1383,0.8118,-3.345,-1.057,0.587,0
0.1285,0.7843,-3.484,-0.8622,0.6104,0
0.1658,0.8572,-4.177,-1.309,0.6101,0
0.1511,0.8299,-4.273,-1.202,0.6222,0
0.1392,0.8143,-3.205,-1.012,0.5826,0
0.1301,0.788,-3.699,-0.9603,0.6135,0
0.1288,0.7852,-3.531,-0.8924,0.6104,0
0.1651,0.8552,-4.256,-1.319,0.6129,0
0.1635,0.8564,-4.017,-1.309,0.6026,0
0.1401,0.816,-3.364,-1.074,0.5867,0
0.1318,0.7943,-3.781,-1.134,0.604,0
0.127,0.7817,-3.652,-1.009,0.6072,0
0.1542,0.8327,-4.241,-1.071,0.6306,0
0.1523,0.8302,-4.304,-1.137,0.6284,0
0.1618,0.8526,-3.974,-1.219,0.6071,0
0.1301,0.7869,-3.306,-0.6875,0.6157,0
0.1288,0.7845,-3.207,-0.679,0.6109,0
0.1686,0.861,-4.112,-1.243,0.6118,0
0.1301,0.7884,-3.409,-0.8343,0.6087,0
0.1274,0.7816,-3.396,-0.8134,0.6098,0
0.1494,0.828,-4.223,-1.218,0.6188,0
0.1285,0.7848,-3.591,-0.9412,0.6095,0
0.1337,0.7993,-3.831,-1.204,0.6013,0
0.1607,0.8548,-3.699,-1.207,0.5943,0
0.1298,0.7874,-3.273,-0.7332,0.6099,0
0.1328,0.7954,-3.389,-0.8435,0.6068,0
0.165,0.8586,-3.892,-1.203,0.6043,0
0.1306,0.7929,-4.041,-1.378,0.5988,0
0.1292,0.7858,-3.205,-0.7069,0.6084,0
0.1645,0.8585,-4.075,-1.377,0.6004,0
0.1565,0.8444,-3.787,-1.108,0.6063,0
0.1589,0.8501,-3.818,-1.209,0.6002,0
0.1643,0.8552,-4.207,-1.332,0.6098,0
0.1598,0.8417,-4.511,-1.262,0.6282,0
0.1287,0.7849,-3.482,-0.8607,0.6104,0
0.1291,0.7855,-3.432,-0.8133,0.6117,0
0.1296,0.7878,-3.356,-0.8391,0.6054,0
0.1571,0.8343,-4.65,-1.214,0.6374,0
0.1209,0.7652,-4.073,-1.15,0.6169,0
0.1641,0.859,-3.776,-1.2,0.5988,0
0.1273,0.7807,-3.395,-0.7689,0.6135,0
0.1296,0.7872,-3.547,-0.8929,0.6112,0
0.1675,0.8625,-3.934,-1.247,0.6031,0
0.1546,0.8335,-4.441,-1.206,0.6292,0
0.1294,0.7867,-3.438,-0.8419,0.6096,0
0.1176,0.7384,-5.536,-0.702,0.7075,0
0.1426,0.8219,-3.141,-0.9507,0.5839,0
0.1284,0.7837,-3.633,-0.9001,0.615,0
0.1606,0.8543,-3.711,-1.2,0.5955,0
0.1409,0.8188,-2.864,-0.8355,0.5768,0
0.1262,0.7796,-3.637,-1.002,0.6071,0
0.1384,0.8099,-2.831,-0.6131,0.5945,0
0.1584,0.8394,-4.675,-1.363,0.6279,0
0.1387,0.8157,-2.97,-1.05,0.5655,0
0.147,0.8251,-3.939,-1.118,0.613,0
0.1674,0.8588,-3.99,-1.128,0.6147,0
0.1301,0.7886,-3.526,-0.8975,0.6097,0
0.1293,0.7875,-3.2,-0.7913,0.6007,0
0.1302,0.7891,-3.087,-0.6881,0.6032,0
0.1306,0.7885,-3.569,-0.8454,0.6163,0
0.1379,0.8119,-3.258,-1.081,0.5802,0
0.1474,0.8245,-3.859,-1.002,0.6181,0
0.1634,0.8615,-3.436,-1.108,0.588,0
0.1278,0.7837,-3.462,-0.9226,0.6042,0
0.1527,0.8298,-4.588,-1.279,0.6302,0
0.1315,0.7921,-3.498,-0.889,0.6089,0
0.1539,0.834,-4.225,-1.133,0.6252,0
0.1383,0.8123,-3.225,-1.026,0.5827,0
0.1567,0.8383,-4.456,-1.28,0.6245,0
0.1308,0.7898,-3.162,-0.6909,0.6073,0
0.1285,0.7849,-3.397,-0.8653,0.6054,0
0.1319,0.7973,-3.689,-1.299,0.587,0
0.1639,0.8581,-3.845,-1.221,0.6006,0
0.1306,0.7917,-3.699,-1.118,0.6011,0
0.1289,0.7847,-3.547,-0.8567,0.6141,0
0.1623,0.8546,-4.263,-1.504,0.6003,0
0.1514,0.8303,-4.216,-1.156,0.6231,0
0.1388,0.8137,-2.909,-0.8551,0.5779,0
0.1324,0.7947,-2.926,-0.6127,0.6005,0
0.1542,0.8405,-4.042,-1.295,0.6048,0
0.1322,0.7951,-3.729,-1.095,0.6044,0
0.1299,0.7872,-3.351,-0.7558,0.6122,0
0.1581,0.8428,-4.213,-1.214,0.6186,0
0.1264,0.7794,-3.552,-0.9217,0.6091,0
0.1502,0.8292,-4.035,-1.093,0.6195,0
0.1592,0.8448,-4.319,-1.295,0.6174,0
0.1229,0.7705,-4.105,-1.169,0.617,0
0.1661,0.8627,-3.629,-1.103,0.5987,0
0.1637,0.8626,-3.41,-1.121,0.5855,0
0.1389,0.8135,-3.245,-1.023,0.5841,0
0.1659,0.8631,-3.756,-1.244,0.5945,0
0.1572,0.8405,-4.116,-1.113,0.6217,0
0.1238,0.7712,-3.918,-0.9713,0.6234,0
0.1607,0.8445,-4.202,-1.106,0.6261,0
0.1304,0.7888,-3.203,-0.6994,0.6089,0
0.1288,0.7855,-3.301,-0.7936,0.6062,0
0.1408,0.8088,-4.2,-1.07,0.6288,0
0.1393,0.8155,-2.968,-0.9317,0.5751,0
0.127,0.7814,-3.538,-0.9438,0.6066,0
0.1648,0.8599,-3.635,-1.074,0.6012,0
0.1283,0.7828,-3.713,-0.9003,0.619,0
0.1602,0.8535,-3.773,-1.243,0.5955,0
0.1343,0.8016,-3.718,-1.204,0.5956,0
0.1354,0.8053,-3.479,-1.154,0.5868,0
0.1225,0.7681,-4.175,-1.095,0.6257,0
0.1535,0.8362,-4.508,-1.461,0.6141,0
0.1599,0.8541,-3.774,-1.305,0.5909,0
0.13,0.7908,-3.761,-1.184,0.5993,0
0.13,0.7877,-3.23,-0.7085,0.6097,0
0.1237,0.7715,-3.919,-1.009,0.6204,0
0.1638,0.857,-4.066,-1.346,0.6022,0
0.132,0.7938,-3.087,-0.7098,0.6013,0
0.1214,0.7675,-4.136,-1.233,0.6137,0
0.1251,0.776,-3.781,-1.007,0.6139,0
0.1288,0.7852,-3.493,-0.8695,0.6103,0
0.1567,0.8402,-4.174,-1.166,0.6204,0
0.1566,0.8391,-4.169,-1.124,0.6233,0
0.1226,0.771,-3.621,-1.051,0.6023,0
