 Length, Height, Width, Sum, Omnivariance, Eigenentropy, Anisotropy, Class
4.312,1.22,1.809,1.897,0.2789,-0.3049,-22.56,1
1.903,1.31,2.013,0.626,0.1708,0.8665,-3.877,1
2.47,1.09,1.874,0.5699,0.155,0.8437,-4.035,1
2.502,1.22,1.738,0.6104,0.1665,0.8612,-3.902,1
1.577,1.1,1.777,0.4952,0.1356,0.8016,-3.72,1
2.474,1.23,1.669,0.5993,0.1646,0.8596,-3.761,1
2.42,1.24,1.705,0.5994,0.1651,0.8605,-3.682,1
1.531,1.31,1.803,0.5098,0.1433,0.8229,-3.292,1
1.351,1.09,2.491,0.5241,0.1248,0.7476,-5.432,1
1.787,1.21,1.329,0.4869,0.138,0.8119,-3.125,1
1.68,1.22,2.105,0.6265,0.167,0.8529,-4.27,1
1.787,1.09,1.979,0.4855,0.1337,0.7997,-3.72,1
1.777,1.08,1.588,0.4665,0.1314,0.7927,-3.095,1
2.46,1.22,1.726,0.5986,0.1643,0.8588,-3.759,1
1.718,1.21,1.587,0.4952,0.1402,0.8163,-3.126,1
1.783,1.09,1.598,0.4739,0.1309,0.79,-3.459,1
2.259,1.09,1.801,0.5639,0.1498,0.8305,-4.56,1
2.467,1.22,1.71,0.5792,0.1608,0.8553,-3.543,1
1.915,1.09,1.147,0.4001,0.09975,0.6927,-4.176,1
1.829,1.09,1.588,0.4726,0.1301,0.7876,-3.526,1
1.741,1.22,1.728,0.4902,0.1395,0.8153,-3.036,1
2.512,1.24,1.769,0.5986,0.1659,0.863,-3.552,1
1.907,1.08,1.266,0.4697,0.1306,0.7907,-3.41,1
2.239,1.09,1.756,0.5557,0.1458,0.8162,-4.608,1
1.792,1.31,1.658,0.5121,0.1442,0.8258,-3.277,1
1.692,1.23,2.165,0.5772,0.1609,0.8575,-3.486,1
2.269,1.24,1.665,0.6026,0.1638,0.854,-3.889,1
2.013,1.08,1.508,0.4654,0.1307,0.7911,-3.176,1
1.843,1.1,1.854,0.4844,0.1324,0.7965,-3.887,1
1.531,1.08,1.958,0.464,0.1281,0.7838,-3.522,1
2.441,1.22,1.717,0.5793,0.1608,0.8554,-3.54,1
1.774,1.09,1.614,0.4478,0.1211,0.7658,-3.995,1
2.42,1.17,1.624,0.618,0.1654,0.8544,-4.302,1
2.483,1.23,1.681,0.612,0.1668,0.8607,-3.905,1
1.924,1.09,1.638,0.4619,0.1265,0.7796,-3.685,1
1.854,1.08,1.583,0.4666,0.129,0.785,-3.432,1
2.475,1.09,1.61,0.5856,0.1583,0.8435,-3.976,1
2.448,1.09,1.588,0.5797,0.1555,0.8375,-4.144,1
1.649,1.09,1.608,0.4785,0.1329,0.7949,-3.316,1
1.398,1.31,1.837,0.5111,0.1438,0.8244,-3.263,1
2.383,1.23,1.695,0.6019,0.1654,0.8602,-3.726,1
1.666,1.09,1.428,0.47,0.129,0.785,-3.594,1
2.479,1.3,1.752,0.6201,0.1695,0.8654,-3.851,1
2.506,1.22,1.725,0.5836,0.1622,0.8586,-3.527,1
1.774,1.09,1.736,0.4776,0.1324,0.7959,-3.528,1
1.652,1.22,2.327,0.5884,0.1605,0.8528,-3.939,1
1.561,1.09,1.607,0.4763,0.132,0.792,-3.321,1
1.727,1.08,2.094,0.5665,0.1519,0.8298,-4.087,1
2.128,1.09,1.64,0.5423,0.1471,0.825,-3.959,1
2.515,1.22,1.612,0.6069,0.1656,0.8579,-3.818,1
2.509,1.22,1.657,0.6036,0.1664,0.8629,-3.676,1
2.068,1.24,1.85,0.6031,0.165,0.8592,-3.844,1
1.523,1.09,2.469,0.594,0.1577,0.8368,-4.265,1
1.713,1.08,2.301,0.5803,0.1541,0.8319,-4.319,1
1.579,1.09,2.462,0.5928,0.1571,0.837,-4.405,1
2.265,1.12,1.613,0.5845,0.1565,0.8384,-4.165,1
1.737,1.09,1.567,0.4652,0.1308,0.7913,-3.133,1
1.697,1.07,1.602,0.4759,0.1301,0.7864,-3.591,1
1.768,1.08,1.586,0.4665,0.1283,0.7847,-3.65,1
1.935,1.09,1.376,0.4562,0.1275,0.7829,-3.266,1
2.513,1.1,1.764,0.5611,0.1509,0.8339,-4.263,1
2.503,1.23,1.703,0.5773,0.1611,0.8582,-3.477,1
2.416,1.22,1.754,0.6069,0.1666,0.8615,-3.726,1
2.335,1.22,1.632,0.5993,0.1665,0.864,-3.482,1
1.668,1.1,1.778,0.4839,0.1323,0.7958,-3.866,1
1.713,1.12,1.599,0.4703,0.1314,0.7912,-3.177,1
1.711,1.24,1.397,0.5019,0.1445,0.8263,-2.734,1
2.418,1.23,1.705,0.578,0.1615,0.8578,-3.4,1
2.253,1.22,1.666,0.6063,0.1664,0.8609,-3.719,1
2.504,1.23,1.804,0.6205,0.1687,0.8634,-3.976,1
1.692,1.22,2.232,0.5949,0.1614,0.8519,-4.014,1
1.9,1.09,1.756,0.4829,0.1327,0.7961,-3.702,1
1.8,1.09,2.175,0.5918,0.1558,0.838,-4.723,1
1.726,1.22,1.985,0.4974,0.1399,0.8149,-3.255,1
1.791,1.09,1.599,0.4673,0.1298,0.788,-3.382,1
1.71,1.09,2.328,0.5234,0.1264,0.7529,-5.067,1
2.533,1.22,1.751,0.6126,0.1676,0.8628,-3.812,1
1.356,1.09,1.882,0.4803,0.1307,0.7921,-3.981,1
1.859,1.08,1.585,0.4671,0.1291,0.7858,-3.471,1
1.462,1.09,1.62,0.4013,0.09936,0.6913,-4.346,1
2.494,1.22,1.69,0.5995,0.1663,0.8638,-3.541,1
1.616,1.09,1.898,0.4726,0.1311,0.7899,-3.315,1
1.675,1.11,2.173,0.5898,0.1609,0.8495,-3.785,1
1.935,1.09,1.681,0.4767,0.1321,0.7956,-3.531,1
1.822,1.08,1.604,0.466,0.1302,0.7902,-3.308,1
2.385,1.22,1.711,0.5977,0.165,0.8601,-3.609,1
1.507,1.09,1.582,0.4527,0.1268,0.7816,-3.251,1
1.55,1.23,1.736,0.4981,0.1417,0.82,-3.015,1
1.835,1.31,1.399,0.5161,0.1456,0.8281,-3.186,1
2.332,1.22,1.614,0.6095,0.1653,0.8558,-3.953,1
1.456,1.22,1.796,0.4969,0.1426,0.8222,-2.811,1
2.437,1.1,1.706,0.574,0.1556,0.8425,-4.044,1
1.88,1.1,1.271,0.469,0.1307,0.7901,-3.289,1
1.446,1.22,1.694,0.5016,0.1434,0.8236,-2.876,1
1.506,1.09,1.989,0.4702,0.1293,0.7861,-3.578,1
2.388,1.17,1.771,0.6146,0.1647,0.8536,-4.26,1
2.494,1.24,1.68,0.6039,0.1669,0.8638,-3.609,1
1.957,1.21,1.917,0.5962,0.1646,0.8616,-3.681,1
1.958,1.09,1.726,0.4771,0.1325,0.7973,-3.541,1
1.672,1.24,2.464,0.6049,0.1666,0.8609,-3.616,1
1.695,1.08,1.272,0.4556,0.1239,0.773,-3.868,1
1.707,1.24,2.472,0.6137,0.168,0.8614,-3.723,1
1.736,1.22,1.882,0.4887,0.1392,0.8141,-2.991,1
1.581,1.08,2.425,0.5785,0.1532,0.8318,-4.464,1
2.295,1.23,1.691,0.5813,0.1623,0.8585,-3.404,1
1.728,1.08,1.571,0.4694,0.1303,0.7891,-3.377,1
1.959,1.09,1.834,0.4805,0.131,0.7939,-3.971,1
2.486,1.24,1.733,0.6316,0.1707,0.8614,-3.954,1
2.508,1.22,1.589,0.5689,0.1568,0.8447,-3.583,1
1.807,1.09,1.577,0.4699,0.1312,0.7919,-3.261,1
1.468,1.31,1.799,0.5117,0.1437,0.8235,-3.302,1
1.93,1.08,1.217,0.4665,0.1301,0.7885,-3.263,1
1.982,1.1,1.785,0.561,0.151,0.83,-4.06,1
1.939,1.11,1.996,0.5719,0.1356,0.7653,-5.725,1
1.654,1.24,2.153,0.6151,0.1695,0.867,-3.658,1
1.376,1.23,1.827,0.4956,0.1411,0.8187,-3.005,1
1.924,1.09,1.61,0.4603,0.1282,0.7843,-3.334,1
4.157,1.09,1.668,1.691,0.2637,-0.02639,-19.61,1
1.515,1.08,1.972,0.4478,0.1225,0.7696,-3.733,1
1.834,1.09,1.605,0.4778,0.133,0.7952,-3.257,1
1.725,1.22,1.68,0.4912,0.1403,0.8173,-2.949,1
1.857,1.09,1.627,0.4647,0.1278,0.7833,-3.642,1
2.328,1.22,1.705,0.5961,0.163,0.8558,-3.843,1
2.41,1.1,1.606,0.5638,0.1523,0.8327,-3.985,1
2.209,1.21,1.646,0.6076,0.1644,0.8546,-4.029,1
1.766,1.3,2.373,0.5896,0.1639,0.861,-3.516,1
1.569,1.08,2.261,0.5261,0.1248,0.7474,-5.646,1
2.291,1.25,1.607,0.6042,0.1649,0.8563,-3.789,1
1.251,1.08,1.841,0.4702,0.1304,0.7892,-3.399,1
1.646,1.12,2.197,0.5956,0.1569,0.837,-4.598,1
1.743,1.09,1.58,0.4675,0.1299,0.7885,-3.361,1
2.243,1.22,1.895,0.5968,0.1631,0.8562,-3.865,1
2.502,1.22,1.733,0.5978,0.1638,0.8568,-3.777,1
2.368,1.21,1.682,0.5999,0.165,0.8605,-3.737,1
2.326,1.09,1.639,0.5499,0.1437,0.8115,-4.701,1
1.885,1.09,1.585,0.4659,0.1294,0.787,-3.362,1
1.614,1.24,2.261,0.6074,0.1674,0.8639,-3.668,1
2.42,1.09,1.612,0.5556,0.146,0.8162,-4.54,1
1.315,1.09,2.537,0.526,0.125,0.7469,-5.391,1
1.409,1.22,1.706,0.4952,0.1407,0.8157,-2.911,1
1.777,1.24,2.498,0.6016,0.1666,0.8638,-3.571,1
2.14,1.09,1.856,0.5634,0.1548,0.8448,-3.822,1
1.837,1.09,1.596,0.4725,0.131,0.7897,-3.315,1
2.522,1.24,1.771,0.6154,0.1676,0.8618,-3.92,1
1.376,1.09,1.823,0.4816,0.1342,0.8016,-3.454,1
1.608,1.09,2.159,0.5122,0.1235,0.7471,-5.123,1
2.355,1.22,1.682,0.6022,0.1655,0.8607,-3.735,1
1.619,1.09,2.486,0.5505,0.1489,0.8263,-3.926,1
1.383,1.12,2.492,0.5301,0.1282,0.7563,-5.027,1
2.537,1.22,1.719,0.6136,0.166,0.8564,-4.014,1
1.222,1.09,1.897,0.4728,0.1326,0.7941,-3.081,1
2.496,1.09,1.653,0.5602,0.1486,0.8251,-4.473,1
2.509,1.24,1.694,0.6059,0.1681,0.8669,-3.543,1
1.686,1.24,2.214,0.6009,0.1668,0.8653,-3.533,1
1.868,1.23,1.728,0.493,0.1404,0.817,-2.984,1
1.613,1.09,2.135,0.553,0.1458,0.8164,-4.482,1
1.658,1.09,1.343,0.3975,0.09919,0.6907,-3.942,1
1.358,1.23,1.851,0.4999,0.14,0.8143,-3.312,1
2.235,1.1,1.725,0.5632,0.1539,0.8406,-3.87,1
1.385,1.09,1.571,0.3949,0.09781,0.6865,-4.198,1
1.799,1.09,1.588,0.4716,0.1307,0.7901,-3.403,1
1.59,1.12,1.568,0.4677,0.1313,0.7917,-3.102,1
1.912,1.17,1.561,0.4902,0.1363,0.8035,-3.342,1
2.371,1.22,1.718,0.5964,0.1633,0.8558,-3.785,1
2.349,1.21,1.702,0.6267,0.1691,0.8611,-4.096,1
1.59,1.08,2.377,0.5863,0.1548,0.8324,-4.459,1
2.33,1.08,1.727,0.5754,0.1533,0.8333,-4.334,1
2.298,1.09,1.575,0.5458,0.1491,0.8296,-3.79,1
1.823,1.09,1.612,0.45,0.1201,0.7612,-4.185,1
1.827,1.09,1.636,0.4669,0.1296,0.7874,-3.388,1
2.46,1.22,1.727,0.5792,0.1592,0.8515,-3.773,1
2.483,1.23,1.698,0.5839,0.1624,0.8576,-3.467,1
1.955,1.21,1.744,0.495,0.1398,0.8154,-3.175,1
1.754,1.09,1.593,0.469,0.1317,0.7932,-3.153,1
2.485,1.23,1.717,0.5825,0.163,0.8614,-3.399,1
1.528,1.09,1.961,0.4861,0.1331,0.7979,-3.825,1
1.783,1.12,1.6,0.4725,0.1324,0.7949,-3.177,1
2.476,1.24,1.691,0.6139,0.1702,0.8692,-3.519,1
1.693,1.23,1.556,0.4949,0.1409,0.8183,-2.997,1
2.496,1.23,1.723,0.5742,0.1592,0.8538,-3.618,1
2.432,1.22,1.594,0.6166,0.169,0.8644,-3.759,1
2.082,1.08,1.789,0.5833,0.1539,0.8321,-4.557,1
1.761,1.22,2.436,0.6131,0.165,0.8542,-4.149,1
1.659,1.23,2.343,0.623,0.1682,0.8609,-4.127,1
2.338,1.21,1.703,0.5757,0.1587,0.8514,-3.725,1
2.493,1.22,1.698,0.5974,0.1636,0.8592,-3.883,1
1.775,1.09,1.809,0.4799,0.1321,0.7966,-3.743,1
1.79,1.23,1.726,0.4938,0.1405,0.8166,-2.986,1
2.456,1.22,1.751,0.6036,0.1654,0.8607,-3.815,1
1.671,1.08,1.372,0.4752,0.1309,0.7908,-3.568,1
1.872,1.09,1.955,0.5477,0.146,0.8192,-4.265,1
1.929,1.09,1.635,0.4571,0.1276,0.7833,-3.315,1
1.938,1.1,2.362,0.5736,0.1569,0.8471,-3.894,1
2.46,1.09,1.844,0.5762,0.1549,0.8392,-4.203,1
2.402,1.22,1.735,0.6129,0.1675,0.8615,-3.801,1
1.686,1.09,1.57,0.4685,0.1294,0.7868,-3.505,1
1.606,1.23,1.707,0.4977,0.142,0.821,-2.979,1
2.467,1.18,1.777,0.6305,0.1677,0.855,-4.391,1
2.191,1.09,1.625,0.5924,0.1575,0.8371,-4.268,1
2.252,1.23,1.711,0.597,0.1652,0.8615,-3.584,1
1.642,1.09,1.608,0.4742,0.1297,0.7861,-3.631,1
1.871,1.07,1.6,0.4713,0.1277,0.7821,-3.923,1
1.586,1.09,1.889,0.4697,0.1318,0.7931,-3.14,1
1.974,1.08,1.492,0.4718,0.1299,0.7866,-3.472,1
1.411,1.1,1.732,0.4037,0.1004,0.6942,-4.125,1
2.469,1.23,1.719,0.6109,0.1657,0.8574,-3.997,1
2.323,1.1,1.493,0.525,0.1273,0.7556,-5.092,1
2.494,1.09,1.601,0.56,0.1508,0.8296,-4.047,1
1.709,1.23,2.473,0.5841,0.1631,0.8609,-3.444,1
2.527,1.23,1.79,0.5998,0.165,0.8604,-3.709,1
2.19,1.23,1.863,0.6015,0.1652,0.8599,-3.744,1
1.354,1.12,2.489,0.5271,0.1278,0.7563,-4.983,1
1.482,1.09,2.33,0.5246,0.1243,0.7459,-5.595,1
1.295,1.09,1.849,0.4761,0.1322,0.7926,-3.3,1
1.628,1.2,1.944,0.494,0.1399,0.8158,-3.116,1
1.369,1.09,1.694,0.4672,0.1306,0.7901,-3.234,1
1.668,1.12,2.357,0.5281,0.1286,0.7587,-4.912,1
1.521,1.09,1.417,0.3853,0.09549,0.6793,-4.046,1
1.638,1.22,1.945,0.495,0.1416,0.8202,-2.914,1
4.055,1.21,2.224,1.656,0.2663,0.03708,-18.36,1
1.638,1.09,1.421,0.4644,0.1308,0.7919,-3.128,1
2.458,1.24,1.646,0.6025,0.1671,0.8651,-3.535,1
1.481,1.12,1.986,0.4745,0.133,0.7957,-3.154,1
1.898,1.23,1.831,0.4948,0.1387,0.8116,-3.294,1
2.458,1.24,1.718,0.5969,0.1657,0.8617,-3.474,1
1.762,1.08,2.278,0.5217,0.1231,0.7429,-5.611,1
1.472,1.08,2.497,0.5737,0.1529,0.8308,-4.224,1
1.348,1.09,1.775,0.4715,0.1315,0.792,-3.274,1
1.635,1.22,1.769,0.4935,0.1372,0.8078,-3.469,1
2.462,1.24,1.76,0.6127,0.1662,0.8572,-3.947,1
4.298,1.09,1.63,1.779,0.2529,-0.2048,-24.05,1
1.993,1.11,1.94,0.5988,0.1616,0.8499,-4.073,1
1.771,1.1,1.715,0.4919,0.137,0.8067,-3.409,1
1.986,1.09,1.536,0.4494,0.1214,0.7668,-4.053,1
1.723,1.09,1.592,0.48,0.1327,0.7947,-3.474,1
1.981,1.11,1.496,0.4908,0.1384,0.8101,-3.095,1
1.752,1.09,2.215,0.5139,0.1232,0.7472,-5.518,1
2.477,1.23,1.7,0.5989,0.1656,0.8631,-3.643,1
1.349,1.12,1.918,0.4738,0.133,0.7966,-3.166,1
1.362,1.08,2.503,0.5204,0.125,0.7496,-5.279,1
1.907,1.1,1.252,0.4898,0.136,0.8051,-3.524,1
1.268,1.08,1.816,0.4629,0.1288,0.7859,-3.352,1
1.861,1.08,2.146,0.5269,0.1255,0.749,-5.454,1
1.716,1.22,1.695,0.4965,0.1417,0.8207,-2.964,1
1.833,1.09,2.494,0.5802,0.1554,0.8417,-4.366,1
1.324,1.09,1.798,0.3931,0.09675,0.6827,-4.066,1
1.573,1.09,1.609,0.4715,0.1306,0.7889,-3.367,1
2.494,1.09,1.213,0.5008,0.1191,0.7361,-5.335,1
2.496,1.22,1.754,0.6037,0.1643,0.8565,-3.93,1
1.656,1.31,1.981,0.5104,0.1443,0.826,-3.179,1
1.908,1.1,1.83,0.4864,0.134,0.799,-3.616,1
2.293,1.24,1.674,0.6129,0.1688,0.8649,-3.632,1
2.505,1.09,1.856,0.5755,0.1557,0.843,-4.131,1
2.459,1.09,1.593,0.5457,0.1493,0.8296,-3.709,1
1.815,1.09,1.8,0.4821,0.1331,0.7987,-3.656,1
2.37,1.24,1.693,0.6048,0.1671,0.8642,-3.616,1
2.393,1.21,1.713,0.5947,0.1621,0.8534,-3.912,1
1.884,1.09,1.586,0.4728,0.1299,0.7876,-3.612,1
2.166,1.23,1.693,0.5767,0.1608,0.8577,-3.511,1
1.399,1.09,1.926,0.4684,0.1281,0.783,-3.708,1
1.887,1.08,1.569,0.4669,0.1281,0.7834,-3.653,1
2.454,1.22,1.663,0.6127,0.1681,0.8638,-3.735,1
1.528,1.1,1.957,0.4827,0.1358,0.8054,-3.242,1
2.099,1.09,1.842,0.513,0.1237,0.75,-5.553,1
1.364,1.08,1.791,0.4009,0.09858,0.6886,-4.448,1
1.825,1.24,2.055,0.5964,0.1656,0.8634,-3.536,1
1.769,1.09,2.035,0.5443,0.1485,0.8279,-3.798,1
1.891,1.24,2.29,0.6072,0.1663,0.8603,-3.762,1
1.562,1.08,1.619,0.4819,0.1327,0.7947,-3.56,1
1.879,1.08,1.576,0.4678,0.13,0.789,-3.385,1
2.45,1.09,1.911,0.5763,0.1551,0.8418,-4.257,1
2.521,1.23,1.798,0.6072,0.1667,0.8614,-3.728,1
2.372,1.09,1.503,0.543,0.1461,0.8211,-4.084,1
1.892,1.08,1.578,0.4691,0.1304,0.7897,-3.385,1
2.523,1.23,1.73,0.6057,0.1671,0.8635,-3.634,1
1.743,1.22,1.437,0.4931,0.1406,0.818,-2.977,1
1.792,1.1,1.843,0.4972,0.1362,0.8036,-3.742,1
2.157,1.09,1.805,0.5716,0.1542,0.8388,-4.151,1
1.727,1.22,1.888,0.502,0.1421,0.8199,-3.09,1
4.242,1.1,1.729,1.712,0.2618,-0.06679,-20.38,1
1.768,1.09,1.28,0.4567,0.128,0.7846,-3.241,1
2.471,1.1,1.866,0.5691,0.1553,0.8438,-3.935,1
1.882,1.11,1.272,0.4905,0.1349,0.8019,-3.725,1
1.544,1.08,1.598,0.4744,0.1308,0.7895,-3.497,1
2.393,1.11,1.713,0.6073,0.1639,0.8512,-3.992,1
2.161,1.09,1.561,0.5558,0.1501,0.8295,-4.017,1
2.469,1.08,1.568,0.5399,0.1476,0.8276,-3.803,1
1.995,1.09,1.862,0.5415,0.1482,0.8274,-3.716,1
1.744,1.09,2.055,0.5638,0.1523,0.8335,-4.013,1
1.82,1.09,1.647,0.4501,0.1221,0.7665,-3.78,1
1.414,1.23,1.744,0.4973,0.1415,0.8191,-2.987,1
2.492,1.09,1.61,0.5984,0.16,0.8432,-4.185,1
1.974,1.09,1.714,0.4814,0.1325,0.7967,-3.723,1
2.109,1.22,1.817,0.5796,0.1615,0.8577,-3.487,1
2.021,1.08,1.404,0.4673,0.1294,0.7866,-3.425,1
1.499,1.31,1.778,0.509,0.1442,0.8249,-3.094,1
1.957,1.23,1.695,0.5051,0.1437,0.8239,-2.973,1
2.325,1.24,1.701,0.6016,0.1655,0.861,-3.722,1
2.26,1.09,1.651,0.6084,0.1607,0.8423,-4.499,1
1.678,1.24,2.495,0.6066,0.1676,0.8653,-3.622,1
1.747,1.09,1.615,0.471,0.1317,0.7925,-3.197,1
1.861,1.22,2.273,0.6123,0.1654,0.8562,-4.086,1
2.469,1.23,1.69,0.5894,0.164,0.8619,-3.522,1
1.815,1.12,1.636,0.4642,0.1294,0.7872,-3.301,1
1.865,1.23,1.752,0.4939,0.1417,0.8211,-2.862,1
4.264,1.09,1.584,1.679,0.2558,-0.03702,-20.61,1
2.397,1.22,1.721,0.5787,0.1593,0.8507,-3.684,1
2.445,1.1,1.887,0.5719,0.1565,0.8463,-3.863,1
1.939,1.08,1.918,0.4814,0.1335,0.8012,-3.622,1
1.852,1.1,2.052,0.5738,0.1563,0.8441,-3.918,1
2.503,1.23,1.717,0.6113,0.1675,0.862,-3.755,1
1.576,1.22,1.668,0.5011,0.1424,0.8216,-3.038,1
1.589,1.1,1.607,0.4697,0.1311,0.7905,-3.184,1
1.966,1.1,1.697,0.4851,0.1345,0.8027,-3.605,1
1.875,1.08,1.221,0.4686,0.13,0.7896,-3.47,1
2.499,1.24,1.728,0.5959,0.1653,0.8613,-3.481,1
1.625,1.09,1.789,0.4604,0.1289,0.7867,-3.262,1
1.593,1.09,2.528,0.5796,0.156,0.8388,-4.079,1
1.899,1.09,1.24,0.4915,0.1339,0.7991,-3.92,1
1.98,1.09,0.9551,0.4051,0.1003,0.6935,-4.063,1
2.019,1.08,1.377,0.4705,0.1294,0.7864,-3.574,1
2.238,1.09,1.521,0.4899,0.1227,0.7511,-4.231,1
0.9084,1.09,1.644,0.3209,0.07811,0.6252,-5.886,1
0.7402,0.91,1.478,0.2517,0.05062,0.5309,-14,1
1.568,0.93,1.049,0.3103,0.07915,0.627,-4.917,1
1.287,1.09,1.438,0.3366,0.09076,0.6649,-3.126,1
0.9883,1.09,1.824,0.4034,0.1117,0.7353,-3.096,1
1.331,1.22,1.691,0.47,0.1343,0.8015,-2.844,1
1.3,1.06,1.846,0.4798,0.1303,0.7885,-3.878,1
1.897,1.21,1.33,0.4937,0.1388,0.8101,-3.114,1
1.439,1.21,1.705,0.5045,0.1429,0.8222,-3.099,1
2.246,1.1,1.779,0.5692,0.1553,0.8438,-3.939,1
2,1.1,1.953,0.5776,0.1563,0.843,-4.074,1
2.491,1.24,1.676,0.5967,0.1669,0.8664,-3.356,1
1.643,1.08,1.57,0.4638,0.13,0.7897,-3.238,1
1.966,1.21,1.745,0.4893,0.1386,0.813,-3.14,1
2.267,1.22,1.676,0.5804,0.161,0.8567,-3.598,1
2.519,1.11,1.702,0.6017,0.1633,0.8513,-3.851,1
1.609,1.09,1.588,0.4616,0.1239,0.772,-4.107,1
2.009,1.11,1.508,0.4871,0.1356,0.8022,-3.32,1
1.695,1.22,1.638,0.5019,0.1437,0.8248,-2.881,1
1.938,1.1,1.078,0.3972,0.1003,0.695,-3.991,1
1.923,1.09,1.415,0.4663,0.1284,0.7847,-3.606,1
1.801,1.09,2.508,0.5716,0.1558,0.8437,-3.92,1
1.63,1.12,1.426,0.4724,0.1318,0.7925,-3.214,1
1.637,1.24,2.465,0.6,0.167,0.8651,-3.435,1
1.685,1.08,1.601,0.4591,0.1265,0.7802,-3.582,1
1.956,1.31,1.752,0.5135,0.146,0.8307,-3.075,1
2.104,1.22,1.738,0.5862,0.1631,0.8601,-3.495,1
2.354,1.08,1.586,0.5588,0.1516,0.8321,-3.869,1
1.962,1.22,1.735,0.4937,0.1405,0.8173,-3.002,1
1.584,1.08,2.407,0.5382,0.147,0.8264,-3.827,1
1.751,1.09,1.401,0.4026,0.102,0.7005,-4.104,1
1.611,1.22,2.399,0.5863,0.1576,0.8395,-4.018,1
1.618,1.09,1.465,0.4638,0.1304,0.79,-3.112,1
2.479,1.09,1.415,0.5244,0.1265,0.7524,-5.046,1
1.839,1.08,2.204,0.5776,0.1549,0.8358,-4.125,1
1.59,1.08,1.746,0.4723,0.1312,0.7912,-3.334,1
1.525,1.09,2.305,0.5313,0.1258,0.7477,-5.471,1
1.376,1.09,1.673,0.4632,0.1304,0.7903,-3.079,1
1.791,1.09,1.182,0.4477,0.1201,0.7617,-4.111,1
1.924,1.23,1.577,0.4868,0.1371,0.8081,-3.198,1
1.499,1.21,1.616,0.4895,0.1378,0.8081,-3.115,1
2.394,1.09,1.683,0.5913,0.1559,0.833,-4.452,1
1.718,1.08,1.592,0.4749,0.1271,0.7823,-4.312,1
1.579,1.09,2.189,0.5215,0.1249,0.7478,-5.121,1
1.229,1.09,1.819,0.3878,0.09786,0.6873,-3.804,1
1.982,1.1,1.536,0.4651,0.1265,0.7814,-3.952,1
1.989,1.12,1.023,0.4072,0.1029,0.7026,-4.003,1
1.91,1.09,1.379,0.448,0.1213,0.7644,-3.837,1
2.511,1.1,1.602,0.5679,0.1561,0.8436,-3.654,1
2.022,1.1,1.616,0.4914,0.1333,0.7964,-3.955,1
2.526,1.09,1.517,0.5844,0.1561,0.8354,-4.134,1
1.455,1.09,1.937,0.4801,0.1356,0.8042,-3.123,1
2.371,1.09,1.59,0.5774,0.1558,0.8388,-4,1
2.411,1.22,1.75,0.5924,0.1633,0.8577,-3.672,1
2.229,1.22,1.63,0.622,0.1671,0.8559,-4.145,1
1.562,1.24,1.63,0.4915,0.142,0.8206,-2.635,1
2.193,1.24,1.642,0.6035,0.167,0.8635,-3.551,1
2.504,1.1,1.861,0.5771,0.157,0.8455,-3.983,1
1.285,1.09,1.746,0.4591,0.1278,0.7834,-3.348,1
1.581,1.08,2.501,0.5548,0.1503,0.8301,-3.951,1
1.09,1.08,1.957,0.4025,0.1001,0.6941,-4.36,1
1.61,1.09,2.504,0.5858,0.1565,0.8369,-4.184,1
1.369,1.08,1.7,0.4689,0.1298,0.7882,-3.478,1
2.511,1.1,1.919,0.5746,0.1567,0.846,-3.934,1
2.482,1.11,1.635,0.5954,0.1596,0.8432,-4.139,1
1.6,1.08,1.795,0.4669,0.129,0.7853,-3.445,1
2.048,1.09,1.902,0.5251,0.1256,0.7491,-5.177,1
1.809,1.22,1.899,0.4994,0.1392,0.8132,-3.448,1
2.407,1.09,1.6,0.5803,0.1554,0.8369,-4.19,1
1.721,1.22,2.304,0.6189,0.1682,0.8618,-3.95,1
2.492,1.22,1.646,0.604,0.1658,0.8614,-3.778,1
1.918,1.21,1.395,0.48,0.1374,0.8083,-2.752,1
1.583,1.09,2.244,0.5726,0.1488,0.82,-4.835,1
2.001,1.22,1.595,0.5054,0.145,0.8274,-2.811,1
1.633,1.24,2.428,0.6173,0.169,0.8647,-3.8,1
2.507,1.12,1.423,0.5293,0.1289,0.7584,-4.816,1
2.017,1.17,1.951,0.5746,0.1568,0.845,-3.879,1
2.541,1.09,1.217,0.5257,0.1249,0.7474,-5.514,1
2.449,1.24,1.75,0.6198,0.169,0.8621,-3.81,1
1.982,1.1,1.278,0.4145,0.1031,0.7016,-3.83,1
1.921,1.08,1.199,0.4717,0.1297,0.7867,-3.544,1
1.637,1.24,2.21,0.5975,0.1651,0.8619,-3.632,1
1.954,1.23,1.709,0.5009,0.1433,0.8238,-2.896,1
2.246,1.22,1.679,0.6024,0.1637,0.8569,-4.02,1
1.756,1.22,1.359,0.4969,0.1414,0.8182,-2.953,1
2.387,1.23,1.69,0.5819,0.1628,0.8606,-3.403,1
2.51,1.22,1.665,0.5871,0.1622,0.8554,-3.58,1
1.954,1.11,1.394,0.4732,0.1306,0.7894,-3.479,1
1.986,1.09,0.9658,0.406,0.09997,0.6922,-4.139,1
1.808,1.22,1.331,0.4998,0.1406,0.8175,-3.293,1
1.333,1.08,1.692,0.4772,0.1306,0.7877,-3.571,1
2.432,1.09,1.646,0.568,0.154,0.8364,-3.904,1
