 Length, Height, Width, Sum, Omnivariance, Eigenentropy, Anisotropy, Class
2.396,1.11,1.711,0.6095,0.1622,0.8452,-4.27,1
1.884,1.09,1.618,0.4706,0.1309,0.7905,-3.318,1
2.394,1.09,1.77,0.5733,0.1567,0.8482,-3.953,1
1.995,1.23,1.689,0.5045,0.1415,0.8194,-3.354,1
1.785,1.24,2.521,0.6158,0.1689,0.8647,-3.733,1
2.161,1.09,1.494,0.4924,0.1178,0.7344,-5.259,1
2.518,1.22,1.714,0.6125,0.1658,0.8564,-4.008,1
2.404,1.09,1.452,0.5529,0.1298,0.7537,-5.855,1
1.899,1.22,2.255,0.5993,0.1654,0.861,-3.628,1
1.802,1.22,1.261,0.4814,0.1378,0.8098,-2.782,1
1.756,1.09,2.246,0.5664,0.1534,0.8393,-4.099,1
1.409,1.09,2.479,0.526,0.1266,0.7531,-5.284,1
2.481,1.11,1.668,0.6057,0.1618,0.8466,-4.255,1
1.283,1.09,1.742,0.3928,0.09842,0.6887,-3.94,1
1.848,1.11,2.06,0.6063,0.163,0.8481,-4.035,1
1.653,1.09,1.575,0.462,0.1272,0.782,-3.608,1
1.618,1.08,1.825,0.4688,0.1313,0.7917,-3.162,1
1.916,1.09,1.791,0.4824,0.1331,0.798,-3.661,1
1.948,1.22,1.981,0.5961,0.1634,0.8582,-3.832,1
1.61,1.09,2.489,0.5372,0.1455,0.8197,-3.884,1
1.746,1.23,2.2,0.5844,0.1626,0.8584,-3.476,1
1.878,1.23,1.704,0.5007,0.1432,0.8229,-2.865,1
1.97,1.09,1.606,0.4627,0.127,0.781,-3.673,1
1.775,1.09,1.596,0.4828,0.1337,0.7968,-3.393,1
2.493,1.1,1.75,0.5847,0.1579,0.8445,-4.079,1
2.13,1.22,1.82,0.5825,0.1626,0.8595,-3.431,1
2.492,1.09,1.589,0.6039,0.1597,0.8411,-4.464,1
1.771,1.09,1.596,0.47,0.1315,0.7926,-3.219,1
1.906,1.09,1.562,0.4803,0.1351,0.8046,-3.282,1
1.786,1.21,1.952,0.5002,0.141,0.8179,-3.228,1
1.978,1.18,1.692,0.4991,0.1376,0.8096,-3.711,1
1.461,1.1,1.903,0.4767,0.1324,0.7981,-3.583,1
1.642,1.09,1.726,0.4937,0.1374,0.8084,-3.455,1
1.984,1.09,1.667,0.4917,0.1338,0.7986,-3.931,1
2.511,1.23,1.696,0.5784,0.1622,0.8606,-3.363,1
2.491,1.22,1.682,0.5981,0.166,0.8638,-3.528,1
1.558,1.09,1.599,0.4714,0.1312,0.7911,-3.303,1
1.684,1.25,2.386,0.6202,0.1678,0.8585,-3.989,1
1.974,1.31,1.719,0.5143,0.1447,0.8268,-3.291,1
2.277,1.09,1.574,0.5403,0.1466,0.8237,-3.92,1
2.492,1.24,1.676,0.6198,0.1695,0.8648,-3.811,1
2.211,1.22,1.687,0.5792,0.1608,0.8562,-3.565,1
2.129,1.24,1.889,0.6054,0.1671,0.8642,-3.637,1
2.177,1.22,1.64,0.6216,0.1681,0.8609,-4.08,1
2.436,1.23,1.677,0.6049,0.1674,0.8638,-3.52,1
1.969,1.23,1.971,0.6022,0.1674,0.8664,-3.505,1
1.657,1.22,2.405,0.605,0.1646,0.8566,-3.929,1
2.458,1.09,1.408,0.5291,0.1269,0.7519,-5.17,1
1.54,1.09,1.975,0.4842,0.1323,0.7953,-3.858,1
2.028,1.23,1.653,0.5193,0.1465,0.8277,-3.075,1
1.417,1.23,1.675,0.5035,0.1441,0.8251,-2.85,1
2.373,1.09,1.67,0.5953,0.1576,0.8361,-4.338,1
1.305,1.09,1.897,0.4617,0.1264,0.7795,-3.734,1
2.368,1.23,1.651,0.6033,0.1663,0.8629,-3.674,1
2.409,1.08,1.754,0.5995,0.1574,0.8372,-4.677,1
2.19,1.24,1.642,0.5835,0.1627,0.8606,-3.489,1
1.343,1.22,1.841,0.4981,0.1415,0.8191,-3.036,1
2.038,1.22,1.914,0.5944,0.1634,0.8578,-3.731,1
1.938,1.18,1.24,0.4838,0.1339,0.7976,-3.455,1
2.454,1.24,1.668,0.6178,0.1692,0.8646,-3.763,1
1.832,1.1,1.258,0.4847,0.1343,0.8005,-3.545,1
1.497,1.09,2.141,0.5053,0.1216,0.7441,-5.313,1
1.559,1.08,1.919,0.4738,0.1315,0.7914,-3.354,1
2.009,1.24,1.77,0.5058,0.145,0.8265,-2.778,1
1.695,1.23,1.88,0.498,0.1416,0.8189,-2.984,1
1.38,1.09,1.908,0.4897,0.1331,0.7982,-4.024,1
1.433,1.12,2.432,0.5473,0.1329,0.7653,-4.988,1
1.719,1.21,2.037,0.5123,0.1438,0.8238,-3.315,1
2.046,1.1,1.927,0.5697,0.1551,0.8431,-3.976,1
1.43,1.09,1.8,0.4901,0.1316,0.7938,-4.29,1
1.996,1.22,1.812,0.4963,0.1413,0.8179,-2.944,1
1.666,1.09,1.591,0.4531,0.1218,0.767,-4.106,1
2.484,1.23,1.687,0.5804,0.1625,0.8595,-3.337,1
2.489,1.31,1.68,0.6025,0.1667,0.8643,-3.602,1
1.514,1.09,1.857,0.4837,0.1328,0.798,-3.795,1
1.819,1.24,1.664,0.4963,0.1425,0.8217,-2.776,1
1.383,1.09,1.682,0.4693,0.1311,0.7913,-3.253,1
2.512,1.11,1.722,0.5923,0.16,0.847,-4.023,1
2.559,1.18,1.799,0.583,0.1567,0.8446,-4.293,1
1.677,1.08,1.592,0.4694,0.1302,0.7894,-3.428,1
1.569,1.23,1.673,0.5012,0.1434,0.8242,-2.908,1
1.592,1.08,1.57,0.4703,0.1295,0.7864,-3.533,1
1.735,1.09,1.965,0.485,0.1303,0.7914,-4.286,1
1.936,1.09,1.213,0.4893,0.1374,0.8072,-3.184,1
1.535,1.09,1.573,0.4523,0.1242,0.7728,-3.59,1
2.514,0.95,1.588,0.5797,0.1515,0.826,-4.732,1
2.418,1.09,1.702,0.5711,0.1549,0.8386,-3.93,1
1.59,1.09,1.823,0.4859,0.1335,0.7993,-3.769,1
1.593,1.09,2.502,0.5427,0.1464,0.8221,-4.024,1
1.79,1.22,1.658,0.4932,0.1404,0.8165,-2.956,1
1.458,1.09,1.617,0.4687,0.1293,0.7868,-3.542,1
2.222,1.22,1.67,0.5963,0.1646,0.8594,-3.606,1
2.451,1.09,1.634,0.5377,0.1485,0.8301,-3.547,1
1.954,1.09,1.937,0.5437,0.149,0.8285,-3.655,1
1.901,1.23,1.716,0.4929,0.1407,0.8183,-2.975,1
1.332,1.08,1.924,0.4725,0.1314,0.7919,-3.333,1
1.992,1.09,1.768,0.4951,0.1348,0.8007,-3.903,1
2.263,1.22,1.693,0.5784,0.161,0.8564,-3.495,1
1.774,1.12,1.57,0.4757,0.1328,0.7945,-3.195,1
1.669,1.22,1.98,0.5022,0.1436,0.8239,-2.872,1
1.398,1.09,1.644,0.4737,0.1318,0.7922,-3.293,1
1.282,1.23,1.807,0.4928,0.1408,0.8183,-2.946,1
1.612,1.08,1.592,0.4752,0.1314,0.7915,-3.447,1
1.703,1.23,2.3,0.5688,0.1587,0.8535,-3.461,1
2.118,1.09,1.486,0.4879,0.1176,0.7365,-5.326,1
1.92,1.12,2.003,0.5777,0.1559,0.8373,-3.928,1
2.408,1.23,1.688,0.5832,0.1629,0.8597,-3.389,1
1.938,1.09,1.193,0.3981,0.09911,0.6904,-3.989,1
1.718,1.24,2.348,0.6,0.1665,0.8634,-3.493,1
1.294,1.09,1.85,0.4634,0.1282,0.783,-3.391,1
1.74,1.11,2.457,0.6057,0.1644,0.8539,-3.89,1
1.238,1.09,1.861,0.4018,0.1009,0.6965,-4.12,1
1.7,1.09,2.143,0.5904,0.158,0.8413,-4.207,1
1.785,1.23,1.778,0.4957,0.1419,0.8216,-2.917,1
1.588,1.08,1.844,0.4651,0.129,0.786,-3.387,1
1.748,1.24,1.657,0.4985,0.143,0.8217,-2.729,1
1.798,1.09,2.051,0.5773,0.1555,0.8371,-4.016,1
1.819,1.18,1.83,0.5038,0.1376,0.8073,-3.865,1
2.267,1.09,1.658,0.5648,0.1544,0.8387,-3.715,1
1.497,1.09,2.536,0.5643,0.1516,0.8298,-4.057,1
2.443,1.23,1.698,0.588,0.1604,0.8519,-3.925,1
1.763,1.24,2.532,0.6017,0.1652,0.8594,-3.716,1
2.502,1.11,1.84,0.5768,0.1563,0.8424,-4.002,1
1.689,1.09,1.59,0.4693,0.1308,0.7905,-3.279,1
1.904,1.09,1.33,0.4633,0.1289,0.7867,-3.409,1
1.504,1.09,1.615,0.4709,0.131,0.7904,-3.282,1
2.018,1.09,1.388,0.4685,0.1307,0.7901,-3.245,1
1.916,1.1,1.716,0.4844,0.1339,0.7992,-3.556,1
1.604,1.09,1.49,0.4686,0.1303,0.7887,-3.317,1
1.881,1.1,1.245,0.4108,0.09956,0.6899,-4.294,1
2.402,1.1,1.671,0.5753,0.1557,0.8427,-4.109,1
2.516,1.22,1.74,0.6128,0.1668,0.8599,-3.902,1
1.884,1.09,1.821,0.4944,0.1357,0.8033,-3.75,1
1.952,1.11,1.55,0.4742,0.1319,0.7922,-3.281,1
2.333,1.22,1.608,0.5936,0.1623,0.8545,-3.831,1
2.456,1.09,1.647,0.5524,0.1493,0.8276,-3.989,1
1.447,1.1,1.816,0.4864,0.1337,0.7998,-3.764,1
1.811,1.09,1.832,0.4894,0.1337,0.7992,-3.88,1
1.741,1.1,1.257,0.4666,0.1302,0.7896,-3.294,1
1.856,1.08,1.584,0.4662,0.1279,0.7836,-3.686,1
2.531,1.24,1.768,0.6039,0.1672,0.8643,-3.545,1
2.452,1.24,1.654,0.6038,0.1676,0.8659,-3.523,1
1.822,1.22,1.735,0.4923,0.1412,0.8196,-2.851,1
1.941,1.23,1.742,0.4907,0.14,0.8165,-2.962,1
1.674,1.24,2.502,0.6055,0.1649,0.8581,-3.932,1
1.589,1.09,1.816,0.4664,0.1301,0.7885,-3.238,1
2.492,1.09,1.582,0.5861,0.1576,0.8414,-4.096,1
2.347,1.22,1.698,0.5582,0.1564,0.8504,-3.406,1
2.418,1.1,1.619,0.5586,0.1516,0.8356,-4.035,1
1.387,1.22,1.802,0.494,0.1391,0.8136,-3.23,1
1.796,1.23,1.758,0.4986,0.1413,0.8183,-3.067,1
2.239,1.09,1.681,0.5749,0.1567,0.8436,-3.86,1
2.271,1.09,1.669,0.5847,0.1574,0.8414,-4.078,1
2.434,1.09,1.592,0.5821,0.1567,0.8384,-3.977,1
1.759,1.08,1.602,0.4691,0.1287,0.7843,-3.592,1
1.884,1.09,1.582,0.4702,0.1326,0.7954,-3.034,1
2.538,1.24,1.807,0.5919,0.1656,0.8645,-3.358,1
2.433,1.22,1.679,0.5938,0.164,0.8603,-3.662,1
1.747,1.22,1.717,0.5045,0.1432,0.8231,-3.069,1
1.989,1.31,1.68,0.5177,0.1463,0.8297,-3.172,1
1.648,1.22,1.951,0.4994,0.142,0.8201,-3.004,1
1.868,1.23,1.693,0.5023,0.1438,0.8248,-2.859,1
1.667,1.22,2.456,0.6098,0.1647,0.8561,-4.13,1
1.529,1.08,1.965,0.4739,0.1302,0.7875,-3.529,1
2.424,1.09,1.696,0.6005,0.1609,0.8458,-4.166,1
2.541,1.09,1.533,0.584,0.1567,0.8389,-4.125,1
2.467,1.08,1.65,0.5545,0.1477,0.8208,-4.204,1
2.239,1.22,1.672,0.6038,0.1654,0.8585,-3.751,1
1.976,1.08,1.439,0.4694,0.13,0.7887,-3.467,1
1.97,1.11,1.157,0.4069,0.1026,0.7016,-3.966,1
2.47,1.24,1.669,0.5974,0.1663,0.8649,-3.475,1
2.663,1.09,3.764,1.74,0.2665,-0.1022,-19.61,1
1.754,1.09,1.388,0.4022,0.09945,0.6917,-4.432,1
2.267,1.11,1.869,0.5916,0.1593,0.8438,-4.048,1
2.076,1.24,1.794,0.6012,0.1665,0.8624,-3.515,1
2.462,1.22,1.683,0.6116,0.1656,0.856,-3.973,1
2.433,1.22,1.76,0.6005,0.1664,0.8641,-3.56,1
1.911,1.09,1.599,0.461,0.1262,0.7786,-3.714,1
2.495,1.24,1.714,0.6163,0.1683,0.8605,-3.719,1
2.449,1.22,1.716,0.5974,0.1644,0.8588,-3.676,1
1.694,1.22,1.635,0.4991,0.1429,0.8228,-2.857,1
2.198,1.22,1.644,0.6019,0.1664,0.8634,-3.599,1
2.069,1.08,1.918,0.5662,0.1521,0.8318,-4.125,1
2.226,1.11,1.567,0.5602,0.1517,0.8315,-3.886,1
1.876,1.1,1.257,0.4905,0.1329,0.7963,-4.045,1
2.478,1.09,1.647,0.5857,0.1596,0.8487,-3.874,1
1.708,1.22,1.708,0.4994,0.1413,0.8184,-3.114,1
1.634,1.22,1.977,0.4965,0.1414,0.819,-2.966,1
1.837,1.1,1.807,0.4366,0.1041,0.7044,-5.725,1
1.807,0.91,1.476,0.3558,0.05974,0.5951,-24.56,1
1.086,1.04,1.46,0.3178,0.08321,0.6393,-4.06,1
1.271,1.08,1.656,0.3897,0.1112,0.734,-2.49,1
1.413,1.09,1.743,0.4849,0.1324,0.7933,-3.755,1
1.358,1.08,1.718,0.4636,0.1291,0.7859,-3.297,1
1.616,1.12,1.58,0.4695,0.1305,0.7901,-3.366,1
1.775,1.08,1.6,0.4701,0.1306,0.79,-3.359,1
2.181,1.23,1.711,0.5717,0.1586,0.8517,-3.56,1
1.553,1.09,2.484,0.5443,0.1489,0.8292,-3.75,1
2.027,1.09,1.866,0.5231,0.1259,0.7512,-5.099,1
1.916,1.11,2.51,0.5622,0.1515,0.834,-4.162,1
1.621,1.1,2.493,0.5618,0.1517,0.8313,-3.978,1
2.512,1.09,1.645,0.5721,0.1555,0.8424,-3.98,1
2.146,1.24,1.687,0.6175,0.1702,0.8665,-3.58,1
2.486,1.09,1.724,0.6024,0.1615,0.8456,-4.106,1
4.142,1.24,1.63,1.698,0.2755,-0.001001,-17.47,1
1.829,1.12,1.61,0.4749,0.133,0.7958,-3.158,1
2.455,1.11,1.623,0.5845,0.1575,0.8413,-4.046,1
2.428,1.24,1.748,0.6191,0.1683,0.8616,-3.93,1
2.003,1.09,1.431,0.4782,0.131,0.7885,-3.544,1
1.927,1.09,1.193,0.397,0.09759,0.685,-3.951,1
2.419,1.24,1.668,0.6085,0.167,0.863,-3.777,1
1.46,1.09,2.418,0.515,0.1236,0.7462,-5.108,1
2.396,1.09,1.467,0.5322,0.1265,0.7499,-5.439,1
1.923,1.09,1.141,0.4056,0.1008,0.6955,-4.095,1
4.155,1.22,1.744,1.699,0.2706,-0.01766,-18.41,1
2.501,1.11,1.184,0.5038,0.1224,0.7466,-5.023,1
2.458,1.09,1.322,0.5096,0.1205,0.738,-5.49,1
1.816,1.11,2.107,0.5111,0.1261,0.756,-4.564,1
1.603,1.09,1.672,0.4627,0.1265,0.7783,-3.668,1
2.514,1.22,1.713,0.5755,0.1599,0.8563,-3.609,1
1.607,1.08,2.336,0.583,0.1558,0.8376,-4.249,1
1.316,1.06,2.427,0.5025,0.1192,0.7382,-5.849,1
1.655,1.22,2.153,0.6027,0.1662,0.8622,-3.636,1
1.792,1.11,2.464,0.5697,0.1567,0.8474,-3.763,1
1.69,1.25,2.434,0.5958,0.1635,0.8553,-3.681,1
1.726,1.1,2.165,0.5659,0.1526,0.8339,-4.048,1
2.271,1.1,1.725,0.4983,0.1213,0.7437,-4.782,1
1.404,1.1,1.517,0.4077,0.09991,0.6918,-4.273,1
1.648,1.24,2.157,0.6034,0.1674,0.8654,-3.531,1
1.526,1.08,2.015,0.4654,0.1279,0.7827,-3.588,1
2.473,1.22,1.692,0.581,0.1614,0.8563,-3.517,1
2.474,1.16,1.907,0.5946,0.1613,0.8518,-4.018,1
1.998,1.09,1.531,0.4684,0.1304,0.7883,-3.236,1
1.705,1.24,2.161,0.588,0.1644,0.8626,-3.389,1
1.267,1.09,1.82,0.3958,0.09778,0.6862,-4.24,1
2.428,1.09,1.499,0.5338,0.128,0.7541,-5.164,1
2.529,1.12,1.568,0.5808,0.1562,0.8382,-4.063,1
1.213,1.1,2.509,0.4971,0.1208,0.7424,-4.793,1
1.644,1.24,2.467,0.6038,0.1675,0.8657,-3.535,1
1.971,1.08,1.317,0.4728,0.1293,0.7846,-3.612,1
1.563,1.08,2.334,0.5426,0.1476,0.8265,-3.895,1
2.474,1.11,1.322,0.5296,0.1284,0.7567,-4.904,1
1.762,1.08,2.391,0.6158,0.1628,0.8443,-4.415,1
1.981,1.07,1.452,0.4618,0.1281,0.7835,-3.385,1
1.964,1.09,1.106,0.4076,0.1002,0.6931,-4.371,1
1.638,1.09,1.777,0.4538,0.121,0.7636,-4.203,1
1.572,1.09,1.96,0.4723,0.1321,0.7937,-3.2,1
1.06,1.12,1.982,0.4194,0.1032,0.7013,-4.163,1
1.958,1.12,1.422,0.4767,0.133,0.7949,-3.196,1
1.884,1.11,1.334,0.4167,0.104,0.7047,-4.077,1
2.105,1.24,1.809,0.567,0.1594,0.8552,-3.278,1
2.469,1.11,1.703,0.5692,0.1557,0.8414,-3.736,1
1.737,1.24,1.829,0.4946,0.1418,0.8204,-2.856,1
1.733,1.09,2.234,0.4917,0.1176,0.7342,-5.256,1
1.67,1.09,2.368,0.5305,0.126,0.7484,-5.368,1
1.911,1.09,1.75,0.4785,0.1307,0.7903,-3.779,1
1.841,1.09,2.124,0.5045,0.1197,0.7379,-5.601,1
1.492,1.09,1.986,0.4786,0.1328,0.7937,-3.284,1
1.268,1.08,1.952,0.4654,0.1282,0.7824,-3.459,1
2.412,1.11,1.366,0.5159,0.1263,0.7543,-4.612,1
1.603,1.09,2.312,0.5819,0.1554,0.8357,-4.209,1
2.255,1.24,1.672,0.596,0.165,0.8599,-3.524,1
1.715,1.21,1.613,0.4869,0.1372,0.8064,-3.071,1
1.534,1.09,1.998,0.4698,0.1298,0.7872,-3.443,1
1.345,1.09,2.359,0.508,0.121,0.7413,-5.537,1
1.071,1.09,1.948,0.4153,0.104,0.7051,-4.027,1
1.929,1.11,1.707,0.4852,0.1344,0.8003,-3.529,1
3.971,1.1,2.493,1.801,0.2591,-0.2172,-23.58,1
1.817,1.24,1.768,0.5024,0.1428,0.8215,-2.981,1
1.737,1.24,2.422,0.5953,0.1657,0.8638,-3.462,1
1.447,1.09,2.406,0.5273,0.1264,0.7516,-5.264,1
1.404,1.1,2.257,0.498,0.1212,0.7436,-4.778,1
1.654,1.24,2.314,0.6012,0.1666,0.8635,-3.525,1
1.986,1.08,1.435,0.4732,0.1319,0.7927,-3.262,1
1.758,1.11,1.307,0.4157,0.1034,0.7026,-3.998,1
2.278,1.09,1.707,0.5903,0.1598,0.8474,-4,1
2.215,1.22,1.85,0.5964,0.1655,0.8637,-3.557,1
1.912,1.22,2.027,0.6069,0.166,0.8599,-3.819,1
2.381,1.22,1.666,0.5964,0.1647,0.8598,-3.599,1
1.98,1.09,0.9856,0.4028,0.1001,0.6934,-4.192,1
1.58,1.1,1.427,0.4057,0.1008,0.695,-3.96,1
1.956,1.1,1.911,0.4959,0.1212,0.7444,-4.692,1
1.389,1.1,1.589,0.4097,0.1015,0.697,-4,1
2.494,1.11,1.59,0.5902,0.1605,0.8497,-3.925,1
1.958,1.09,2.062,0.5836,0.1561,0.8374,-4.193,1
2.133,1.23,1.702,0.5912,0.1622,0.8547,-3.742,1
1.977,1.16,1.642,0.4996,0.1367,0.8062,-3.849,1
2.199,1.08,1.596,0.532,0.1462,0.8259,-3.719,1
2.159,1.23,1.913,0.5862,0.1632,0.8588,-3.428,1
2.106,1.24,1.707,0.6038,0.1666,0.8618,-3.582,1
2.301,1.22,1.632,0.5773,0.1601,0.8543,-3.581,1
1.282,1.11,1.802,0.4003,0.1009,0.6964,-3.799,1
2.343,1.1,1.503,0.5261,0.125,0.7475,-5.494,1
1.773,1.11,2.227,0.4687,0.1172,0.7383,-4.003,1
1.826,1.09,1.237,0.4695,0.1306,0.789,-3.265,1
1.65,1.24,2.442,0.5971,0.1656,0.8625,-3.543,1
1.704,1.24,1.502,0.505,0.1445,0.8259,-2.868,1
2.06,1.09,1.663,0.4965,0.1199,0.7404,-5.109,1
1.587,1.08,2.491,0.5578,0.152,0.8337,-3.793,1
2.278,1.09,1.594,0.5529,0.1498,0.8299,-3.97,1
1.703,1.11,1.933,0.4837,0.1338,0.7972,-3.458,1
1.319,1.09,2.482,0.4916,0.1176,0.7349,-5.397,1
1.325,1.09,1.934,0.4671,0.1303,0.7892,-3.262,1
1.974,1.09,1.559,0.4665,0.1256,0.7754,-3.983,1
2.397,1.24,1.666,0.6035,0.1666,0.8631,-3.63,1
2.2,1.11,1.746,0.5672,0.1549,0.8415,-3.855,1
1.192,1.1,1.95,0.4069,0.1015,0.6975,-3.997,1
1.824,1.11,2.09,0.5701,0.1563,0.8454,-3.798,1
1.614,1.08,1.57,0.4774,0.1308,0.7897,-3.667,1
2.485,1.09,1.297,0.4956,0.1199,0.741,-5.075,1
2.312,1.22,1.695,0.5666,0.1595,0.8556,-3.261,1
1.868,1.09,1.25,0.4011,0.09933,0.6909,-4.17,1
1.8,1.1,1.239,0.4701,0.1303,0.7888,-3.397,1
1.628,1.09,1.604,0.4798,0.1324,0.7929,-3.419,1
2.522,1.08,1.566,0.5732,0.1531,0.8315,-4.194,1
2.439,1.23,1.68,0.5859,0.1635,0.8611,-3.442,1
1.808,1.1,1.344,0.4097,0.1021,0.6991,-3.938,1
1.581,1.09,4.231,1.756,0.2615,-0.1355,-21.89,1
1.88,1.09,1.566,0.4694,0.1312,0.7916,-3.249,1
1.332,1.09,2.384,0.4953,0.1192,0.7387,-5.181,1
1.492,1.09,1.452,0.4047,0.09965,0.6912,-4.088,1
2.422,1.23,1.677,0.5916,0.1646,0.8622,-3.489,1
2.436,1.21,1.603,0.5903,0.1596,0.8468,-4.035,1
1.767,1.23,1.725,0.4909,0.1405,0.8178,-2.912,1
1.777,1.09,1.608,0.4716,0.1305,0.789,-3.396,1
4.059,1.21,2.225,1.664,0.2655,0.0224,-18.77,1
2.458,1.23,1.683,0.5829,0.1628,0.8605,-3.439,1
1.709,1.23,2.258,0.5828,0.1613,0.8558,-3.592,1
2.365,1.09,1.597,0.4986,0.1192,0.7381,-5.402,1
1.452,1.09,1.477,0.4036,0.1003,0.6937,-4.067,1
2.478,1.24,1.758,0.5887,0.1652,0.8645,-3.302,1
1.625,1.09,4.175,1.797,0.2675,-0.1855,-21.31,1
2.45,1.09,1.294,0.4926,0.119,0.7393,-5.188,1
2.228,1.1,1.622,0.5957,0.1613,0.8495,-3.99,1
1.756,1.08,1.269,0.4064,0.09865,0.6878,-4.554,1
2.178,1.11,1.781,0.4988,0.1219,0.7464,-4.833,1
1.886,1.11,2.055,0.5894,0.1602,0.848,-3.88,1
2.445,1.23,1.707,0.5963,0.1641,0.8573,-3.65,1
1.996,1.1,1.35,0.4724,0.1319,0.7926,-3.21,1
1.859,1.09,2.015,0.5433,0.147,0.8236,-3.961,1
2.061,1.11,1.913,0.5274,0.1289,0.7592,-4.729,1
1.657,1.24,2.442,0.5988,0.1648,0.8587,-3.654,1
1.716,1.24,2.487,0.5957,0.1657,0.8626,-3.443,1
1.792,1.09,2.231,0.5786,0.1549,0.8351,-4.137,1
2.543,1.08,1.533,0.5806,0.1541,0.8321,-4.317,1
1.838,1.22,2.195,0.6121,0.166,0.8577,-3.977,1
2.431,1.23,1.695,0.5857,0.1629,0.8593,-3.489,1
1.922,1.1,1.567,0.4727,0.1321,0.7937,-3.219,1
1.723,1.24,2.41,0.5911,0.164,0.8615,-3.585,1
1.879,1.09,1.25,0.4038,0.1004,0.6941,-4.034,1
2.25,1.23,1.644,0.602,0.1652,0.8593,-3.727,1
2.499,1.09,1.214,0.4889,0.1181,0.7366,-5.069,1
1.517,1.08,1.964,0.4744,0.1302,0.7873,-3.56,1
1.842,1.22,1.715,0.4955,0.1414,0.819,-2.939,1
1.704,1.09,1.572,0.4714,0.1309,0.7901,-3.331,1
2.438,1.22,1.683,0.5961,0.1652,0.8617,-3.559,1
1.648,1.09,2.185,0.5955,0.1586,0.8381,-4.169,1
1.336,1.09,2.366,0.4944,0.1193,0.7395,-5.173,1
2.215,1.1,1.597,0.5439,0.1304,0.7573,-5.059,1
1.909,1.09,2.009,0.5177,0.1224,0.7417,-5.521,1
1.423,1.08,2.019,0.471,0.1276,0.7812,-3.885,1
1.719,1.12,1.718,0.4843,0.1351,0.8005,-3.253,1
2.234,1.21,1.636,0.6385,0.1669,0.8495,-4.806,1
2.501,1.1,1.598,0.5642,0.1521,0.8319,-4.009,1
1.967,1.09,1.556,0.4654,0.1313,0.7931,-3.093,1
1.952,1.11,1.22,0.4096,0.1031,0.7028,-3.861,1
1.683,1.23,2.136,0.6021,0.1651,0.8583,-3.732,1
1.882,1.09,1.614,0.4709,0.1318,0.7934,-3.231,1
1.938,1.23,1.889,0.4992,0.1421,0.8208,-3.009,1
2.316,1.23,1.618,0.5994,0.1659,0.8616,-3.535,1
2.53,1.09,1.578,0.5598,0.1532,0.8364,-3.698,1
1.461,1.1,1.616,0.4694,0.1306,0.7901,-3.338,1
1.731,1.23,1.417,0.4911,0.14,0.8151,-2.916,1
1.885,1.09,1.182,0.4064,0.1012,0.6969,-4.277,1
1.983,1.1,1.453,0.4743,0.1312,0.7905,-3.426,1
2.49,1.1,1.598,0.5782,0.1562,0.8386,-3.909,1
1.603,1.23,2.521,0.5985,0.1642,0.8551,-3.616,1
2.501,1.24,1.697,0.6001,0.1641,0.8556,-3.769,1
2.229,1.23,1.744,0.5821,0.1626,0.8601,-3.429,1
1.963,1.09,1.153,0.4014,0.1012,0.6975,-4.022,1
1.576,1.09,1.609,0.4667,0.1314,0.7934,-3.126,1
1.672,1.09,1.399,0.4703,0.1314,0.7922,-3.245,1
1.753,1.11,1.622,0.4798,0.1333,0.795,-3.246,1
2.324,1.09,1.681,0.591,0.1569,0.838,-4.387,1
1.934,1.09,2.106,0.5861,0.1579,0.841,-3.985,1
1.561,1.09,2.075,0.4727,0.1157,0.7333,-4.824,1
1.769,1.23,2.017,0.5755,0.1612,0.8574,-3.339,1
1.692,1.24,2.157,0.6024,0.1648,0.8584,-3.817,1
1.704,1.24,2.505,0.6039,0.1684,0.8685,-3.428,1
1.514,1.08,2.284,0.5425,0.1279,0.7515,-5.748,1
1.876,1.08,2.186,0.5878,0.1542,0.832,-4.701,1
1.622,1.12,1.621,0.4768,0.1344,0.7985,-2.927,1
1.399,1.1,2.293,0.5136,0.123,0.745,-5.223,1
1.608,1.08,1.528,0.4681,0.1297,0.7877,-3.41,1
2.387,1.24,1.61,0.5922,0.1622,0.8526,-3.715,1
2.433,1.08,1.612,0.5769,0.154,0.8333,-4.235,1
1.652,1.08,1.58,0.4789,0.1318,0.7912,-3.491,1
1.372,1.09,1.961,0.4707,0.1316,0.793,-3.259,1
1.443,1.08,1.974,0.4636,0.1279,0.7838,-3.585,1
1.312,1.09,1.815,0.4657,0.131,0.7921,-3.15,1
1.971,1.11,1.531,0.4613,0.1286,0.7847,-3.246,1
1.895,1.09,1.144,0.3502,0.08684,0.6536,-4.936,1
1.247,1.11,1.641,0.3399,0.08145,0.6352,-5.666,1
0.8904,0.71,1.488,0.2471,0.05108,0.5229,-11.69,1
1.282,0.91,0.5342,0.2235,0.03458,0.4873,-36.24,1
1.654,0.91,2.103,0.4528,0.1001,0.688,-7.41,1
1.682,1.24,2.5,0.6031,0.1677,0.8668,-3.504,1
2.541,1.21,1.638,0.6007,0.162,0.8506,-4.112,1
1.407,1.09,1.706,0.4707,0.1313,0.7922,-3.31,1
2.297,1.23,1.683,0.5799,0.1619,0.859,-3.445,1
1.763,1.24,1.736,0.5039,0.1448,0.8268,-2.765,1
2.315,1.24,1.69,0.582,0.1636,0.8617,-3.251,1
2.305,1.24,1.664,0.5525,0.1555,0.8474,-3.227,1
