 Omnivariance, Eigenentropy, Anisotropy, Linearity, Surface Variation, Class
0.133,0.7958,-3.158,-0.7154,0.6049,1
0.1575,0.8413,-4.046,-1.078,0.6211,1
0.1683,0.8616,-3.93,-1.146,0.6104,1
0.131,0.7885,-3.544,-0.7715,0.6212,1
0.09759,0.685,-3.951,-0.01325,0.7109,1
0.167,0.863,-3.777,-1.174,0.6008,1
0.1236,0.7462,-5.108,-0.3902,0.7188,1
0.1265,0.7499,-5.439,-0.4772,0.7222,1
0.1008,0.6955,-4.095,-0.1438,0.7039,1
0.2706,-0.01766,-18.41,-1.507,0.847,1
0.1224,0.7466,-5.023,-0.4448,0.7113,1
0.1205,0.738,-5.49,-0.462,0.725,1
0.1261,0.756,-4.564,-0.3278,0.705,1
0.1265,0.7783,-3.668,-0.8836,0.6181,1
0.1599,0.8563,-3.609,-1.305,0.5824,1
0.1558,0.8376,-4.249,-1.171,0.6234,1
0.1192,0.7382,-5.849,-0.6893,0.7181,1
0.1662,0.8622,-3.636,-1.081,0.6008,1
0.1567,0.8474,-3.763,-1.232,0.5957,1
0.1635,0.8553,-3.681,-1.001,0.6094,1
0.1526,0.8339,-4.048,-1.114,0.6185,1
0.1213,0.7437,-4.782,-0.3304,0.7127,1
0.09991,0.6918,-4.273,-0.1338,0.7119,1
0.1674,0.8654,-3.531,-1.061,0.5968,1
0.1279,0.7827,-3.588,-0.8989,0.6128,1
0.1614,0.8563,-3.517,-1.081,0.5945,1
0.1613,0.8518,-4.018,-1.248,0.6071,1
0.1304,0.7883,-3.236,-0.6927,0.6114,1
0.1644,0.8626,-3.389,-1.044,0.5905,1
0.09778,0.6862,-4.24,-0.1708,0.7071,1
0.128,0.7541,-5.164,-0.4112,0.7188,1
0.1562,0.8382,-4.063,-1.05,0.6241,1
0.1208,0.7424,-4.793,-0.324,0.7137,1
0.1675,0.8657,-3.535,-1.072,0.5962,1
0.1293,0.7846,-3.612,-0.8175,0.6208,1
0.1476,0.8265,-3.895,-1.106,0.6118,1
0.1284,0.7567,-4.904,-0.3642,0.7141,1
0.1628,0.8443,-4.415,-1.127,0.6339,1
0.1281,0.7835,-3.385,-0.821,0.6085,1
0.1002,0.6931,-4.371,-0.2007,0.7093,1
0.121,0.7636,-4.203,-1.051,0.6304,1
0.1321,0.7937,-3.2,-0.7447,0.6048,1
0.1032,0.7013,-4.163,-0.1128,0.7096,1
0.133,0.7949,-3.196,-0.6899,0.6094,1
0.104,0.7047,-4.077,-0.1605,0.7015,1
0.1594,0.8552,-3.278,-1.018,0.5864,1
0.1557,0.8414,-3.736,-0.9998,0.6122,1
0.1418,0.8204,-2.856,-0.8012,0.5792,1
0.1176,0.7342,-5.256,-0.4386,0.7195,1
0.126,0.7484,-5.368,-0.4334,0.7235,1
0.1307,0.7903,-3.779,-1.041,0.6111,1
0.1197,0.7379,-5.601,-0.5511,0.7213,1
0.1328,0.7937,-3.284,-0.6932,0.614,1
0.1282,0.7824,-3.459,-0.7708,0.6168,1
0.1263,0.7543,-4.612,-0.2889,0.7103,1
0.1554,0.8357,-4.209,-1.093,0.6274,1
0.165,0.8599,-3.524,-0.9821,0.6027,1
0.1372,0.8064,-3.071,-0.7191,0.5995,1
0.1298,0.7872,-3.443,-0.8152,0.6122,1
0.121,0.7413,-5.537,-0.5544,0.719,1
0.104,0.7051,-4.027,-0.1618,0.6993,1
0.1344,0.8003,-3.529,-1.006,0.6011,1
0.2591,-0.2172,-23.58,-1.755,0.8675,1
0.1428,0.8215,-2.981,-0.7972,0.5873,1
0.1657,0.8638,-3.462,-1.053,0.5938,1
0.1264,0.7516,-5.264,-0.4605,0.718,1
0.1212,0.7436,-4.778,-0.329,0.7127,1
0.1666,0.8635,-3.525,-1.023,0.5995,1
0.1319,0.7927,-3.262,-0.752,0.6077,1
0.1034,0.7026,-3.998,-0.102,0.7039,1
0.1598,0.8474,-4,-1.143,0.614,1
0.1655,0.8637,-3.557,-1.14,0.5921,1
0.166,0.8599,-3.819,-1.138,0.6057,1
0.1647,0.8598,-3.599,-1.049,0.6013,1
0.1001,0.6934,-4.192,-0.1879,0.7035,1
0.1008,0.695,-3.96,-0.07517,0.705,1
0.1212,0.7444,-4.692,-0.3198,0.7105,1
0.1015,0.697,-4,-0.08039,0.7062,1
0.1605,0.8497,-3.925,-1.144,0.6103,1
0.1561,0.8374,-4.193,-1.105,0.6258,1
0.1622,0.8547,-3.742,-1.108,0.6041,1
0.1367,0.8062,-3.849,-1.218,0.6011,1
0.1462,0.8259,-3.719,-1.11,0.6027,1
0.1632,0.8588,-3.428,-0.9869,0.5972,1
0.1666,0.8618,-3.582,-0.9948,0.6047,1
0.1601,0.8543,-3.581,-1.146,0.5928,1
0.1009,0.6964,-3.799,-0.09275,0.6963,1
0.125,0.7475,-5.494,-0.5044,0.7217,1
0.1172,0.7383,-4.003,-0.1391,0.7005,1
0.1306,0.789,-3.265,-0.7172,0.6108,1
0.1656,0.8625,-3.543,-1.071,0.5967,1
0.1445,0.8259,-2.868,-0.7694,0.5828,1
0.1199,0.7404,-5.109,-0.4397,0.7146,1
0.152,0.8337,-3.793,-0.9907,0.6158,1
0.1498,0.8299,-3.97,-1.115,0.6147,1
0.1338,0.7972,-3.458,-0.8542,0.6096,1
0.1176,0.7349,-5.397,-0.5155,0.7178,1
0.1303,0.7892,-3.262,-0.7748,0.6057,1
0.1256,0.7754,-3.983,-0.9777,0.6259,1
0.1666,0.8631,-3.63,-1.089,0.5998,1
0.1549,0.8415,-3.855,-1.159,0.6058,1
0.1015,0.6975,-3.997,-0.1209,0.7021,1
0.1563,0.8454,-3.798,-1.189,0.6007,1
0.1308,0.7897,-3.667,-0.9368,0.6138,1
0.1199,0.741,-5.075,-0.4413,0.7133,1
0.1595,0.8556,-3.261,-1.02,0.5852,1
0.09933,0.6909,-4.17,-0.1539,0.7059,1
0.1303,0.7888,-3.397,-0.818,0.6094,1
0.1324,0.7929,-3.419,-0.7654,0.6151,1
0.1531,0.8315,-4.194,-1.07,0.6285,1
0.1635,0.8611,-3.442,-1.087,0.59,1
0.1021,0.6991,-3.938,-0.08729,0.7029,1
0.2615,-0.1355,-21.89,-1.717,0.8603,1
0.1312,0.7916,-3.249,-0.7909,0.6036,1
0.1192,0.7387,-5.181,-0.4538,0.7158,1
0.09965,0.6912,-4.088,-0.08159,0.7097,1
0.1646,0.8622,-3.489,-1.086,0.5926,1
0.1596,0.8468,-4.035,-1.16,0.6144,1
0.1405,0.8178,-2.912,-0.8607,0.5776,1
0.1305,0.789,-3.396,-0.7908,0.6117,1
0.2655,0.0224,-18.77,-1.631,0.8449,1
0.1628,0.8605,-3.439,-1.113,0.5878,1
0.1613,0.8558,-3.592,-1.117,0.5957,1
0.1192,0.7381,-5.402,-0.5152,0.7179,1
0.1003,0.6937,-4.067,-0.1257,0.7045,1
0.1652,0.8645,-3.302,-0.9969,0.5894,1
0.2675,-0.1855,-21.31,-1.563,0.8623,1
0.119,0.7393,-5.188,-0.4906,0.713,1
0.1613,0.8495,-3.99,-1.128,0.6147,1
0.09865,0.6878,-4.554,-0.2018,0.7161,1
0.1219,0.7464,-4.833,-0.3949,0.7089,1
0.1602,0.848,-3.88,-1.059,0.6147,1
0.1641,0.8573,-3.65,-1.025,0.6058,1
0.1319,0.7926,-3.21,-0.7187,0.6076,1
0.147,0.8236,-3.961,-1.059,0.6186,1
0.1289,0.7592,-4.729,-0.3361,0.7103,1
0.1648,0.8587,-3.654,-1.04,0.6049,1
0.1657,0.8626,-3.443,-0.9864,0.598,1
0.1549,0.8351,-4.137,-1.052,0.6273,1
0.1541,0.8321,-4.317,-1.098,0.6319,1
0.166,0.8577,-3.977,-1.162,0.6115,1
0.1629,0.8593,-3.489,-1.078,0.5932,1
0.1321,0.7937,-3.219,-0.7536,0.6051,1
0.164,0.8615,-3.585,-1.181,0.5904,1
0.1004,0.6941,-4.034,-0.1151,0.7041,1
0.1652,0.8593,-3.727,-1.089,0.6047,1
0.1181,0.7366,-5.069,-0.4211,0.7148,1
0.1302,0.7873,-3.56,-0.8252,0.6174,1
0.1414,0.819,-2.939,-0.8191,0.5828,1
0.1309,0.7901,-3.331,-0.7723,0.6097,1
0.1652,0.8617,-3.559,-1.076,0.5972,1
0.1586,0.8381,-4.169,-0.9646,0.6355,1
0.1193,0.7395,-5.173,-0.4711,0.7141,1
0.1304,0.7573,-5.059,-0.3518,0.7204,1
0.1224,0.7417,-5.521,-0.4782,0.7246,1
0.1276,0.7812,-3.885,-0.9858,0.6207,1
0.1351,0.8005,-3.253,-0.759,0.6065,1
0.1669,0.8495,-4.806,-1.388,0.6315,1
0.1521,0.8319,-4.009,-1.04,0.6223,1
0.1313,0.7931,-3.093,-0.7845,0.5951,1
0.1031,0.7028,-3.861,-0.1146,0.6969,1
0.1651,0.8583,-3.732,-1.061,0.6072,1
0.1318,0.7934,-3.231,-0.7962,0.6021,1
0.1421,0.8208,-3.009,-0.8755,0.5823,1
0.1659,0.8616,-3.535,-0.9976,0.602,1
0.1532,0.8364,-3.698,-0.9536,0.614,1
0.1306,0.7901,-3.338,-0.8241,0.6057,1
0.14,0.8151,-2.916,-0.7559,0.5869,1
0.1012,0.6969,-4.277,-0.2426,0.7018,1
0.1312,0.7905,-3.426,-0.8097,0.6117,1
0.1562,0.8386,-3.909,-0.9556,0.6242,1
0.1642,0.8551,-3.616,-0.8991,0.6142,1
0.1641,0.8556,-3.769,-1.042,0.6105,1
0.1626,0.8601,-3.429,-1.103,0.588,1
0.1012,0.6975,-4.022,-0.2024,0.6951,1
0.1314,0.7934,-3.126,-0.7975,0.596,1
0.1314,0.7922,-3.245,-0.7833,0.604,1
0.1333,0.795,-3.246,-0.6732,0.6136,1
0.1569,0.838,-4.387,-1.203,0.6271,1
0.1579,0.841,-3.985,-0.9924,0.6249,1
0.1157,0.7333,-4.824,-0.4003,0.7082,1
0.1612,0.8574,-3.339,-1.015,0.59,1
0.1648,0.8584,-3.817,-1.15,0.6046,1
0.1684,0.8685,-3.428,-1.045,0.5926,1
0.1279,0.7515,-5.748,-0.5726,0.724,1
0.1542,0.832,-4.701,-1.337,0.6308,1
0.1344,0.7985,-2.927,-0.5497,0.6063,1
0.123,0.745,-5.223,-0.432,0.719,1
0.1297,0.7877,-3.41,-0.8393,0.6083,1
0.1622,0.8526,-3.715,-1.001,0.6111,1
0.154,0.8333,-4.235,-1.11,0.6273,1
0.1318,0.7912,-3.491,-0.7942,0.6165,1
0.1316,0.793,-3.259,-0.8169,0.6019,1
0.1279,0.7838,-3.585,-0.9836,0.6058,1
0.131,0.7921,-3.15,-0.7984,0.5973,1
0.1286,0.7847,-3.246,-0.746,0.6073,1
0.08684,0.6536,-4.936,-0.5939,0.6959,1
0.08145,0.6352,-5.666,-0.693,0.7123,1
0.05108,0.5229,-11.69,-2.592,0.7343,1
0.03458,0.4873,-36.24,-14.01,0.6994,1
0.1001,0.688,-7.41,-0.822,0.7487,1
0.1677,0.8668,-3.504,-1.083,0.5937,1
0.162,0.8506,-4.112,-1.216,0.6138,1
0.1313,0.7922,-3.31,-0.8378,0.603,1
0.1619,0.859,-3.445,-1.118,0.5877,1
0.1448,0.8268,-2.765,-0.7108,0.5814,1
0.1636,0.8617,-3.251,-0.9538,0.59,1
0.1555,0.8474,-3.227,-0.9498,0.589,1
0.09901,0.69,-3.951,-0.08112,0.704,1
0.1303,0.7893,-3.272,-0.7925,0.6047,1
0.1569,0.8379,-4.287,-1.134,0.6279,1
0.1311,0.7922,-3.442,-0.9431,0.6015,1
0.1266,0.7797,-3.683,-0.9634,0.6124,1
0.1305,0.7903,-3.189,-0.7743,0.6016,1
0.1328,0.795,-3.25,-0.7556,0.6067,1
0.1309,0.7567,-5.716,-0.5729,0.723,1
0.1617,0.8445,-4.254,-1.085,0.6301,1
0.1253,0.7486,-5.45,-0.5055,0.7202,1
0.1208,0.7405,-5.397,-0.4922,0.7196,1
0.1653,0.8635,-3.519,-1.118,0.5917,1
0.2766,-0.1631,-19.76,-1.485,0.8563,1
0.1677,0.8663,-3.541,-1.082,0.5957,1
0.1012,0.6979,-3.943,-0.1912,0.6928,1
0.09963,0.692,-3.913,-0.08168,0.7024,1
0.1477,0.8278,-3.8,-1.104,0.6073,1
0.1557,0.8391,-3.975,-1.059,0.6192,1
0.1306,0.7902,-3.449,-0.8927,0.606,1
0.1012,0.697,-4.028,-0.155,0.7,1
0.1331,0.7976,-3.541,-1.034,0.5995,1
0.1239,0.7491,-5.001,-0.4235,0.7123,1
0.126,0.7573,-4.639,-0.4039,0.7011,1
0.1334,0.7991,-3.435,-1.036,0.5937,1
0.1189,0.7378,-5.262,-0.4738,0.7168,1
0.1495,0.8303,-3.607,-0.9243,0.6117,1
0.1326,0.7944,-3.141,-0.6935,0.6059,1
0.1299,0.7894,-3.328,-0.8937,0.5993,1
0.1297,0.7869,-3.467,-0.8298,0.6122,1
0.1323,0.7942,-3.313,-0.8166,0.605,1
0.0998,0.6923,-4.122,-0.1404,0.7053,1
0.1579,0.8501,-3.953,-1.412,0.5921,1
0.1687,0.866,-3.655,-1.094,0.6007,1
0.1674,0.8656,-3.546,-1.076,0.5965,1
0.1211,0.7414,-4.921,-0.3193,0.7185,1
0.1306,0.7891,-3.275,-0.7325,0.6101,1
0.166,0.8615,-3.69,-1.105,0.6017,1
0.1312,0.7914,-3.307,-0.8019,0.6059,1
0.168,0.8667,-3.533,-1.078,0.5956,1
0.1374,0.8088,-3.685,-1.195,0.5945,1
0.1228,0.7489,-4.514,-0.293,0.7063,1
0.1194,0.737,-5.326,-0.4382,0.7218,1
0.1591,0.8491,-3.744,-1.09,0.6056,1
0.1678,0.865,-3.45,-0.9508,0.6013,1
0.1421,0.8188,-3.107,-0.8026,0.5944,1
0.1555,0.8368,-4.048,-1.026,0.6252,1
0.09625,0.6813,-4.045,-0.07762,0.7083,1
0.1028,0.7022,-3.932,-0.1591,0.6955,1
0.1483,0.8279,-3.761,-1.02,0.6119,1
0.1307,0.7893,-3.351,-0.7654,0.6114,1
0.1303,0.7623,-4.703,-0.3421,0.7089,1
0.1304,0.789,-3.331,-0.7779,0.6092,1
0.1392,0.8128,-2.869,-0.6913,0.5897,1
0.09694,0.6828,-4.049,-0.02153,0.7141,1
0.1585,0.8423,-4.16,-1.13,0.6224,1
0.1362,0.8038,-3.343,-0.8505,0.6038,1
0.1639,0.8572,-3.955,-1.264,0.6029,1
0.267,0.02618,-18.41,-1.585,0.8441,1
0.1297,0.7864,-3.838,-0.974,0.6193,1
0.1325,0.7946,-3.248,-0.7678,0.6055,1
0.1308,0.7907,-3.232,-0.7824,0.6033,1
0.1664,0.8637,-3.486,-1.017,0.5979,1
0.1354,0.8026,-3.68,-1.079,0.6032,1
0.1209,0.7436,-4.68,-0.3083,0.711,1
0.1189,0.7376,-5.126,-0.4178,0.717,1
0.1298,0.7892,-3.351,-0.9032,0.5998,1
0.131,0.7917,-3.184,-0.7937,0.5996,1
0.1276,0.7807,-3.583,-0.8111,0.6198,1
0.1202,0.7417,-4.744,-0.3217,0.7121,1
0.1399,0.8133,-3.078,-0.7565,0.5967,1
0.1578,0.8412,-4.185,-1.142,0.6227,1
0.1547,0.8335,-4.172,-1.023,0.6311,1
0.09994,0.6924,-4.516,-0.2542,0.7099,1
0.169,0.8633,-3.811,-1.085,0.6093,1
0.133,0.7977,-3.551,-1.065,0.5975,1
0.09722,0.684,-4.505,-0.2123,0.7133,1
0.143,0.8227,-3.221,-1.006,0.5841,1
0.119,0.7377,-5.129,-0.4169,0.7172,1
0.1002,0.6924,-4.243,-0.1096,0.7131,1
0.1646,0.8613,-3.553,-1.095,0.5953,1
0.1017,0.6982,-4.179,-0.1916,0.7027,1
0.1234,0.7447,-5.318,-0.4392,0.7215,1
0.1258,0.7511,-4.919,-0.3449,0.7163,1
0.1689,0.8632,-3.941,-1.19,0.6077,1
0.1034,0.7037,-3.982,-0.1658,0.697,1
0.1297,0.7879,-3.509,-0.9061,0.6081,1
0.1298,0.7864,-3.507,-0.8052,0.6164,1
0.1001,0.693,-4.379,-0.2156,0.7083,1
0.1297,0.7854,-3.591,-0.7924,0.6218,1
0.1307,0.7899,-3.32,-0.7825,0.6082,1
0.119,0.7393,-5.125,-0.4656,0.713,1
0.1322,0.7938,-3.253,-0.7669,0.6059,1
0.1307,0.7901,-3.166,-0.7236,0.6047,1
0.2609,-0.01693,-19.3,-1.509,0.8526,1
0.1552,0.8355,-4.237,-1.112,0.6273,1
0.1011,0.6966,-4.185,-0.1929,0.7028,1
0.1332,0.7962,-3.475,-0.8802,0.6084,1
0.1617,0.8576,-3.367,-1.005,0.5924,1
0.1432,0.8215,-2.885,-0.6799,0.5918,1
0.1668,0.8643,-3.581,-1.089,0.5973,1
0.166,0.8564,-4.053,-1.159,0.6153,1
0.1688,0.8644,-3.664,-1.027,0.6064,1
0.1212,0.7417,-5.468,-0.5304,0.7188,1
0.1682,0.867,-3.557,-1.097,0.5953,1
0.1187,0.737,-5.438,-0.5263,0.7182,1
0.1569,0.8394,-4.15,-1.106,0.6238,1
0.1327,0.7974,-3.568,-1.096,0.596,1
0.155,0.8356,-4.092,-1.04,0.6261,1
0.1479,0.827,-3.91,-1.109,0.6123,1
0.1634,0.857,-3.667,-1.071,0.6031,1
0.1311,0.7882,-3.447,-0.6877,0.6233,1
0.1286,0.7566,-5.25,-0.4892,0.7152,1
0.1662,0.8638,-3.589,-1.121,0.5952,1
0.1207,0.7422,-5.363,-0.543,0.7145,1
0.1638,0.8531,-4.115,-1.211,0.6144,1
0.1227,0.7482,-4.454,-0.253,0.7077,1
0.1313,0.7916,-3.323,-0.8064,0.6063,1
0.1597,0.8429,-4.182,-1.089,0.6266,1
0.1621,0.8567,-3.663,-1.16,0.5961,1
0.1425,0.8203,-3.051,-0.8018,0.5912,1
0.1583,0.8475,-3.794,-1.119,0.6059,1
0.1413,0.8167,-3.072,-0.7691,0.5952,1
0.1635,0.8597,-3.409,-0.9951,0.5955,1
0.1562,0.8432,-4.169,-1.354,0.6065,1
0.1541,0.8397,-4.116,-1.316,0.6068,1
0.1341,0.7991,-3.6,-1.006,0.6048,1
0.1635,0.856,-3.875,-1.18,0.6053,1
0.1306,0.7895,-3.435,-0.8346,0.6101,1
0.1609,0.8428,-4.397,-1.161,0.6306,1
0.1637,0.8566,-3.956,-1.253,0.6037,1
0.1612,0.8431,-4.339,-1.114,0.6316,1
0.1241,0.7474,-5.024,-0.367,0.7179,1
0.1456,0.8165,-4.427,-1.135,0.6338,1
0.09709,0.6843,-4.108,-0.1395,0.7048,1
0.1186,0.735,-5.686,-0.5558,0.7235,1
0.121,0.7448,-5.27,-0.5738,0.709,1
0.09956,0.6879,-7.671,-0.951,0.7461,1
0.1482,0.8478,-1.109,-0.878,0.4229,1
0.1583,0.8682,-1.901,-0.929,0.4976,1
0.1701,0.8854,-2.406,-0.8903,0.541,1
0.1726,0.8821,-2.871,-0.894,0.5722,1
0.1679,0.8823,-2.229,-0.7782,0.5376,1
0.167,0.8712,-3.218,-1.118,0.575,1
0.176,0.8837,-3.067,-0.9025,0.5835,1
0.1684,0.8786,-2.333,-0.6072,0.5611,1
0.1734,0.8875,-2.673,-0.924,0.5568,1
0.1684,0.8868,-2.072,-0.8854,0.5157,1
0.1695,0.8829,-2.437,-0.8293,0.5485,1
0.1697,0.8832,-2.451,-0.8393,0.5486,1
0.166,0.8822,-2.196,-1.052,0.5115,1
0.1686,0.8807,-2.446,-0.7989,0.5518,1
0.1693,0.8843,-2.322,-0.8271,0.5402,1
0.1731,0.8951,-2.173,-0.9606,0.5173,1
0.1687,0.8798,-2.522,-0.8054,0.5567,1
0.1729,0.8914,-2.278,-0.819,0.5376,1
0.1701,0.8864,-2.347,-0.8956,0.5362,1
0.1743,0.885,-2.836,-0.8726,0.5718,1
0.1684,0.879,-2.525,-0.8031,0.557,1
0.1637,0.8712,-2.897,-1.208,0.5485,1
0.1752,0.8908,-2.594,-0.8629,0.5566,1
0.1733,0.8867,-2.429,-0.6631,0.5628,1
0.1662,0.8777,-2.749,-1.199,0.5396,1
0.1892,0.9172,-2.137,-0.6114,0.5457,1
0.1722,0.8829,-2.553,-0.685,0.5696,1
0.1727,0.8885,-2.483,-0.871,0.5482,1
0.1724,0.8869,-2.676,-0.9953,0.551,1
0.1621,0.866,-3.246,-1.37,0.5575,1
0.1697,0.8805,-2.534,-0.7618,0.5614,1
0.1757,0.8879,-2.87,-0.9359,0.5686,1
0.1834,0.9062,-2.568,-0.9726,0.5455,1
0.1698,0.88,-2.889,-1.05,0.5604,1
0.1646,0.8732,-2.852,-1.192,0.5469,1
0.1695,0.8775,-2.973,-1.022,0.5679,1
0.173,0.8867,-2.661,-0.9048,0.5576,1
0.161,0.8643,-3.156,-1.311,0.5566,1
0.1678,0.8828,-2.482,-1.098,0.5292,1
0.1684,0.882,-2.233,-0.691,0.5457,1
0.1691,0.8811,-2.484,-0.812,0.5534,1
0.1755,0.8966,-2.319,-0.9066,0.5331,1
0.1707,0.8866,-2.4,-0.8964,0.54,1
0.1907,0.8943,-3.602,-1.054,0.6011,1
0.1715,0.884,-2.845,-1.083,0.555,1
0.1724,0.8928,-2.272,-0.9834,0.5231,1
0.1688,0.8796,-2.495,-0.7565,0.559,1
0.1715,0.8838,-2.687,-0.914,0.5585,1
0.1666,0.8829,-2.193,-0.9927,0.5162,1
0.1724,0.888,-2.608,-0.9994,0.546,1
0.1744,0.8833,-2.893,-0.836,0.5785,1
0.1691,0.8818,-2.442,-0.8129,0.5503,1
0.1705,0.8868,-2.424,-0.9547,0.5368,1
0.1684,0.8796,-2.711,-1.02,0.5513,1
0.1735,0.8852,-2.982,-1.092,0.5629,1
0.1736,0.8887,-2.332,-0.6385,0.5581,1
0.1721,0.8867,-2.55,-0.8921,0.5511,1
0.1689,0.8809,-2.386,-0.7288,0.5537,1
0.1685,0.8809,-2.671,-1.047,0.5464,1
0.161,0.8599,-2.896,-0.8137,0.5807,1
0.1677,0.8798,-2.264,-0.6783,0.5493,1
0.1525,0.8391,-3.6,-1.08,0.599,1
0.1696,0.8757,-2.582,-0.5819,0.5811,1
0.1665,0.8715,-2.728,-0.7622,0.5744,1
0.1662,0.873,-2.58,-0.7347,0.567,1
0.1733,0.8771,-2.696,-0.4984,0.5966,1
0.1546,0.8433,-3.508,-1.033,0.5978,1
0.1623,0.8688,-2.478,-0.8357,0.5509,1
0.1652,0.8733,-2.405,-0.7014,0.5576,1
0.1683,0.8771,-2.545,-0.7205,0.5658,1
0.1694,0.8809,-2.48,-0.7576,0.5579,1
0.1836,0.8886,-3.069,-0.6911,0.6019,1
0.1707,0.8821,-2.839,-1.042,0.558,1
0.1643,0.8697,-2.43,-0.6162,0.5673,1
0.1888,0.8979,-3.393,-1.074,0.5883,1
0.1629,0.8635,-3.392,-1.232,0.5761,1
0.1609,0.8622,-3.458,-1.435,0.5649,1
0.1638,0.87,-2.234,-0.5153,0.5625,1
0.1643,0.8728,-2.827,-1.171,0.5469,1
0.1694,0.8826,-2.456,-0.8426,0.5487,1
0.1649,0.868,-2.731,-0.7297,0.5775,1
0.1641,0.8672,-2.513,-0.5784,0.5767,1
0.1625,0.8672,-2.433,-0.6665,0.5628,1
0.1661,0.8755,-2.683,-0.9935,0.5516,1
0.1763,0.8905,-2.647,-0.8054,0.5652,1
0.1698,0.8845,-2.483,-0.9394,0.5423,1
0.1651,0.8763,-2.554,-1.065,0.537,1
0.1884,0.8977,-3.279,-0.9814,0.5894,1
0.1819,0.9024,-2.716,-1.05,0.5492,1
0.1694,0.8722,-3.272,-1.013,0.5864,1
0.172,0.8843,-2.752,-0.9545,0.5595,1
0.1671,0.8813,-2.496,-1.101,0.53,1
0.1768,0.8897,-2.702,-0.785,0.5707,1
0.1793,0.8941,-2.709,-0.8098,0.569,1
0.1703,0.8868,-2.352,-0.8992,0.5362,1
0.1676,0.8836,-2.262,-0.9442,0.5256,1
0.1706,0.8819,-2.854,-1.061,0.5574,1
0.1651,0.8647,-3.345,-1.053,0.5873,1
0.163,0.8612,-3.478,-1.162,0.5861,1
0.1658,0.8804,-2.225,-0.9316,0.5238,1
0.1727,0.8898,-2.39,-0.8594,0.5424,1
0.1627,0.868,-2.868,-1.084,0.5564,1
0.1645,0.8643,-3.443,-1.167,0.5839,1
0.1654,0.8767,-2.479,-0.9675,0.5397,1
0.1639,0.8642,-3.383,-1.163,0.5808,1
0.1646,0.8733,-2.788,-1.127,0.5478,1
0.1768,0.8914,-2.808,-0.9635,0.5624,1
0.1756,0.8914,-2.693,-0.9639,0.5548,1
0.169,0.8846,-2.43,-1,0.5334,1
0.164,0.8732,-2.73,-1.155,0.5417,1
0.1758,0.8873,-2.794,-0.8244,0.5732,1
0.1716,0.8881,-2.479,-0.9585,0.5405,1
0.1719,0.8838,-2.789,-0.9779,0.5599,1
0.1806,0.8984,-2.592,-0.8089,0.5612,1
0.1722,0.8803,-3.016,-0.975,0.5745,1
0.1742,0.8862,-2.733,-0.8397,0.568,1
0.1763,0.8912,-2.573,-0.7688,0.5634,1
0.1725,0.8867,-2.564,-0.8656,0.5543,1
0.1719,0.8832,-2.721,-0.8728,0.5643,1
0.1693,0.8822,-2.438,-0.8102,0.5502,1
0.1736,0.8867,-2.656,-0.8479,0.5621,1
0.1761,0.8879,-2.788,-0.8327,0.5722,1
0.1621,0.8573,-3.661,-1.188,0.5938,1
0.1695,0.8828,-2.431,-0.8114,0.5496,1
0.1692,0.885,-2.398,-0.9763,0.5331,1
0.1717,0.8819,-2.833,-0.921,0.5675,1
0.1737,0.8882,-2.67,-0.9349,0.5556,1
0.1739,0.8874,-2.843,-1.042,0.5582,1
0.1741,0.8877,-2.563,-0.77,0.5626,1
0.1673,0.8755,-2.987,-1.136,0.5597,1
0.1811,0.8988,-2.766,-0.9701,0.5591,1
0.1626,0.8618,-3.479,-1.241,0.5802,1
0.1666,0.8714,-3.051,-1.027,0.5723,1
0.1687,0.882,-2.443,-0.8697,0.5454,1
0.167,0.883,-2.275,-1.024,0.5199,1
0.1729,0.8845,-2.859,-0.9836,0.564,1
0.1761,0.8937,-2.597,-0.9494,0.5495,1
0.16,0.8608,-3.189,-1.217,0.5656,1
0.1687,0.8814,-2.385,-0.7731,0.5497,1
0.1768,0.8905,-2.722,-0.837,0.5675,1
0.1699,0.8829,-2.658,-0.9987,0.5496,1
0.1672,0.8785,-2.624,-0.9978,0.5473,1
0.1659,0.8698,-3.141,-1.084,0.5731,1
0.1704,0.8867,-2.384,-0.9212,0.5367,1
0.176,0.8882,-2.644,-0.719,0.5727,1
0.1667,0.8805,-2.35,-0.9372,0.5328,1
0.1688,0.8859,-2.145,-0.8321,0.5261,1
0.1759,0.8896,-2.562,-0.7155,0.5674,1
0.1674,0.8837,-2.211,-0.943,0.5218,1
0.1659,0.8691,-3.251,-1.144,0.5749,1
0.171,0.8825,-2.673,-0.8757,0.5609,1
0.1662,0.8812,-2.25,-0.9648,0.523,1
0.1787,0.896,-2.46,-0.7103,0.5608,1
0.1712,0.89,-2.281,-0.9492,0.5266,1
0.1691,0.8834,-2.401,-0.8673,0.5426,1
0.1699,0.8811,-2.763,-0.9917,0.5571,1
0.167,0.8796,-2.486,-0.9627,0.5406,1
0.168,0.8781,-2.566,-0.8194,0.5584,1
0.1672,0.8764,-2.712,-0.9489,0.5573,1
0.1716,0.8892,-2.347,-0.8951,0.5362,1
0.1707,0.8868,-2.481,-0.9899,0.538,1
0.161,0.8586,-3.505,-1.233,0.5822,1
0.1709,0.8875,-2.39,-0.9156,0.5376,1
0.1616,0.8625,-3.5,-1.409,0.5689,1
0.17,0.8842,-2.437,-0.8559,0.5462,1
0.1666,0.881,-2.344,-0.9883,0.5281,1
0.1781,0.8956,-2.536,-0.8071,0.5575,1
