 Omnivariance, Eigenentropy, Anisotropy, Linearity, Surface Variation, Class
0.1303,0.7891,-3.377,-0.8267,0.6076,1
0.131,0.7939,-3.971,-1.347,0.5977,1
0.1707,0.8614,-3.954,-1.027,0.6208,1
0.1568,0.8447,-3.583,-0.9595,0.6076,1
0.1312,0.7919,-3.261,-0.7973,0.6037,1
0.1437,0.8235,-3.302,-1.014,0.5881,1
0.1301,0.7885,-3.263,-0.7674,0.6064,1
0.151,0.83,-4.06,-1.073,0.6222,1
0.1356,0.7653,-5.725,-0.6164,0.7199,1
0.1695,0.867,-3.658,-1.09,0.6012,1
0.1411,0.8187,-3.005,-0.8802,0.5817,1
0.1282,0.7843,-3.334,-0.8374,0.6043,1
0.2637,-0.02639,-19.61,-1.619,0.8507,1
0.1225,0.7696,-3.733,-1.007,0.6115,1
0.133,0.7952,-3.257,-0.7304,0.6093,1
0.1403,0.8173,-2.949,-0.8764,0.5786,1
0.1278,0.7833,-3.642,-0.9924,0.608,1
0.163,0.8558,-3.843,-1.181,0.6036,1
0.1523,0.8327,-3.985,-1.047,0.6206,1
0.1644,0.8546,-4.029,-1.169,0.6134,1
0.1639,0.861,-3.516,-1.105,0.5926,1
0.1248,0.7474,-5.646,-0.5711,0.7211,1
0.1649,0.8563,-3.789,-1.029,0.6126,1
0.1304,0.7892,-3.399,-0.8339,0.6082,1
0.1569,0.837,-4.598,-1.305,0.6288,1
0.1299,0.7885,-3.361,-0.8368,0.6059,1
0.1631,0.8562,-3.865,-1.208,0.6026,1
0.1638,0.8568,-3.777,-1.119,0.605,1
0.165,0.8605,-3.737,-1.173,0.5988,1
0.1437,0.8115,-4.701,-1.22,0.639,1
0.1294,0.787,-3.362,-0.8219,0.6072,1
0.1674,0.8639,-3.668,-1.102,0.6008,1
0.146,0.8162,-4.54,-1.15,0.6376,1
0.125,0.7469,-5.391,-0.4497,0.7229,1
0.1407,0.8157,-2.911,-0.682,0.5932,1
0.1666,0.8638,-3.571,-1.08,0.5975,1
0.1548,0.8448,-3.822,-1.323,0.592,1
0.131,0.7897,-3.315,-0.7215,0.6132,1
0.1676,0.8618,-3.92,-1.193,0.6064,1
0.1342,0.8016,-3.454,-1.076,0.5915,1
0.1235,0.7471,-5.123,-0.4334,0.7156,1
0.1655,0.8607,-3.735,-1.143,0.6011,1
0.1489,0.8263,-3.926,-0.9968,0.6218,1
0.1282,0.7563,-5.027,-0.4091,0.7144,1
0.166,0.8564,-4.014,-1.136,0.6152,1
0.1326,0.7941,-3.081,-0.6384,0.6073,1
0.1486,0.8251,-4.473,-1.312,0.623,1
0.1681,0.8669,-3.543,-1.089,0.5953,1
0.1668,0.8653,-3.533,-1.096,0.5942,1
0.1404,0.817,-2.984,-0.8574,0.5824,1
0.1458,0.8164,-4.482,-1.144,0.6355,1
0.09919,0.6907,-3.942,-0.09578,0.7022,1
0.14,0.8143,-3.312,-0.9492,0.5939,1
0.1539,0.8406,-3.87,-1.209,0.6028,1
0.09781,0.6865,-4.198,-0.1682,0.7057,1
0.1307,0.7901,-3.403,-0.8362,0.6082,1
0.1313,0.7917,-3.102,-0.6933,0.6036,1
0.1363,0.8035,-3.342,-0.8164,0.6066,1
0.1633,0.8558,-3.785,-1.115,0.6057,1
0.1691,0.8611,-4.096,-1.206,0.6138,1
0.1548,0.8324,-4.459,-1.157,0.6336,1
0.1533,0.8333,-4.334,-1.218,0.6237,1
0.1491,0.8296,-3.79,-1.051,0.6109,1
0.1201,0.7612,-4.185,-1.043,0.6301,1
0.1296,0.7874,-3.388,-0.8367,0.6074,1
0.1592,0.8515,-3.773,-1.227,0.5966,1
0.1624,0.8576,-3.467,-1.025,0.5962,1
0.1398,0.8154,-3.175,-0.9634,0.5849,1
0.1317,0.7932,-3.153,-0.7619,0.6006,1
0.163,0.8614,-3.399,-1.108,0.586,1
0.1331,0.7979,-3.825,-1.197,0.6015,1
0.1324,0.7949,-3.177,-0.7603,0.6021,1
0.1702,0.8692,-3.519,-1.025,0.599,1
0.1409,0.8183,-2.997,-0.8732,0.5818,1
0.1592,0.8538,-3.618,-1.229,0.5885,1
0.169,0.8644,-3.759,-1.094,0.606,1
0.1539,0.8321,-4.557,-1.274,0.6293,1
0.165,0.8542,-4.149,-1.208,0.6162,1
0.1682,0.8609,-4.127,-1.279,0.61,1
0.1587,0.8514,-3.725,-1.232,0.5938,1
0.1636,0.8592,-3.883,-1.333,0.5944,1
0.1321,0.7966,-3.743,-1.229,0.595,1
0.1405,0.8166,-2.986,-0.8235,0.5854,1
0.1654,0.8607,-3.815,-1.209,0.6,1
0.1309,0.7908,-3.568,-0.9317,0.6091,1
0.146,0.8192,-4.265,-1.123,0.6277,1
0.1276,0.7833,-3.315,-0.8673,0.6008,1
0.1569,0.8471,-3.894,-1.296,0.5976,1
0.1549,0.8392,-4.203,-1.281,0.6133,1
0.1675,0.8615,-3.801,-1.092,0.6083,1
0.1294,0.7868,-3.505,-0.8907,0.6091,1
0.142,0.821,-2.979,-0.8895,0.5793,1
0.1677,0.855,-4.391,-1.259,0.6233,1
0.1575,0.8371,-4.268,-1.054,0.633,1
0.1652,0.8615,-3.584,-1.083,0.5979,1
0.1297,0.7861,-3.631,-0.8543,0.6187,1
0.1277,0.7821,-3.923,-1.049,0.6176,1
0.1318,0.7931,-3.14,-0.7276,0.6028,1
0.1299,0.7866,-3.472,-0.7807,0.6166,1
0.1004,0.6942,-4.125,-0.1602,0.7035,1
0.1657,0.8574,-3.997,-1.184,0.6108,1
0.1273,0.7556,-5.092,-0.4653,0.7119,1
0.1508,0.8296,-4.047,-1.065,0.6221,1
0.1631,0.8609,-3.444,-1.113,0.588,1
0.165,0.8604,-3.709,-1.139,0.6,1
0.1652,0.8599,-3.744,-1.132,0.6023,1
0.1278,0.7563,-4.983,-0.41,0.7128,1
0.1243,0.7459,-5.595,-0.5328,0.7225,1
0.1322,0.7926,-3.3,-0.7229,0.6123,1
0.1399,0.8158,-3.116,-0.9385,0.5835,1
0.1306,0.7901,-3.234,-0.7748,0.6041,1
0.1286,0.7587,-4.912,-0.4089,0.7105,1
0.09549,0.6793,-4.046,-0.1026,0.7059,1
0.1416,0.8202,-2.914,-0.85,0.5787,1
0.2663,0.03708,-18.36,-1.599,0.8432,1
0.1308,0.7919,-3.128,-0.803,0.5956,1
0.1671,0.8651,-3.535,-1.067,0.5966,1
0.133,0.7957,-3.154,-0.7198,0.6043,1
0.1387,0.8116,-3.294,-0.9498,0.5928,1
0.1657,0.8617,-3.474,-0.9738,0.6007,1
0.1231,0.7429,-5.611,-0.5099,0.7248,1
0.1529,0.8308,-4.224,-1.067,0.63,1
0.1315,0.792,-3.274,-0.7775,0.6061,1
0.1372,0.8078,-3.469,-1.026,0.5963,1
0.1662,0.8572,-3.947,-1.105,0.6144,1
0.2529,-0.2048,-24.05,-1.733,0.8703,1
0.1616,0.8499,-4.073,-1.178,0.6148,1
0.137,0.8067,-3.409,-0.9568,0.5986,1
0.1214,0.7668,-4.053,-1.16,0.6152,1
0.1327,0.7947,-3.474,-0.8708,0.6091,1
0.1384,0.8101,-3.095,-0.7787,0.5958,1
0.1232,0.7472,-5.518,-0.605,0.7145,1
0.1656,0.8631,-3.643,-1.175,0.5939,1
0.133,0.7966,-3.166,-0.7776,0.6,1
0.125,0.7496,-5.279,-0.4848,0.7165,1
0.136,0.8051,-3.524,-1.073,0.5955,1
0.1288,0.7859,-3.352,-0.8482,0.6044,1
0.1255,0.749,-5.454,-0.5054,0.7204,1
0.1417,0.8207,-2.964,-0.888,0.5785,1
0.1554,0.8417,-4.366,-1.481,0.6065,1
0.09675,0.6827,-4.066,-0.06885,0.71,1
0.1306,0.7889,-3.367,-0.7642,0.6124,1
0.1191,0.7361,-5.335,-0.4308,0.7227,1
0.1643,0.8565,-3.93,-1.186,0.6074,1
0.1443,0.826,-3.179,-1.003,0.5819,1
0.134,0.799,-3.616,-1.014,0.605,1
0.1688,0.8649,-3.632,-1.025,0.605,1
0.1557,0.843,-4.131,-1.364,0.604,1
0.1493,0.8296,-3.709,-0.9733,0.613,1
0.1331,0.7987,-3.656,-1.161,0.5956,1
0.1671,0.8642,-3.616,-1.095,0.5986,1
0.1621,0.8534,-3.912,-1.192,0.6061,1
0.1299,0.7876,-3.612,-0.9182,0.6125,1
0.1608,0.8577,-3.511,-1.213,0.584,1
0.1281,0.783,-3.708,-0.948,0.6149,1
0.1281,0.7834,-3.653,-0.9472,0.6122,1
0.1681,0.8638,-3.735,-1.099,0.6044,1
0.1358,0.8054,-3.242,-0.9632,0.5887,1
0.1237,0.75,-5.553,-0.6845,0.7094,1
0.09858,0.6886,-4.448,-0.2393,0.7087,1
0.1656,0.8634,-3.536,-1.106,0.5935,1
0.1485,0.8279,-3.798,-1.026,0.6132,1
0.1663,0.8603,-3.762,-1.089,0.6066,1
0.1327,0.7947,-3.56,-0.9097,0.6105,1
0.13,0.789,-3.385,-0.8704,0.6043,1
0.1551,0.8418,-4.257,-1.437,0.6047,1
0.1667,0.8614,-3.728,-1.088,0.6049,1
0.1461,0.8211,-4.084,-1.097,0.6214,1
0.1304,0.7897,-3.385,-0.8625,0.605,1
0.1671,0.8635,-3.634,-1.079,0.6008,1
0.1406,0.818,-2.977,-0.8857,0.5795,1
0.1362,0.8036,-3.742,-1.06,0.6078,1
0.1542,0.8388,-4.151,-1.294,0.6099,1
0.1421,0.8199,-3.09,-0.8652,0.588,1
0.2618,-0.06679,-20.38,-1.613,0.8554,1
0.128,0.7846,-3.241,-0.8503,0.5981,1
0.1553,0.8438,-3.935,-1.295,0.5996,1
0.1349,0.8019,-3.725,-1.14,0.6007,1
0.1308,0.7895,-3.497,-0.8396,0.6129,1
0.1639,0.8512,-3.992,-1.038,0.6217,1
0.1501,0.8295,-4.017,-1.1,0.6181,1
0.1476,0.8276,-3.803,-1.102,0.6076,1
0.1482,0.8274,-3.716,-0.9794,0.6128,1
0.1523,0.8335,-4.013,-1.099,0.618,1
0.1221,0.7665,-3.78,-0.8756,0.6244,1
0.1415,0.8191,-2.987,-0.8343,0.5845,1
0.16,0.8432,-4.185,-1.086,0.6269,1
0.1325,0.7967,-3.723,-1.166,0.5987,1
0.1615,0.8577,-3.487,-1.124,0.5895,1
0.1294,0.7866,-3.425,-0.8351,0.6095,1
0.1442,0.8249,-3.094,-0.8938,0.5859,1
0.1437,0.8239,-2.973,-0.8106,0.5857,1
0.1655,0.861,-3.722,-1.148,0.6,1
0.1607,0.8423,-4.499,-1.221,0.6306,1
0.1676,0.8653,-3.622,-1.11,0.5978,1
0.1317,0.7925,-3.197,-0.7329,0.6057,1
0.1654,0.8562,-4.086,-1.218,0.6125,1
0.164,0.8619,-3.522,-1.149,0.5895,1
0.1294,0.7872,-3.301,-0.8127,0.6046,1
0.1417,0.8211,-2.862,-0.8504,0.5753,1
0.2558,-0.03702,-20.61,-1.629,0.8562,1
0.1593,0.8507,-3.684,-1.106,0.6013,1
0.1565,0.8463,-3.863,-1.261,0.5986,1
0.1335,0.8012,-3.622,-1.261,0.5863,1
0.1563,0.8441,-3.918,-1.206,0.6054,1
0.1675,0.862,-3.755,-1.079,0.6069,1
0.1424,0.8216,-3.038,-0.8957,0.5824,1
0.1311,0.7905,-3.184,-0.6853,0.6091,1
0.1345,0.8027,-3.605,-1.193,0.5905,1
0.13,0.7896,-3.47,-0.9546,0.602,1
0.1653,0.8613,-3.481,-0.9815,0.6005,1
0.1289,0.7867,-3.262,-0.8484,0.5994,1
0.156,0.8388,-4.079,-1.1,0.621,1
0.1339,0.7991,-3.92,-1.205,0.6055,1
0.1003,0.6935,-4.063,-0.1033,0.7065,1
0.1294,0.7864,-3.574,-0.8933,0.6125,1
0.1227,0.7511,-4.231,-0.2613,0.6982,1
0.07811,0.6252,-5.886,-1.062,0.6922,1
0.05062,0.5309,-14,-4.075,0.7117,1
0.07915,0.627,-4.917,-0.9671,0.666,1
0.09076,0.6649,-3.126,-0.2057,0.6517,1
0.1117,0.7353,-3.096,-0.4593,0.6248,1
0.1343,0.8015,-2.844,-0.71,0.5865,1
0.1303,0.7885,-3.878,-1.035,0.6164,1
0.1388,0.8101,-3.114,-0.7351,0.6006,1
0.1429,0.8222,-3.099,-0.9046,0.5852,1
0.1553,0.8438,-3.939,-1.298,0.5996,1
0.1563,0.843,-4.074,-1.265,0.6085,1
0.1669,0.8664,-3.356,-0.9983,0.5923,1
0.13,0.7897,-3.238,-0.8506,0.5978,1
0.1386,0.813,-3.14,-0.9795,0.5815,1
0.161,0.8567,-3.598,-1.205,0.5892,1
0.1633,0.8513,-3.851,-0.975,0.6199,1
0.1239,0.772,-4.107,-1.084,0.6235,1
0.1356,0.8022,-3.32,-0.8182,0.6052,1
0.1437,0.8248,-2.881,-0.8146,0.5796,1
0.1003,0.695,-3.991,-0.2004,0.694,1
0.1284,0.7847,-3.606,-0.9659,0.6083,1
0.1558,0.8437,-3.92,-1.229,0.6038,1
0.1318,0.7925,-3.214,-0.7189,0.6078,1
0.167,0.8651,-3.435,-0.9942,0.597,1
0.1265,0.7802,-3.582,-0.9608,0.6075,1
0.146,0.8307,-3.075,-0.9949,0.5764,1
0.1631,0.8601,-3.495,-1.105,0.5914,1
0.1516,0.8321,-3.869,-0.9977,0.619,1
0.1405,0.8173,-3.002,-0.8699,0.5824,1
0.147,0.8264,-3.827,-1.117,0.6076,1
0.102,0.7005,-4.104,-0.2826,0.691,1
0.1576,0.8395,-4.018,-0.9786,0.6275,1
0.1304,0.79,-3.112,-0.7343,0.6006,1
0.1265,0.7524,-5.046,-0.3946,0.7163,1
0.1549,0.8358,-4.125,-1.077,0.6249,1
0.1312,0.7912,-3.334,-0.7904,0.6084,1
0.1258,0.7477,-5.471,-0.4622,0.7244,1
0.1304,0.7903,-3.079,-0.7258,0.5994,1
0.1201,0.7617,-4.111,-1.057,0.6257,1
0.1371,0.8081,-3.198,-0.9144,0.5903,1
0.1378,0.8081,-3.115,-0.761,0.5984,1
0.1559,0.833,-4.452,-1.109,0.6368,1
0.1271,0.7823,-4.312,-1.342,0.6138,1
0.1249,0.7478,-5.121,-0.3752,0.7204,1
0.09786,0.6873,-3.804,-0.1011,0.6957,1
0.1265,0.7814,-3.952,-1.219,0.6061,1
0.1029,0.7026,-4.003,-0.2093,0.6937,1
0.1213,0.7644,-3.837,-0.9039,0.6249,1
0.1561,0.8436,-3.654,-1.012,0.6071,1
0.1333,0.7964,-3.955,-1.131,0.6128,1
0.1561,0.8354,-4.134,-0.9891,0.632,1
0.1356,0.8042,-3.123,-0.8517,0.5911,1
0.1558,0.8388,-4,-1.056,0.6207,1
0.1633,0.8577,-3.672,-1.118,0.5997,1
0.1671,0.8559,-4.145,-1.149,0.6203,1
0.142,0.8206,-2.635,-0.6314,0.5801,1
0.167,0.8635,-3.551,-1.02,0.6011,1
0.157,0.8455,-3.983,-1.267,0.604,1
0.1278,0.7834,-3.348,-0.8515,0.6039,1
0.1503,0.8301,-3.951,-1.071,0.6172,1
0.1001,0.6941,-4.36,-0.2826,0.7013,1
0.1565,0.8369,-4.184,-1.057,0.6291,1
0.1298,0.7882,-3.478,-0.9068,0.6064,1
0.1567,0.846,-3.934,-1.279,0.6008,1
0.1596,0.8432,-4.139,-1.082,0.6251,1
0.129,0.7853,-3.445,-0.8195,0.6119,1
0.1256,0.7491,-5.177,-0.3973,0.7204,1
0.1392,0.8132,-3.448,-1.07,0.5917,1
0.1554,0.8369,-4.19,-1.134,0.6235,1
0.1682,0.8618,-3.95,-1.177,0.609,1
0.1658,0.8614,-3.778,-1.185,0.6,1
0.1374,0.8083,-2.752,-0.6094,0.5898,1
0.1488,0.82,-4.835,-1.279,0.6402,1
0.145,0.8274,-2.811,-0.7502,0.5808,1
0.169,0.8647,-3.8,-1.135,0.6049,1
0.1289,0.7584,-4.816,-0.3528,0.712,1
0.1568,0.845,-3.879,-1.182,0.6053,1
0.1249,0.7474,-5.514,-0.5144,0.7215,1
0.169,0.8621,-3.81,-1.034,0.6132,1
0.1031,0.7016,-3.83,-0.02725,0.7044,1
0.1297,0.7867,-3.544,-0.8506,0.6145,1
0.1651,0.8619,-3.632,-1.141,0.5959,1
0.1433,0.8238,-2.896,-0.822,0.5799,1
0.1637,0.8569,-4.02,-1.318,0.6021,1
0.1414,0.8182,-2.953,-0.7718,0.5878,1
0.1628,0.8606,-3.403,-1.095,0.5872,1
0.1622,0.8554,-3.58,-1.024,0.6023,1
0.1306,0.7894,-3.479,-0.8469,0.6114,1
0.09997,0.6922,-4.139,-0.1039,0.7095,1
0.1406,0.8175,-3.293,-1.061,0.5838,1
0.1306,0.7877,-3.571,-0.7891,0.6211,1
0.154,0.8364,-3.904,-1.024,0.6186,1
0.1622,0.8452,-4.27,-1.092,0.6302,1
0.1309,0.7905,-3.318,-0.7894,0.6075,1
0.1567,0.8482,-3.953,-1.419,0.5916,1
0.1415,0.8194,-3.354,-1.087,0.5851,1
0.1689,0.8647,-3.733,-1.087,0.6052,1
0.1178,0.7344,-5.259,-0.4378,0.7197,1
0.1658,0.8564,-4.008,-1.145,0.6143,1
0.1298,0.7537,-5.855,-0.592,0.7256,1
0.1654,0.861,-3.628,-1.08,0.6004,1
0.1378,0.8098,-2.782,-0.6575,0.5873,1
0.1534,0.8393,-4.099,-1.351,0.6034,1
0.1266,0.7531,-5.284,-0.5045,0.715,1
0.1618,0.8466,-4.255,-1.161,0.6244,1
0.09842,0.6887,-3.94,-0.1217,0.6996,1
0.163,0.8481,-4.035,-1.001,0.6265,1
0.1272,0.782,-3.608,-0.9795,0.6073,1
0.1313,0.7917,-3.162,-0.723,0.6045,1
0.1331,0.798,-3.661,-1.129,0.5984,1
0.1634,0.8582,-3.832,-1.256,0.5974,1
0.1455,0.8197,-3.884,-0.9675,0.6221,1
0.1626,0.8584,-3.476,-1.053,0.5945,1
0.1432,0.8229,-2.865,-0.7565,0.5837,1
0.127,0.781,-3.673,-0.9858,0.6102,1
0.1337,0.7968,-3.393,-0.8013,0.6106,1
0.1579,0.8445,-4.079,-1.207,0.613,1
0.1626,0.8595,-3.431,-1.075,0.5903,1
0.1597,0.8411,-4.464,-1.207,0.6302,1
0.1315,0.7926,-3.219,-0.7806,0.6027,1
0.1351,0.8046,-3.282,-1.045,0.5844,1
0.141,0.8179,-3.228,-0.992,0.5856,1
0.1376,0.8096,-3.711,-1.227,0.5935,1
0.1324,0.7981,-3.583,-1.217,0.5876,1
0.1374,0.8084,-3.455,-1.029,0.5953,1
0.1338,0.7986,-3.931,-1.191,0.6072,1
0.1622,0.8606,-3.363,-1.108,0.584,1
0.166,0.8638,-3.528,-1.084,0.5949,1
0.1312,0.7911,-3.303,-0.7773,0.6077,1
0.1678,0.8585,-3.989,-1.098,0.6169,1
0.1447,0.8268,-3.291,-1.074,0.5827,1
0.1466,0.8237,-3.92,-1.074,0.6154,1
0.1695,0.8648,-3.811,-1.119,0.6067,1
0.1608,0.8562,-3.565,-1.167,0.5904,1
0.1671,0.8642,-3.637,-1.107,0.5988,1
0.1681,0.8609,-4.08,-1.247,0.6101,1
0.1674,0.8638,-3.52,-0.9782,0.6028,1
0.1674,0.8664,-3.505,-1.084,0.5936,1
0.1646,0.8566,-3.929,-1.17,0.6086,1
0.1269,0.7519,-5.17,-0.4109,0.719,1
0.1323,0.7953,-3.858,-1.174,0.6049,1
0.1465,0.8277,-3.075,-0.7554,0.5966,1
0.1441,0.8251,-2.85,-0.7556,0.5829,1
0.1576,0.8361,-4.338,-1.056,0.6359,1
0.1264,0.7795,-3.734,-1.016,0.6109,1
0.1663,0.8629,-3.674,-1.136,0.5985,1
0.1574,0.8372,-4.677,-1.333,0.6301,1
0.1627,0.8606,-3.489,-1.168,0.5862,1
0.1415,0.8191,-3.036,-0.869,0.5845,1
0.1634,0.8578,-3.731,-1.156,0.5998,1
0.1339,0.7976,-3.455,-0.865,0.6086,1
0.1692,0.8646,-3.763,-1.089,0.6066,1
0.1343,0.8005,-3.545,-1.044,0.5989,1
0.1216,0.7441,-5.313,-0.5233,0.7144,1
0.1315,0.7914,-3.354,-0.7834,0.61,1
0.145,0.8265,-2.778,-0.6754,0.5854,1
0.1416,0.8189,-2.984,-0.8089,0.5865,1
0.1331,0.7982,-4.024,-1.327,0.6017,1
0.1329,0.7653,-4.988,-0.4218,0.712,1
0.1438,0.8238,-3.315,-1.025,0.5879,1
0.1551,0.8431,-3.976,-1.302,0.6011,1
0.1316,0.7938,-4.29,-1.401,0.6086,1
0.1413,0.8179,-2.944,-0.7686,0.5876,1
0.1218,0.767,-4.106,-1.112,0.6213,1
0.1625,0.8595,-3.337,-1.003,0.5909,1
0.1667,0.8643,-3.602,-1.117,0.5962,1
0.1328,0.798,-3.795,-1.239,0.5969,1
0.1425,0.8217,-2.776,-0.717,0.5815,1
0.1311,0.7913,-3.253,-0.7859,0.6042,1
0.16,0.847,-4.023,-1.126,0.6164,1
0.1567,0.8446,-4.293,-1.472,0.6039,1
0.1302,0.7894,-3.428,-0.8859,0.6054,1
0.1434,0.8242,-2.908,-0.8415,0.579,1
0.1295,0.7864,-3.533,-0.8617,0.613,1
0.1303,0.7914,-4.286,-1.435,0.6061,1
0.1374,0.8072,-3.184,-0.8052,0.5986,1
0.1242,0.7728,-3.59,-0.871,0.6152,1
0.1515,0.826,-4.732,-1.283,0.6358,1
0.1549,0.8386,-3.93,-1.074,0.616,1
0.1335,0.7993,-3.769,-1.203,0.5983,1
0.1464,0.8221,-4.024,-1.081,0.6199,1
0.1404,0.8165,-2.956,-0.8011,0.5854,1
0.1293,0.7868,-3.542,-0.9201,0.6087,1
0.1646,0.8594,-3.606,-1.045,0.602,1
0.1485,0.8301,-3.547,-0.9708,0.6048,1
0.149,0.8285,-3.655,-0.9193,0.6146,1
0.1407,0.8183,-2.975,-0.9007,0.5781,1
0.1314,0.7919,-3.333,-0.8072,0.6068,1
0.1348,0.8007,-3.903,-1.159,0.6082,1
0.161,0.8564,-3.495,-1.105,0.5914,1
0.1328,0.7945,-3.195,-0.6929,0.609,1
0.1436,0.8239,-2.872,-0.7669,0.5833,1
0.1318,0.7922,-3.293,-0.7535,0.6092,1
0.1408,0.8183,-2.946,-0.8702,0.5789,1
0.1314,0.7915,-3.447,-0.8432,0.61,1
0.1587,0.8535,-3.461,-1.136,0.5872,1
0.1176,0.7365,-5.326,-0.5481,0.7129,1
0.1559,0.8373,-3.928,-0.9445,0.626,1
0.1629,0.8597,-3.389,-1.02,0.5924,1
0.09911,0.6904,-3.989,-0.1032,0.7034,1
0.1665,0.8634,-3.493,-1.003,0.5994,1
0.1282,0.783,-3.391,-0.7747,0.6128,1
0.1644,0.8539,-3.89,-1.037,0.6169,1
0.1009,0.6965,-4.12,-0.2236,0.6972,1
0.158,0.8413,-4.207,-1.148,0.6232,1
0.1419,0.8216,-2.917,-0.8906,0.5754,1
0.129,0.786,-3.387,-0.8325,0.6077,1
0.143,0.8217,-2.729,-0.6192,0.5874,1
0.1555,0.8371,-4.016,-1.019,0.6242,1
0.1376,0.8073,-3.865,-1.173,0.6053,1
0.1544,0.8387,-3.715,-0.9629,0.6141,1
0.1516,0.8298,-4.057,-1.018,0.6263,1
0.1604,0.8519,-3.925,-1.26,0.6017,1
0.1652,0.8594,-3.716,-1.088,0.6044,1
0.1563,0.8424,-4.002,-1.183,0.6111,1
0.1308,0.7905,-3.279,-0.7841,0.6058,1
0.1289,0.7867,-3.409,-0.9244,0.6012,1
0.131,0.7904,-3.282,-0.748,0.6091,1
0.1307,0.7901,-3.245,-0.7573,0.6062,1
0.1339,0.7992,-3.556,-1.008,0.6023,1
0.1303,0.7887,-3.317,-0.7774,0.6085,1
0.09956,0.6899,-4.294,-0.07717,0.7182,1
0.1557,0.8427,-4.109,-1.334,0.6052,1
0.1668,0.8599,-3.902,-1.146,0.6091,1
0.1357,0.8033,-3.75,-1.123,0.6033,1
0.1319,0.7922,-3.281,-0.734,0.6103,1
0.1623,0.8545,-3.831,-1.161,0.6045,1
0.1493,0.8276,-3.989,-1.065,0.6194,1
0.1337,0.7998,-3.764,-1.207,0.5977,1
0.1337,0.7992,-3.88,-1.223,0.6023,1
0.1302,0.7896,-3.294,-0.8333,0.6025,1
0.1279,0.7836,-3.686,-1.009,0.609,1
0.1672,0.8643,-3.545,-1.034,0.5997,1
0.1676,0.8659,-3.523,-1.063,0.5962,1
0.1412,0.8196,-2.851,-0.8218,0.5771,1
0.14,0.8165,-2.962,-0.8709,0.5799,1
0.1649,0.8581,-3.932,-1.215,0.6054,1
0.1301,0.7885,-3.238,-0.744,0.607,1
0.1576,0.8414,-4.096,-1.104,0.6214,1
0.1564,0.8504,-3.406,-1.163,0.5821,1
0.1516,0.8356,-4.035,-1.286,0.605,1
0.1391,0.8136,-3.23,-0.9791,0.5868,1
0.1413,0.8183,-3.067,-0.8616,0.587,1
0.1567,0.8436,-3.86,-1.109,0.6099,1
0.1574,0.8414,-4.078,-1.105,0.6205,1
0.1567,0.8384,-3.977,-0.9625,0.6268,1
0.1287,0.7843,-3.592,-0.8698,0.6154,1
0.1326,0.7954,-3.034,-0.6911,0.5998,1
0.1656,0.8645,-3.358,-1.012,0.5913,1
0.164,0.8603,-3.662,-1.177,0.5947,1
0.1432,0.8231,-3.069,-0.905,0.5835,1
0.1463,0.8297,-3.172,-0.9642,0.5846,1
0.142,0.8201,-3.004,-0.8398,0.5851,1
0.1438,0.8248,-2.859,-0.7824,0.5811,1
0.1647,0.8561,-4.13,-1.297,0.6087,1
0.1302,0.7875,-3.529,-0.8138,0.6168,1
0.1609,0.8458,-4.166,-1.12,0.6235,1
0.1567,0.8389,-4.125,-1.084,0.6243,1
0.1477,0.8208,-4.204,-1.019,0.6329,1
0.1654,0.8585,-3.751,-1.064,0.6079,1
0.13,0.7887,-3.467,-0.9006,0.6063,1
0.1026,0.7016,-3.966,-0.1754,0.6954,1
0.1663,0.8649,-3.475,-1.073,0.5929,1
0.2665,-0.1022,-19.61,-1.42,0.8577,1
0.09945,0.6917,-4.432,-0.2733,0.705,1
0.1593,0.8438,-4.048,-1.063,0.6224,1
0.1665,0.8624,-3.515,-0.9765,0.6027,1
0.1656,0.856,-3.973,-1.108,0.6154,1
0.1664,0.8641,-3.56,-1.092,0.596,1
0.1262,0.7786,-3.714,-0.9812,0.6126,1
0.1683,0.8605,-3.719,-0.944,0.6158,1
0.1644,0.8588,-3.676,-1.084,0.6026,1
0.1429,0.8228,-2.857,-0.7813,0.581,1
0.1664,0.8634,-3.599,-1.093,0.5979,1
0.1521,0.8318,-4.125,-1.114,0.6221,1
0.1517,0.8315,-3.886,-0.9751,0.6215,1
0.1329,0.7963,-4.045,-1.244,0.6087,1
0.1596,0.8487,-3.874,-1.127,0.6092,1
0.1413,0.8184,-3.114,-0.9028,0.5863,1
0.1414,0.819,-2.966,-0.8249,0.584,1
0.1041,0.7044,-5.725,-0.669,0.7159,1
0.05974,0.5951,-24.56,-6.005,0.7615,1
0.08321,0.6393,-4.06,-0.5841,0.6619,1
0.1112,0.734,-2.49,-0.2735,0.6056,1
0.1324,0.7933,-3.755,-0.9765,0.615,1
0.1291,0.7859,-3.297,-0.7788,0.6073,1
0.1305,0.7901,-3.366,-0.8478,0.6052,1
0.1306,0.79,-3.359,-0.8236,0.6069,1
0.1586,0.8517,-3.56,-1.127,0.5931,1
0.1489,0.8292,-3.75,-1.024,0.611,1
0.1259,0.7512,-5.099,-0.4087,0.7169,1
0.1515,0.834,-4.162,-1.293,0.6106,1
0.1517,0.8313,-3.978,-1.029,0.6217,1
0.1555,0.8424,-3.98,-1.238,0.606,1
0.1702,0.8665,-3.58,-0.9629,0.6072,1
0.1615,0.8456,-4.106,-1.038,0.627,1
0.2755,-0.001001,-17.47,-1.432,0.8433,1
