 Length, Height, Width, Linearity, Verticality, Class
1.492,1.14,1.923,-1.227,0.8564,1
2.118,1.14,1.65,-0.7693,0.9124,1
1.612,1.28,1.511,-0.9996,0.8847,1
2.052,1.29,1.754,-0.6875,0.859,1
2.059,1.14,1.768,-1.161,0.8801,1
1.633,1.28,1.622,-1.082,0.863,1
1.652,1.14,1.694,-0.7642,0.918,1
1.65,1.14,2.133,-0.6535,0.9223,1
1.915,1.28,1.716,-0.9298,0.8562,1
1.985,1.32,1.716,-0.7161,0.8818,1
2.108,1.15,1.753,-0.9633,0.8859,1
1.543,1.14,1.913,-0.7962,0.9188,1
1.964,1.28,1.703,-0.926,0.865,1
1.765,1.29,1.489,-0.8259,0.8581,1
1.632,1.28,1.663,-1.11,0.8344,1
1.88,1.28,1.589,-0.8936,0.8529,1
2,1.29,1.676,-1.461,0.7949,1
1.825,1.28,1.455,-1.025,0.8845,1
1.477,1.28,1.729,-0.9977,0.8879,1
1.667,1.14,2.073,-0.9535,0.8918,1
2.124,1.14,1.647,-0.7684,0.8952,1
1.659,1.14,2.144,-0.8061,0.9111,1
1.918,1.28,1.721,-1.03,0.8786,1
1.686,1.27,2.024,-1.052,0.8536,1
1.696,1.28,1.989,-1.075,0.8433,1
1.691,1.28,1.831,-0.925,0.8712,1
1.656,1.29,2.054,-0.8465,0.8269,1
1.707,1.29,2.06,-0.732,0.8518,1
1.524,1.28,1.832,-0.9066,0.8734,1
1.676,1.12,1.416,-1.006,0.91,1
1.548,1.28,1.781,-1.156,0.857,1
1.514,1.27,1.632,-0.9176,0.8622,1
2.042,1.28,1.701,-0.892,0.8588,1
1.913,1.28,1.727,-1.06,0.8867,1
1.535,1.14,2.001,-0.8267,0.9191,1
1.895,1.28,1.48,-1.006,0.8758,1
1.602,1.3,1.569,-0.8353,0.8347,1
2.029,1.14,1.517,-0.7423,0.8982,1
1.69,1.28,2.1,-0.7186,0.9515,1
1.686,1.28,1.445,-1.256,0.8825,1
1.647,1.28,1.565,-1.286,0.8844,1
1.977,1.14,1.552,-0.7704,0.9017,1
1.487,1.28,1.627,-0.9332,0.8846,1
2.066,1.28,1.624,-0.8712,0.872,1
1.919,1.29,1.621,-0.8682,0.8565,1
2.035,1.3,1.57,-0.971,0.8507,1
1.578,1.28,1.822,-1.074,0.8338,1
1.66,1.27,2.062,-0.9172,0.8727,1
1.726,1.28,1.936,-1.008,0.8664,1
1.912,1.3,1.68,-1.16,0.8524,1
1.601,1.29,2.001,-0.8892,0.8058,1
2.093,1.28,1.654,-1.064,0.835,1
1.926,1.28,1.738,-0.9204,0.8922,1
1.85,1.32,1.621,-0.6779,0.8514,1
1.38,1.28,1.675,-0.8773,0.8683,1
1.956,1.28,1.649,-0.9283,0.8741,1
1.607,1.29,2.004,-1.105,0.8318,1
1.973,1.28,1.713,-1.002,0.8867,1
1.853,1.28,1.682,-1.063,0.8844,1
1.53,1.14,1.871,-0.8133,0.912,1
2.02,1.29,1.76,-1.074,0.842,1
1.891,1.27,1.625,-0.9858,0.8874,1
1.541,1.28,1.897,-0.9215,0.8608,1
1.721,1.28,1.842,-0.9182,0.8365,1
1.458,1.27,1.608,-0.968,0.8937,1
1.495,1.28,2.331,-1.082,0.9117,1
1.766,1.28,1.579,-1.169,0.8589,1
1.707,1.27,1.865,-1.006,0.8684,1
1.676,1.27,1.77,-0.9601,0.8751,1
1.708,1.28,2.018,-1.247,0.8383,1
2.099,1.28,1.702,-0.9832,0.8928,1
1.456,1.29,1.946,-0.9388,0.8464,1
1.699,1.28,1.961,-1.236,0.8808,1
1.743,1.28,2.017,-0.9091,0.9264,1
2.106,1.28,1.805,-0.9742,0.8502,1
1.544,1.28,1.519,-1.019,0.8513,1
1.92,1.27,1.689,-1.032,0.851,1
1.44,1.27,1.873,-1.241,0.8682,1
1.93,1.28,1.599,-0.9347,0.8938,1
1.571,1.28,2.02,-1.115,0.836,1
1.472,1.28,2.016,-0.7396,0.8932,1
1.553,1.3,1.963,-0.5555,0.8374,1
1.57,1.28,1.904,-0.7317,0.88,1
1.37,1.28,1.743,-0.7792,0.8884,1
1.498,1.28,1.909,-0.7689,0.858,1
1.795,1.28,1.557,-0.66,0.8553,1
2.052,1.14,1.453,-0.5982,0.9059,1
2.284,1.27,1.55,-0.7135,0.8919,1
1.572,1.28,1.737,-0.8166,0.8434,1
1.826,1.12,1.439,-0.9516,0.8963,1
1.424,1.27,1.893,-1.079,0.8587,1
1.606,1.3,1.591,-0.7301,0.885,1
1.888,1.28,1.555,-0.9393,0.8605,1
1.634,1.14,2.111,-0.9331,0.8784,1
2.076,1.28,1.736,-0.8296,0.8707,1
1.558,1.28,1.643,-1.009,0.8877,1
1.549,1.14,1.998,-1.005,0.8571,1
2.046,1.28,1.706,-0.7985,0.895,1
1.554,1.28,1.494,-1.068,0.8876,1
1.681,1.29,2.085,-0.7805,0.8774,1
1.892,1.28,1.77,-1.014,0.874,1
1.644,1.28,2.06,-1.07,0.8387,1
1.719,1.27,1.471,-1.099,0.8878,1
1.763,1.28,1.575,-1.167,0.8541,1
2.088,1.29,1.661,-0.8228,0.8528,1
1.639,1.28,2.079,-1.114,0.8387,1
1.74,1.29,2.066,-0.7162,0.8899,1
1.828,1.28,1.637,-0.7126,0.8741,1
1.969,1.28,1.507,-1.22,0.8636,1
1.937,1.3,1.595,-0.8687,0.8574,1
1.533,1.28,2.011,-0.8252,0.8678,1
1.652,1.28,1.86,-0.9954,0.888,1
2.052,1.15,1.69,-0.9092,0.8899,1
1.668,1.27,2.044,-1.12,0.892,1
1.66,1.28,1.822,-0.8395,0.8586,1
1.823,1.29,1.735,-0.847,0.8582,1
1.892,1.29,1.535,-0.7126,0.8618,1
2.046,1.15,1.868,-1.172,0.9788,1
1.597,1.28,1.522,-0.8598,0.8725,1
1.658,1.12,1.624,-1.073,0.9135,1
1.532,1.28,1.547,-0.9878,0.869,1
1.821,1.28,2.28,-0.8444,0.8817,1
1.645,1.28,1.582,-1.062,0.87,1
1.752,1.29,2.085,-0.7667,0.8387,1
1.584,1.3,2.022,-1.229,0.8291,1
1.545,1.29,1.755,-0.7675,0.8477,1
1.888,1.15,2.105,-1.072,0.9427,1
1.806,1.27,1.484,-1.047,0.8858,1
1.76,1.27,1.915,-1.021,0.8862,1
1.678,1.28,2.259,-0.9528,0.8515,1
1.657,1.28,1.992,-1.016,0.8591,1
0.9314,0.9,1.696,-0.9215,0.8149,0
1.057,0.91,2.403,-0.837,0.9578,0
1.914,1.08,2.135,-0.7333,0.9169,0
1.263,1.08,1.948,-0.7409,0.9196,0
2.244,1.09,1.536,-0.4324,0.9326,0
1.301,1.08,1.902,-0.834,0.9391,0
1.704,1.08,1.576,-0.7653,0.9371,0
2.331,1.09,1.721,-1.045,0.9248,0
1.396,1.09,1.628,-1.296,0.9341,0
1.976,1.22,1.714,-0.9653,0.9399,0
1.947,1.23,1.986,-1.151,0.9039,0
1.524,1.09,2.449,-1.044,0.8908,0
2.491,1.09,1.723,-1.162,0.9064,0
1.249,1.09,1.702,-1.159,0.9245,0
2.51,1.09,1.598,-1.106,0.9044,0
2.016,1.1,1.572,-0.8278,0.911,0
1.911,1.09,1.248,-0.1123,0.9775,0
2.267,1.23,1.814,-1.204,0.9156,0
1.692,1.23,2.51,-1.195,0.8993,0
2.489,1.09,1.606,-1.1,0.904,0
1.487,1.23,1.683,-0.8819,0.9276,0
1.652,1.3,1.966,-0.9374,0.8756,0
2.177,1.1,1.626,-0.9948,0.8814,0
2.001,1.22,1.872,-1.123,0.9125,0
1.964,1.23,1.703,-0.8612,0.9371,0
1.727,1.09,1.595,-0.7521,0.9029,0
1.688,1.23,2.441,-1.264,0.9115,0
1.836,1.23,1.722,-0.8201,0.9229,0
1.885,1.09,1.816,-1.344,0.9356,0
1.679,1.22,1.63,-0.8177,0.9223,0
1.599,1.08,1.59,-0.7944,0.9637,0
2.451,1.22,1.685,-1.206,0.9179,0
2.503,1.22,1.743,-1.017,0.9184,0
1.835,0.96,1.584,-0.9712,0.9268,0
2.454,1.12,1.6,-0.9497,0.8847,0
1.679,1.09,1.582,-0.928,0.9491,0
1.595,1.09,1.677,-1.061,0.9571,0
1.296,1.22,1.804,-0.9755,0.9274,0
2.039,1.09,1.877,-0.5353,0.9331,0
1.772,1.09,1.634,-1.352,0.9168,0
2.015,1.31,1.939,-1.189,0.8846,0
1.95,1.22,1.842,-1.193,0.946,0
1.573,1.09,1.57,-1.066,0.9383,0
2.536,1.09,1.635,-1.124,0.9073,0
2.468,1.22,1.674,-1.342,0.8923,0
1.969,1.09,1.627,-0.948,0.9645,0
2.306,1.11,1.758,-1.167,0.8946,0
1.957,1.21,1.734,-0.9467,0.9551,0
1.615,1.08,1.575,-1.033,0.9806,0
2.304,1.09,1.597,-1.074,0.8998,0
2.027,1.09,1.718,-1.189,0.9113,0
1.771,1.09,1.605,-1.028,0.9473,0
1.817,1.1,1.624,-0.9706,0.876,0
2.531,1.09,1.497,-1.067,0.9094,0
1.814,1.09,2.016,-1.373,0.9216,0
2.454,1.09,1.421,-0.5648,0.9191,0
1.666,1.22,2.444,-1.246,0.9086,0
2.494,1.09,1.611,-1.276,0.9282,0
1.263,1.08,1.975,-0.7216,0.91,0
2.353,1.09,1.626,-0.9002,0.8753,0
1.301,1.09,1.67,-0.7619,0.858,0
1.587,1.1,1.498,-0.333,0.6688,0
1.646,1.21,1.49,-0.3386,0.755,0
1.501,1.22,1.567,-0.6624,0.6976,0
1.232,1.09,1.871,-0.4996,0.8552,0
2.015,1.22,1.674,-0.8819,0.9101,0
2.477,1.07,1.488,-1.159,0.8965,0
1.96,1.09,1.767,-1.232,0.9357,0
2.534,1.09,1.348,-0.5055,0.9302,0
1.946,1.23,1.976,-1.194,0.9038,0
1.978,1.09,1.528,-0.8323,0.9327,0
1.986,1.09,1.592,-1.124,0.9592,0
2.31,1.22,1.677,-1.282,0.91,0
1.513,1.09,1.61,-0.8281,0.9372,0
1.98,1.22,1.678,-0.7935,0.8968,0
1.787,1.09,1.608,-0.9122,0.9542,0
1.932,1.22,1.976,-1.275,0.8929,0
1.486,1.24,1.955,-0.6833,0.8935,0
1.6,1.1,2.276,-1.092,0.9024,0
1.537,1.09,1.513,-0.1469,0.9784,0
1.984,1.09,1.376,-0.6696,0.9027,0
1.834,1.11,2.346,-1.043,0.8968,0
1.594,1.09,1.756,-1.343,0.9169,0
1.774,1.22,1.255,-0.5858,0.9315,0
1.907,1.23,1.534,-0.8162,0.9151,0
1.81,1.23,1.736,-0.8279,0.9336,0
2.499,1.22,1.68,-1.201,0.9125,0
2.328,1.22,1.645,-1.273,0.9096,0
1.889,1.31,1.776,-0.9425,0.894,0
1.912,1.1,1.602,-1.198,0.9163,0
1.798,1.07,1.586,-0.8574,0.9637,0
1.633,1.22,2.204,-1.185,0.9115,0
1.728,1.22,1.741,-0.8697,0.9295,0
1.373,1.22,1.791,-1.146,0.9599,0
1.902,1.12,1.962,-1.088,0.87,0
2.377,1.08,1.58,-1.062,0.9122,0
1.477,1.09,1.9,-1.048,0.9187,0
1.85,1.09,1.832,-1.198,0.925,0
2.341,1.23,1.85,-1.137,0.8932,0
1.713,1.09,1.606,-0.9628,0.9292,0
1.926,1.09,1.442,-1.419,0.9294,0
1.244,1.09,1.867,-1.181,0.9435,0
1.514,1.09,1.786,-1.292,0.9407,0
2.449,1.09,1.913,-1.478,0.8906,0
1.634,1.1,1.816,-1.207,0.9398,0
2.503,1.09,1.391,-0.4847,0.9272,0
1.806,1.22,2.366,-1.148,0.8968,0
1.79,1.1,1.704,-0.7857,0.8843,0
1.652,1.08,1.754,-1.154,0.9331,0
1.786,1.09,1.789,-1.178,0.929,0
1.749,1.1,1.715,-0.9469,0.9021,0
1.922,1.22,1.952,-1.142,0.9066,0
1.505,1.22,1.704,-0.8537,0.9219,0
2.359,1.21,1.69,-1.244,0.9134,0
2.171,1.21,1.702,-1.249,0.9095,0
2.327,1.22,1.672,-1.21,0.9151,0
1.821,1.22,1.843,-0.972,0.9344,0
1.715,1.09,1.982,-1.362,0.9389,0
1.617,1.21,1.707,-1.025,0.942,0
1.664,1.1,1.717,-0.7639,0.8969,0
1.615,1.22,2.199,-1.141,0.8958,0
1.743,1.09,1.618,-0.861,0.9362,0
1.581,1.08,1.65,-0.8555,0.9152,0
1.892,1.23,1.522,-0.8261,0.9441,0
1.722,1.1,1.605,-0.8993,0.9427,0
2.171,1.22,1.684,-1.14,0.9136,0
1.807,1.08,1.589,-0.871,0.9227,0
1.432,1.21,1.848,-0.9921,0.935,0
1.833,1.08,1.598,-0.9367,0.9519,0
2.487,1.23,1.666,-1.245,0.9014,0
2.399,1.21,1.677,-1.369,0.9246,0
1.916,1.22,1.719,-0.7464,0.9238,0
1.272,1.1,1.834,-0.9938,0.9407,0
1.309,1.22,1.753,-0.8314,0.9184,0
1.787,1.09,1.612,-0.7334,0.9175,0
1.337,1.1,1.797,-1.112,0.9262,0
1.69,1.12,1.58,-0.6772,0.9013,0
1.422,1.23,1.824,-0.8069,0.9235,0
2.447,1.09,1.443,-0.4659,0.927,0
1.239,1.09,1.835,-1.166,0.9129,0
1.609,1.1,1.764,-0.6416,0.9426,0
1.676,1.08,1.313,-1.128,0.9333,0
1.922,1.09,1.416,-1.326,0.9363,0
1.772,1.22,1.715,-0.9445,0.9134,0
1.704,1.23,2.451,-1.176,0.9149,0
1.733,1.09,1.612,-0.6936,0.913,0
1.71,1.22,1.86,-0.9706,0.9459,0
2.51,1.09,1.503,-1.084,0.91,0
1.859,1.09,1.799,-1.381,0.922,0
1.936,1.1,1.569,-0.7496,0.9152,0
1.725,1.21,1.776,-0.945,0.9395,0
1.433,1.09,1.707,-0.1641,0.9888,0
1.838,1.09,1.686,-1.338,0.9435,0
1.382,1.09,1.979,-0.7152,0.9025,0
1.368,1.09,1.808,-1.398,0.94,0
1.706,1.08,2.219,-1.065,0.922,0
1.319,1.09,1.818,-0.666,0.9029,0
1.767,1.23,1.75,-0.7029,0.9142,0
1.978,1.12,1.525,-0.7609,0.9135,0
1.848,1.09,1.797,-1.234,0.9504,0
1.711,1.23,1.391,-0.8725,0.9029,0
1.629,1.09,1.952,-0.9988,0.9231,0
1.939,1.09,1.787,-1.306,0.9357,0
2.451,1.09,1.592,-0.9943,0.9175,0
2.263,1.22,1.633,-1.167,0.8906,0
2.013,1.08,1.322,-0.9439,0.9152,0
2.429,1.09,1.604,-1.256,0.9266,0
2.368,1.09,1.599,-1.199,0.9206,0
1.728,1.22,2.476,-1.19,0.9008,0
1.808,1.09,2.068,-1.067,0.8854,0
2.396,1.08,1.601,-1.111,0.9327,0
1.681,1.08,1.581,-0.7497,0.942,0
1.503,1.09,1.867,-1.139,0.9309,0
1.613,1.09,2.459,-1.216,0.8981,0
1.382,1.09,1.624,-0.9204,0.9556,0
1.928,1.09,1.915,-1.29,0.903,0
2.137,1.09,1.654,-0.4248,0.934,0
1.83,1.09,1.73,-1.351,0.9503,0
2.474,1.23,1.74,-1.125,0.9173,0
1.752,1.08,1.601,-0.874,0.947,0
1.685,1.09,1.775,-1.149,0.9301,0
2.478,1.12,1.605,-0.972,0.8944,0
2.207,1.22,1.62,-1.346,0.8793,0
1.827,1.1,1.737,-1.045,0.9083,0
1.782,1.22,1.758,-0.9293,0.9284,0
2.116,1.21,1.735,-1.236,0.9363,0
1.356,1.22,1.762,-0.8136,0.9169,0
2.383,1.21,1.694,-1.29,0.9104,0
2.519,1.3,1.756,-1.182,0.8811,0
1.735,0.96,1.623,-1.156,0.9867,0
1.859,1.21,1.72,-0.8808,0.9398,0
1.732,1.22,2.273,-1.162,0.9242,0
2.503,1.1,1.455,-0.5447,0.9198,0
1.724,1.09,2.233,-1.179,0.8958,0
1.451,1.21,1.753,-1.115,0.9572,0
1.717,1.09,1.602,-0.7212,0.919,0
2.036,1.22,1.852,-1.216,0.9074,0
1.942,1.22,1.717,-0.8217,0.9258,0
2.27,1.22,1.665,-1.122,0.919,0
2.172,1.12,1.739,-1.089,0.8977,0
1.361,1.1,1.716,-0.1156,0.9685,0
1.602,1.09,2.419,-1.013,0.9284,0
1.649,1.1,1.58,-0.8048,0.9189,0
1.747,1.07,1.6,-0.8484,0.9529,0
2.509,1.1,1.724,-1.258,0.9041,0
2.46,1.22,1.704,-1.092,0.9075,0
2.42,1.12,1.626,-1.041,0.8968,0
1.803,1.21,1.274,-0.9447,0.9398,0
1.966,1.09,1.067,-0.2236,0.9719,0
1.583,1.1,1.618,-0.8374,0.9276,0
1.706,1.09,1.792,-0.7947,0.8965,0
1.623,1.09,1.48,-0.2167,0.9722,0
1.914,1.21,1.526,-1.118,0.9449,0
2.527,1.23,1.763,-1.203,0.9022,0
1.625,1.09,1.953,-1.023,0.9289,0
1.734,1.1,2.395,-1.182,0.9019,0
1.383,1.1,1.631,-1.062,0.9184,0
1.972,1.31,1.796,-1.08,0.8869,0
1.747,1.22,2.413,-1.174,0.8908,0
2.535,1.1,1.269,-0.4253,0.9337,0
1.582,1.08,2.441,-1.046,0.9249,0
2.446,1.07,1.607,-1.102,0.8978,0
2.333,1.21,1.705,-1.186,0.9234,0
1.892,1.09,1.642,-0.9272,0.8986,0
1.889,1.08,1.597,-1.039,0.9467,0
1.635,1.22,2.21,-1.194,0.9209,0
1.774,1.09,1.611,-0.7578,0.8838,0
1.892,1.21,1.811,-1.139,0.9295,0
2.205,1.21,1.628,-1.196,0.8891,0
2.474,1.09,1.952,-1.418,0.9379,0
1.57,1.1,1.909,-0.8789,0.9217,0
1.645,1.22,2.159,-1.195,0.8879,0
1.988,1.08,1.634,-1.17,0.9112,0
1.392,1.08,1.929,-1.094,0.961,0
1.808,1.1,1.587,-0.7102,0.9053,0
2.378,1.22,1.707,-1.145,0.8865,0
1.916,1.09,2.052,-1.442,0.9229,0
2.476,1.1,1.405,-0.401,0.9564,0
1.208,1.08,1.885,-0.8373,0.9565,0
1.914,1.11,1.572,-0.8843,0.9205,0
2.423,1.22,1.655,-1.196,0.8916,0
1.804,1.22,1.736,-0.896,0.9222,0
1.798,1.21,1.746,-0.968,0.9314,0
1.762,1.22,2.324,-1.185,0.9022,0
1.607,1.09,1.548,-0.7411,0.9178,0
2.402,1.09,1.459,-0.3076,0.9607,0
1.841,1.1,2.293,-1.099,0.9014,0
1.584,1.12,1.964,-0.8815,0.9143,0
1.713,1.22,2.357,-1.139,0.9059,0
1.576,1.09,1.462,-0.7946,0.9079,0
2.536,1.1,1.64,-1.171,0.9,0
1.58,1.09,1.61,-0.738,0.9241,0
2.534,1.1,1.243,-0.4625,0.9378,0
1.663,1.22,2.323,-1.202,0.8813,0
2.453,1.22,1.67,-1.113,0.8995,0
1.745,1.21,1.886,-0.9164,0.9347,0
1.934,1.1,2.11,-1.082,0.8873,0
1.531,1.21,1.722,-0.9612,0.9345,0
2.049,1.09,1.927,-1.431,0.919,0
2.39,1.09,1.586,-1.081,0.8907,0
1.797,1.07,1.285,-0.8388,0.9151,0
1.958,1.09,1.08,-0.1802,0.9911,0
1.572,1.09,1.671,-1.156,0.9199,0
1.915,1.21,1.697,-1.011,0.9231,0
2.008,1.22,1.991,-1.242,0.8832,0
2.313,1.07,1.678,-1.31,0.9287,0
1.511,1.1,1.528,-0.1033,0.9735,0
1.89,1.08,1.383,-1.137,0.9296,0
2.501,1.22,1.672,-1.255,0.9111,0
1.601,1.08,1.649,-0.7655,0.9181,0
2.535,1.1,1.539,-1.085,0.9053,0
1.384,1.1,1.655,-0.7795,0.9103,0
1.78,1.22,1.79,-0.8603,0.9228,0
1.643,1.09,2.506,-1.192,0.9236,0
1.681,1.09,1.84,-1.184,0.9382,0
1.898,1.09,1.431,-1.404,0.9421,0
1.987,1.09,1.519,-1.094,0.9546,0
2.424,1.22,1.684,-1.263,0.9158,0
1.832,1.08,1.221,-0.9599,0.9495,0
1.864,1.1,1.274,-0.1415,0.9771,0
1.591,1.08,1.638,-0.7913,0.9171,0
1.909,1.07,1.231,-0.8891,0.9307,0
1.672,1.08,1.581,-0.7933,0.9171,0
1.989,1.09,1.578,-0.8969,0.9301,0
2.061,1.22,1.776,-1.199,0.9026,0
1.297,1.1,1.705,-0.8812,0.9363,0
2.24,1.22,1.673,-1.057,0.9226,0
1.558,1.08,1.543,-0.9464,0.941,0
2.394,1.22,1.756,-1.299,0.8878,0
1.595,1.07,2.341,-1.226,0.8947,0
1.905,1.09,1.96,-1.069,0.9267,0
2.417,1.21,1.715,-1.187,0.9053,0
1.644,1.09,1.582,-1.021,0.9623,0
1.796,1.22,1.772,-0.8392,0.9266,0
1.79,0.96,1.23,-1.091,0.9356,0
1.264,1.09,1.846,-1.104,0.9406,0
1.553,1.09,1.556,-0.9469,0.9432,0
1.828,1.09,1.622,-0.7352,0.8993,0
2.518,1.22,1.775,-1.135,0.9059,0
2.422,1.22,1.679,-1.253,0.8875,0
1.971,1.09,1.815,-1.179,0.9251,0
1.571,1.08,1.927,-0.8503,0.9313,0
1.697,1.31,1.839,-0.9382,0.8753,0
1.642,1.08,1.589,-0.8401,0.9303,0
1.668,1.22,2.497,-1.206,0.9067,0
2.03,1.22,1.706,-0.9986,0.9137,0
1.752,1.1,1.237,-0.8588,0.9179,0
1.375,1.08,1.915,-0.9718,0.9037,0
1.642,1.08,1.591,-0.8992,0.9364,0
1.612,1.12,2.365,-0.9712,0.885,0
1.726,1.22,1.82,-0.8657,0.9084,0
0.8862,1.1,1.758,-0.5637,0.989,0
1.246,1.08,1.296,-1.067,0.9688,0
1.891,1.08,1.236,-2.882,0.8762,0
1.481,0.91,0.6016,-4.098,0.867,0
0.5325,1.64,0.6197,-2.434,0.0006081,3
0.6494,1.64,0.6154,-5.163,0.0001427,3
0.5454,1.62,0.626,-1.317,0.0003664,3
0.6327,1.64,0.5412,-0.6163,0.008836,3
0.5984,1.6,0.569,-2.267,0.0003572,3
0.5924,1.6,0.5481,-2.953,0.001438,3
0.5399,1.58,0.6029,-2.047,0.002226,3
0.5571,1.44,0.6113,-1.883,0.002531,3
0.4904,1.59,0.7429,-1.782,0.003533,3
0.5314,1.58,0.6456,-2.092,0.001424,3
1.338,1.7,1.249,-9.948,0.186,3
0.6912,1.72,0.5403,-0.8223,0.002472,3
0.7432,1.72,0.4907,-0.908,0.001042,3
0.5872,1.73,0.4764,-0.8071,0.0002462,3
0.5824,1.74,0.5326,-2.997,0.003192,3
0.5853,1.73,0.5627,-1.752,0.002098,3
0.5547,1.54,0.6776,-1.445,0.007537,3
0.5611,1.36,0.6584,-1.707,0.00364,3
0.5315,1.62,0.6079,-1.824,0.002099,3
0.5043,1.63,0.6104,-2.111,0.001999,3
0.4949,1.73,0.6576,-2.853,6.50E-05,3
0.5712,1.74,0.6894,-0.7848,2.54E-05,3
0.6891,1.61,0.6425,-0.388,0.007739,3
0.6712,1.61,0.5932,-0.5785,0.006284,3
0.4772,1.6,0.6091,-2.562,0.002635,3
0.4409,1.59,0.6164,-1.943,0.002827,3
0.65,1.69,0.5844,-0.9006,0.001809,3
0.6914,1.7,0.6572,-1.439,0.001708,3
0.4177,1.7,0.6334,-2.685,0.0007264,3
0.3723,1.71,0.7289,-4.851,0.001358,3
0.6292,1.67,0.7041,-0.5524,0.001757,3
0.8996,1.69,0.6587,-0.3076,0.007602,3
0.6448,1.65,0.703,-0.8099,0.004493,3
0.5008,1.65,0.6499,-2.985,0.001105,3
0.6003,1.73,0.6471,-1.452,0.0004123,3
0.713,1.73,0.6914,-0.4271,0.0008389,3
0.7034,1.62,0.7524,-0.9005,0.005823,3
0.7467,1.62,0.7219,-1.381,0.005908,3
0.5016,1.73,0.7397,-2.416,0.001247,3
0.5894,1.72,0.7341,-0.5642,0.0002618,3
0.7017,1.6,0.7026,-0.1951,0.004085,3
0.6928,1.59,0.727,-0.8228,0.004108,3
0.5741,1.72,0.6535,-2.643,0.001181,3
0.6042,1.67,0.6137,-1.545,0.003742,3
0.6376,1.68,0.6352,-0.8501,0.004299,3
0.7459,1.64,0.6323,-1.212,0.00568,3
0.5672,1.66,0.6386,-1.464,0.003931,3
0.4661,1.62,0.618,-3.25,0.0007623,3
0.592,1.65,0.7281,-1.038,0.00223,3
0.6616,1.64,0.6947,-0.7929,0.004274,3
0.6339,1.61,0.7079,-1.482,0.0001031,3
0.6088,1.6,0.6944,-1.996,0.001791,3
0.5815,1.68,0.6561,-0.9536,0.001432,3
0.7513,1.68,0.6531,-0.545,0.0004433,3
0.7401,1.69,0.6284,-0.8206,0.006197,3
0.5688,1.68,0.6083,-1.221,0.003292,3
0.4825,1.68,0.6574,-1.917,0.0002014,3
0.7328,1.68,0.6818,-0.3196,0.0009435,3
0.7632,1.69,0.6802,-0.1323,0.002513,3
0.6717,1.68,0.6677,-0.5412,0.007018,3
0.7037,1.68,0.7152,-1.961,0.003039,3
0.5775,1.66,0.6708,-1.192,0.002898,3
0.6994,1.64,0.6604,-1.045,0.00683,3
0.6638,1.64,0.6584,-1.054,0.005733,3
0.5183,1.71,0.6981,-2.115,0.001546,3
0.5559,1.73,0.7119,-1.283,0.0009584,3
0.5835,1.6,0.7176,-0.5737,0.001401,3
0.7096,1.61,0.7201,-0.6503,0.008201,3
0.6895,1.59,0.6729,-1.023,0.003533,3
0.5853,1.7,0.6655,-2.432,0.004354,3
0.681,1.73,0.6718,-1.015,0.00291,3
0.6918,1.63,0.7665,-0.7403,0.0001736,3
0.6358,1.63,0.7132,-0.892,0.004016,3
0.5889,1.73,0.6371,-1.699,0.001965,3
0.5081,1.73,0.6442,-1.207,0.001571,3
0.6982,1.73,0.7315,-0.4809,0.001186,3
0.7468,1.63,0.7158,-0.3953,0.008961,3
0.6581,1.73,0.7173,-0.7399,0.008547,3
0.5367,1.72,0.7014,-2.545,0.004877,3
0.6429,1.7,0.689,-0.8944,0.007253,3
0.7099,1.6,0.7237,-0.6684,0.005173,3
0.6294,1.68,0.6607,-1.372,0.002078,3
0.4559,1.67,0.7157,-2.91,0.001118,3
0.5722,1.72,0.7777,-0.9223,0.0009805,3
0.7534,1.72,0.7317,-0.5379,0.001549,3
0.6833,1.73,0.7403,-0.6416,0.003422,3
0.5841,1.73,0.6983,-2.049,0.001491,3
0.5744,1.73,0.6182,-2.269,0.003437,3
0.5578,1.73,0.6619,-1.455,0.002463,3
0.693,1.73,0.7727,-1.166,0.009603,3
0.7115,1.74,0.7114,-1.219,0.0052,3
0.5252,1.74,0.6779,-2.903,0.001193,3
0.6111,1.71,0.7041,-0.6649,0.002568,3
0.6868,1.71,0.6966,-0.1096,0.006621,3
0.7137,1.72,0.7603,-0.1535,0.004863,3
0.5752,1.68,0.6793,-1.929,0.001479,3
0.5573,1.68,0.7039,-2.459,0.004512,3
0.68,1.67,0.7307,-1.499,0.005617,3
0.6184,1.67,0.7464,-1.622,0.009895,3
0.6445,1.67,0.7098,-1.471,0.004986,3
0.433,1.54,0.7489,-3.063,0.000303,3
0.6681,1.55,0.7332,-1.051,0.002204,3
0.6497,1.45,0.8572,-0.8694,0.009042,3
0.6811,1.35,0.6896,-0.8277,0.001116,3
0.5907,1.34,0.7124,-2.339,0.004375,3
0.4894,1.53,0.7505,-3.632,0.01289,3
0.4746,1.51,0.8002,-2.164,0.01738,3
0.6736,1.13,0.6748,-2.636,0.02757,3
0.5125,1.23,0.689,-3.374,0.02336,3
0.4144,1.23,0.7169,-2.775,0.01706,3
0.4747,1.2,0.6311,-0.9312,0.01176,3
0.5823,1.15,0.5931,-0.1566,0.02861,3
0.5608,1.06,0.5513,-0.9514,0.0379,3
0.5412,0.99,0.6125,-0.6657,0.03296,3
0.3977,1.01,0.5732,-5.21,0.03336,3
0.4795,1.22,0.6376,-2.324,0.04169,3
0.5214,1.47,0.6617,-1.975,0.03824,3
0.4682,1.38,0.6121,-3.228,0.01934,3
