 Length, Height, Width, Sum, Omnivariance, Eigenentropy, Anisotropy, Planarity, Linearity, Surface Variation, Sphericity, Verticality, Mean Intensity, STD Intensity, ExpectedValuex, ExpectedValuey, ExpectedValuez, Variancex, Variancey, Variancez, MeanVar, Distance, MeanVel, MaxVel, MeanAcc, MaxAcc, MeanAVel, Class
1.765,1.09,1.242,0.4074,0.09934,0.6898,-4.303,-4.186,-0.1162,0.7148,0.3461,0.9603,51.47,48.85,0.2295,0.2197,0.07388,0.496,0.2443,0.1544,0.2982,0.7665,0.2509,2.119,0.002843,17.88,-0.004951,0
0.9236,0.91,1.791,0.3388,0.08256,0.6367,-4.731,-4.416,-0.315,0.7123,0.2834,0.8559,51.78,49.54,0.04917,0.01318,0.01656,0.1195,0.5035,0.1231,0.2487,0.974,0.2509,2.119,0.002843,17.88,-0.004951,0
2.065,0.92,1.349,0.4299,0.09298,0.674,-8.882,-7.486,-1.396,0.7442,0.3523,0.8589,53.38,50.67,0.3345,0.37,0.06617,0.6349,0.2364,0.1364,0.3359,1.256,0.2509,2.119,0.002843,17.88,-0.004951,0
0.8919,0.9,1.136,0.1962,0.04138,0.4791,-12.63,-5.368,-7.263,0.5954,0.1254,0.9114,54.17,52.23,0.1961,0.01973,0.0292,0.1027,0.2002,0.1347,0.1458,0.6026,0.2509,2.119,0.002843,17.88,-0.004951,0
2.056,1.1,1.128,0.3929,0.09555,0.6832,-5.559,-4.763,-0.7963,0.7011,0.3174,0.9539,47.47,41.27,0.4688,0.2673,0.09381,0.5962,0.1849,0.1707,0.3173,1.526,0.2509,2.119,0.002843,17.88,-0.004951,0
1.572,1.09,1.977,0.4761,0.133,0.7949,-3.166,-2.494,-0.6719,0.6092,0.3597,0.8981,46.88,36.5,0.3026,0.05302,0.04048,0.3352,0.598,0.1736,0.3689,1.507,0.2509,2.119,0.002843,17.88,-0.004951,0
1.593,1.09,2.007,0.4859,0.1346,0.7987,-3.374,-2.594,-0.7806,0.6114,0.3649,0.9183,48.45,41.86,0.2095,0.02545,0.04821,0.3313,0.6278,0.1729,0.3774,1.403,0.2509,2.119,0.002843,17.88,-0.004951,0
1.592,1.09,1.787,0.4954,0.1341,0.7989,-4.046,-2.82,-1.225,0.61,0.3621,0.9365,52.13,48.63,0.3089,0.4134,0.0399,0.3972,0.5064,0.1681,0.3572,1.205,0.2509,2.119,0.002843,17.88,-0.004951,0
1.834,1.08,1.609,0.4705,0.1291,0.7861,-3.644,-2.693,-0.9511,0.6114,0.3496,0.9503,55.05,52.64,0.1465,0.3521,0.04152,0.5312,0.3666,0.1662,0.3546,1.156,0.2509,2.119,0.002843,17.88,-0.004951,0
1.938,1.09,1.565,0.4758,0.1329,0.795,-3.188,-2.487,-0.7002,0.608,0.3584,0.9467,52.81,49.02,0.1025,0.3415,0.03834,0.5833,0.3355,0.1733,0.364,1.159,0.2509,2.119,0.002843,17.88,-0.004951,0
1.58,1.08,1.665,0.4638,0.1265,0.781,-3.879,-2.716,-1.163,0.6067,0.339,0.9573,51.69,49.13,0.3607,0.2324,0.04062,0.3971,0.4389,0.1641,0.3334,0.7379,0.2509,2.119,0.002843,17.88,-0.004951,0
2.488,1.23,1.706,0.6075,0.166,0.8611,-3.893,-2.643,-1.25,0.6009,0.4396,0.928,50.64,47.99,0.3159,0.2727,0.007429,0.8775,0.4108,0.2035,0.4973,1.459,0.2509,2.119,0.002843,17.88,-0.004951,0
1.754,1.21,1.375,0.5004,0.1422,0.8202,-2.993,-2.183,-0.8096,0.587,0.3673,0.9135,49.88,44.06,0.2622,0.2232,0.005494,0.5194,0.3185,0.1984,0.3454,1.458,0.2509,2.119,0.002843,17.88,-0.004951,0
1.74,1.1,2.442,0.5942,0.1597,0.8458,-4.156,-2.964,-1.192,0.6176,0.4381,0.914,51.68,48.21,0.2678,0.4391,0.05896,0.4278,0.8398,0.1765,0.4814,0.9868,0.2509,2.119,0.002843,17.88,-0.004951,0
1.67,1.08,2.391,0.522,0.1245,0.7475,-5.47,-4.946,-0.5241,0.7194,0.4335,0.9545,55.73,52.61,0.3759,0.03106,0.08192,0.3712,0.7973,0.1596,0.4427,1.31,0.2509,2.119,0.002843,17.88,-0.004951,0
1.793,1.23,2.075,0.5962,0.1647,0.8601,-3.598,-2.535,-1.063,0.6002,0.4357,0.9025,54.34,51.52,0.2741,0.5116,0.005462,0.5294,0.6128,0.2066,0.4496,1.941,0.2509,2.119,0.002843,17.88,-0.004951,0
1.364,1.09,1.877,0.4825,0.1309,0.793,-4.054,-2.719,-1.335,0.6025,0.3482,0.9171,52.92,50.32,0.1893,0.09042,0.0393,0.2809,0.581,0.1685,0.3435,1.216,0.2509,2.119,0.002843,17.88,-0.004951,0
2.407,1.12,1.62,0.5493,0.1511,0.8335,-3.603,-2.666,-0.937,0.6105,0.4082,0.8712,54.03,51.92,0.4735,0.3267,0.068,0.7889,0.3839,0.1825,0.4518,1.745,0.2509,2.119,0.002843,17.88,-0.004951,0
1.628,1.22,1.503,0.5044,0.1432,0.8228,-3.038,-2.176,-0.8614,0.5853,0.3683,0.9223,53.05,48.98,0.3166,0.2369,0.0194,0.4635,0.3737,0.2004,0.3459,1.502,0.2509,2.119,0.002843,17.88,-0.004951,0
1.544,1.09,1.754,0.4897,0.1321,0.7953,-4.196,-2.812,-1.384,0.6056,0.3537,0.9444,48.9,42.03,0.2406,0.4146,0.03886,0.3908,0.4848,0.1682,0.3479,1.113,0.2509,2.119,0.002843,17.88,-0.004951,0
2.133,1.09,1.942,0.5783,0.1539,0.8392,-4.549,-2.93,-1.619,0.6053,0.4131,0.9019,53.03,49.92,0.5385,0.5054,0.05834,0.6535,0.549,0.1683,0.4569,1.568,0.2509,2.119,0.002843,17.88,-0.004951,0
1.825,1.09,1.255,0.4758,0.1323,0.7926,-3.242,-2.562,-0.6795,0.6129,0.3603,0.9452,52.04,48.18,0.1667,0.1811,0.03966,0.553,0.2579,0.1726,0.3279,0.8692,0.2509,2.119,0.002843,17.88,-0.004951,0
1.688,1.22,2.286,0.5828,0.1628,0.8595,-3.405,-2.365,-1.04,0.5916,0.4231,0.9199,50.89,44.81,0.3662,0.4924,0.02439,0.4432,0.7315,0.2051,0.46,2.035,0.2509,2.119,0.002843,17.88,-0.004951,0
2.427,1.09,1.883,0.5769,0.1557,0.8414,-4.118,-2.856,-1.262,0.6107,0.4212,0.9125,52.05,48.72,0.4262,0.4424,0.04812,0.8137,0.476,0.1726,0.4874,1.592,0.2509,2.119,0.002843,17.88,-0.004951,0
1.871,1.1,1.572,0.4734,0.13,0.7872,-3.582,-2.719,-0.863,0.6155,0.355,0.94,49.9,46.58,0.1364,0.3556,0.04693,0.5496,0.35,0.1723,0.3573,1.155,0.2509,2.119,0.002843,17.88,-0.004951,0
2.515,1.08,1.563,0.5706,0.1529,0.8334,-4.201,-3.029,-1.172,0.6212,0.4226,0.8758,51.16,47.19,0.2946,0.2834,0.06349,0.8765,0.3515,0.1702,0.4661,1.436,0.2509,2.119,0.002843,17.88,-0.004951,0
2.509,1.23,1.731,0.5976,0.1632,0.8556,-3.863,-2.691,-1.172,0.6052,0.436,0.9042,48.79,42.83,0.3601,0.2405,0.003491,0.8788,0.416,0.2033,0.4994,1.423,0.2509,2.119,0.002843,17.88,-0.004951,0
1.656,1.23,2.267,0.5948,0.1626,0.8547,-3.825,-2.681,-1.144,0.6055,0.4348,0.9093,50.87,47.23,0.3147,0.5132,0.006216,0.4411,0.7331,0.2036,0.4593,2.005,0.2509,2.119,0.002843,17.88,-0.004951,0
1.645,1.1,2.15,0.5839,0.1576,0.8426,-4.034,-2.921,-1.113,0.6179,0.4325,0.9108,53.89,51.83,0.324,0.5469,0.06159,0.4588,0.6603,0.1763,0.4318,0.7261,0.2509,2.119,0.002843,17.88,-0.004951,0
1.841,1.12,1.621,0.4798,0.1341,0.7978,-3.161,-2.481,-0.6795,0.6083,0.362,0.9267,54.58,51.79,0.149,0.3525,0.04817,0.5326,0.3719,0.1812,0.3619,1.163,0.2509,2.119,0.002843,17.88,-0.004951,0
1.827,1.09,1.864,0.4813,0.1328,0.7985,-3.693,-2.478,-1.216,0.5934,0.3465,0.9347,53.9,51.93,0.1567,0.4216,0.031,0.5134,0.4638,0.1707,0.3826,1.185,0.2509,2.119,0.002843,17.88,-0.004951,0
1.809,1.09,1.644,0.4759,0.1304,0.7934,-3.895,-2.507,-1.387,0.591,0.3387,0.9431,48.59,41,0.4281,0.2239,0.03674,0.4845,0.4193,0.1691,0.3576,1.694,0.2509,2.119,0.002843,17.88,-0.004951,0
1.817,1.09,1.631,0.4685,0.129,0.786,-3.57,-2.645,-0.9244,0.6098,0.3482,0.9681,54.12,48.3,0.1739,0.3547,0.0383,0.5097,0.3851,0.1697,0.3548,1.177,0.2509,2.119,0.002843,17.88,-0.004951,0
1.24,1.1,1.932,0.4667,0.1303,0.7885,-3.187,-2.495,-0.6914,0.6087,0.352,0.927,52.89,50.14,0.1914,0.1839,0.04901,0.2421,0.5891,0.1755,0.3356,1.227,0.2509,2.119,0.002843,17.88,-0.004951,0
1.924,1.1,2.041,0.5233,0.1262,0.7524,-5.147,-4.698,-0.4498,0.7151,0.435,0.9431,49.55,43.3,0.521,0.2413,0.0846,0.5217,0.5914,0.1665,0.4265,1.337,0.2509,2.119,0.002843,17.88,-0.004951,0
1.192,1.08,1.89,0.4637,0.1287,0.7849,-3.348,-2.556,-0.7923,0.6089,0.3473,0.9224,53.17,51.26,0.1897,0.2242,0.0484,0.2459,0.5638,0.1672,0.3256,1.238,0.2509,2.119,0.002843,17.88,-0.004951,0
1.687,1.22,2.143,0.6172,0.1652,0.8518,-4.208,-3.066,-1.142,0.6237,0.4589,0.8934,53.19,51.46,0.3111,0.4797,0.007365,0.4805,0.6787,0.2017,0.4536,1.933,0.2509,2.119,0.002843,17.88,-0.004951,0
1.709,1.09,2.336,0.5301,0.127,0.7521,-5.247,-4.805,-0.4421,0.7189,0.4422,0.9328,51.57,49.13,0.4151,0.04896,0.0817,0.3944,0.7697,0.1634,0.4425,1.294,0.2509,2.119,0.002843,17.88,-0.004951,0
1.655,1.21,1.777,0.4984,0.139,0.8123,-3.431,-2.39,-1.04,0.5931,0.3623,0.9426,53.34,50.48,0.2185,0.3997,0.007376,0.4335,0.4848,0.1937,0.3706,1.155,0.2509,2.119,0.002843,17.88,-0.004951,0
1.24,1.1,1.774,0.4645,0.1252,0.775,-3.993,-2.977,-1.016,0.6234,0.3476,0.9267,53.64,51.84,0.2234,0.1541,0.0415,0.2566,0.5282,0.1709,0.3185,1.117,0.2509,2.119,0.002843,17.88,-0.004951,0
1.574,0.96,1.544,0.4634,0.1247,0.773,-4.003,-3.024,-0.9793,0.6268,0.3485,0.9376,52.3,49.02,0.3459,0.2471,0.007958,0.4185,0.3857,0.1411,0.3151,0.6856,0.2509,2.119,0.002843,17.88,-0.004951,0
1.599,1.09,1.43,0.4085,0.1013,0.6966,-4.216,-4.034,-0.1817,0.7051,0.3433,0.9761,48.53,42.01,0.3625,0.2692,0.07279,0.3868,0.3415,0.1626,0.297,0.6241,0.2509,2.119,0.002843,17.88,-0.004951,0
2.467,1.1,1.706,0.6152,0.1622,0.8426,-4.472,-3.337,-1.135,0.6358,0.4626,0.8931,51.29,48.33,0.3954,0.2593,0.06546,0.8811,0.4079,0.1769,0.4886,1.393,0.2509,2.119,0.002843,17.88,-0.004951,0
1.74,1.22,1.637,0.4905,0.1399,0.8156,-2.927,-2.124,-0.8029,0.5835,0.3591,0.8998,54.72,52.42,0.2798,0.2336,0.0024,0.4681,0.4214,0.2005,0.3634,1.558,0.2509,2.119,0.002843,17.88,-0.004951,0
2.462,1.1,1.621,0.5458,0.1488,0.829,-3.837,-2.76,-1.077,0.6112,0.4026,0.9012,53.34,51.13,0.4335,0.331,0.06861,0.8212,0.3761,0.1735,0.4569,1.732,0.2509,2.119,0.002843,17.88,-0.004951,0
1.896,1.09,1.722,0.4832,0.1335,0.7994,-3.633,-2.501,-1.131,0.5967,0.3506,0.94,53.74,51.42,0.4716,0.2157,0.04074,0.4983,0.4601,0.1705,0.3763,0.8021,0.2509,2.119,0.002843,17.88,-0.004951,0
2.425,1.09,1.674,0.5871,0.1584,0.8441,-4.058,-2.916,-1.142,0.6168,0.4337,0.9091,47.53,40.87,0.3969,0.2986,0.04285,0.8381,0.3952,0.1766,0.47,1.398,0.2509,2.119,0.002843,17.88,-0.004951,0
1.242,1.08,1.92,0.468,0.131,0.7906,-3.135,-2.454,-0.6817,0.6066,0.3526,0.9309,52.91,47.63,0.1631,0.1978,0.04579,0.2512,0.5795,0.1703,0.3336,1.245,0.2509,2.119,0.002843,17.88,-0.004951,0
1.83,1.08,1.597,0.4716,0.131,0.7912,-3.372,-2.531,-0.8403,0.6062,0.3513,0.9404,51.09,48.23,0.1495,0.3605,0.0352,0.5294,0.3624,0.1689,0.3536,1.151,0.2509,2.119,0.002843,17.88,-0.004951,0
1.861,1.09,2.159,0.5232,0.1258,0.7513,-5.202,-4.746,-0.4559,0.7163,0.4352,0.9437,51.36,48.26,0.4812,0.1809,0.0797,0.4803,0.6547,0.1645,0.4331,1.338,0.2509,2.119,0.002843,17.88,-0.004951,0
2.537,1.09,1.659,0.5878,0.1568,0.8387,-4.291,-3.11,-1.181,0.6245,0.4364,0.9026,50.06,46.23,0.3328,0.2152,0.05846,0.8989,0.38,0.1734,0.4841,1.402,0.2509,2.119,0.002843,17.88,-0.004951,0
1.375,1.09,1.912,0.4885,0.1321,0.7956,-4.133,-2.769,-1.364,0.6041,0.3526,0.9395,53.09,50.39,0.2217,0.1595,0.0353,0.2888,0.5935,0.1675,0.3499,1.209,0.2509,2.119,0.002843,17.88,-0.004951,0
2.445,1.09,1.55,0.5453,0.1492,0.8293,-3.711,-2.737,-0.9733,0.6131,0.4053,0.8867,54.08,51.82,0.301,0.31,0.05348,0.8287,0.3401,0.174,0.4476,1.593,0.2509,2.119,0.002843,17.88,-0.004951,0
1.996,1.08,1.548,0.4676,0.1294,0.7861,-3.399,-2.609,-0.7907,0.6119,0.3511,0.922,52.69,47.68,0.04553,0.3186,0.0402,0.602,0.3272,0.1672,0.3654,1.138,0.2509,2.119,0.002843,17.88,-0.004951,0
2.477,1.21,1.65,0.6026,0.1652,0.8602,-3.812,-2.609,-1.203,0.6004,0.437,0.9068,50.5,44.55,0.1585,0.2533,0.001635,0.8668,0.3953,0.2006,0.4876,1.526,0.2509,2.119,0.002843,17.88,-0.004951,0
1.982,1.09,1.555,0.4442,0.1222,0.7689,-3.64,-2.648,-0.9929,0.6079,0.3283,0.9035,50.82,47.46,0.01829,0.3023,0.04042,0.5941,0.3107,0.1674,0.3574,1.116,0.2509,2.119,0.002843,17.88,-0.004951,0
1.855,1.22,1.689,0.4893,0.1391,0.812,-2.929,-2.224,-0.705,0.5923,0.3636,0.913,52.77,49.6,0.1463,0.2665,0.00745,0.5303,0.4067,0.2008,0.3793,1.219,0.2509,2.119,0.002843,17.88,-0.004951,0
1.788,1.22,1.322,0.4955,0.1411,0.8188,-2.993,-2.119,-0.8737,0.5815,0.3603,0.9365,48.65,41.05,0.2318,0.2384,0.0236,0.5362,0.2952,0.2002,0.3439,1.441,0.2509,2.119,0.002843,17.88,-0.004951,0
2.295,1.09,1.595,0.5632,0.1531,0.8353,-3.851,-2.838,-1.013,0.6168,0.419,0.8961,54.15,52.81,0.5534,0.3428,0.05232,0.7261,0.4125,0.1744,0.4376,1.286,0.2509,2.119,0.002843,17.88,-0.004951,0
2.175,1.09,1.9,0.5812,0.157,0.8452,-4.172,-2.78,-1.393,0.6039,0.4188,0.9164,52.61,49.68,0.5495,0.5024,0.05148,0.6731,0.5301,0.1722,0.4585,1.549,0.2509,2.119,0.002843,17.88,-0.004951,0
2.519,1.23,1.736,0.6147,0.1678,0.8615,-3.83,-2.733,-1.098,0.6093,0.452,0.8876,50.44,46.89,0.2968,0.2265,0.003727,0.8988,0.4143,0.2074,0.5068,1.457,0.2509,2.119,0.002843,17.88,-0.004951,0
1.439,1.21,1.77,0.4962,0.1401,0.8164,-3.196,-2.198,-0.9979,0.5833,0.3584,0.9504,51.82,47.38,0.2807,0.3787,0.0202,0.3443,0.5114,0.1963,0.3506,1.121,0.2509,2.119,0.002843,17.88,-0.004951,0
1.846,1.1,1.701,0.4807,0.1339,0.7974,-3.274,-2.518,-0.7555,0.608,0.3606,0.9203,54.66,51.89,0.1554,0.2713,0.0451,0.5244,0.407,0.1753,0.3689,1.224,0.2509,2.119,0.002843,17.88,-0.004951,0
2.139,1.08,1.623,0.5678,0.1531,0.8363,-4.126,-2.886,-1.239,0.6127,0.4158,0.9339,52.61,48.61,0.5513,0.2786,0.06183,0.648,0.4511,0.1668,0.422,1.207,0.2509,2.119,0.002843,17.88,-0.004951,0
2.511,1.22,1.715,0.5963,0.1636,0.8588,-3.832,-2.556,-1.275,0.596,0.4289,0.91,54.93,53.75,0.3341,0.2914,0.01192,0.8741,0.4158,0.2008,0.4969,1.473,0.2509,2.119,0.002843,17.88,-0.004951,0
2.394,1.23,1.762,0.5938,0.1615,0.8521,-3.962,-2.75,-1.213,0.607,0.4331,0.8914,50.01,43.66,0.04818,0.2643,0.007191,0.8155,0.4387,0.2023,0.4855,1.622,0.2509,2.119,0.002843,17.88,-0.004951,0
1.606,1.09,2.431,0.6028,0.1589,0.8396,-4.547,-3.298,-1.248,0.6307,0.4487,0.882,50.93,48.46,0.286,0.07397,0.0665,0.3896,0.8463,0.1733,0.4697,1.253,0.2509,2.119,0.002843,17.88,-0.004951,0
2.239,1.08,1.809,0.5584,0.151,0.8311,-3.972,-2.905,-1.067,0.6185,0.4149,0.8869,54.29,52.63,0.06628,0.4169,0.0557,0.7219,0.4534,0.1709,0.4487,1.161,0.2509,2.119,0.002843,17.88,-0.004951,0
1.808,1.09,1.887,0.4907,0.1345,0.801,-3.783,-2.623,-1.16,0.6022,0.3573,0.9386,52.34,51.91,0.1636,0.4268,0.0346,0.5094,0.4796,0.1696,0.3862,1.186,0.2509,2.119,0.002843,17.88,-0.004951,0
1.306,1.09,2.519,0.5246,0.1262,0.7515,-5.108,-4.701,-0.4074,0.7173,0.4379,0.9459,51.4,47.84,0.2254,0.3349,0.0806,0.2257,0.9041,0.1648,0.4316,1.019,0.2509,2.119,0.002843,17.88,-0.004951,0
1.723,1.09,1.987,0.4858,0.1314,0.7924,-4.072,-2.842,-1.23,0.6109,0.3553,0.9314,53.01,47.82,0.3296,0.05351,0.0464,0.3824,0.6111,0.1678,0.3871,1.586,0.2509,2.119,0.002843,17.88,-0.004951,0
1.276,1.08,1.993,0.4732,0.1324,0.7943,-3.197,-2.454,-0.7433,0.6047,0.3543,0.9295,52.98,51.26,0.2082,0.1353,0.03667,0.2526,0.6133,0.1711,0.3457,1.207,0.2509,2.119,0.002843,17.88,-0.004951,0
1.761,1.24,1.337,0.5038,0.1447,0.8265,-2.76,-2.062,-0.6971,0.5823,0.3714,0.9035,52.06,49.45,0.261,0.2154,0.0251,0.5265,0.3024,0.2105,0.3464,1.444,0.2509,2.119,0.002843,17.88,-0.004951,0
1.721,1.21,2.032,0.4999,0.1411,0.8187,-3.207,-2.198,-1.009,0.583,0.3607,0.9218,52.42,48.74,0.3205,0.1252,0.0255,0.4057,0.6124,0.1948,0.4043,1.642,0.2509,2.119,0.002843,17.88,-0.004951,0
1.844,1.12,2.022,0.5458,0.1492,0.8287,-3.711,-2.764,-0.9463,0.6152,0.407,0.8839,53.6,50.29,0.4729,0.06756,0.07029,0.4605,0.6331,0.1809,0.4248,1.168,0.2509,2.119,0.002843,17.88,-0.004951,0
1.462,1.22,1.757,0.4951,0.1397,0.8152,-3.206,-2.215,-0.9905,0.5844,0.3581,0.9319,52.04,49.47,0.2681,0.36,0.02265,0.3477,0.5095,0.197,0.3514,1.125,0.2509,2.119,0.002843,17.88,-0.004951,0
1.951,1.09,1.857,0.5639,0.1506,0.8283,-4.258,-3.101,-1.157,0.6248,0.4194,0.9068,48.07,41.23,0.4916,0.1421,0.06967,0.5351,0.5627,0.1695,0.4224,1.175,0.2509,2.119,0.002843,17.88,-0.004951,0
1.563,1.09,1.928,0.4714,0.1321,0.7936,-3.155,-2.435,-0.7193,0.6044,0.3535,0.933,52.53,49.53,0.3387,0.1073,0.035,0.3358,0.5747,0.1732,0.3612,0.9643,0.2509,2.119,0.002843,17.88,-0.004951,0
1.632,1.24,2.217,0.6115,0.1681,0.8646,-3.729,-2.593,-1.136,0.6013,0.4455,0.8895,47.63,40.48,0.3193,0.5238,0.01275,0.4548,0.7062,0.2103,0.4571,1.988,0.2509,2.119,0.002843,17.88,-0.004951,0
1.374,1.08,1.957,0.473,0.1312,0.7915,-3.419,-2.551,-0.8679,0.6064,0.3517,0.9352,50.73,48.03,0.2678,0.06649,0.0399,0.2741,0.6045,0.1681,0.3489,1.126,0.2509,2.119,0.002843,17.88,-0.004951,0
1.592,1.09,2.201,0.5609,0.1494,0.825,-4.287,-3.161,-1.126,0.6284,0.4192,0.8949,52.97,49,0.3193,0.5413,0.06356,0.416,0.6891,0.17,0.425,0.7351,0.2509,2.119,0.002843,17.88,-0.004951,0
2.492,1.22,1.732,0.5923,0.1639,0.8597,-3.595,-2.489,-1.106,0.5967,0.4304,0.9053,51.25,47.95,0.3481,0.2946,0.008318,0.8635,0.4157,0.2045,0.4946,1.467,0.2509,2.119,0.002843,17.88,-0.004951,0
1.553,1.08,1.843,0.4869,0.1324,0.7964,-4.016,-2.696,-1.321,0.6017,0.3514,0.9504,48.31,39.8,0.2314,0.4594,0.0348,0.3926,0.5088,0.1667,0.356,1.109,0.2509,2.119,0.002843,17.88,-0.004951,0
1.861,1.09,1.608,0.4697,0.1294,0.7869,-3.554,-2.641,-0.9131,0.6099,0.3494,0.9197,50.79,46.86,0.1387,0.3187,0.05015,0.5404,0.3639,0.1685,0.3576,1.174,0.2509,2.119,0.002843,17.88,-0.004951,0
2.362,1.09,1.601,0.579,0.1525,0.8282,-4.527,-3.344,-1.183,0.6346,0.4339,0.9121,51.88,47.38,0.4916,0.3307,0.06424,0.7947,0.3928,0.1688,0.4521,1.324,0.2509,2.119,0.002843,17.88,-0.004951,0
1.303,1.1,1.657,0.4669,0.1298,0.788,-3.358,-2.526,-0.8324,0.6061,0.3479,0.9571,49.32,41.06,0.245,0.208,0.03881,0.2883,0.4758,0.1738,0.3126,1.113,0.2509,2.119,0.002843,17.88,-0.004951,0
1.599,1.22,1.684,0.4949,0.1424,0.8221,-2.781,-2.011,-0.7699,0.5772,0.3612,0.916,47.59,38.51,0.2273,0.3644,0.03163,0.4091,0.456,0.2033,0.3562,1.133,0.2509,2.119,0.002843,17.88,-0.004951,0
1.72,1.22,1.353,0.4864,0.1392,0.8133,-2.807,-2.122,-0.6854,0.5864,0.3602,0.9329,53.05,47.17,0.2715,0.2082,0.01274,0.5012,0.3065,0.202,0.3365,1.436,0.2509,2.119,0.002843,17.88,-0.004951,0
2.455,1.23,1.658,0.6118,0.1675,0.8626,-3.791,-2.661,-1.13,0.6048,0.4473,0.9026,52.18,49.29,0.4356,0.2961,0.01124,0.8502,0.4121,0.2067,0.4897,1.376,0.2509,2.119,0.002843,17.88,-0.004951,0
2.513,1.23,1.695,0.5819,0.1623,0.8602,-3.485,-2.308,-1.177,0.5854,0.4166,0.903,54.81,53.24,0.362,0.276,0.01413,0.8577,0.4101,0.2056,0.4911,1.436,0.2509,2.119,0.002843,17.88,-0.004951,0
1.811,1.12,1.634,0.4754,0.1316,0.7915,-3.381,-2.604,-0.7769,0.6121,0.3574,0.9236,52.76,48.71,0.1755,0.3207,0.05892,0.511,0.3868,0.1781,0.3586,1.19,0.2509,2.119,0.002843,17.88,-0.004951,0
1.986,1.09,1.928,0.5831,0.1552,0.8337,-4.221,-3.19,-1.031,0.6327,0.4396,0.9111,51.69,49.81,0.5111,0.2033,0.06195,0.5597,0.5873,0.1733,0.4401,1.263,0.2509,2.119,0.002843,17.88,-0.004951,0
1.736,1.1,2.016,0.4866,0.1357,0.8052,-3.458,-2.369,-1.089,0.5907,0.3519,0.9163,47.25,40.25,0.2117,0.5382,0.03733,0.4604,0.5424,0.1745,0.3924,1.68,0.2509,2.119,0.002843,17.88,-0.004951,0
1.84,1.08,1.599,0.4719,0.1306,0.7901,-3.483,-2.579,-0.9046,0.6068,0.3503,0.9241,53.4,49.65,0.161,0.3464,0.04388,0.5317,0.3653,0.1672,0.3547,1.172,0.2509,2.119,0.002843,17.88,-0.004951,0
2.431,1.22,1.705,0.5781,0.1601,0.8544,-3.617,-2.437,-1.18,0.5921,0.4164,0.9136,51.74,46.76,0.4298,0.3413,0.01187,0.8077,0.428,0.2011,0.4789,1.429,0.2509,2.119,0.002843,17.88,-0.004951,0
1.667,1.09,1.39,0.4697,0.1283,0.7826,-3.663,-2.8,-0.8637,0.6195,0.3534,0.9155,51.42,48.95,0.1988,0.2394,0.04391,0.4817,0.3103,0.1692,0.3204,0.7811,0.2509,2.119,0.002843,17.88,-0.004951,0
1.694,1.22,2.482,0.5813,0.1618,0.8583,-3.51,-2.365,-1.146,0.5891,0.4184,0.9217,50.88,47.89,0.2798,0.362,0.01295,0.4072,0.8474,0.2034,0.486,1.96,0.2509,2.119,0.002843,17.88,-0.004951,0
2.386,1.09,1.598,0.5531,0.1486,0.8256,-4.119,-3.006,-1.113,0.6218,0.4111,0.9222,49.79,42.44,0.4916,0.3515,0.05587,0.7826,0.3871,0.1696,0.4464,1.347,0.2509,2.119,0.002843,17.88,-0.004951,0
1.829,1.1,1.6,0.4651,0.1286,0.785,-3.486,-2.597,-0.8897,0.6082,0.346,0.9244,51.44,47.98,0.1949,0.3574,0.04495,0.5134,0.3734,0.1714,0.3527,1.195,0.2509,2.119,0.002843,17.88,-0.004951,0
2.542,1.09,1.659,0.6026,0.1607,0.8449,-4.307,-3.112,-1.196,0.6242,0.447,0.8964,49.64,43.47,0.2781,0.2028,0.06603,0.9115,0.3834,0.1746,0.4899,1.432,0.2509,2.119,0.002843,17.88,-0.004951,0
1.62,1.1,1.767,0.4802,0.1316,0.7946,-3.819,-2.603,-1.216,0.5997,0.3478,0.9154,48.04,42.37,0.2309,0.4259,0.03887,0.4114,0.4769,0.1717,0.3533,1.432,0.2509,2.119,0.002843,17.88,-0.004951,0
1.624,1.09,2.203,0.531,0.1275,0.7542,-5.282,-4.795,-0.4868,0.7164,0.441,0.9473,52.77,50.25,0.3787,0.5458,0.0886,0.389,0.7016,0.1636,0.4181,0.7046,0.2509,2.119,0.002843,17.88,-0.004951,0
4.312,1.22,1.809,1.897,0.2789,-0.3049,-22.56,-20.81,-1.745,0.8628,1.706,0.9458,52.33,48.95,0.7998,0.2175,0.04819,3.09,0.5513,0.2018,1.281,1.76,0.2509,2.119,0.002843,17.88,-0.004951,0
1.903,1.31,2.013,0.626,0.1708,0.8665,-3.877,-2.713,-1.164,0.6065,0.4575,0.8815,54.35,52.38,0.2693,0.481,0.0432,0.5794,0.603,0.2257,0.4694,1.924,0.2509,2.119,0.002843,17.88,-0.004951,0
2.47,1.09,1.874,0.5699,0.155,0.8437,-4.035,-2.641,-1.394,0.5973,0.408,0.9052,48.28,44.59,0.3961,0.4136,0.04335,0.834,0.4631,0.1731,0.49,1.713,0.2509,2.119,0.002843,17.88,-0.004951,0
2.502,1.22,1.738,0.6104,0.1665,0.8612,-3.902,-2.68,-1.222,0.6034,0.4434,0.8994,52.39,50.73,0.3833,0.2371,0.007288,0.8824,0.4231,0.2023,0.5026,1.752,0.2509,2.119,0.002843,17.88,-0.004951,0
