 Length, Height, Width, Sum, Omnivariance, Eigenentropy, Anisotropy, Planarity, Linearity, Surface Variation, Sphericity, Verticality, Mean Intensity, STD Intensity, ExpectedValuex, ExpectedValuey, ExpectedValuez, Variancex, Variancey, Variancez, MeanVar, Distance, MeanVel, MaxVel, MeanAcc, MaxAcc, MeanAVel, Class
1.944,1.09,1.507,0.4645,0.1297,0.7868,-3.183,-2.499,-0.6835,0.6092,0.3506,0.9073,79.26,71.23,0.007547,0.298,0.0483,0.5837,0.3115,0.1725,0.3559,1.08,0.2079,0.8108,0.007804,4.027,-0.003512,0
1.714,1.09,1.883,0.4827,0.1311,0.7938,-4.047,-2.685,-1.361,0.6002,0.3471,0.939,80.38,71.77,0.1906,0.4607,0.03255,0.4606,0.4935,0.1678,0.374,1.553,0.2079,0.8108,0.007804,4.027,-0.003512,0
1.599,1.1,2.496,0.5579,0.1525,0.8361,-3.776,-2.726,-1.05,0.6103,0.4117,0.8869,77.32,68.91,0.3118,0.4127,0.05689,0.3674,0.8472,0.1761,0.4636,1.998,0.2079,0.8108,0.007804,4.027,-0.003512,0
1.897,1.09,1.769,0.4983,0.1338,0.7977,-4.234,-2.939,-1.295,0.6137,0.3642,0.9421,78.02,70.67,0.199,0.3923,0.0455,0.5499,0.4409,0.1672,0.386,1.249,0.2079,0.8108,0.007804,4.027,-0.003512,0
1.716,1.09,1.598,0.466,0.1289,0.7858,-3.489,-2.589,-0.8998,0.6076,0.3462,0.91,78.27,69.61,0.2051,0.3573,0.04837,0.4628,0.3912,0.1691,0.341,1.151,0.2079,0.8108,0.007804,4.027,-0.003512,0
1.983,1.12,1.585,0.4697,0.13,0.788,-3.416,-2.596,-0.8198,0.6103,0.3516,0.8942,52.7,51.12,0.05529,0.2971,0.0587,0.6034,0.3308,0.177,0.3704,1.437,0.2079,0.8108,0.007804,4.027,-0.003512,0
1.814,1.08,1.61,0.4672,0.1288,0.7847,-3.502,-2.658,-0.8439,0.6129,0.3499,0.9139,53.59,51.18,0.1162,0.3367,0.04713,0.5195,0.3681,0.1672,0.3516,1.389,0.2079,0.8108,0.007804,4.027,-0.003512,0
2.205,1.23,1.652,0.6156,0.1671,0.8612,-4.018,-2.744,-1.274,0.6051,0.4468,0.8836,51.08,44.64,0.5079,0.3225,0.003878,0.709,0.4606,0.2047,0.4581,1.687,0.2079,0.8108,0.007804,4.027,-0.003512,0
1.889,1.12,1.225,0.4697,0.1306,0.789,-3.251,-2.552,-0.6986,0.6117,0.3549,0.8951,54.01,52.22,0.08908,0.2192,0.04951,0.5775,0.2389,0.1805,0.3323,0.9418,0.2079,0.8108,0.007804,4.027,-0.003512,0
2.392,1.09,1.64,0.5931,0.1594,0.8464,-4.209,-2.931,-1.278,0.6138,0.4339,0.9099,50.69,48.05,0.4949,0.3239,0.0511,0.8044,0.414,0.1747,0.4644,1.342,0.2079,0.8108,0.007804,4.027,-0.003512,0
1.576,1.1,2.443,0.5974,0.1602,0.8445,-4.13,-3.044,-1.086,0.6244,0.4457,0.9011,51.54,44.76,0.2601,0.06962,0.06611,0.3758,0.8495,0.1773,0.4675,1.267,0.2079,0.8108,0.007804,4.027,-0.003512,0
2.258,1.09,1.607,0.5743,0.154,0.834,-4.122,-3.058,-1.064,0.6257,0.4295,0.9033,50.56,43.17,0.5217,0.357,0.06123,0.717,0.4228,0.1735,0.4378,1.71,0.2079,0.8108,0.007804,4.027,-0.003512,0
2.346,1.09,1.596,0.5797,0.1562,0.8384,-4.006,-2.988,-1.017,0.6239,0.4339,0.9163,52.21,49.37,0.4964,0.3575,0.05604,0.7741,0.4007,0.175,0.4499,1.727,0.2079,0.8108,0.007804,4.027,-0.003512,0
1.492,1.09,1.615,0.4682,0.1296,0.7858,-3.325,-2.625,-0.7,0.6157,0.3549,0.9021,52.22,48.55,0.2387,0.3309,0.04659,0.3599,0.438,0.1723,0.3234,1.094,0.2079,0.8108,0.007804,4.027,-0.003512,0
1.886,1.22,1.621,0.4938,0.1398,0.8125,-2.936,-2.3,-0.6356,0.5989,0.3709,0.9223,51.09,48.6,0.1294,0.3065,0.01413,0.549,0.3828,0.2016,0.3778,1.382,0.2079,0.8108,0.007804,4.027,-0.003512,0
2.321,1.22,1.79,0.5997,0.1645,0.8602,-3.833,-2.561,-1.272,0.5963,0.4316,0.9153,51.07,48.46,0.0001069,0.3363,0.009527,0.7756,0.4629,0.2012,0.4799,1.288,0.2079,0.8108,0.007804,4.027,-0.003512,0
1.29,1.09,1.856,0.4713,0.1296,0.7864,-3.553,-2.695,-0.8573,0.6144,0.3532,0.9428,51.64,48.1,0.1927,0.115,0.04223,0.2584,0.5673,0.1703,0.332,1.137,0.2079,0.8108,0.007804,4.027,-0.003512,0
2.532,1.23,1.754,0.6016,0.1651,0.8588,-3.717,-2.647,-1.07,0.6057,0.4417,0.9255,51.06,47.34,0.3242,0.2455,0.003148,0.8945,0.4184,0.2054,0.5061,1.465,0.2079,0.8108,0.007804,4.027,-0.003512,0
2.478,1.21,1.628,0.6008,0.1635,0.8567,-3.982,-2.69,-1.292,0.6021,0.4344,0.9235,54.14,51.53,0.1229,0.2353,0.01274,0.8643,0.394,0.1972,0.4852,1.48,0.2079,0.8108,0.007804,4.027,-0.003512,0
2.542,1.21,1.598,0.5875,0.1592,0.8466,-3.985,-2.842,-1.143,0.6133,0.4326,0.9234,53,50.17,0.3018,0.2792,0.003019,0.8965,0.3674,0.1966,0.4868,1.656,0.2079,0.8108,0.007804,4.027,-0.003512,0
1.576,1.09,1.568,0.4564,0.1268,0.7815,-3.447,-2.498,-0.9489,0.6013,0.3362,0.9475,53.12,49.11,0.2425,0.3529,0.04923,0.4003,0.3989,0.1682,0.3225,1.117,0.2079,0.8108,0.007804,4.027,-0.003512,0
1.735,1.23,1.75,0.4882,0.1382,0.8111,-3.103,-2.218,-0.885,0.5871,0.3565,0.9348,49.88,46.18,0.3576,0.1943,0.02618,0.4525,0.4662,0.2015,0.3734,0.8504,0.2079,0.8108,0.007804,4.027,-0.003512,0
1.265,1.09,1.773,0.3954,0.09837,0.6886,-4.236,-4.017,-0.2188,0.7024,0.3307,0.974,50.31,43.42,0.2591,0.3394,0.07296,0.2608,0.4664,0.1623,0.2965,1.281,0.2079,0.8108,0.007804,4.027,-0.003512,0
2.383,1.09,1.563,0.5512,0.1478,0.8242,-4.172,-3.026,-1.146,0.6218,0.409,0.9043,50.71,47.57,0.1456,0.2327,0.06141,0.8042,0.3533,0.1694,0.4423,1.457,0.2079,0.8108,0.007804,4.027,-0.003512,0
2.527,1.09,1.626,0.5983,0.16,0.8434,-4.185,-3.093,-1.092,0.6264,0.4471,0.9027,52.07,48.3,0.1774,0.172,0.06167,0.8991,0.3751,0.1755,0.4832,1.466,0.2079,0.8108,0.007804,4.027,-0.003512,0
2.432,1.21,1.678,0.601,0.1645,0.8587,-3.835,-2.636,-1.199,0.6018,0.4365,0.9179,49.33,44.63,0.4048,0.3017,0.01745,0.8376,0.413,0.1998,0.4835,1.707,0.2079,0.8108,0.007804,4.027,-0.003512,0
1.278,1.09,1.847,0.4596,0.1269,0.7813,-3.559,-2.592,-0.9669,0.6058,0.3395,0.9391,53.12,49.53,0.1902,0.123,0.03949,0.257,0.5536,0.1685,0.3264,1.153,0.2079,0.8108,0.007804,4.027,-0.003512,0
2.494,1.22,1.695,0.6004,0.1644,0.8599,-3.866,-2.578,-1.288,0.5967,0.4319,0.8934,52.23,49.93,0.365,0.2697,0.001602,0.868,0.4124,0.2018,0.4941,1.423,0.2079,0.8108,0.007804,4.027,-0.003512,0
2.237,1.22,1.729,0.5944,0.1637,0.8587,-3.705,-2.546,-1.159,0.5983,0.4312,0.9156,53.17,51.34,0.05527,0.2906,0.01283,0.7458,0.4362,0.2027,0.4616,1.307,0.2079,0.8108,0.007804,4.027,-0.003512,0
1.626,1.1,2.483,0.5549,0.1494,0.8277,-4.089,-2.968,-1.121,0.6198,0.4116,0.8924,51.52,49.91,0.3349,0.4087,0.05894,0.3751,0.842,0.173,0.4634,0.9606,0.2079,0.8108,0.007804,4.027,-0.003512,0
1.396,1.08,2.457,0.5364,0.1391,0.7942,-4.277,-3.639,-0.6384,0.6667,0.4254,0.9195,53.22,50.56,0.2603,0.2091,0.0631,0.2882,0.8443,0.1669,0.4331,1.11,0.2079,0.8108,0.007804,4.027,-0.003512,0
1.217,1.08,2.54,0.4647,0.1098,0.7174,-5.895,-5.218,-0.677,0.7203,0.3833,0.9362,54.19,51.41,0.221,0.2387,0.0991,0.197,0.8665,0.1592,0.4076,1.101,0.2079,0.8108,0.007804,4.027,-0.003512,0
1.637,1.46,0.7513,0.2901,0.06575,0.6001,-9.635,-4.885,-4.75,0.6117,0.1942,0.0363,51.06,47.57,0.07687,0.04992,0.02355,0.3097,0.07921,0.3491,0.246,0.9913,2.572,10.57,0.3203,70.07,0.001394,2
1.636,1.46,0.7123,0.3221,0.07448,0.6419,-8.598,-2.688,-5.91,0.5482,0.195,0.02314,52.65,48.58,0.04749,0.02997,0.03031,0.3352,0.07798,0.352,0.255,0.9478,2.572,10.57,0.3203,70.07,0.001394,2
1.519,1.48,0.7481,0.304,0.07171,0.6254,-7.984,-2.728,-5.256,0.5532,0.1869,0.003995,48.61,40.07,0.05368,0.06347,0.0381,0.2915,0.08379,0.3501,0.2418,0.8303,2.572,10.57,0.3203,70.07,0.001394,2
1.327,1.43,0.7376,0.2981,0.07313,0.6219,-6.887,-3.105,-3.782,0.577,0.1938,0.02463,51.58,48.97,0.1052,0.0515,0.019,0.2421,0.07949,0.3389,0.2202,0.8761,2.572,10.57,0.3203,70.07,0.001394,2
1.575,1.5,0.8076,0.3116,0.07458,0.6339,-7.618,-3.078,-4.54,0.5685,0.1977,0.08855,53.23,49.93,0.01054,0.04628,0.03797,0.3165,0.08998,0.3537,0.2534,0.9161,2.572,10.57,0.3203,70.07,0.001394,2
1.438,1.51,0.7521,0.295,0.07203,0.6143,-7.034,-3.88,-3.154,0.6092,0.2021,0.03066,48.85,43.18,0.128,0.05149,0.03779,0.2612,0.07887,0.3644,0.2348,0.9488,2.572,10.57,0.3203,70.07,0.001394,2
1.648,1.52,0.7093,0.3166,0.06943,0.625,-10.94,-4.995,-5.945,0.6005,0.206,0.06146,53.63,49.32,0.05647,0.005899,0.0274,0.3331,0.07137,0.3729,0.2591,0.9514,2.572,10.57,0.3203,70.07,0.001394,2
1.528,1.52,0.7695,0.3011,0.07029,0.6146,-8.526,-4.533,-3.993,0.6138,0.2042,0.01368,49,43.08,0.04827,0.06807,0.009412,0.2816,0.08139,0.3744,0.2458,0.9298,2.572,10.57,0.3203,70.07,0.001394,2
1.681,1.45,0.7698,0.3011,0.06975,0.6186,-8.71,-3.433,-5.277,0.5716,0.1898,0.1258,52.74,48.34,0.007732,0.04609,0.02081,0.3454,0.08362,0.3321,0.2537,0.9513,2.572,10.57,0.3203,70.07,0.001394,2
1.604,1.49,0.7331,0.3156,0.0707,0.6268,-10.07,-4.6,-5.467,0.5971,0.2055,0.121,52.39,51.09,0.009235,0.03293,0.00218,0.3266,0.07804,0.3552,0.2533,0.9044,2.572,10.57,0.3203,70.07,0.001394,2
1.561,1.58,0.8049,0.3193,0.07268,0.6259,-9.355,-5.523,-3.832,0.6397,0.224,0.09581,53.57,50.01,0.03976,0.02112,0.03177,0.3023,0.09005,0.3921,0.2615,0.9232,2.572,10.57,0.3203,70.07,0.001394,2
1.514,1.56,0.7798,0.3065,0.06701,0.6087,-11.02,-6.3,-4.716,0.6415,0.213,0.056,53,51.22,0.008697,0.04608,0.01107,0.2768,0.08646,0.3878,0.2504,0.8813,2.572,10.57,0.3203,70.07,0.001394,2
1.416,1.56,0.8471,0.2958,0.06884,0.6108,-8.639,-4.136,-4.503,0.5971,0.1949,0.0724,52.62,52.05,0.01726,0.0341,0.01023,0.2553,0.1026,0.3677,0.2419,0.8288,2.572,10.57,0.3203,70.07,0.001394,2
1.659,1.61,0.8304,0.3329,0.07565,0.6478,-9.417,-3.716,-5.701,0.575,0.2098,0.05267,50.52,46.98,0.01448,0.01711,0.02479,0.3337,0.1019,0.4002,0.2786,0.9485,2.572,10.57,0.3203,70.07,0.001394,2
1.64,1.63,0.8874,0.3263,0.08,0.6504,-6.916,-3.269,-3.647,0.5837,0.2145,0.05633,49.53,42.44,0.01184,0.006331,0.01521,0.3244,0.11,0.4031,0.2792,0.9251,2.572,10.57,0.3203,70.07,0.001394,2
1.745,1.62,0.9033,0.3073,0.07428,0.6288,-7.363,-3.484,-3.88,0.5872,0.202,0.1014,53.75,51.33,0.05572,0.007686,0.001499,0.3486,0.115,0.3842,0.2826,1.029,2.572,10.57,0.3203,70.07,0.001394,2
1.495,1.64,0.9171,0.3256,0.07447,0.6439,-8.988,-2.821,-6.167,0.5502,0.1971,0.006963,50.04,44.12,0.06116,0.01525,0.05709,0.2843,0.1194,0.4025,0.2687,0.9373,2.572,10.57,0.3203,70.07,0.001394,2
1.402,1.63,0.9474,0.3138,0.06993,0.626,-10.21,-4.203,-6.007,0.5833,0.1994,0.006974,51.27,47.91,0.0223,0.02818,0.06203,0.2491,0.1217,0.4031,0.258,0.8442,2.572,10.57,0.3203,70.07,0.001394,2
1.398,1.52,0.9153,0.3112,0.07034,0.6288,-9.276,-2.486,-6.79,0.539,0.184,0.04063,52.13,49.19,0.01779,0.04267,0.002211,0.2547,0.1247,0.357,0.2454,0.8451,2.572,10.57,0.3203,70.07,0.001394,2
1.355,1.66,0.9102,0.2951,0.06799,0.6098,-8.993,-4.051,-4.942,0.5901,0.1916,0.02797,51.65,49.7,0.00488,0.04242,0.04971,0.2296,0.1173,0.3999,0.2489,0.8444,2.572,10.57,0.3203,70.07,0.001394,2
1.529,1.55,0.93,0.3208,0.07426,0.6321,-8.804,-4.874,-3.93,0.6231,0.2203,0.0397,53.33,50.21,0.08642,0.02654,0.0464,0.2734,0.1221,0.3923,0.2626,0.9827,2.572,10.57,0.3203,70.07,0.001394,2
1.474,1.55,0.9605,0.2914,0.06902,0.6124,-7.843,-2.685,-5.158,0.5527,0.1792,0.02935,47.76,39.77,0.07307,0.05263,0.02106,0.2613,0.1299,0.3584,0.2499,0.9697,2.572,10.57,0.3203,70.07,0.001394,2
1.411,1.56,0.9298,0.3031,0.06992,0.6199,-8.871,-3.566,-5.305,0.5747,0.1918,0.003271,53.86,51.35,0.03961,0.03309,0.04216,0.2449,0.1224,0.3765,0.2479,0.8961,2.572,10.57,0.3203,70.07,0.001394,2
1.498,1.55,0.9478,0.2893,0.06938,0.6098,-7.577,-3.196,-4.381,0.5734,0.1853,0.03227,51.1,46.8,0.009888,0.03831,0.0423,0.2665,0.1229,0.3621,0.2505,0.9158,2.572,10.57,0.3203,70.07,0.001394,2
1.593,1.58,0.9491,0.32,0.07481,0.6353,-8.491,-4.274,-4.217,0.6042,0.2137,0.01017,50.69,48.73,0.07225,0.03167,0.06521,0.2944,0.1205,0.3996,0.2715,1.005,2.572,10.57,0.3203,70.07,0.001394,2
1.328,1.59,0.8605,0.2877,0.06746,0.6052,-8.321,-3.459,-4.862,0.576,0.1835,0.04006,52.57,50.34,0.02303,0.02554,0.03508,0.2253,0.1101,0.3715,0.2357,0.8243,2.572,10.57,0.3203,70.07,0.001394,2
1.336,1.6,0.9424,0.2926,0.06861,0.6058,-8.359,-4.545,-3.814,0.6168,0.1998,0.06511,51.78,48.91,0.03404,0.01151,0.05661,0.2251,0.1209,0.3827,0.2429,0.8521,2.572,10.57,0.3203,70.07,0.001394,2
1.434,1.61,0.9248,0.3076,0.07209,0.6173,-8.232,-5.114,-3.118,0.6433,0.2194,0.03089,54.31,52.38,0.0807,0.02457,0.079,0.2447,0.1144,0.4072,0.2554,0.9347,2.572,10.57,0.3203,70.07,0.001394,2
1.61,1.52,0.9683,0.2775,0.06815,0.6018,-6.67,-2.156,-4.514,0.5408,0.1696,0.00962,51.46,48.21,0.09695,0.02819,0.009705,0.2954,0.127,0.3418,0.2547,1.037,2.572,10.57,0.3203,70.07,0.001394,2
1.446,1.53,0.9324,0.299,0.06979,0.6173,-8.452,-3.37,-5.082,0.5717,0.189,0.06078,50.03,46.3,0.02662,0.05463,0.004923,0.2575,0.1243,0.3588,0.2469,0.9126,2.572,10.57,0.3203,70.07,0.001394,2
1.436,1.54,0.8278,0.2758,0.0645,0.5858,-8.427,-4.799,-3.629,0.6261,0.191,0.02651,52.27,48.68,0.03878,0.05794,0.003488,0.2367,0.09989,0.3657,0.2341,0.8916,2.572,10.57,0.3203,70.07,0.001394,2
1.454,1.56,0.9042,0.2894,0.06901,0.6003,-7.604,-4.849,-2.755,0.6441,0.2081,0.06073,55.01,52.62,0.06121,0.0305,0.007444,0.2467,0.113,0.3768,0.2455,0.9241,2.572,10.57,0.3203,70.07,0.001394,2
1.375,1.6,0.8572,0.271,0.06107,0.5683,-9.276,-6.407,-2.869,0.6785,0.2018,0.04993,52.87,51.88,0.02991,0.06403,0.04632,0.2162,0.101,0.386,0.2344,0.8704,2.572,10.57,0.3203,70.07,0.001394,2
1.081,1.62,0.8667,0.266,0.05762,0.5532,-10.3,-7.651,-2.653,0.7084,0.2051,0.112,53.65,52.62,0.08806,0.06504,0.0162,0.1582,0.1065,0.38,0.2149,0.6732,2.572,10.57,0.3203,70.07,0.001394,2
1.14,1.53,0.801,0.2713,0.06351,0.5734,-7.862,-5.557,-2.305,0.6731,0.2032,0.0642,50.44,48.25,0.03045,0.06882,0.02695,0.1674,0.0973,0.3634,0.2094,0.715,2.572,10.57,0.3203,70.07,0.001394,2
1.468,1.55,0.885,0.2815,0.06768,0.5952,-7.451,-4.417,-3.035,0.6267,0.1973,0.0929,49.87,41.79,0.1029,0.07254,0.001332,0.2524,0.1139,0.3602,0.2422,0.8146,2.572,10.57,0.3203,70.07,0.001394,2
1.421,1.56,0.8829,0.2793,0.06324,0.5783,-9.139,-6.268,-2.871,0.6755,0.2073,0.09116,53.59,49.72,0.008096,0.05282,0.008118,0.2351,0.109,0.3712,0.2384,0.8721,2.572,10.57,0.3203,70.07,0.001394,2
1.374,1.6,0.8746,0.2865,0.0692,0.5996,-7.21,-4.551,-2.659,0.638,0.205,0.06302,51.03,48.21,0.004519,0.08188,0.04762,0.2297,0.1075,0.3837,0.2403,0.8647,2.572,10.57,0.3203,70.07,0.001394,2
1.54,1.61,0.7218,0.3006,0.06969,0.6088,-8.622,-5.291,-3.331,0.6435,0.2135,0.06946,51.64,47.39,0.02345,0.04349,0.04895,0.2848,0.07759,0.3951,0.2525,0.8904,2.572,10.57,0.3203,70.07,0.001394,2
1.596,1.55,0.6947,0.2804,0.06593,0.5898,-8.147,-4.965,-3.182,0.6383,0.1986,0.04982,50.98,44.59,0.04324,0.04754,0.002248,0.2954,0.06786,0.3697,0.2443,0.9291,2.572,10.57,0.3203,70.07,0.001394,2
1.593,1.57,0.6749,0.2898,0.06694,0.5892,-8.092,-5.951,-2.142,0.687,0.221,0.06604,52.69,48.65,0.06069,0.02742,0.004459,0.2924,0.06442,0.3879,0.2482,0.8215,2.572,10.57,0.3203,70.07,0.001394,2
1.727,1.57,0.6812,0.2895,0.06784,0.593,-7.804,-5.549,-2.255,0.6742,0.2173,0.0699,53.27,48.86,0.08373,0.03603,0.01519,0.3327,0.06538,0.384,0.2607,0.8659,2.572,10.57,0.3203,70.07,0.001394,2
1.537,1.57,0.6957,0.2686,0.0637,0.572,-7.397,-5.296,-2.101,0.6719,0.202,0.03846,52.37,49.05,0.03789,0.05321,0.03946,0.2679,0.06607,0.3773,0.2371,0.9007,2.572,10.57,0.3203,70.07,0.001394,2
1.479,1.57,0.6726,0.2799,0.06279,0.5724,-8.883,-6.706,-2.177,0.7029,0.2166,0.08268,48.84,40.87,0.01651,0.04572,0.01459,0.2598,0.06456,0.3809,0.2351,0.847,2.572,10.57,0.3203,70.07,0.001394,2
1.599,1.56,0.7273,0.3004,0.06729,0.595,-9.201,-6.7,-2.5,0.6939,0.2289,0.04922,50.69,47.79,0.08239,0.04666,0.02594,0.2897,0.07261,0.3981,0.2535,0.9727,2.572,10.57,0.3203,70.07,0.001394,2
1.134,1.58,0.7695,0.2712,0.0598,0.551,-7.63,-6.722,-0.9082,0.748,0.2264,0.0462,53.71,51.47,0.1261,0.00923,0.03339,0.1605,0.07854,0.3966,0.2119,0.579,2.572,10.57,0.3203,70.07,0.001394,2
1.072,1.49,0.7548,0.2603,0.06036,0.5488,-6.245,-5.558,-0.6869,0.7295,0.2161,0.03358,48.53,41.63,0.0978,0.008674,0.08842,0.1439,0.07943,0.3652,0.1962,0.5727,2.572,10.57,0.3203,70.07,0.001394,2
1.5,1.58,0.7249,0.2757,0.06686,0.5801,-6.275,-4.922,-1.353,0.6845,0.2147,0.03123,52.35,49.48,0.1433,0.0001961,0.1067,0.2492,0.0772,0.3887,0.2384,0.9641,2.572,10.57,0.3203,70.07,0.001394,2
1.333,1.53,0.9742,0.2812,0.06313,0.5694,-8.173,-6.648,-1.525,0.7224,0.2253,0.09617,53.24,50.24,0.08405,0.02166,0.06573,0.2082,0.1243,0.371,0.2345,0.8833,2.572,10.57,0.3203,70.07,0.001394,2
0.9319,1.7,0.9764,0.2869,0.04939,0.5175,-14.11,-13.1,-1.007,0.834,0.2552,0.07312,53.29,51.59,0.06087,0.1519,0.1374,0.1052,0.1236,0.4508,0.2265,0.7575,2.572,10.57,0.3203,70.07,0.001394,2
1.046,1.79,1.334,0.2997,0.05569,0.5637,-17.45,-13.22,-4.23,0.7476,0.2362,0.04229,50.95,47.98,0.05941,0.01438,0.1182,0.1204,0.208,0.4777,0.2687,0.8964,2.572,10.57,0.3203,70.07,0.001394,2
0.7901,1.8,1.44,0.3181,0.05588,0.5739,-21.38,-15.99,-5.391,0.7517,0.2498,0.008419,53.38,50.52,0.07679,0.08637,0.1243,0.0749,0.2319,0.5061,0.271,0.7901,2.572,10.57,0.3203,70.07,0.001394,2
0.7306,1.82,1.348,0.3616,0.06339,0.5939,-19.35,-15.69,-3.656,0.7825,0.2969,0.01447,51.76,49.48,0.06575,0.03675,0.06086,0.06433,0.2166,0.5527,0.2779,0.8314,2.572,10.57,0.3203,70.07,0.001394,2
0.7081,1.82,1.257,0.3536,0.05657,0.5727,-25.06,-20.72,-4.347,0.8042,0.2953,0.02176,52.31,49.3,0.071,0.02041,0.07908,0.05942,0.1933,0.5504,0.2677,0.7419,2.572,10.57,0.3203,70.07,0.001394,2
0.7128,1.77,1.446,0.324,0.05506,0.565,-21.75,-17.48,-4.274,0.7839,0.2652,0.01729,49.7,45.36,0.08639,0.01674,0.09791,0.05851,0.2353,0.5079,0.2672,0.8622,2.572,10.57,0.3203,70.07,0.001394,2
0.6893,1.77,1.506,0.3879,0.0603,0.5941,-28.89,-23.24,-5.65,0.7962,0.3192,0.02255,52.61,49.27,0.07738,0.06092,0.04195,0.05385,0.2648,0.5589,0.2925,0.8104,2.572,10.57,0.3203,70.07,0.001394,2
0.9572,1.79,1.579,0.384,0.06525,0.6128,-23.31,-17.81,-5.499,0.7643,0.3055,0.02067,52.6,48.84,0.2086,0.0127,0.02945,0.1005,0.2841,0.5504,0.3117,1.056,2.572,10.57,0.3203,70.07,0.001394,2
0.9349,1.86,1.566,0.3842,0.0601,0.5881,-27.12,-22.32,-4.795,0.8054,0.3204,0.02106,52.19,49.01,0.191,0.00666,0.07032,0.09367,0.2693,0.5866,0.3165,1.028,2.572,10.57,0.3203,70.07,0.001394,2
0.9785,1.87,1.401,0.3557,0.05697,0.5737,-24.86,-20.59,-4.267,0.8049,0.2974,0.03694,51,48.84,0.1972,0.01616,0.1113,0.1003,0.2296,0.5606,0.2968,0.9692,2.572,10.57,0.3203,70.07,0.001394,2
0.9183,1.95,1.307,0.3727,0.06095,0.5925,-24.65,-19.79,-4.859,0.789,0.3055,0.008794,50.9,48.09,0.1051,0.007231,0.095,0.09599,0.2,0.6061,0.3007,0.8689,2.572,10.57,0.3203,70.07,0.001394,2
1.152,1.95,1.397,0.4228,0.07475,0.643,-20.86,-15.65,-5.204,0.7521,0.3326,0.007499,53.92,49.56,0.1078,0.002932,0.04611,0.1504,0.2322,0.6304,0.3377,0.9755,2.572,10.57,0.3203,70.07,0.001394,2
1.218,1.96,1.457,0.4484,0.07149,0.6362,-28.62,-21.92,-6.704,0.7729,0.3582,0.02145,51.59,48.93,0.008529,0.06033,0.1061,0.171,0.2437,0.6545,0.3564,1.002,2.572,10.57,0.3203,70.07,0.001394,2
1.347,1.9,1.362,0.4499,0.07039,0.6352,-30.6,-23.32,-7.273,0.7731,0.3588,0.02638,53.22,51.09,0.1929,0.05424,0.1141,0.206,0.2163,0.6342,0.3522,1.069,2.572,10.57,0.3203,70.07,0.001394,2
1.258,1.87,1.275,0.4861,0.07656,0.6498,-29.97,-22.83,-7.138,0.7722,0.3875,0.04751,50.45,46.91,0.1662,0.0308,0.06969,0.2003,0.2047,0.64,0.3483,1,2.572,10.57,0.3203,70.07,0.001394,2
1.148,1.81,1.309,0.4747,0.06999,0.6419,-37.93,-28.27,-9.654,0.7696,0.3747,0.06334,52.29,49.4,0.0801,0.04999,0.05618,0.1774,0.2188,0.6042,0.3335,0.8907,2.572,10.57,0.3203,70.07,0.001394,2
1.13,1.84,1.267,0.4022,0.07034,0.6429,-23.26,-15.83,-7.43,0.7201,0.3016,0.02082,53.56,50.88,0.1348,0.01507,0.04589,0.1593,0.2027,0.5626,0.3082,0.9339,2.572,10.57,0.3203,70.07,0.001394,2
1.256,1.83,1.129,0.4286,0.08635,0.687,-14.67,-9.219,-5.45,0.6778,0.309,0.0255,52.79,49.51,0.1565,0.009655,0.03717,0.203,0.1828,0.5596,0.3151,0.9722,2.572,10.57,0.3203,70.07,0.001394,2
1.213,1.85,1.368,0.5053,0.09194,0.701,-20.5,-13.73,-6.762,0.7104,0.3757,0.01812,52.26,48.4,0.04415,0.1908,0.09663,0.1906,0.2432,0.6353,0.3563,0.8163,2.572,10.57,0.3203,70.07,0.001394,2
1.113,1.88,1.356,0.5209,0.0854,0.7137,-30.52,-16.47,-14.05,0.6626,0.3561,0.006414,51.05,49.28,0.09794,0.06785,0.1979,0.1811,0.254,0.6367,0.3573,0.9921,2.572,10.57,0.3203,70.07,0.001394,2
1.325,1.9,1.107,0.501,0.09107,0.7306,-21.49,-9.114,-12.37,0.6101,0.3193,0.1313,53.11,49.98,0.02905,8.56E-05,0.3366,0.25,0.2243,0.576,0.3501,0.8412,2.572,10.57,0.3203,70.07,0.001394,2
1.107,1.92,1.349,0.4836,0.06833,0.7111,-45.5,-8.253,-37.25,0.5423,0.2679,0.2484,53.18,48.45,0.04336,0.07943,0.356,0.1954,0.3001,0.5491,0.3482,0.9102,2.572,10.57,0.3203,70.07,0.001394,2
1.155,1.87,1.307,0.5115,0.07754,0.7075,-39.51,-19.66,-19.84,0.6497,0.3405,0.07879,55.14,51.69,0.02787,0.1518,0.2479,0.2018,0.2558,0.599,0.3522,0.9751,2.572,10.57,0.3203,70.07,0.001394,2
1.164,1.88,1.364,0.4896,0.06534,0.6377,-52.31,-38.74,-13.57,0.7739,0.386,0.07208,51.21,47.85,0.05946,0.2292,0.1097,0.1898,0.2273,0.635,0.3507,1.05,2.572,10.57,0.3203,70.07,0.001394,2
1.269,1.78,1.301,0.4646,0.06508,0.6557,-48.8,-31.95,-16.86,0.7253,0.3438,0.0435,52.61,50.43,0.06092,0.0779,0.07906,0.2155,0.2057,0.5827,0.3346,0.927,2.572,10.57,0.3203,70.07,0.001394,2
1.09,1.78,1.204,0.4213,0.04819,0.5456,-56.67,-50.14,-6.53,0.8712,0.3733,0.09795,51.65,49.28,0.04881,0.1552,0.02,0.1561,0.1773,0.5716,0.3017,0.9051,2.572,10.57,0.3203,70.07,0.001394,2
