 Length, Height, Width, Eigenentropy, Anisotropy, Surface Variation, Verticality, Class
2.039,1.28,1.704,0.8879,-2.362,0.5372,0.8779,1
1.731,1.28,1.911,0.8866,-2.462,0.5401,0.8507,1
1.557,1.28,1.505,0.8906,-2.175,0.5257,0.886,1
1.721,1.27,1.416,0.8814,-2.582,0.533,0.8828,1
1.495,1.32,1.719,0.9167,-2.106,0.5367,0.9395,1
1.771,1.14,1.58,0.8845,-2.514,0.5462,0.8982,1
2.109,1.27,1.819,0.8641,-3.545,0.5734,0.8383,1
2.108,1.27,1.723,0.8899,-2.561,0.562,0.8867,1
1.7,1.28,1.884,0.8838,-2.332,0.5341,0.8399,1
2.06,1.29,1.59,0.8822,-2.594,0.5679,0.8641,1
1.518,1.27,1.943,0.8865,-2.665,0.5575,0.839,1
1.501,1.3,1.855,0.8859,-2.266,0.5312,0.8545,1
2.086,1.28,1.673,0.8899,-2.751,0.57,0.9237,1
1.583,1.28,1.888,0.8804,-2.398,0.5381,0.8676,1
1.998,1.29,1.643,0.8769,-3.376,0.5894,0.8773,1
1.61,1.27,1.82,0.8867,-2.27,0.5336,0.8591,1
1.771,1.27,1.635,0.886,-2.263,0.5212,0.8788,1
1.622,1.14,2.067,0.8875,-2.326,0.5419,0.9002,1
1.578,1.27,1.617,0.8695,-3.101,0.565,0.8749,1
1.979,1.29,1.497,0.8863,-2.453,0.5633,0.887,1
1.853,1.29,1.641,0.8827,-2.641,0.5625,0.8654,1
1.883,1.14,1.535,0.884,-2.331,0.5412,0.9027,1
1.677,1.28,1.994,0.879,-2.883,0.5675,0.8611,1
1.593,1.27,1.701,0.8854,-2.565,0.548,0.8703,1
2.003,1.27,1.569,0.8726,-2.712,0.5497,0.8743,1
2.025,1.28,1.726,0.8923,-2.813,0.561,0.8718,1
2.084,1.27,1.656,0.866,-3.309,0.5725,0.8581,1
1.562,1.27,1.745,0.8723,-2.879,0.5596,0.8665,1
1.804,1.14,1.599,0.8808,-2.484,0.5584,0.9007,1
2.088,1.27,1.717,0.8679,-3.026,0.5742,0.9043,1
2.146,1.14,1.656,0.8812,-2.459,0.5509,0.9119,1
1.584,1.29,2.039,0.8983,-2.483,0.5582,0.8381,1
2.11,1.14,1.798,0.8944,-2.241,0.5203,0.8867,1
1.667,1.27,1.622,0.8742,-2.856,0.5667,0.869,1
1.692,1.29,1.968,0.8909,-2.634,0.5793,0.8918,1
1.699,1.27,1.84,0.8829,-2.187,0.519,0.8734,1
1.399,1.29,1.888,0.8874,-2.583,0.5487,0.8526,1
1.588,1.27,1.623,0.8906,-2.4,0.5496,0.8794,1
1.919,1.29,1.514,0.8805,-2.556,0.5704,0.8569,1
1.717,1.27,1.935,0.8805,-2.386,0.5262,0.8839,1
1.648,1.29,1.94,0.8728,-3.139,0.5826,0.866,1
1.69,1.27,2.099,0.86,-3.592,0.5784,0.8355,1
1.828,1.27,1.457,0.8798,-2.404,0.5286,0.8868,1
1.788,1.27,1.655,0.8884,-2.259,0.5333,0.8799,1
2.012,1.29,1.732,0.8952,-2.581,0.565,0.8827,1
1.993,1.27,1.703,0.8877,-2.632,0.5609,0.8849,1
1.564,1.14,2.03,0.8815,-2.467,0.5422,0.8785,1
1.913,1.12,1.754,0.8832,-2.123,0.5121,0.8944,1
1.576,1.27,2.037,0.8658,-3.253,0.5736,0.9108,1
1.69,1.29,1.398,0.8895,-2.233,0.5268,0.8404,1
1.985,1.27,1.556,0.8665,-3.327,0.5779,0.8585,1
1.651,1.27,1.94,0.8868,-2.361,0.5363,0.8841,1
1.964,1.14,1.532,0.8824,-2.439,0.5499,0.9125,1
2.036,1.27,1.72,0.8868,-2.649,0.5667,0.8853,1
1.529,1.27,1.501,0.8788,-2.606,0.5458,0.8694,1
2.087,1.14,1.603,0.8791,-2.429,0.5634,0.8901,1
1.535,1.14,1.978,0.8854,-2.314,0.5393,0.9048,1
2.042,1.29,1.52,0.883,-2.566,0.5734,0.8686,1
1.591,1.29,1.49,0.8869,-2.482,0.5386,0.8559,1
2.024,1.27,1.663,0.8835,-2.521,0.5537,0.8654,1
1.716,1.29,1.976,0.8923,-2.718,0.5745,0.8772,1
1.918,1.27,1.727,0.8839,-2.354,0.5339,0.8729,1
2.054,1.14,1.564,0.8767,-2.695,0.5503,0.874,1
2.098,1.27,1.756,0.8879,-2.788,0.5683,0.9067,1
1.481,1.32,1.942,0.9136,-2.146,0.5423,0.8813,1
2.078,1.27,1.736,0.8863,-2.713,0.5639,0.879,1
1.608,1.14,1.747,0.8807,-2.446,0.5394,0.8823,1
1.655,1.12,1.425,0.8823,-2.147,0.5167,0.9144,1
1.68,1.28,1.853,0.8834,-2.175,0.5195,0.8779,1
1.647,1.14,2.119,0.8824,-2.423,0.5488,0.9105,1
1.644,1.27,2.049,0.8586,-3.37,0.573,0.8527,1
1.695,1.27,1.967,0.8689,-3.283,0.574,0.8588,1
1.5,1.29,1.946,0.8819,-2.584,0.5745,0.8675,1
2.029,1.14,1.548,0.8796,-2.492,0.5587,0.8989,1
1.635,1.14,2.541,0.888,-2.825,0.5734,0.9335,1
2.111,1.14,1.779,0.8946,-2.203,0.5217,0.8998,1
1.723,1.27,1.937,0.8801,-2.373,0.5274,0.8841,1
1.771,1.14,2.115,0.8925,-2.18,0.5276,0.8837,1
1.472,1.27,1.835,0.8855,-2.19,0.5226,0.8749,1
1.664,1.27,1.907,0.8855,-2.308,0.5331,0.8755,1
1.989,1.27,1.676,0.8799,-2.557,0.5474,0.86,1
1.877,1.29,1.629,0.9022,-2.605,0.563,0.8732,1
1.878,1.27,1.557,0.869,-3.267,0.5742,0.8585,1
2.025,1.27,1.69,0.8544,-3.694,0.5761,0.8308,1
1.673,1.27,2.059,0.8835,-2.532,0.5484,0.8649,1
1.595,1.14,2.094,0.8823,-2.42,0.5611,0.9078,1
1.464,1.27,1.863,0.8877,-2.583,0.5589,0.8708,1
1.679,1.29,1.987,0.8732,-3.263,0.5933,0.8748,1
2.107,1.27,1.692,0.8604,-3.575,0.5763,0.8369,1
1.687,1.27,1.573,0.8707,-3.282,0.5728,0.8607,1
1.454,1.29,1.801,0.8912,-2.516,0.5622,0.865,1
1.865,1.27,1.626,0.8691,-3.153,0.563,0.9101,1
1.99,1.27,1.69,0.884,-2.496,0.5423,0.8698,1
1.938,1.27,1.496,0.884,-2.573,0.5468,0.8733,1
1.37,1.29,1.71,0.8907,-2.161,0.5308,0.8294,1
1.518,1.14,1.855,0.8848,-2.331,0.5395,0.9049,1
1.629,1.27,1.684,0.858,-3.647,0.5751,0.8368,1
1.638,1.29,1.85,0.8849,-2.584,0.555,0.827,1
1.375,1.27,1.75,0.886,-2.137,0.522,0.8619,1
1.656,1.14,2.132,0.8785,-2.572,0.5593,0.9118,1
1.672,1.29,1.587,0.8735,-3.235,0.5804,0.8218,1
1.515,1.27,1.604,0.8781,-2.462,0.5339,0.8703,1
1.663,1.27,1.618,0.8687,-3.255,0.5711,0.8612,1
2.05,1.29,1.605,0.8921,-2.704,0.5718,0.8524,1
1.815,1.29,1.662,0.8844,-2.399,0.5366,0.8485,1
1.654,1.28,2.063,0.8692,-3.176,0.5684,0.8639,1
1.918,1.27,1.702,0.8759,-2.712,0.5516,0.8634,1
1.898,1.29,1.425,0.8865,-2.701,0.5672,0.844,1
1.928,1.29,1.645,0.896,-2.681,0.5657,0.898,1
1.71,1.14,1.636,0.8828,-2.438,0.5485,0.9098,1
1.735,1.29,1.557,0.8883,-2.908,0.5821,0.8698,1
1.977,1.27,1.711,0.884,-2.57,0.538,0.8864,1
1.413,1.27,1.692,0.8788,-2.441,0.5343,0.8682,1
1.949,1.29,1.674,0.8908,-2.664,0.5665,0.8824,1
1.653,1.27,1.552,0.8825,-2.418,0.5299,0.8763,1
1.655,1.14,2.111,0.8832,-2.348,0.5358,0.8917,1
2.063,1.27,1.715,0.892,-2.601,0.5507,0.8554,1
1.747,1.29,2.053,0.8947,-2.644,0.5665,0.871,1
2.034,1.27,1.716,0.8826,-2.733,0.5504,0.8713,1
2.087,1.14,1.655,0.8747,-2.908,0.5503,0.8547,1
1.946,1.27,1.658,0.8839,-2.42,0.5396,0.8653,1
1.621,1.27,1.718,0.8887,-2.427,0.551,0.8886,1
1.552,1.27,2.01,0.8916,-2.486,0.5568,0.918,1
1.694,1.12,1.763,0.8813,-2.215,0.5184,0.9213,1
1.678,1.27,1.563,0.8685,-3.216,0.5781,0.8886,1
1.697,1.27,1.575,0.8861,-2.191,0.5235,0.8747,1
1.637,1.27,1.86,0.8789,-2.527,0.5469,0.8568,1
1.656,1.27,1.991,0.8627,-3.493,0.571,0.8352,1
1.506,1.14,1.89,0.8827,-2.382,0.5574,0.9104,1
1.768,1.27,1.64,0.8801,-2.428,0.5276,0.8889,1
1.707,1.27,2.099,0.8908,-2.537,0.5431,0.8939,1
1.702,1.12,1.657,0.8826,-2.15,0.514,0.9009,1
1.689,1.27,2.676,0.8903,-3.717,0.6012,0.8966,1
1.877,1.14,1.529,0.8822,-2.443,0.55,0.9108,1
2.013,1.29,1.711,0.8928,-2.659,0.5675,0.8736,1
2.084,1.27,1.673,0.8912,-2.644,0.5603,0.9401,1
1.774,1.28,1.638,0.8869,-2.426,0.5394,0.8487,1
1.439,1.27,1.836,0.8841,-2.568,0.547,0.8527,1
1.9,1.27,1.752,0.8851,-2.385,0.5334,0.8849,1
1.918,1.14,1.512,0.8814,-2.451,0.5506,0.9101,1
2.014,1.32,1.743,0.9121,-2.171,0.5426,0.8663,1
1.937,1.27,1.617,0.888,-2.38,0.5376,0.8872,1
2.093,1.14,1.641,0.8589,-3.518,0.5673,0.8517,1
1.735,1.27,1.46,0.8846,-2.685,0.5414,0.8898,1
2.038,1.14,1.586,0.8813,-2.472,0.5505,0.9112,1
1.889,1.14,1.493,0.8567,-3.493,0.5622,0.8523,1
1.644,1.29,2.09,0.8826,-2.555,0.5694,0.8528,1
1.657,1.14,2.122,0.885,-2.313,0.5403,0.9037,1
1.762,1.29,1.368,0.8902,-2.188,0.5327,0.8247,1
1.592,1.12,1.945,0.8827,-2.128,0.5165,0.9086,1
1.57,1.15,1.923,0.8932,-2.238,0.5226,0.8868,1
1.705,1.14,2.031,0.8673,-3.485,0.5544,0.8325,1
1.993,1.27,1.566,0.8572,-3.605,0.5766,0.8365,1
1.682,1.29,1.557,0.8953,-2.602,0.577,0.8472,1
1.385,1.27,1.7,0.8875,-2.353,0.5324,0.8892,1
1.573,1.12,1.548,0.882,-2.165,0.5121,0.91,1
1.494,1.27,1.732,0.8653,-3.577,0.5784,0.8483,1
1.463,1.3,1.542,0.8852,-2.492,0.5545,0.8336,1
1.909,1.14,1.521,0.8928,-2.308,0.5284,0.8969,1
1.647,1.27,2.043,0.8807,-2.886,0.559,0.8359,1
1.97,1.27,1.659,0.8625,-3.561,0.5745,0.836,1
1.693,1.27,2.278,0.892,-2.617,0.5539,0.8509,1
2.109,1.14,1.758,0.8914,-2.304,0.5293,0.8995,1
1.562,1.27,1.971,0.8868,-2.674,0.5511,0.8592,1
1.652,1.29,2.045,0.8879,-2.625,0.5554,0.8387,1
1.746,1.14,1.64,0.8824,-2.464,0.5543,0.9121,1
1.751,1.29,1.562,0.8924,-2.851,0.5735,0.8634,1
1.907,1.28,1.753,0.8821,-2.438,0.5293,0.8846,1
2.021,1.14,1.519,0.8797,-2.488,0.5599,0.8975,1
2.042,1.14,1.554,0.8773,-2.563,0.5488,0.8863,1
2.443,1.14,1.728,0.8992,-2.612,0.5444,0.9449,1
1.814,1.27,1.613,0.8807,-2.677,0.5433,0.8822,1
1.55,1.32,1.686,0.9129,-2.284,0.5488,0.8887,1
2.011,1.27,1.715,0.8865,-2.727,0.5611,0.8607,1
1.869,1.28,1.637,0.8922,-2.701,0.5611,0.9224,1
1.487,1.28,1.838,0.8841,-2.435,0.5379,0.8845,1
1.66,1.28,1.389,0.884,-2.422,0.5376,0.885,1
1.437,1.28,1.853,0.886,-2.343,0.5424,0.8667,1
1.999,1.29,1.543,0.8963,-2.357,0.5469,0.8654,1
1.513,1.28,1.551,0.8848,-2.467,0.5347,0.8787,1
1.806,1.29,1.695,0.8883,-2.258,0.5348,0.8517,1
2.135,1.14,1.632,0.8792,-2.508,0.5642,0.9016,1
1.626,1.14,2.151,0.879,-2.494,0.5641,0.9004,1
2.069,1.27,1.636,0.8859,-2.66,0.5589,0.8612,1
1.482,1.14,1.861,0.8849,-2.67,0.5447,0.8748,1
1.749,1.14,1.69,0.8932,-2.484,0.5428,0.8925,1
1.617,1.14,1.966,0.8914,-2.289,0.5251,0.8899,1
1.533,1.28,1.9,0.8846,-2.211,0.5249,0.879,1
1.568,1.28,1.484,0.8843,-2.416,0.5338,0.8865,1
1.663,1.28,1.851,0.8851,-2.33,0.5382,0.8695,1
1.508,1.28,1.971,0.8813,-2.535,0.5465,0.8574,1
2.059,1.29,1.739,0.8882,-2.871,0.5853,0.8385,1
1.505,1.3,1.713,0.8994,-2.463,0.5637,0.8681,1
1.695,1.14,2.016,0.8916,-2.285,0.5243,0.8882,1
1.708,1.29,2.104,0.8928,-2.751,0.5794,0.856,1
1.474,1.27,1.749,0.8868,-2.499,0.5374,0.8867,1
1.681,1.3,1.963,0.8874,-2.389,0.5348,0.8533,1
1.708,1.27,1.568,0.8824,-2.833,0.5671,0.8648,1
1.928,1.27,1.659,0.8895,-2.663,0.5616,0.9104,1
1.648,1.27,2.058,0.8862,-2.801,0.5739,0.9228,1
2.023,1.28,1.639,0.8831,-2.865,0.5653,0.8638,1
1.593,1.14,2.066,0.8779,-2.462,0.5676,0.8895,1
1.83,1.14,1.578,0.886,-2.554,0.5363,0.8681,1
1.556,1.28,1.669,0.8822,-2.928,0.573,0.8834,1
1.742,1.29,2.033,0.893,-2.877,0.5712,0.8786,1
1.748,1.28,2.055,0.8919,-2.795,0.5695,0.8669,1
1.623,1.29,1.822,0.874,-3.07,0.5653,0.8551,1
1.796,1.28,1.563,0.8889,-2.532,0.5583,0.9306,1
1.534,1.28,1.823,0.8695,-3.24,0.5693,0.8586,1
1.928,1.28,1.589,0.8865,-2.256,0.5256,0.8378,1
1.633,1.27,1.902,0.883,-2.429,0.5348,0.8843,1
1.632,1.28,1.436,0.8764,-2.629,0.539,0.882,1
1.589,1.28,2.011,0.8781,-2.563,0.5485,0.8583,1
1.834,1.27,1.752,0.8862,-2.75,0.5582,0.8541,1
1.661,1.28,1.996,0.8883,-2.642,0.5561,0.8598,1
1.444,1.28,1.626,0.8824,-2.2,0.523,0.8915,1
1.669,1.29,1.61,0.892,-2.474,0.5634,0.902,1
1.653,1.14,2.091,0.8834,-2.363,0.5354,0.8939,1
2.138,1.14,1.714,0.8922,-2.485,0.5452,0.8921,1
1.53,1.29,1.961,0.899,-2.68,0.5612,0.8742,1
1.662,1.28,1.542,0.8839,-2.449,0.533,0.886,1
1.533,1.28,1.903,0.8876,-2.246,0.5243,0.8369,1
1.418,1.28,1.667,0.8855,-2.156,0.5222,0.8609,1
2.113,1.14,1.88,0.885,-2.889,0.5812,0.9392,1
2.151,1.14,1.634,0.8823,-2.433,0.5547,0.9044,1
1.492,1.14,1.923,0.8748,-2.954,0.5506,0.8564,1
2.118,1.14,1.65,0.881,-2.469,0.5561,0.9124,1
1.612,1.28,1.511,0.8843,-2.422,0.5329,0.8847,1
2.052,1.29,1.754,0.8914,-2.676,0.5777,0.859,1
2.059,1.14,1.768,0.8705,-3.039,0.561,0.8801,1
1.633,1.28,1.622,0.8716,-3.105,0.5712,0.863,1
1.652,1.14,1.694,0.8807,-2.379,0.55,0.918,1
1.65,1.14,2.133,0.8889,-2.038,0.5338,0.9223,1
1.915,1.28,1.716,0.8791,-2.256,0.5264,0.8562,1
1.985,1.32,1.716,0.9097,-2.228,0.543,0.8818,1
2.108,1.15,1.753,0.8936,-2.466,0.5391,0.8859,1
1.543,1.14,1.913,0.8855,-2.225,0.5356,0.9188,1
1.964,1.28,1.703,0.8809,-2.506,0.5451,0.865,1
1.765,1.29,1.489,0.8909,-2.644,0.5632,0.8581,1
1.632,1.28,1.663,0.878,-2.912,0.5571,0.8344,1
1.88,1.28,1.589,0.8802,-2.409,0.5409,0.8529,1
2,1.29,1.676,0.8585,-3.69,0.5754,0.7949,1
1.825,1.28,1.455,0.8808,-2.391,0.5285,0.8845,1
1.477,1.28,1.729,0.8844,-2.51,0.5394,0.8879,1
1.667,1.14,2.073,0.8845,-2.648,0.5526,0.8918,1
2.124,1.14,1.647,0.8821,-2.493,0.5578,0.8952,1
1.659,1.14,2.144,0.8788,-2.559,0.5591,0.9111,1
1.918,1.28,1.721,0.885,-2.246,0.5172,0.8786,1
1.686,1.27,2.024,0.8873,-2.7,0.5479,0.8536,1
1.696,1.28,1.989,0.8881,-2.671,0.5442,0.8433,1
1.691,1.28,1.831,0.8846,-2.343,0.5333,0.8712,1
1.656,1.29,2.054,0.8918,-2.625,0.5601,0.8269,1
1.707,1.29,2.06,0.894,-2.508,0.5622,0.8518,1
1.524,1.28,1.832,0.8864,-2.308,0.5323,0.8734,1
1.676,1.12,1.416,0.884,-2.189,0.5148,0.91,1
1.548,1.28,1.781,0.8888,-2.736,0.5421,0.857,1
1.514,1.27,1.632,0.8796,-2.527,0.5473,0.8622,1
2.042,1.28,1.701,0.884,-2.74,0.5639,0.8588,1
1.913,1.28,1.727,0.8819,-2.448,0.5298,0.8867,1
1.535,1.14,2.001,0.88,-2.449,0.5496,0.9191,1
1.895,1.28,1.48,0.883,-2.581,0.5436,0.8758,1
1.602,1.3,1.569,0.8911,-2.203,0.5304,0.8347,1
2.029,1.14,1.517,0.8797,-2.476,0.559,0.8982,1
1.69,1.28,2.1,0.8952,-2.518,0.5641,0.9515,1
1.686,1.28,1.445,0.8642,-3.194,0.563,0.8825,1
1.647,1.28,1.565,0.8661,-3.116,0.5561,0.8844,1
1.977,1.14,1.552,0.9021,-2.076,0.5261,0.9017,1
1.487,1.28,1.627,0.8897,-2.315,0.5306,0.8846,1
2.066,1.28,1.624,0.8846,-2.625,0.558,0.872,1
1.919,1.29,1.621,0.8904,-2.684,0.5622,0.8565,1
2.035,1.3,1.57,0.8867,-2.626,0.5497,0.8507,1
1.578,1.28,1.822,0.8828,-2.862,0.5568,0.8338,1
1.66,1.27,2.062,0.8834,-2.423,0.5399,0.8727,1
1.726,1.28,1.936,0.8837,-2.342,0.5264,0.8664,1
1.912,1.3,1.68,0.8709,-3.106,0.5651,0.8524,1
1.601,1.29,2.001,0.8887,-2.679,0.5601,0.8058,1
2.093,1.28,1.654,0.8792,-2.898,0.5599,0.835,1
1.926,1.28,1.738,0.8831,-2.195,0.5225,0.8922,1
1.85,1.32,1.621,0.9123,-2.273,0.55,0.8514,1
1.38,1.28,1.675,0.8824,-2.451,0.5453,0.8683,1
1.956,1.28,1.649,0.8853,-2.196,0.5218,0.8741,1
1.607,1.29,2.004,0.8633,-3.563,0.595,0.8318,1
1.973,1.28,1.713,0.8845,-2.549,0.5417,0.8867,1
1.853,1.28,1.682,0.8805,-2.64,0.5431,0.8844,1
1.53,1.14,1.871,0.8812,-2.464,0.5518,0.912,1
2.02,1.29,1.76,0.8874,-2.99,0.5648,0.842,1
1.891,1.27,1.625,0.8827,-2.371,0.5303,0.8874,1
1.541,1.28,1.897,0.8881,-2.668,0.5566,0.8608,1
1.721,1.28,1.842,0.8853,-2.249,0.5268,0.8365,1
1.458,1.27,1.608,0.8814,-2.257,0.5232,0.8937,1
1.495,1.28,2.331,0.896,-3.401,0.5881,0.9117,1
1.766,1.28,1.579,0.8703,-3.261,0.5735,0.8589,1
1.707,1.27,1.865,0.8789,-2.499,0.538,0.8684,1
1.676,1.27,1.77,0.8844,-2.183,0.5181,0.8751,1
1.708,1.28,2.018,0.8647,-3.342,0.5721,0.8383,1
2.099,1.28,1.702,0.8857,-2.751,0.557,0.8928,1
1.456,1.29,1.946,0.8877,-2.563,0.548,0.8464,1
1.699,1.28,1.961,0.8663,-3.114,0.5597,0.8808,1
1.743,1.28,2.017,0.8889,-2.643,0.556,0.9264,1
2.106,1.28,1.805,0.8853,-2.586,0.5467,0.8502,1
1.544,1.28,1.519,0.886,-2.497,0.5366,0.8513,1
1.92,1.27,1.689,0.8859,-2.867,0.5606,0.851,1
1.44,1.27,1.873,0.8609,-3.198,0.5644,0.8682,1
1.93,1.28,1.599,0.8842,-2.193,0.5211,0.8938,1
1.571,1.28,2.02,0.8765,-2.954,0.5594,0.836,1
1.472,1.28,2.016,0.8642,-2.713,0.5755,0.8932,1
1.553,1.3,1.963,0.8692,-2.277,0.5619,0.8374,1
1.57,1.28,1.904,0.8654,-2.525,0.5634,0.88,1
1.37,1.28,1.743,0.8728,-2.246,0.5387,0.8884,1
1.498,1.28,1.909,0.8681,-2.7,0.5719,0.858,1
1.795,1.28,1.557,0.8748,-2.696,0.5815,0.8553,1
2.052,1.14,1.453,0.8691,-2.338,0.5623,0.9059,1
2.284,1.27,1.55,0.885,-3.197,0.6073,0.8919,1
1.572,1.28,1.737,0.8715,-2.824,0.5759,0.8434,1
1.826,1.12,1.439,0.8824,-2.088,0.5113,0.8963,1
1.424,1.27,1.893,0.8903,-2.617,0.5401,0.8587,1
1.606,1.3,1.591,0.8919,-2.678,0.5739,0.885,1
1.888,1.28,1.555,0.8865,-2.707,0.5578,0.8605,1
1.634,1.14,2.111,0.8837,-2.455,0.5409,0.8784,1
2.076,1.28,1.736,0.8878,-2.571,0.5579,0.8707,1
1.558,1.28,1.643,0.8844,-2.453,0.5343,0.8877,1
1.549,1.14,1.998,0.8784,-2.545,0.5412,0.8571,1
2.046,1.28,1.706,0.891,-2.553,0.5594,0.895,1
1.554,1.28,1.494,0.8823,-2.47,0.5307,0.8876,1
1.681,1.29,2.085,0.891,-2.751,0.5743,0.8774,1
1.892,1.28,1.77,0.8848,-2.297,0.5224,0.874,1
1.644,1.28,2.06,0.8804,-2.849,0.5563,0.8387,1
1.719,1.27,1.471,0.8707,-2.871,0.5554,0.8878,1
1.763,1.28,1.575,0.8628,-3.06,0.5618,0.8541,1
2.088,1.29,1.661,0.8908,-2.876,0.5786,0.8528,1
1.639,1.28,2.079,0.8765,-2.967,0.5602,0.8387,1
1.74,1.29,2.066,0.8907,-2.808,0.5837,0.8899,1
1.828,1.28,1.637,0.8809,-2.505,0.5637,0.8741,1
1.969,1.28,1.507,0.8614,-3.231,0.5678,0.8636,1
1.937,1.3,1.595,0.8875,-2.259,0.5319,0.8574,1
1.533,1.28,2.011,0.8791,-2.701,0.5671,0.8678,1
1.652,1.28,1.86,0.8862,-2.353,0.5281,0.888,1
2.052,1.15,1.69,0.8949,-2.444,0.5421,0.8899,1
1.668,1.27,2.044,0.8709,-2.848,0.5522,0.892,1
1.66,1.28,1.822,0.8806,-2.333,0.54,0.8586,1
1.823,1.29,1.735,0.8897,-2.15,0.5252,0.8582,1
1.892,1.29,1.535,0.8835,-2.579,0.5688,0.8618,1
2.046,1.15,1.868,0.9053,-3.047,0.5606,0.9788,1
1.597,1.28,1.522,0.8795,-2.333,0.5382,0.8725,1
1.658,1.12,1.624,0.8815,-2.252,0.5142,0.9135,1
1.532,1.28,1.547,0.8836,-2.216,0.5184,0.869,1
1.821,1.28,2.28,0.8958,-3.158,0.5938,0.8817,1
1.645,1.28,1.582,0.8782,-2.763,0.5514,0.87,1
1.752,1.29,2.085,0.8904,-2.639,0.5681,0.8387,1
1.584,1.3,2.022,0.8639,-3.378,0.5755,0.8291,1
1.545,1.29,1.755,0.8927,-2.551,0.562,0.8477,1
1.888,1.15,2.105,0.9007,-2.564,0.5371,0.9427,1
1.806,1.27,1.484,0.8817,-2.498,0.5344,0.8858,1
1.76,1.27,1.915,0.8818,-2.472,0.5347,0.8862,1
1.678,1.28,2.259,0.8868,-2.715,0.5572,0.8515,1
1.657,1.28,1.992,0.8804,-2.728,0.5528,0.8591,1
0.9314,0.9,1.696,0.6069,-5.57,0.6922,0.8149,4
1.057,0.91,2.403,0.7,-7.814,0.7565,0.9578,4
1.914,1.08,2.135,0.7479,-5.688,0.7099,0.9169,4
1.263,1.08,1.948,0.7918,-3.12,0.6005,0.9196,4
2.244,1.09,1.536,0.7534,-5.182,0.7176,0.9326,4
1.301,1.08,1.902,0.7882,-3.376,0.6069,0.9391,4
1.704,1.08,1.576,0.785,-3.392,0.6136,0.9371,4
2.331,1.09,1.721,0.8302,-4.091,0.6257,0.9248,4
1.396,1.09,1.628,0.7605,-4.402,0.621,0.9341,4
1.976,1.22,1.714,0.8171,-3.166,0.5842,0.9399,4
1.947,1.23,1.986,0.8636,-3.691,0.5982,0.9039,4
1.524,1.09,2.449,0.8258,-3.846,0.6142,0.8908,4
2.491,1.09,1.723,0.84,-4.327,0.6276,0.9064,4
1.249,1.09,1.702,0.7671,-4.011,0.6133,0.9245,4
2.51,1.09,1.598,0.8446,-4.181,0.6252,0.9044,4
2.016,1.1,1.572,0.8018,-3.425,0.6101,0.911,4
1.911,1.09,1.248,0.7021,-4.053,0.7052,0.9775,4
2.267,1.23,1.814,0.86,-3.82,0.6007,0.9156,4
1.692,1.23,2.51,0.8556,-3.856,0.6031,0.8993,4
2.489,1.09,1.606,0.8379,-4.508,0.6399,0.904,4
1.487,1.23,1.683,0.8215,-3.105,0.5876,0.9276,4
1.652,1.3,1.966,0.8259,-3.144,0.5852,0.8756,4
2.177,1.1,1.626,0.8307,-3.73,0.6123,0.8814,4
2.001,1.22,1.872,0.8587,-3.595,0.5954,0.9125,4
1.964,1.23,1.703,0.8174,-2.971,0.5812,0.9371,4
1.727,1.09,1.595,0.7909,-3.264,0.6077,0.9029,4
1.688,1.23,2.441,0.8575,-3.648,0.5874,0.9115,4
1.836,1.23,1.722,0.8159,-2.961,0.5841,0.9229,4
1.885,1.09,1.816,0.7938,-4.058,0.602,0.9356,4
1.679,1.22,1.63,0.8245,-2.866,0.5784,0.9223,4
1.599,1.08,1.59,0.7923,-3.269,0.6044,0.9637,4
2.451,1.22,1.685,0.859,-3.847,0.6018,0.9179,4
2.503,1.22,1.743,0.8621,-3.569,0.6023,0.9184,4
1.835,0.96,1.584,0.78,-3.703,0.6128,0.9268,4
2.454,1.12,1.6,0.8304,-3.657,0.6122,0.8847,4
1.679,1.09,1.582,0.7836,-3.515,0.6066,0.9491,4
1.595,1.09,1.677,0.7782,-3.858,0.6134,0.9571,4
1.296,1.22,1.804,0.8129,-3.094,0.5791,0.9274,4
2.039,1.09,1.877,0.7597,-5.497,0.7193,0.9331,4
1.772,1.09,1.634,0.801,-4.209,0.6085,0.9168,4
2.015,1.31,1.939,0.8685,-3.81,0.6013,0.8846,4
1.95,1.22,1.842,0.8141,-3.489,0.5843,0.946,4
1.573,1.09,1.57,0.7708,-4.115,0.6253,0.9383,4
2.536,1.09,1.635,0.8387,-4.253,0.6271,0.9073,4
2.468,1.22,1.674,0.858,-4.118,0.605,0.8923,4
1.969,1.09,1.627,0.7842,-3.447,0.6014,0.9645,4
2.306,1.11,1.758,0.8522,-3.935,0.6091,0.8946,4
1.957,1.21,1.734,0.8171,-3.11,0.5825,0.9551,4
1.615,1.08,1.575,0.7825,-3.844,0.615,0.9806,4
2.304,1.09,1.597,0.8324,-4.228,0.6297,0.8998,4
2.027,1.09,1.718,0.8013,-3.87,0.6043,0.9113,4
1.771,1.09,1.605,0.7859,-3.659,0.6061,0.9473,4
1.817,1.1,1.624,0.7767,-3.763,0.6159,0.876,4
2.531,1.09,1.497,0.8298,-4.217,0.6298,0.9094,4
1.814,1.09,2.016,0.7964,-4.204,0.6067,0.9216,4
2.454,1.09,1.421,0.7586,-5.573,0.7193,0.9191,4
1.666,1.22,2.444,0.8606,-3.745,0.5938,0.9086,4
2.494,1.09,1.611,0.8257,-4.491,0.6264,0.9282,4
