 Length, Height, Width, Omnivariance, Class
1.546,1.3,1.903,0.1745,0
1.515,1.27,1.676,0.1523,0
1.213,1.84,1.239,0.09166,3
1.215,1.85,1.433,0.1077,3
1.333,1.86,1.528,0.1257,3
0.8681,1.86,1.56,0.1182,3
1.024,1.86,1.322,0.09876,3
1.09,1.86,1.236,0.07888,3
1.284,1.86,1.274,0.08219,3
1.244,1.8,1.338,0.1013,3
1.232,1.8,1.309,0.09504,3
1.195,1.79,1.397,0.08215,3
1.079,1.88,1.127,0.07951,3
1.146,1.88,1.181,0.09533,3
1.035,1.87,1.514,0.1065,3
1.031,1.81,1.351,0.09681,3
0.9854,1.81,1.452,0.1015,3
0.7746,1.82,1.328,0.08541,3
0.9263,1.82,1.286,0.07078,3
1.066,1.83,1.358,0.08202,3
0.9804,1.83,1.388,0.09045,3
1.015,1.83,1.427,0.08952,3
0.8188,1.83,1.547,0.08336,3
1.191,1.84,1.453,0.08568,3
1.129,1.84,1.245,0.08702,3
0.987,1.81,1.539,0.101,3
1.223,1.85,1.355,0.09055,3
1.348,1.73,1.322,0.1123,3
1.309,1.76,1.37,0.1152,3
1.347,1.82,1.002,0.1021,3
1.163,1.82,1.344,0.1077,3
1.173,1.83,1.727,0.1157,3
1.233,1.74,1.421,0.1216,3
1.098,1.72,1.43,0.1245,3
1.226,1.73,1.376,0.1101,3
1.374,1.85,1.101,0.0971,3
1.31,1.83,1.568,0.1088,3
1.295,1.85,1.571,0.1273,3
1.195,1.74,1.515,0.137,3
0.7893,1.74,0.6404,0.03925,3
0.8168,1.75,0.5978,0.03974,3
0.6284,1.85,0.5209,0.0312,3
0.5254,1.86,0.6403,0.02996,3
0.5749,1.87,0.6729,0.03508,3
0.7814,1.77,0.7107,0.03836,3
0.7995,1.8,0.7496,0.04186,3
0.6361,1.79,0.7034,0.03576,3
0.5469,1.88,0.4421,0.02962,3
0.5342,1.89,0.6385,0.03836,3
0.7991,1.8,0.5459,0.04067,3
0.8642,1.8,0.5266,0.04169,3
0.9485,1.8,0.6353,0.04428,3
0.7504,1.8,0.5889,0.0355,3
0.558,1.9,0.5807,0.03017,3
0.5444,1.9,0.6621,0.03327,3
0.8404,1.81,0.7034,0.0403,3
0.8093,1.8,0.5175,0.03942,3
0.794,1.8,0.5886,0.03906,3
0.6102,1.8,0.6564,0.033,3
0.5904,1.8,0.4374,0.0308,3
0.6124,1.8,0.4808,0.03419,3
1.044,1.8,0.4568,0.04016,3
0.8704,1.8,0.4651,0.04206,3
0.8028,1.8,0.5164,0.03763,3
0.4564,1.8,0.6206,0.02838,3
1.802,1.8,0.6376,0.09793,3
0.6922,1.78,1.631,0.1023,3
0.758,1.79,1.62,0.1032,3
0.764,1.78,1.406,0.09928,3
0.944,1.77,1.353,0.1003,3
0.8434,1.77,1.233,0.08957,3
0.8971,1.77,1.205,0.0928,3
0.8065,1.78,1.358,0.1001,3
0.8182,1.78,1.455,0.09408,3
0.9131,1.78,1.154,0.09551,3
0.8906,1.78,1.232,0.0885,3
0.7355,1.83,1.392,0.07586,3
0.6151,1.83,1.36,0.08507,3
0.7462,1.82,1.281,0.09236,3
0.93,1.81,1.136,0.09836,3
0.9155,1.83,1.281,0.1097,3
0.7599,1.83,1.304,0.1016,3
0.7207,1.83,1.333,0.08896,3
0.64,1.83,1.362,0.07723,3
0.7942,1.83,1.336,0.09483,3
0.8349,1.83,1.34,0.1032,3
1.404,1.83,1.191,0.1112,3
0.428,1.74,0.716,0.03061,3
0.426,1.72,0.4662,0.02421,3
0.5882,1.74,0.4371,0.02917,3
0.7396,1.74,0.4568,0.0335,3
0.8532,1.76,0.4476,0.0356,3
0.7298,1.75,0.475,0.03481,3
0.6508,1.74,0.4354,0.03242,3
0.5703,1.75,0.4081,0.02715,3
0.5273,1.75,0.4442,0.0317,3
0.7343,1.77,0.5118,0.03522,3
0.8509,1.76,0.5684,0.03741,3
1.223,1.82,1.722,0.1387,3
0.6571,1.77,0.7313,0.03672,3
0.4468,1.77,0.5447,0.02821,3
0.5449,1.76,0.4644,0.03083,3
0.8081,1.76,0.4917,0.03995,3
0.7345,1.76,0.4986,0.03665,3
0.788,1.76,0.4892,0.0404,3
0.7678,1.76,0.5091,0.0381,3
0.4553,1.85,0.4563,0.0297,3
1.024,1.93,1.326,0.08655,3
0.9074,1.81,1.56,0.1053,3
1.133,1.81,1.528,0.1266,3
1.163,1.81,1.547,0.1217,3
1.617,1.91,0.8487,0.1026,3
0.5656,1.82,0.4769,0.03003,3
1.175,1.9,1.283,0.1029,3
0.3735,1.73,0.7402,0.03425,3
0.7258,1.72,0.7658,0.04124,3
0.6563,1.73,0.8413,0.03913,3
0.7058,1.72,0.6648,0.03727,3
0.5034,1.86,0.5758,0.03263,3
0.61,1.85,0.4327,0.033,3
1.415,1.86,1.309,0.1197,3
1.099,1.75,1.724,0.1251,3
1.559,1.74,0.816,0.1171,3
0.5566,1.87,0.7123,0.04065,3
0.5813,1.86,0.5637,0.03296,3
0.491,1.85,0.5889,0.03322,3
1.276,1.85,1.264,0.1173,3
1.219,1.73,1.492,0.1201,3
1.146,1.73,1.368,0.1149,3
1.045,1.85,1.31,0.09559,3
0.865,1.85,1.171,0.0844,3
0.9572,1.85,1.18,0.0808,3
0.9313,1.84,1.451,0.09911,3
0.9121,1.73,1.504,0.1014,3
1.074,1.73,1.406,0.09521,3
0.8145,1.85,1.253,0.08699,3
0.8692,1.85,1.216,0.09431,3
1.249,1.85,0.9838,0.1033,3
0.5199,1.8,0.7993,0.03751,3
0.676,1.67,0.6072,0.03988,3
1.251,1.73,1.323,0.1099,3
0.9998,1.86,1.424,0.09951,3
0.9711,1.86,1.651,0.08929,3
0.8897,1.86,1.98,0.09315,3
1.057,1.86,1.424,0.09833,3
1.023,1.73,1.464,0.09832,3
1.129,1.73,1.377,0.09608,3
1.077,1.85,1.196,0.0914,3
1.328,1.85,0.6269,0.08888,3
0.5527,1.82,0.5997,0.02986,3
1.32,1.81,1.254,0.1034,3
1.166,1.68,1.432,0.1043,3
1.11,1.66,1.291,0.09355,3
1.134,1.69,1.244,0.08389,3
0.9476,1.72,1.166,0.07424,3
0.8992,1.56,1.177,0.07381,3
0.9071,1.64,1.233,0.07566,3
1.028,1.59,1.252,0.0747,3
0.7727,1.68,1.266,0.07492,3
0.7475,1.36,0.4251,0.03313,3
0.442,1.36,0.7014,0.02652,3
0.346,1.43,0.4675,0.02146,3
0.8804,1.42,1.004,0.05961,3
0.9877,1.63,0.9899,0.06919,3
1.089,1.51,1.027,0.07898,3
1.24,1.75,0.8625,0.08532,3
1.398,1.77,0.7383,0.09845,3
1.322,1.62,0.8074,0.09162,3
0.6644,1.51,1.336,0.09279,3
0.6758,1.5,0.3412,0.02872,3
0.5003,1.6,0.5653,0.02841,3
0.3747,1.6,0.5537,0.02888,3
0.4349,1.59,0.6201,0.02985,3
0.4147,1.4,0.6554,0.02982,3
0.4325,1.4,0.728,0.03033,3
0.3704,1.38,0.5322,0.02579,3
0.4034,1.27,0.4173,0.02175,3
0.5661,1.32,0.4648,0.02694,3
0.541,1.43,0.5873,0.03189,3
0.4565,1.43,0.5498,0.02751,3
0.4595,1.43,0.583,0.02699,3
0.498,1.68,0.5242,0.03043,3
0.3794,1.68,0.583,0.035,3
0.3524,1.69,0.614,0.03126,3
0.5007,1.7,0.5659,0.03044,3
0.6554,1.69,0.5013,0.03458,3
0.6222,1.7,0.6282,0.03719,3
0.5905,1.7,0.7364,0.03898,3
0.6379,1.71,0.7139,0.04353,3
0.6361,1.72,0.6022,0.03732,3
0.4373,1.73,0.6218,0.02971,3
1.542,1.86,0.9145,0.09578,3
1.302,1.86,1.195,0.09803,3
1.124,1.87,1.31,0.09601,3
0.9422,1.76,1.27,0.07598,3
0.8485,1.76,1.29,0.07757,3
1.026,1.75,1.275,0.09231,3
0.9998,1.73,1.297,0.08183,3
1.146,1.74,1.252,0.08263,3
1.16,1.72,1.163,0.08569,3
1.062,1.7,1.204,0.08073,3
0.9311,1.69,1.197,0.0649,3
1.033,1.69,1.178,0.07703,3
0.9011,1.68,1.168,0.06988,3
1.08,1.68,1.007,0.06901,3
1.057,1.65,1.204,0.07339,3
1.094,1.67,1.108,0.07193,3
1.253,1.64,1.129,0.07612,3
1.074,1.66,1.221,0.08228,3
0.9763,1.64,1.195,0.07089,3
1.109,1.64,1.103,0.06721,3
0.9492,1.65,1.189,0.07003,3
1.014,1.64,1.053,0.06493,3
1.147,1.63,1.134,0.07908,3
1.057,1.63,1.163,0.07723,3
1.116,1.62,1.125,0.07213,3
1.073,1.62,1.247,0.07461,3
1.211,1.61,1.133,0.0791,3
1.272,1.36,0.9899,0.07534,3
1.11,1.59,1.208,0.07915,3
1.048,1.58,1.235,0.07126,3
1.031,1.58,1.082,0.06679,3
0.9389,1.57,1.088,0.06384,3
0.9912,1.58,1.157,0.08104,3
0.9599,1.56,1.246,0.07136,3
1.116,1.57,1.189,0.08672,3
1.029,1.56,0.9783,0.06047,3
1.158,1.76,1.033,0.07345,3
1.042,1.76,1.188,0.07911,3
1.117,1.76,1.276,0.09082,3
1.095,1.76,1.213,0.07968,3
1.091,1.76,1.08,0.07003,3
1.19,1.74,1.049,0.07196,3
0.9633,1.74,1.189,0.07,3
1.103,1.73,1.173,0.07843,3
1.115,1.51,1.018,0.0698,3
1.012,1.73,1.127,0.07546,3
0.9836,1.71,1.335,0.07023,3
1.133,1.71,1.29,0.0772,3
1.179,1.71,1.068,0.07823,3
1.176,1.7,1.17,0.08623,3
1.009,1.67,1.184,0.07238,3
1.046,1.67,1.161,0.06695,3
0.9138,1.67,1.208,0.07621,3
1.032,1.67,1.27,0.0832,3
1.186,1.65,1.078,0.08091,3
1.12,1.65,0.9487,0.06618,3
0.9008,1.64,1.15,0.06135,3
0.9289,1.65,1.118,0.06808,3
1.074,1.65,1.041,0.0747,3
1.185,1.64,1.133,0.07582,3
1.122,1.79,1.227,0.07887,3
1.024,1.8,1.124,0.0637,3
1.189,1.78,0.9096,0.06666,3
1.115,1.79,1.023,0.0696,3
0.9936,1.78,1.086,0.07554,3
1.09,1.78,1.112,0.0818,3
1.122,1.78,1.029,0.072,3
1.1,1.74,1.147,0.07095,3
1.077,1.75,1.091,0.06762,3
1.302,1.74,0.9685,0.0752,3
1.268,1.74,1.048,0.07608,3
1.322,1.71,1.091,0.0764,3
1.198,1.71,1.081,0.07016,3
1.182,1.71,1.15,0.07378,3
1.034,1.71,1.112,0.06968,3
1.169,1.69,0.9728,0.07226,3
1.14,1.69,0.9367,0.06796,3
1.146,1.67,0.9815,0.07358,3
1.133,1.67,1.113,0.06313,3
1.08,1.67,1.112,0.06707,3
1.089,1.67,1.09,0.07004,3
1.06,1.66,1.17,0.06677,3
1.108,1.66,1.059,0.06574,3
1.164,1.66,1.029,0.06845,3
1.152,1.84,1.15,0.07559,3
1.047,1.84,1.129,0.07639,3
1.373,1.83,0.811,0.08074,3
1.288,1.82,0.5635,0.0699,3
1.171,1.83,0.8929,0.07129,3
0.9734,1.8,1.085,0.05679,3
1.166,1.8,0.949,0.06876,3
1.07,1.79,1.139,0.06407,3
0.5359,1.41,1.019,0.04393,3
0.464,1.57,1.268,0.05553,3
0.8938,1.41,1.159,0.05403,3
1.039,1.4,1.08,0.04982,3
0.8147,1.21,1.191,0.04821,3
0.5354,1.38,1.3,0.05,3
0.6788,1.38,1.171,0.053,3
0.8777,1.38,0.9805,0.05363,3
0.7372,1.36,1.22,0.04807,3
1.892,1.91,1.961,0.1784,3
2.417,2.08,0.8044,0.09523,3
1.917,2.08,2.351,0.1636,3
1.535,2.23,2.178,0.1828,3
1.463,2.22,2.244,0.1838,3
2.331,2.22,2.34,0.2073,3
0.8339,1.38,1.622,0.05747,3
1.698,1.24,0.6474,0.06229,3
0.8144,1.38,1.609,0.05657,3
1.068,1.77,1.386,0.07653,3
1.206,1.77,1.186,0.06322,3
0.6231,1.57,1.426,0.06318,3
0.4457,1.77,1.478,0.0692,3
0.561,1.57,1.478,0.05842,3
0.9145,1.78,1.458,0.06276,3
0.9897,1.81,1.405,0.08146,3
1.044,1.82,1.424,0.08597,3
0.854,1.82,1.54,0.08413,3
0.8525,1.83,1.493,0.09069,3
1.169,1.82,1.471,0.08899,3
1.326,1.83,1.373,0.08597,3
1.227,1.65,1.408,0.08682,3
1.084,1.65,1.35,0.07837,3
0.9903,1.66,1.306,0.07642,3
0.8513,1.66,1.458,0.08635,3
1.024,1.65,1.328,0.08071,3
1.173,1.7,1.308,0.08464,3
1.157,1.69,1.265,0.08258,3
1.025,1.69,1.358,0.07989,3
1.207,1.7,1.23,0.0799,3
0.8668,1.69,1.476,0.08012,3
0.8461,1.7,1.527,0.08449,3
0.9859,1.74,1.515,0.08408,3
0.9303,1.75,1.539,0.07676,3
0.8511,1.73,1.414,0.07897,3
1.033,1.72,1.245,0.06409,3
1.038,1.72,1.321,0.07753,3
0.9869,1.78,1.405,0.07623,3
1.048,1.58,1.329,0.07182,3
0.9234,1.79,1.438,0.08305,3
0.8469,1.78,1.337,0.07743,3
0.7518,1.77,1.399,0.07249,3
1.085,1.77,1.476,0.08913,3
1.129,1.77,1.359,0.08918,3
0.9237,1.64,1.354,0.07664,3
0.9754,1.65,1.341,0.07818,3
1.003,1.65,1.304,0.07013,3
0.9735,1.65,1.346,0.07513,3
0.7494,1.65,1.382,0.06977,3
0.7891,1.65,1.288,0.07081,3
0.7925,1.45,1.32,0.06666,3
1.007,1.65,1.146,0.06928,3
1.101,1.69,0.992,0.07622,3
1.001,1.7,1.169,0.06854,3
0.8601,1.7,1.295,0.06761,3
0.8828,1.71,1.274,0.06752,3
0.9449,1.7,1.375,0.07744,3
0.9962,1.72,1.37,0.0717,3
1.136,1.71,1.215,0.06688,3
1.003,1.73,1.216,0.06567,3
0.8429,1.73,1.151,0.05658,3
0.9166,1.75,1.189,0.06435,3
0.745,1.75,1.297,0.07051,3
0.6235,1.76,1.383,0.06872,3
0.8559,1.75,1.265,0.05969,3
1.179,1.75,1.077,0.07144,3
1.199,1.75,1.003,0.07128,3
0.7766,1.75,1.348,0.07198,3
0.8952,1.75,1.435,0.08948,3
1.076,1.56,1.311,0.08014,3
1.087,1.56,1.275,0.06792,3
1.001,1.58,1.354,0.07801,3
0.9601,1.58,1.239,0.06654,3
0.943,1.59,1.175,0.06922,3
0.9264,1.58,1.223,0.07006,3
0.8801,1.36,1.313,0.06128,3
1.002,1.6,1.201,0.05877,3
1.019,1.59,1.15,0.06269,3
1.082,1.61,1.161,0.06834,3
0.7782,1.62,1.358,0.07173,3
0.7521,1.63,1.333,0.06925,3
0.9167,1.38,1.317,0.07241,3
0.9194,1.61,1.379,0.0737,3
0.8837,1.62,1.374,0.06998,3
0.98,1.64,1.139,0.07715,3
0.8493,1.64,1.232,0.07156,3
0.8099,1.66,1.296,0.08312,3
1.094,1.65,1.264,0.07838,3
0.9251,1.65,1.313,0.07056,3
1.083,1.66,1.158,0.07898,3
1.314,1.68,1.147,0.07973,3
0.7685,1.69,1.315,0.07089,3
0.7834,1.68,1.503,0.08066,3
0.6513,1.7,1.703,0.09054,3
0.9713,1.69,1.543,0.08327,3
1.161,1.44,1.583,0.08267,3
1.082,1.72,1.489,0.09561,3
0.8848,1.72,1.48,0.07969,3
0.8573,1.72,1.405,0.07372,3
0.7856,1.72,1.447,0.08228,3
0.8543,1.72,1.362,0.0863,3
0.999,1.74,1.332,0.08883,3
1.087,1.75,1.428,0.09037,3
1.178,1.75,1.483,0.09652,3
1.021,1.48,1.513,0.08524,3
0.781,1.75,1.564,0.1095,3
0.886,1.76,1.68,0.1,3
1.016,1.77,1.597,0.08591,3
0.7257,1.77,1.441,0.07805,3
1.044,0.96,0.8346,0.04703,2
1.13,1.12,0.7908,0.04757,2
1.078,1.32,0.8247,0.05463,2
1.109,1.47,0.8631,0.05785,2
1.183,1.49,1.08,0.06364,2
1.18,1.61,1.086,0.06137,2
1.255,1.62,1.082,0.06693,2
1.295,1.52,1.178,0.06525,2
1.181,1.52,1.084,0.06269,2
1.345,1.65,1.361,0.06827,2
1.251,1.63,1.13,0.06537,2
1.23,1.63,1.167,0.06697,2
1.209,1.63,1.176,0.06505,2
1.228,1.64,1.178,0.06269,2
1.247,1.63,1.158,0.06618,2
1.205,1.57,1.172,0.06049,2
1.078,1.59,1.065,0.06394,2
1.204,1.6,1.247,0.06692,2
1.088,1.62,1.485,0.06975,2
1.069,1.63,1.399,0.06947,2
0.9931,1.63,1.369,0.068,2
0.9328,1.65,1.421,0.06762,2
0.8909,1.66,1.54,0.06657,2
0.8769,1.67,1.705,0.06758,2
0.8995,1.67,1.521,0.07099,2
0.7859,1.68,1.593,0.06758,2
0.8688,1.67,1.17,0.0645,2
0.7966,1.7,1.29,0.06328,2
0.7607,1.7,1.266,0.06068,2
0.7388,1.73,1.326,0.06398,2
0.7291,1.68,1.271,0.06573,2
0.9768,1.69,1.281,0.07084,2
0.8741,1.67,1.669,0.08444,2
0.7944,1.69,1.745,0.08081,2
0.7663,1.71,1.748,0.07902,2
0.8233,1.66,1.824,0.08278,2
0.8233,1.68,1.601,0.08271,2
0.8122,1.69,1.862,0.08248,2
0.9109,1.67,1.719,0.08148,2
0.801,1.69,1.84,0.08225,2
0.8294,1.85,1.795,0.08705,2
0.8433,1.67,1.888,0.08888,2
0.8339,1.69,1.77,0.08505,2
1.024,1.69,1.683,0.09002,2
1.121,1.94,1.64,0.09293,2
1.089,2.16,1.868,0.0972,2
1.106,1.71,1.686,0.09615,2
1.216,1.72,1.611,0.09741,2
1.148,2.08,1.597,0.09571,2
1.197,1.9,1.542,0.09034,2
1.286,1.94,1.82,0.0913,2
1.234,1.71,1.695,0.08732,2
0.9976,1.71,1.676,0.08167,2
1.085,1.71,1.673,0.07675,2
1.34,1.71,1.755,0.08464,2
1.448,1.72,1.574,0.08482,2
1.337,1.74,1.56,0.07627,2
1.865,1.74,1.594,0.08437,2
1.55,1.74,1.592,0.08773,2
1.55,1.95,1.567,0.09293,2
1.684,1.87,1.498,0.08317,2
1.543,1.74,1.368,0.08607,2
1.354,1.73,1.402,0.08359,2
1.561,1.71,1.443,0.07951,2
1.523,1.71,1.356,0.07586,2
1.299,1.78,1.284,0.07415,2
1.464,1.74,1.3,0.07661,2
1.413,1.89,1.176,0.07386,2
1.493,1.71,1.249,0.0793,2
1.379,1.72,1.282,0.07532,2
1.497,1.71,1.21,0.0738,2
1.45,1.74,1.319,0.07346,2
1.598,1.69,1.336,0.0717,2
1.22,1.71,1.256,0.06419,2
1.282,1.71,1.323,0.06704,2
1.463,1.67,1.393,0.07022,2
1.511,1.71,1.396,0.06965,2
1.285,1.7,1.25,0.06744,2
1.371,1.69,1.147,0.06619,2
1.335,1.73,1.119,0.06242,2
1.368,1.71,0.9572,0.06214,2
1.394,1.67,0.9274,0.07007,2
1.217,1.75,0.9371,0.06925,2
1.375,1.72,0.9568,0.06585,2
1.49,1.7,0.9258,0.07097,2
1.572,1.7,0.9916,0.07393,2
1.407,1.68,0.9427,0.07108,2
1.383,1.66,0.8907,0.06691,2
1.16,1.73,0.8304,0.06335,2
1.167,1.71,0.8321,0.06879,2
0.9902,1.69,0.7645,0.06035,2
1.059,1.68,0.7603,0.0594,2
1.084,1.68,0.8077,0.06158,2
1.04,1.67,0.8102,0.05925,2
1.148,1.64,0.8047,0.06434,2
1.558,1.65,0.9118,0.06767,2
1.541,1.61,0.9611,0.07118,2
1.368,1.6,0.8636,0.06784,2
0.9565,1.56,0.7718,0.05494,2
1.286,1.58,0.7556,0.06166,2
1.268,1.57,0.646,0.06075,2
1.258,1.52,0.6811,0.06104,2
1.348,1.67,0.6484,0.06402,2
1.434,1.66,0.734,0.0604,2
1.27,1.71,0.7392,0.06659,2
0.9937,1.74,0.7248,0.0594,2
1.119,1.75,0.7174,0.05706,2
1.206,1.66,0.7452,0.05924,2
1.154,1.71,0.7544,0.06399,2
1.117,1.7,0.7647,0.05634,2
1.097,1.8,0.6702,0.05887,2
0.9535,1.84,0.6348,0.05702,2
1.101,1.84,0.719,0.05466,2
1.561,1.73,0.7417,0.06692,2
1.511,1.55,0.7418,0.06418,2
1.429,1.77,0.6989,0.0635,2
1.582,1.63,0.7374,0.06632,2
1.49,1.57,0.6867,0.06531,2
1.541,1.73,0.7139,0.07524,2
1.07,1.75,0.7171,0.06031,2
1.255,1.59,0.7104,0.05398,2
1.549,1.61,0.7263,0.06586,2
1.127,1.67,0.7358,0.05912,2
1.064,1.55,0.9774,0.0587,2
0.8024,1.66,0.791,0.06225,2
1.119,1.68,0.8,0.06829,2
0.7876,1.3,0.7891,0.04945,2
1.124,1.56,0.7178,0.05184,2
0.8469,1.45,0.6146,0.04417,2
1.073,1.68,0.7796,0.05515,2
1.043,1.68,0.8433,0.06028,2
1.094,2.29,0.9275,0.06241,2
1.199,2.28,0.8326,0.0607,2
1.146,2.11,0.6251,0.04733,2
1.049,1.71,0.7657,0.05659,2
1.095,1.71,0.7757,0.05646,2
1.008,1.71,0.6957,0.059,2
1.062,1.71,0.7228,0.06453,2
1.048,1.51,0.7345,0.05426,2
1.035,1.56,0.6699,0.04908,2
0.9624,1.55,0.6514,0.04749,2
1.106,1.57,0.7696,0.05526,2
1.099,1.57,0.6984,0.0589,2
1.044,1.6,0.7647,0.05807,2
1.185,1.6,0.7635,0.05763,2
1.195,1.61,0.6498,0.06058,2
1.316,1.6,0.6479,0.05553,2
1.363,1.63,0.6373,0.05929,2
1.356,1.63,0.6567,0.06442,2
1.307,1.63,0.6676,0.06119,2
1.4,1.64,0.7738,0.06414,2
1.165,1.65,0.7553,0.0591,2
1.072,1.65,0.7967,0.06429,2
1.145,1.65,0.7954,0.06429,2
1.08,1.57,0.7795,0.05567,2
1.096,1.58,0.768,0.05655,2
1.094,1.59,0.8129,0.0642,2
1.08,1.58,0.8543,0.05723,2
1.135,1.61,0.9222,0.06224,2
1.076,1.61,0.8195,0.06306,2
1.044,1.62,0.8168,0.05726,2
1.143,1.63,0.7964,0.06122,2
1.064,1.63,0.8558,0.06225,2
1.104,1.64,0.9119,0.06203,2
1.028,1.64,0.9044,0.06003,2
1.036,1.67,0.9495,0.06167,2
1.207,1.67,1,0.06091,2
1.012,1.67,0.9349,0.06222,2
1.151,1.68,1.09,0.06594,2
1.132,1.62,1.15,0.0685,2
1.132,1.65,1.135,0.07175,2
1.15,1.65,1.295,0.0622,2
0.9762,1.68,1.066,0.06843,2
0.941,1.68,1.116,0.06311,2
0.9586,1.69,1.152,0.0654,2
0.8673,1.7,1.1,0.06316,2
0.7806,1.74,1.184,0.05927,2
0.8394,1.76,1.258,0.06058,2
0.7985,1.71,1.122,0.0577,2
0.9027,1.72,1.183,0.063,2
0.8859,1.73,1.091,0.05841,2
0.9314,1.68,1.065,0.06424,2
1.056,1.69,1.026,0.05951,2
1.058,1.71,1.138,0.06545,2
1.733,1.76,2.433,0.1375,2
1.943,1.78,2.215,0.1231,2
1.741,1.71,1.956,0.118,2
1.434,1.8,1.766,0.1082,2
1.389,1.7,1.607,0.09661,2
1.395,1.7,1.492,0.09403,2
1.344,1.67,1.34,0.09493,2
1.492,1.69,1.153,0.09895,2
1.661,1.7,0.9528,0.09946,2
1.93,1.72,0.9585,0.1057,2
2.144,1.78,1.011,0.114,2
2.27,1.7,1.327,0.1242,2
1.312,1.68,1.777,0.1079,2
1.583,1.69,1.66,0.1072,2
1.788,1.67,1.514,0.1057,2
1.428,1.84,1.389,0.0923,2
1.435,1.81,1.256,0.0906,2
1.369,1.71,1.11,0.09388,2
1.389,1.77,0.9969,0.09308,2
1.516,1.71,1.066,0.09486,2
1.537,1.72,1.064,0.09263,2
1.575,1.73,1.138,0.09382,2
1.68,2.03,1.379,0.08344,2
1.432,2,1.544,0.07798,2
0.8258,1.7,1.572,0.07398,2
0.8414,1.95,1.558,0.06816,2
1.175,1.92,2.324,0.0809,2
1.276,1.92,2.227,0.09736,2
0.8439,1.7,1.697,0.05723,2
0.7354,1.68,1.777,0.05285,2
1.074,1.66,2.436,0.08448,2
0.8559,1.66,1.101,0.04165,2
1.235,1.61,0.7384,0.04172,2
1.117,1.41,0.5834,0.02648,2
1.203,1.89,0.8166,0.05538,2
1.155,1.89,0.7283,0.05921,2
1.221,1.92,0.818,0.06126,2
1.214,1.91,0.7584,0.06588,2
1.243,1.92,0.7373,0.06021,2
1.14,1.93,0.7336,0.06197,2
1.201,1.93,0.7099,0.05808,2
1.162,1.9,0.6473,0.05336,2
1.198,1.94,0.6954,0.06675,2
1.209,1.94,0.7412,0.06444,2
1.319,2.01,0.5929,0.05829,2
1.13,1.87,0.5815,0.06418,2
1.287,1.88,0.6292,0.0583,2
1.283,1.92,0.523,0.0666,2
1.192,1.92,0.6686,0.05816,2
1.256,1.95,0.5263,0.06289,2
1.253,1.99,0.6223,0.06621,2
1.284,1.91,0.5398,0.06517,2
1.323,1.94,0.6188,0.06509,2
1.257,1.99,0.6792,0.06723,2
1.508,1.89,0.5746,0.06606,2
1.475,1.96,0.5851,0.06633,2
1.453,1.97,0.596,0.06228,2
1.457,1.99,0.572,0.06966,2
1.427,1.91,0.6483,0.05643,2
1.282,1.95,0.6661,0.06229,2
1.503,1.9,0.6564,0.06961,2
1.576,1.9,0.6563,0.06789,2
1.475,1.86,0.6708,0.06815,2
1.631,1.93,0.7518,0.07548,2
1.567,1.94,0.6913,0.07448,2
1.853,1.9,0.7373,0.07213,2
1.676,1.84,0.6871,0.07427,2
1.651,1.83,0.7611,0.07746,2
1.666,1.88,0.7414,0.08179,2
1.573,1.85,0.7194,0.0815,2
1.682,1.85,0.8155,0.0848,2
1.654,1.85,0.8483,0.08773,2
1.724,1.89,0.8171,0.08916,2
1.82,1.92,0.8698,0.09068,2
2.018,1.93,0.899,0.09669,2
1.772,1.91,0.9295,0.09531,2
1.639,1.86,0.9382,0.08801,2
2.096,1.83,0.9431,0.08197,2
1.577,1.77,1.095,0.0711,2
1.547,1.69,1.441,0.06228,2
0.8355,1.46,1.098,0.0389,2
1.361,1.57,1.729,0.07495,2
1.073,1.74,2.503,0.1207,2
1.105,1.78,2.408,0.09545,2
1.11,1.81,2.074,0.08547,2
1.491,1.82,1.846,0.1032,2
0.795,1.72,1.867,0.0767,2
1.332,1.81,1.84,0.1181,2
0.9352,1.81,1.858,0.07831,2
0.8518,1.79,1.484,0.06929,2
0.947,1.81,1.174,0.07004,2
1.092,1.78,1.298,0.07151,2
1.092,1.8,1.102,0.06738,2
1.178,1.78,1.135,0.06984,2
1.099,1.83,0.9999,0.06726,2
1.085,1.81,1.122,0.06843,2
1.169,1.8,1.033,0.07207,2
1.132,1.84,1.171,0.07405,2
0.6998,1.76,1.165,0.0654,2
0.7983,1.75,1.097,0.06389,2
0.9245,1.74,1.194,0.06337,2
1.009,1.73,1.041,0.06084,2
1.028,1.73,0.9604,0.06471,2
1.094,1.72,0.9341,0.0696,2
1.137,1.85,0.886,0.06339,2
1.235,1.82,0.9259,0.06373,2
1.17,1.83,0.8316,0.06261,2
1.164,1.81,0.8746,0.06594,2
1.37,1.79,0.8555,0.0646,2
1.331,1.83,0.8758,0.06766,2
1.092,1.81,0.7592,0.05619,2
1.138,1.77,0.7485,0.05813,2
1.209,1.8,0.7628,0.06315,2
1.348,1.75,0.7774,0.0621,2
1.216,1.78,0.6034,0.06915,2
1.835,1.76,1.551,0.1448,2
0.871,1.73,1.242,0.06033,2
1.194,1.76,0.6885,0.06362,2
1.325,1.7,0.7509,0.06438,2
1.116,1.69,0.6587,0.06016,2
1.154,1.73,0.6884,0.06174,2
1.082,1.72,0.7075,0.05599,2
1.051,1.66,0.6946,0.05641,2
0.5107,1.51,0.6877,0.03527,3
0.4357,1.51,0.5441,0.02562,3
0.6319,1.53,0.5657,0.03224,3
