 Length, Height, Width, Omnivariance, Class
0.7099,1.55,0.7337,0.04601,3
0.4116,1.68,0.5564,0.02825,3
0.4604,1.68,0.5958,0.03489,3
0.7886,1.4,0.4742,0.04075,3
0.8241,1.4,0.5242,0.04358,3
0.5751,1.53,0.4981,0.03647,3
0.4,1.54,0.6703,0.02975,3
0.6175,1.55,0.7568,0.04802,3
0.8413,1.56,0.8946,0.05847,3
0.7874,1.58,1.03,0.06045,3
0.4403,1.55,0.4935,0.03155,3
0.461,1.57,0.6193,0.03297,3
0.8356,1.58,0.6108,0.05122,3
0.8515,1.56,0.5933,0.04675,3
0.7015,1.56,0.5012,0.03861,3
0.3587,1.57,0.6661,0.0308,3
0.5281,1.55,0.8106,0.04292,3
0.8243,1.55,0.9267,0.05649,3
0.8163,1.59,0.9154,0.05652,3
0.5573,1.59,1.017,0.04665,3
0.387,1.57,0.5325,0.02898,3
0.6376,1.58,0.6582,0.04252,3
0.7802,1.46,0.64,0.04837,3
0.6567,1.47,0.6775,0.04179,3
0.3581,1.58,0.526,0.02783,3
0.549,1.58,0.8911,0.04878,3
0.7231,1.48,0.8197,0.05809,3
0.7998,1.62,0.8073,0.05958,3
0.6178,1.62,0.9817,0.04716,3
0.354,1.63,0.6863,0.0283,3
0.509,1.63,0.6389,0.03753,3
0.7197,1.49,0.7602,0.04287,3
0.7552,1.49,0.5598,0.0362,3
0.4846,1.64,0.7475,0.03335,3
0.4105,1.41,0.7105,0.03782,3
0.7572,1.57,0.7732,0.04973,3
0.592,1.56,0.6859,0.04303,3
0.5599,1.55,0.6999,0.04415,3
0.451,1.55,0.5579,0.02835,3
0.5807,1.55,0.5599,0.03794,3
0.6532,1.43,0.7761,0.03738,3
0.3311,1.56,0.6293,0.02417,3
0.4878,1.58,0.881,0.04052,3
0.6868,1.42,0.9456,0.05031,3
0.7109,1.3,0.8782,0.04332,3
0.5971,1.59,0.9553,0.04505,3
0.3146,1.62,0.8936,0.02886,3
0.4517,1.59,0.4397,0.02887,3
0.9136,1.6,0.5709,0.0449,3
0.8025,1.6,0.51,0.0418,3
0.5543,1.6,0.6186,0.03471,3
0.5982,1.48,0.592,0.03863,3
0.7508,1.48,0.5386,0.04696,3
0.7168,1.48,0.6945,0.04281,3
0.495,1.49,0.8391,0.03358,3
0.707,1.51,0.4564,0.04012,3
0.8114,1.56,0.5884,0.05156,3
0.6041,1.52,1.457,0.06869,3
0.6948,1.7,1.608,0.0751,3
1.177,1.66,1.693,0.08212,3
1.285,1.72,1.169,0.08381,3
0.8736,1.87,1.494,0.08847,3
0.8884,1.78,1.633,0.1002,3
0.878,1.79,1.754,0.09493,3
0.4661,1.59,0.4514,0.02625,3
0.6335,1.6,0.5531,0.0407,3
0.6423,1.55,0.5696,0.03583,3
0.581,1.46,0.6187,0.0335,3
0.401,1.46,0.5358,0.02464,3
0.6933,1.69,0.5646,0.04045,3
0.4966,1.55,0.4533,0.02061,3
0.6114,1.55,0.4099,0.02619,3
0.5461,1.62,0.5408,0.02994,3
0.4904,1.55,0.4195,0.02299,3
0.8537,1.71,0.5608,0.03861,3
0.6507,1.61,0.6456,0.0376,3
1.591,2.49,0.8048,0.06997,3
0.7243,2.53,1.292,0.06525,3
0.8785,2.53,0.9327,0.04672,3
0.4049,2.55,0.5923,0.02802,3
0.9426,2.57,1.023,0.05024,3
0.8539,2.57,0.8113,0.04488,3
0.9671,2.58,0.4877,0.04149,3
0.9326,2.62,0.6554,0.04936,3
1.029,2.62,0.6655,0.04967,3
0.4571,1.54,0.5511,0.02564,3
0.3597,1.64,0.5953,0.02747,3
0.4259,1.64,0.6999,0.03142,3
0.4669,1.64,0.5952,0.02838,3
0.4598,1.65,0.5162,0.03111,3
0.5176,1.65,0.6478,0.04033,3
0.5028,1.66,0.7086,0.03915,3
0.466,1.58,0.535,0.02845,3
0.3537,1.67,0.4782,0.03012,3
0.456,1.67,0.5241,0.03409,3
0.555,1.66,1.243,0.05564,3
0.5377,1.66,1.108,0.04865,3
0.6217,1.66,1.381,0.05805,3
0.59,1.69,1.047,0.04811,3
0.6858,1.69,1.25,0.05538,3
0.5986,1.69,0.829,0.03719,3
0.8401,1.7,0.7421,0.05653,3
1.18,1.59,0.8254,0.06917,3
1.126,1.59,0.7955,0.0628,3
1.079,1.6,1.025,0.057,3
0.8185,1.53,0.6037,0.04441,3
0.9203,1.6,0.6331,0.05036,3
0.8309,1.71,0.6389,0.04897,3
0.5485,1.59,0.6464,0.03064,3
0.5553,1.62,0.8245,0.03975,3
0.8276,1.63,0.5821,0.04846,3
0.5191,1.64,0.5371,0.03285,3
0.5297,1.56,0.6052,0.03022,3
0.5999,1.65,0.7311,0.04327,3
0.6509,1.66,0.7267,0.04106,3
0.4352,1.57,0.6154,0.0294,3
0.6193,1.59,0.7604,0.03685,3
0.7431,1.69,0.6547,0.0391,3
0.5696,1.6,0.5356,0.03268,3
0.6151,1.6,0.5819,0.03522,3
0.599,1.7,0.7167,0.03921,3
0.5754,1.61,0.7447,0.03968,3
0.4873,1.54,0.5485,0.02888,3
0.4627,1.62,0.6269,0.03511,3
0.6468,1.71,0.7093,0.04083,3
0.6569,1.63,0.5503,0.03734,3
0.5611,1.63,0.5801,0.02907,3
0.5652,1.65,0.7515,0.03858,3
0.4897,1.64,0.8771,0.03493,3
0.4645,1.57,0.4598,0.02752,3
0.4953,1.66,0.575,0.03594,3
0.4965,1.66,0.6496,0.03802,3
0.485,1.58,0.4575,0.02763,3
0.6182,1.59,0.8315,0.04126,3
0.6652,1.67,0.8639,0.04536,3
0.6056,1.67,0.7466,0.04179,3
0.5216,1.6,0.6595,0.03226,3
0.5161,1.64,0.7846,0.04053,3
0.6256,1.65,0.7764,0.0402,3
0.5825,1.57,0.4887,0.03167,3
0.6172,1.58,0.723,0.03777,3
0.593,1.67,0.8682,0.04508,3
0.6408,1.59,0.7747,0.03658,3
0.5207,1.59,0.5807,0.02937,3
0.4999,1.6,0.8987,0.0437,3
0.5135,1.63,0.7648,0.03493,3
0.6186,1.54,0.3934,0.02525,3
0.5394,1.58,0.6048,0.0325,3
0.5737,1.59,0.7853,0.03915,3
0.5815,1.59,0.6199,0.03197,3
0.4708,1.59,0.5495,0.03146,3
0.4709,1.68,0.8178,0.04029,3
0.5309,1.5,0.4702,0.02519,3
0.5272,1.45,0.7626,0.03214,3
0.5316,1.56,0.7897,0.0381,3
0.5192,1.56,0.4408,0.02595,3
0.4762,1.56,0.7053,0.03585,3
0.4764,1.61,0.6194,0.0321,3
0.5526,1.49,0.2897,0.02204,3
0.5037,1.51,0.506,0.02797,3
0.5824,1.66,0.7319,0.03791,3
0.6779,1.53,0.3937,0.02772,3
0.5425,1.53,0.8155,0.03363,3
0.5039,1.62,1.019,0.03933,3
0.5207,1.6,0.5456,0.02743,3
0.533,1.61,0.6711,0.02814,3
0.5481,1.51,0.7165,0.03579,3
0.6044,1.52,0.4178,0.02994,3
0.5848,1.66,0.7838,0.04126,3
1.599,1.22,0.9877,0.09583,0
1.576,1.09,1.371,0.09367,0
1.169,1.1,1.716,0.1092,0
1.225,1.08,1.652,0.1195,0
1.685,1.09,1.601,0.1279,0
1.299,1.21,1.803,0.1383,0
1.668,1.08,1.578,0.1296,0
2.42,1.22,1.712,0.1613,0
1.88,1.1,1.257,0.133,0
1.383,1.1,2.439,0.1166,0
1.702,1.22,1.92,0.1447,0
1.28,1.09,1.767,0.1325,0
1.988,1.21,1.709,0.1383,0
1.784,1.1,1.62,0.1285,0
2.406,1.23,1.677,0.1658,0
2.486,1.08,1.579,0.1511,0
1.665,1.22,1.78,0.1392,0
2.016,1.08,1.497,0.1301,0
1.811,1.09,1.6,0.1288,0
2.489,1.22,1.679,0.1651,0
2.399,1.21,1.724,0.1635,0
2.009,1.22,1.714,0.1401,0
1.985,1.09,1.663,0.1318,0
1.785,1.1,1.643,0.127,0
2.434,1.1,1.591,0.1542,0
1.594,1.08,2.297,0.1523,0
2.324,1.22,1.67,0.1618,0
1.768,1.09,1.589,0.1301,0
1.778,1.09,1.607,0.1288,0
2.415,1.22,1.656,0.1686,0
1.894,1.12,1.604,0.1301,0
1.565,1.08,1.587,0.1274,0
2.432,1.08,1.582,0.1494,0
1.465,1.12,1.627,0.1285,0
1.886,1.09,1.792,0.1337,0
1.751,1.21,2.083,0.1607,0
1.875,1.08,1.574,0.1298,0
1.802,1.09,1.643,0.1328,0
2.2,1.22,1.856,0.165,0
1.848,1.09,1.93,0.1306,0
1.917,1.09,1.561,0.1292,0
2.371,1.22,1.65,0.1645,0
1.618,1.21,2.372,0.1565,0
2.23,1.21,1.729,0.1589,0
1.695,1.22,2.505,0.1643,0
2.523,1.09,1.689,0.1598,0
1.662,1.1,1.584,0.1287,0
1.531,1.08,1.997,0.1291,0
1.518,1.08,1.593,0.1296,0
1.588,1.1,2.527,0.1571,0
1.635,1.09,1.922,0.1209,0
2.054,1.22,1.839,0.1641,0
1.906,1.08,1.56,0.1273,0
1.924,1.1,1.609,0.1296,0
2.479,1.22,1.674,0.1675,0
2.537,1.08,1.586,0.1546,0
1.862,1.09,1.193,0.1294,0
2.295,1.08,1.661,0.1176,0
1.676,1.22,2.026,0.1426,0
1.604,1.08,1.58,0.1284,0
1.959,1.21,1.902,0.1606,0
1.895,1.22,1.71,0.1409,0
1.317,1.09,1.661,0.1262,0
1.835,1.22,1.609,0.1384,0
2.421,1.08,1.717,0.1584,0
1.843,1.22,1.865,0.1387,0
2.491,1.08,1.63,0.147,0
2.207,1.22,1.643,0.1674,0
1.941,1.1,1.582,0.1301,0
1.317,1.08,1.7,0.1293,0
2.009,1.08,1.531,0.1302,0
1.479,1.08,2.023,0.1306,0
1.79,1.21,1.758,0.1379,0
2.325,1.08,1.568,0.1474,0
2.457,1.21,1.714,0.1634,0
1.652,1.09,1.886,0.1278,0
2.504,1.08,1.47,0.1527,0
1.665,1.08,1.575,0.1315,0
1.459,1.08,2.45,0.1539,0
1.704,1.22,1.93,0.1383,0
1.627,1.09,2.249,0.1567,0
1.858,1.08,1.576,0.1308,0
1.232,1.09,1.791,0.1285,0
1.902,1.09,1.91,0.1319,0
1.774,1.23,2.421,0.1639,0
1.829,1.09,1.79,0.1306,0
1.822,1.1,1.576,0.1289,0
2.344,1.21,1.671,0.1623,0
2.504,1.1,1.626,0.1514,0
1.791,1.22,1.736,0.1388,0
1.351,1.1,1.663,0.1324,0
2.136,1.09,1.809,0.1542,0
1.558,1.09,1.747,0.1322,0
1.689,1.1,1.567,0.1299,0
1.607,1.09,2.506,0.1581,0
1.667,1.09,1.289,0.1264,0
2.562,1.08,1.574,0.1502,0
2.511,1.08,1.621,0.1592,0
1.36,1.09,1.907,0.1229,0
2.462,1.23,1.702,0.1661,0
2.257,1.22,1.677,0.1637,0
1.799,1.22,1.773,0.1389,0
2.229,1.24,1.624,0.1659,0
2.539,1.09,1.65,0.1572,0
1.79,1.1,1.609,0.1238,0
2.496,1.09,1.681,0.1607,0
1.733,1.09,1.598,0.1304,0
1.365,1.08,1.677,0.1288,0
1.996,1.09,1.84,0.1408,0
1.672,1.21,1.714,0.1393,0
1.728,1.08,1.592,0.127,0
2.061,1.22,1.862,0.1648,0
1.423,1.08,1.618,0.1283,0
1.702,1.22,2.472,0.1602,0
2.002,1.09,1.788,0.1343,0
1.73,1.09,1.918,0.1354,0
1.672,1.1,1.583,0.1225,0
2.498,1.09,1.828,0.1535,0
2.216,1.22,1.687,0.1599,0
1.962,1.08,1.645,0.13,0
1.593,1.09,1.862,0.13,0
1.931,1.09,1.634,0.1237,0
1.643,1.21,2.362,0.1638,0
1.965,1.12,1.512,0.132,0
1.246,1.1,1.723,0.1214,0
1.649,1.1,1.819,0.1251,0
1.703,1.1,1.575,0.1288,0
2.463,1.09,1.707,0.1567,0
2.531,1.09,1.613,0.1566,0
1.419,1.09,1.936,0.1226,0
1.676,1.23,2.314,0.1626,0
1.612,1.09,1.971,0.1256,0
2.511,1.23,1.684,0.1649,0
2.125,1.22,1.724,0.166,0
2.459,1.23,1.697,0.1658,0
1.843,1.08,1.589,0.1288,0
2.419,1.22,1.713,0.1592,0
1.847,1.08,1.598,0.1269,0
1.723,1.08,1.305,0.1286,0
1.873,1.22,1.815,0.138,0
1.997,1.23,1.951,0.1671,0
2.258,1.09,1.705,0.1484,0
2.384,1.1,1.618,0.149,0
1.563,1.1,1.599,0.1289,0
1.642,1.1,1.579,0.13,0
1.744,1.08,1.612,0.1251,0
1.783,1.09,1.65,0.1306,0
2.023,1.31,1.765,0.1463,0
1.705,1.22,2.175,0.1624,0
1.263,1.08,1.939,0.1289,0
1.691,1.22,2.48,0.1596,0
1.569,1.1,1.604,0.1311,0
1.517,1.18,1.805,0.136,0
2.321,1.1,1.589,0.1479,0
2.439,1.22,1.705,0.1614,0
2.414,1.22,1.656,0.1626,0
1.879,1.22,1.703,0.1374,0
1.739,1.09,1.87,0.1329,0
1.809,1.09,1.884,0.1325,0
2.462,1.23,1.698,0.1658,0
2.484,1.09,1.587,0.1536,0
1.276,1.21,1.819,0.136,0
2.354,1.22,1.692,0.1625,0
2.511,1.09,1.825,0.1559,0
1.495,1.09,1.82,0.1318,0
1.938,1.22,1.596,0.1405,0
1.344,1.08,1.897,0.1261,0
2.484,1.1,1.313,0.125,0
1.955,1.22,2.072,0.1657,0
1.701,1.08,1.592,0.1271,0
1.953,1.09,1.663,0.1307,0
2.391,1.23,1.656,0.1642,0
1.704,1.22,2.497,0.1648,0
2.517,1.1,1.634,0.1551,0
1.689,1.08,1.577,0.1275,0
1.698,1.09,2.001,0.1358,0
1.588,1.1,1.566,0.1305,0
1.967,1.08,1.501,0.1305,0
1.953,1.23,1.597,0.1371,0
2.454,1.22,1.653,0.1613,0
1.944,1.09,1.507,0.1297,0
1.714,1.09,1.883,0.1311,0
1.599,1.1,2.496,0.1525,0
1.897,1.09,1.769,0.1338,0
1.716,1.09,1.598,0.1289,0
1.983,1.12,1.585,0.13,0
1.814,1.08,1.61,0.1288,0
2.205,1.23,1.652,0.1671,0
1.889,1.12,1.225,0.1306,0
2.392,1.09,1.64,0.1594,0
1.576,1.1,2.443,0.1602,0
2.258,1.09,1.607,0.154,0
2.346,1.09,1.596,0.1562,0
1.492,1.09,1.615,0.1296,0
1.886,1.22,1.621,0.1398,0
2.321,1.22,1.79,0.1645,0
1.29,1.09,1.856,0.1296,0
2.532,1.23,1.754,0.1651,0
2.478,1.21,1.628,0.1635,0
2.542,1.21,1.598,0.1592,0
1.576,1.09,1.568,0.1268,0
1.735,1.23,1.75,0.1382,0
1.265,1.09,1.773,0.09837,0
2.383,1.09,1.563,0.1478,0
2.527,1.09,1.626,0.16,0
2.432,1.21,1.678,0.1645,0
1.278,1.09,1.847,0.1269,0
2.494,1.22,1.695,0.1644,0
2.237,1.22,1.729,0.1637,0
1.626,1.1,2.483,0.1494,0
1.396,1.08,2.457,0.1391,0
1.217,1.08,2.54,0.1098,0
1.637,1.46,0.7513,0.06575,2
1.636,1.46,0.7123,0.07448,2
1.519,1.48,0.7481,0.07171,2
1.327,1.43,0.7376,0.07313,2
1.575,1.5,0.8076,0.07458,2
1.438,1.51,0.7521,0.07203,2
1.648,1.52,0.7093,0.06943,2
1.528,1.52,0.7695,0.07029,2
1.681,1.45,0.7698,0.06975,2
1.604,1.49,0.7331,0.0707,2
1.561,1.58,0.8049,0.07268,2
1.514,1.56,0.7798,0.06701,2
1.416,1.56,0.8471,0.06884,2
1.659,1.61,0.8304,0.07565,2
1.64,1.63,0.8874,0.08,2
1.745,1.62,0.9033,0.07428,2
1.495,1.64,0.9171,0.07447,2
1.402,1.63,0.9474,0.06993,2
1.398,1.52,0.9153,0.07034,2
1.355,1.66,0.9102,0.06799,2
1.529,1.55,0.93,0.07426,2
1.474,1.55,0.9605,0.06902,2
1.411,1.56,0.9298,0.06992,2
1.498,1.55,0.9478,0.06938,2
1.593,1.58,0.9491,0.07481,2
1.328,1.59,0.8605,0.06746,2
1.336,1.6,0.9424,0.06861,2
1.434,1.61,0.9248,0.07209,2
1.61,1.52,0.9683,0.06815,2
1.446,1.53,0.9324,0.06979,2
1.436,1.54,0.8278,0.0645,2
1.454,1.56,0.9042,0.06901,2
1.375,1.6,0.8572,0.06107,2
1.081,1.62,0.8667,0.05762,2
1.14,1.53,0.801,0.06351,2
1.468,1.55,0.885,0.06768,2
1.421,1.56,0.8829,0.06324,2
1.374,1.6,0.8746,0.0692,2
1.54,1.61,0.7218,0.06969,2
1.596,1.55,0.6947,0.06593,2
1.593,1.57,0.6749,0.06694,2
1.727,1.57,0.6812,0.06784,2
1.537,1.57,0.6957,0.0637,2
1.479,1.57,0.6726,0.06279,2
1.599,1.56,0.7273,0.06729,2
1.134,1.58,0.7695,0.0598,2
1.072,1.49,0.7548,0.06036,2
1.5,1.58,0.7249,0.06686,2
1.333,1.53,0.9742,0.06313,2
0.9319,1.7,0.9764,0.04939,2
1.046,1.79,1.334,0.05569,2
0.7901,1.8,1.44,0.05588,2
0.7306,1.82,1.348,0.06339,2
0.7081,1.82,1.257,0.05657,2
0.7128,1.77,1.446,0.05506,2
0.6893,1.77,1.506,0.0603,2
0.9572,1.79,1.579,0.06525,2
0.9349,1.86,1.566,0.0601,2
0.9785,1.87,1.401,0.05697,2
0.9183,1.95,1.307,0.06095,2
1.152,1.95,1.397,0.07475,2
1.218,1.96,1.457,0.07149,2
1.347,1.9,1.362,0.07039,2
1.258,1.87,1.275,0.07656,2
1.148,1.81,1.309,0.06999,2
1.13,1.84,1.267,0.07034,2
1.256,1.83,1.129,0.08635,2
1.213,1.85,1.368,0.09194,2
1.113,1.88,1.356,0.0854,2
1.325,1.9,1.107,0.09107,2
1.107,1.92,1.349,0.06833,2
1.155,1.87,1.307,0.07754,2
1.164,1.88,1.364,0.06534,2
1.269,1.78,1.301,0.06508,2
1.09,1.78,1.204,0.04819,2
1.012,1.78,1.37,0.04315,2
0.849,1.78,1.217,0.041,2
1.013,1.7,1.279,0.0477,2
1.003,1.76,1.482,0.04828,2
0.9415,1.79,1.105,0.05021,2
1.007,1.8,1.108,0.0511,2
1.041,1.81,1.371,0.05674,2
1.132,1.72,1.12,0.05256,2
0.9318,1.71,1.078,0.04731,2
0.9383,1.59,1.039,0.04787,2
1.087,1.71,1.143,0.05621,2
1.019,1.67,1.368,0.06162,2
1.13,1.81,1.394,0.06512,2
1.078,1.81,1.271,0.05867,2
1.171,1.71,1.299,0.06078,2
1.237,1.7,1.416,0.06862,2
1.277,1.71,1.135,0.05818,2
1.267,1.75,1.251,0.05638,2
1.246,1.75,0.9097,0.05514,2
1.34,1.74,0.8526,0.0602,2
1.335,1.64,0.9216,0.05773,2
1.283,1.63,0.912,0.05669,2
1.263,1.63,1.019,0.05992,2
1.272,1.62,1.036,0.05454,2
1.24,1.6,1.47,0.05861,2
1.324,1.6,1.071,0.05552,2
1.197,1.59,0.8605,0.0561,2
1.291,1.51,0.808,0.05165,2
1.34,1.55,0.8472,0.0545,2
1.356,1.52,0.9822,0.05215,2
1.318,1.58,0.7636,0.05782,2
1.133,1.56,0.8039,0.0554,2
1.171,1.55,0.8607,0.05484,2
1.121,1.55,0.8242,0.05427,2
1.186,1.58,1.079,0.05825,2
1.177,1.58,1.204,0.06228,2
1.126,1.56,1.184,0.05914,2
1.151,1.55,1.259,0.06468,2
1.118,1.53,1.294,0.06299,2
1.158,1.56,1.338,0.06431,2
1.179,1.56,1.298,0.06765,2
1.134,1.56,1.278,0.06703,2
1.153,1.55,1.33,0.06737,2
1.239,1.6,1.357,0.07848,2
1.234,1.59,1.325,0.06767,2
1.226,1.58,1.16,0.0642,2
1.388,1.54,1.186,0.06925,2
1.38,1.54,1.203,0.06729,2
1.378,1.54,1.108,0.06236,2
1.355,1.54,1.055,0.0673,2
1.31,1.52,1.092,0.06871,2
1.305,1.44,1.182,0.06569,2
1.404,1.45,1.117,0.07032,2
1.381,1.47,0.8668,0.07021,2
1.361,1.63,0.9627,0.05841,2
1.385,1.42,0.9508,0.05862,2
1.417,1.34,0.8747,0.05749,2
1.457,1.46,1.094,0.06848,2
1.545,1.41,0.773,0.06057,2
1.622,1.12,1.378,0.115,0
1.392,1.12,1.688,0.154,0
1.439,1.28,1.832,0.1796,0
1.779,1.28,1.571,0.1764,0
1.599,1.28,1.656,0.1775,0
1.871,1.15,1.642,0.1684,0
1.9,1.3,1.621,0.1744,0
2.119,1.29,1.629,0.1707,0
1.659,1.14,2.138,0.168,0
1.728,1.29,1.621,0.1718,0
1.604,1.29,2.064,0.1717,0
1.634,1.14,2.142,0.1694,0
1.503,1.28,1.763,0.1749,0
1.717,1.3,1.584,0.1716,0
2.083,1.29,1.802,0.1813,0
1.521,1.29,2.021,0.1678,0
1.946,1.29,1.713,0.1715,0
1.925,1.15,1.479,0.1713,0
1.753,1.3,2.045,0.1799,0
1.761,1.29,2.071,0.1764,0
1.778,1.3,1.651,0.1731,0
1.854,1.28,1.462,0.168,0
1.571,1.28,1.775,0.1694,0
1.531,1.14,2.01,0.1689,0
2.071,1.28,1.692,0.168,0
1.391,1.28,1.698,0.1717,0
2.002,1.28,1.715,0.1695,0
1.798,1.28,1.504,0.1689,0
1.517,1.14,1.989,0.1691,0
1.526,1.29,1.599,0.1717,0
1.625,1.14,1.826,0.1712,0
1.519,1.3,1.88,0.1711,0
1.491,1.3,1.603,0.1722,0
1.631,1.3,1.905,0.1727,0
1.66,1.28,1.637,0.1679,0
1.548,1.29,1.881,0.1709,0
1.598,1.3,1.497,0.17,0
1.702,1.3,2.052,0.1719,0
1.608,1.3,1.848,0.1737,0
1.889,1.29,1.535,0.1679,0
1.475,1.29,1.864,0.1671,0
1.415,1.29,1.87,0.1688,0
1.564,1.29,1.544,0.1668,0
1.911,1.28,1.535,0.1695,0
1.472,1.29,1.755,0.1809,0
1.953,1.28,1.71,0.1706,0
1.525,1.29,1.879,0.1717,0
2.09,1.27,1.665,0.1746,0
1.621,1.29,2.215,0.1805,0
1.73,1.3,1.626,0.1702,0
1.997,1.28,1.569,0.1744,0
1.727,1.29,1.925,0.1688,0
1.674,1.29,1.953,0.1688,0
1.682,1.29,1.953,0.1685,0
1.606,1.29,1.598,0.1683,0
1.63,1.15,2.093,0.1722,0
1.726,1.29,1.887,0.1668,0
1.968,1.29,1.599,0.1719,0
1.388,1.28,1.685,0.1716,0
2.112,1.14,1.586,0.1687,0
2.008,1.29,1.541,0.1736,0
1.904,1.29,1.737,0.1703,0
1.77,1.12,1.453,0.1649,0
2.06,1.27,1.615,0.17,0
1.954,1.29,1.559,0.1691,0
1.558,1.3,1.499,0.1723,0
1.954,1.29,1.701,0.172,0
1.57,1.3,1.899,0.1723,0
1.906,1.29,1.463,0.1693,0
1.643,1.29,1.554,0.1723,0
2.068,1.28,1.694,0.1678,0
1.821,1.28,1.531,0.1679,0
1.679,1.27,2.099,0.1777,0
1.727,1.29,1.379,0.1713,0
1.611,1.14,1.585,0.1688,0
1.66,1.14,2.044,0.1716,0
1.648,1.29,1.56,0.1718,0
1.836,1.27,1.505,0.1745,0
1.575,1.27,1.906,0.1662,0
1.742,1.29,1.88,0.1683,0
1.676,1.28,1.639,0.17,0
1.532,1.3,1.682,0.1727,0
1.643,1.27,2.094,0.166,0
2.064,1.28,1.763,0.1804,0
2.046,1.29,1.675,0.1715,0
1.609,1.28,1.639,0.1644,0
1.718,1.14,1.616,0.1699,0
1.883,1.27,1.696,0.1672,0
1.619,1.14,2.081,0.1707,0
2.148,1.14,1.681,0.1756,0
1.65,1.3,1.951,0.1725,0
1.605,1.28,1.892,0.1693,0
2.089,1.27,1.646,0.169,0
1.695,1.29,1.643,0.1713,0
1.706,1.28,2.061,0.1782,0
1.723,1.29,2.072,0.1749,0
1.68,1.28,1.557,0.1722,0
1.625,1.3,1.569,0.1737,0
1.591,1.3,2.059,0.1729,0
1.384,1.3,1.669,0.1732,0
1.618,1.3,1.938,0.1681,0
2.007,1.27,1.705,0.175,0
2.053,1.29,1.741,0.177,0
1.665,1.29,1.762,0.1744,0
1.411,1.28,1.706,0.1698,0
1.701,1.28,2.068,0.1668,0
1.425,1.29,1.683,0.171,0
1.923,1.3,1.707,0.1717,0
1.482,1.29,1.59,0.1725,0
1.419,1.29,1.777,0.1682,0
2.08,1.14,1.653,0.1719,0
1.787,1.14,1.56,0.1689,0
1.732,1.3,1.607,0.1743,0
1.738,1.28,1.551,0.1698,0
1.371,1.28,1.682,0.1701,0
1.934,1.28,1.523,0.1687,0
1.858,1.3,1.579,0.1723,0
1.647,1.28,2.047,0.1699,0
1.866,1.29,1.757,0.1684,0
1.734,1.28,2.059,0.1773,0
1.615,1.29,1.444,0.1699,0
1.467,1.29,1.635,0.1709,0
1.585,1.29,2.046,0.1683,0
1.944,1.27,1.561,0.167,0
1.432,1.28,1.738,0.1702,0
1.624,1.3,1.887,0.1718,0
1.455,1.29,1.811,0.1725,0
1.662,1.29,1.597,0.1715,0
1.677,1.3,1.924,0.173,0
1.903,1.28,1.67,0.1636,0
1.422,1.28,1.838,0.1663,0
1.481,1.28,1.793,0.1711,0
1.42,1.29,1.657,0.1683,0
1.538,1.28,1.962,0.1689,0
1.718,1.29,1.907,0.1701,0
1.684,1.27,2.051,0.1682,0
1.703,1.3,1.853,0.1691,0
1.665,1.28,2.105,0.1729,0
1.484,1.28,1.796,0.1669,0
1.974,1.32,1.672,0.1826,0
1.69,1.28,1.968,0.166,0
1.543,1.28,1.898,0.1724,0
2.126,1.14,1.687,0.172,0
1.58,1.29,2.04,0.1726,0
1.7,1.29,1.705,0.1712,0
1.598,1.28,1.578,0.1766,0
1.663,1.3,2.059,0.1706,0
1.671,1.3,2.052,0.1751,0
1.708,1.28,1.501,0.1748,0
1.568,1.28,1.744,0.1682,0
1.724,1.29,1.699,0.174,0
1.599,1.14,2.035,0.1709,0
1.903,1.12,1.765,0.1656,0
1.391,1.3,1.834,0.1787,0
1.589,1.28,1.67,0.1693,0
2.1,1.28,1.699,0.1706,0
2.072,1.28,1.74,0.1781,0
1.959,1.3,1.634,0.1692,0
1.597,1.27,1.614,0.1754,0
1.787,1.29,1.928,0.1722,0
1.604,1.28,1.82,0.1668,0
2.096,1.29,1.58,0.1734,0
1.864,1.3,1.631,0.1797,0
2.52,1.29,1.648,0.1829,0
1.622,1.28,1.575,0.1674,0
2.087,1.29,1.623,0.1691,0
1.636,1.14,1.603,0.1695,0
1.658,1.28,1.901,0.1666,0
1.899,1.29,1.699,0.1717,0
1.688,1.29,2.316,0.1811,0
1.761,1.28,1.493,0.1696,0
1.837,1.29,1.694,0.1702,0
1.783,1.27,1.513,0.1641,0
2.109,1.14,1.648,0.1699,0
1.913,1.14,1.491,0.1694,0
1.613,1.29,2.07,0.1717,0
1.816,1.29,1.621,0.1747,0
1.641,1.14,2.102,0.1674,0
1.747,1.28,1.572,0.1684,0
1.652,1.3,1.898,0.1695,0
1.565,1.28,1.999,0.1733,0
1.623,1.28,1.691,0.1667,0
2.115,1.29,1.623,0.1722,0
1.485,1.29,1.844,0.1739,0
1.56,1.27,1.632,0.1645,0
2.112,1.14,1.634,0.1697,0
1.569,1.3,1.912,0.1756,0
1.656,1.14,2.109,0.1703,0
1.767,1.28,1.559,0.1798,0
1.916,1.3,1.689,0.1735,0
1.896,1.28,1.565,0.1695,0
1.574,1.27,1.679,0.1652,0
1.9,1.3,1.6,0.1722,0
1.388,1.29,1.824,0.1718,0
1.552,1.29,1.95,0.1745,0
1.386,1.29,1.738,0.1683,0
1.985,1.29,1.539,0.1773,0
2.075,1.28,1.753,0.1755,0
1.72,1.28,1.557,0.1695,0
1.842,1.28,1.489,0.1732,0
1.753,1.3,1.588,0.1642,0
1.623,1.29,2.049,0.1708,0
1.453,1.27,1.789,0.1673,0
1.448,1.27,1.806,0.1652,0
