Length, Height, Width, Sum, Omnivariance, Eigenentropy, Anisotropy, Class
2.301,1.53,4.214,1.558,0.3183,0.3579,-9.659,1
3.115,1.53,3.684,1.604,0.3142,0.2772,-10.97,1
3.601,1.53,3.095,1.545,0.3136,0.3594,-9.804,1
3.596,1.53,2.919,1.498,0.3002,0.3841,-10.31,1
3.14,1.53,3.546,1.59,0.3048,0.271,-11.96,1
3.074,1.52,3.567,1.593,0.3084,0.284,-11.89,1
2.954,1.54,3.623,1.595,0.3037,0.2636,-12.36,1
2.994,1.55,3.746,1.633,0.3091,0.2204,-12.31,1
3.122,1.55,3.676,1.711,0.3235,0.1446,-12.02,1
3.295,1.55,3.401,1.714,0.3206,0.1268,-12.25,1
3.15,1.55,3.575,1.698,0.3184,0.1493,-12.37,1
3.327,1.56,3.366,1.682,0.3202,0.1912,-12.54,1
3.241,1.56,3.475,1.671,0.3137,0.1846,-12.91,1
3.262,1.56,3.521,1.65,0.3177,0.2295,-12.04,1
3.23,1.56,3.319,1.668,0.3177,0.2036,-12.56,1
3.182,1.57,3.617,1.645,0.3086,0.2138,-13.3,1
3.325,1.59,3.544,1.709,0.315,0.1387,-14.05,1
3.606,1.59,2.806,1.636,0.3066,0.2273,-13.72,1
3.577,1.59,3.155,1.711,0.3166,0.1347,-13.53,1
3.151,1.6,3.509,1.689,0.3098,0.1465,-13.92,1
3.045,1.6,3.667,1.717,0.321,0.1325,-12.7,1
3.224,1.48,3.72,1.738,0.3191,0.09762,-13.62,1
3.491,1.48,3.485,1.709,0.3282,0.1635,-11.56,1
3.565,1.49,3.225,1.658,0.3229,0.2216,-10.94,1
4.153,1.49,2.498,1.647,0.3207,0.2337,-11.16,1
3.752,1.49,3.097,1.746,0.317,0.07152,-13.61,1
3.075,1.49,3.574,1.594,0.303,0.2517,-11.75,1
2.704,1.51,3.922,1.593,0.3148,0.2895,-10.37,1
3.331,1.52,3.32,1.676,0.3339,0.229,-10.12,1
3.367,1.52,3.277,1.633,0.3191,0.2508,-11.06,1
3.249,1.52,3.566,1.721,0.3326,0.1591,-11.34,1
3.299,1.51,3.407,1.706,0.3154,0.1377,-13.52,1
3.267,1.57,3.602,1.79,0.3374,0.0633,-11.94,1
3.479,1.57,3.414,1.724,0.3311,0.1558,-11.83,1
3.302,1.56,3.353,1.639,0.3078,0.2077,-12.57,1
3.215,1.54,3.602,1.677,0.3233,0.1898,-11.04,1
3.326,1.54,3.518,1.674,0.3294,0.2148,-10.42,1
3.493,1.59,3.401,1.7,0.3214,0.1555,-12.08,1
3.431,1.59,3.344,1.761,0.3311,0.1004,-12.68,1
3.668,1.6,3.119,1.685,0.3257,0.1957,-11.5,1
3.639,1.54,3.05,1.618,0.3065,0.2389,-12.57,1
3.591,1.54,3.057,1.673,0.3221,0.2133,-12.32,1
3.719,1.54,2.855,1.657,0.3199,0.2219,-11.75,1
4.03,1.55,2.687,1.655,0.3102,0.2014,-13.21,1
3.972,1.54,2.52,1.626,0.3102,0.2374,-12.25,1
4.01,1.49,2.295,1.576,0.3038,0.3009,-12.43,1
3.923,1.5,2.256,1.424,0.2905,0.4686,-10.61,1
3.782,1.51,2.14,1.47,0.2957,0.42,-10.85,1
3.9,1.47,1.904,1.212,0.274,0.6871,-7.897,1
3.859,1.48,1.874,1.208,0.2802,0.7037,-6.896,1
3.614,1.49,1.874,1.215,0.2555,0.6277,-10.16,1
3.538,1.45,1.947,0.9838,0.2145,0.7637,-10.08,1
2.6,1.47,1.961,0.8918,0.2218,0.8512,-5.851,1
2.816,1.49,2.054,0.8957,0.2037,0.809,-8.848,1
2.674,1.45,2.224,0.9125,0.2254,0.8486,-6.133,1
3.536,1.47,2.704,1.113,0.258,0.7464,-7.196,1
3.485,1.54,2.932,1.23,0.27,0.6556,-8.818,1
3.373,1.49,3.155,1.258,0.268,0.6215,-9.934,1
3.22,1.49,3.245,1.245,0.2783,0.6626,-8.173,1
2.971,1.51,3.519,1.374,0.2895,0.5338,-9.713,1
3.231,1.5,3.799,1.553,0.3087,0.3471,-11.28,1
3.455,1.5,3.883,1.614,0.3148,0.2755,-11.72,1
3.223,1.53,4.096,1.709,0.327,0.1546,-11.31,1
3.164,1.53,4.196,1.689,0.3307,0.2031,-10.92,1
3.077,1.54,4.283,1.723,0.3356,0.16,-10.74,1
2.429,1.73,4.359,1.646,0.3107,0.1958,-11.82,1
2.509,1.54,4.415,1.68,0.309,0.1361,-12.45,1
2.577,1.8,4.491,1.704,0.3003,0.07003,-14.01,1
2.354,1.48,4.494,1.713,0.2975,0.04786,-14.56,1
2.213,1.52,4.548,1.726,0.2907,0.008077,-16.03,1
2.051,1.73,4.553,1.718,0.2927,0.02307,-15.24,1
1.833,1.72,4.532,1.689,0.285,0.04522,-15.88,1
1.766,1.71,4.541,1.653,0.2884,0.1155,-14.89,1
1.891,1.51,4.528,1.621,0.2879,0.1638,-14.38,1
2.002,1.82,4.504,1.62,0.2937,0.1832,-13.44,1
2.347,1.55,4.47,1.582,0.2961,0.2491,-12.46,1
2.061,1.54,4.406,1.55,0.2929,0.2839,-12.05,1
2.31,1.8,4.406,1.522,0.2835,0.2968,-12.85,1
2.641,1.53,4.471,1.511,0.2785,0.2988,-13.45,1
2.84,1.56,4.428,1.501,0.275,0.3031,-13.79,1
2.667,1.56,4.401,1.52,0.2758,0.2757,-13.93,1
2.859,1.56,4.318,1.492,0.2826,0.3336,-12.03,1
2.998,1.54,4.306,1.498,0.2827,0.3204,-11.8,1
3.052,1.56,4.235,1.471,0.281,0.3498,-11.3,1
2.572,1.55,4.205,1.467,0.2717,0.3269,-12.45,1
2.869,1.55,4.136,1.476,0.2703,0.3055,-12.46,1
2.794,1.57,4.026,1.474,0.2798,0.3328,-10.75,1
2.943,1.53,3.982,1.449,0.2842,0.377,-9.235,1
2.881,1.54,4.009,1.469,0.2995,0.4021,-8.252,1
2.941,1.53,3.851,1.452,0.2939,0.4067,-8.403,1
3.05,1.54,3.771,1.452,0.2908,0.4015,-9.197,1
3.2,1.53,3.674,1.434,0.2972,0.4442,-7.87,1
3.144,1.48,3.691,1.419,0.3061,0.4931,-6.714,1
3.199,1.53,3.585,1.4,0.3144,0.5509,-6.153,1
3.267,1.52,3.674,1.396,0.3188,0.5705,-5.649,1
3.056,1.49,3.569,1.376,0.3064,0.555,-6.12,1
3.223,1.46,3.456,1.359,0.2953,0.5401,-6.829,1
3.425,1.51,3.41,1.356,0.3015,0.5711,-6.789,1
3.422,1.5,3.353,1.341,0.2994,0.5819,-6.493,1
3.395,1.49,3.266,1.343,0.31,0.6127,-5.546,1
3.216,1.54,3.256,1.266,0.2955,0.6666,-5.586,1
3.244,1.53,3.342,1.326,0.3057,0.6258,-6.038,1
3.555,1.52,3.24,1.272,0.2963,0.6707,-6.338,1
3.656,1.5,3.225,1.249,0.2994,0.7,-5.029,1
3.334,1.48,3.266,1.194,0.2832,0.7145,-5.417,1
3.217,1.47,3.231,1.197,0.2821,0.7043,-5.247,1
3.528,1.44,3.441,1.204,0.2813,0.6953,-5.579,1
3.378,1.42,3.252,1.267,0.2808,0.6122,-6.406,1
3.307,1.53,3.149,1.177,0.2833,0.7388,-5.396,1
3.421,1.51,3.094,1.175,0.281,0.7338,-5.561,1
2.86,1.5,2.989,1.006,0.2632,0.8643,-4.065,1
3.145,1.45,3.228,1.154,0.2819,0.7581,-4.834,1
3.126,1.45,3.066,1.091,0.2606,0.7625,-5.623,1
3.374,1.41,3.016,1.13,0.2693,0.7471,-5.602,1
3.192,1.4,3.075,1.064,0.2625,0.794,-4.668,1
3.111,1.42,3.041,1.036,0.2495,0.7836,-5.407,1
2.75,1.28,2.862,0.8036,0.2134,0.8841,-4.012,1
2.356,1.37,2.65,0.7614,0.2223,0.9412,-2.138,1
1.496,1.33,2.046,0.4584,0.1339,0.8034,-2.537,1
1.647,1.14,2.155,0.44,0.1238,0.7714,-2.975,1
1.454,1.19,1.757,0.4107,0.1258,0.7834,-1.782,1
1.782,1.4,1.824,0.5505,0.1767,0.9138,-0.9592,1
1.228,1.03,1.912,0.4081,0.1178,0.7548,-2.371,1
0.975,0.91,1.658,0.309,0.0725,0.6044,-6.647,1
1.843,1.35,1.854,0.6903,0.2095,0.9513,-1.893,1
1.668,1.35,1.977,0.4977,0.1589,0.874,-1.058,1
0.7232,1.58,0.4602,0.2324,0.0437,0.4793,-10.28,3
0.7006,1.58,0.5606,0.2723,0.04733,0.5046,-12.29,3
1.22,1.55,0.4846,0.3669,0.05582,0.5748,-29.52,3
1.089,1.54,0.4597,0.3337,0.05059,0.5488,-28.11,3
1.047,1.54,0.5137,0.3015,0.04672,0.5321,-27.43,3
0.866,1.54,0.4536,0.2588,0.03412,0.4685,-35.31,3
0.5475,1.66,0.6137,0.2993,0.03623,0.4787,-35.31,3
0.6525,1.66,0.5379,0.3141,0.04381,0.5028,-22.96,3
0.897,1.66,0.7358,0.312,0.05821,0.5507,-10.9,3
0.8577,1.66,0.8885,0.3342,0.06532,0.5834,-11.59,3
0.925,1.48,1.101,0.3268,0.06659,0.5904,-11.05,3
0.4725,1.62,0.5306,0.2423,0.02895,0.4346,-32.53,3
0.7051,1.63,0.6447,0.2606,0.0355,0.4734,-32.42,3
0.5599,1.62,0.4705,0.2179,0.02836,0.4256,-31.35,3
0.6942,1.59,0.4665,0.2338,0.04124,0.4703,-11.14,3
0.7716,1.59,0.5604,0.2717,0.04877,0.5133,-13.45,3
0.7707,1.59,0.6171,0.2511,0.0455,0.4941,-12.36,3
0.6036,1.57,0.3143,0.182,0.01643,0.3826,-119.1,3
0.5282,1.57,0.3787,0.2487,0.02495,0.4302,-59,3
0.7322,1.56,0.4868,0.2609,0.03535,0.4718,-32.06,3
0.7364,1.57,0.5451,0.2432,0.03602,0.466,-25.3,3
0.502,1.56,0.375,0.2306,0.02628,0.4204,-35.47,3
0.7017,1.53,0.5997,0.2417,0.04173,0.4748,-11.52,3
0.7384,1.53,0.5978,0.2463,0.04615,0.495,-11.52,3
0.656,1.52,0.5782,0.2273,0.04211,0.4705,-9.511,3
0.4689,1.51,0.4707,0.1973,0.02399,0.4022,-40.31,3
0.4393,1.5,0.3951,0.213,0.02669,0.414,-29.84,3
0.7705,1.5,0.5578,0.2502,0.03942,0.483,-23.13,3
0.6926,1.5,0.5144,0.2557,0.03993,0.485,-22.73,3
0.5569,1.65,0.4648,0.2532,0.034,0.4528,-21.87,3
0.4675,1.63,0.5212,0.253,0.0298,0.4383,-28.8,3
0.675,1.63,0.5774,0.2561,0.04582,0.494,-10.64,3
0.7942,1.62,0.7151,0.2441,0.05243,0.5158,-7.862,3
0.6991,1.61,0.6086,0.2421,0.04647,0.4932,-10.06,3
0.4883,1.61,0.5225,0.2325,0.03002,0.433,-26.08,3
0.4786,1.6,0.5076,0.2587,0.03407,0.4548,-22.86,3
0.7215,1.59,0.5092,0.2313,0.03843,0.4628,-15.8,3
0.8238,1.58,0.5386,0.2179,0.03743,0.4609,-18.51,3
0.6496,1.49,0.4783,0.2208,0.03373,0.4424,-19.66,3
0.459,1.48,0.536,0.1851,0.02751,0.4003,-20.32,3
0.572,1.49,0.4782,0.2099,0.03848,0.4494,-8.981,3
0.6708,1.32,0.5648,0.1985,0.04048,0.4542,-9.714,3
0.7308,1.48,0.5508,0.2283,0.04556,0.4877,-10.56,3
0.5047,1.61,0.7518,0.2268,0.03799,0.4589,-15.21,3
0.4652,1.59,0.4159,0.2204,0.02611,0.4172,-35.77,3
0.7613,1.58,0.5139,0.2255,0.03697,0.4605,-19.43,3
0.8488,1.47,0.7946,0.2109,0.04301,0.4741,-11.19,3
0.6734,1.61,0.8596,0.2297,0.04242,0.4727,-9.787,3
0.332,1.58,0.4425,0.22,0.02557,0.4095,-26.6,3
0.5512,1.58,0.5509,0.2481,0.03838,0.4654,-15.06,3
0.67,1.58,0.5199,0.2438,0.04447,0.4903,-13.32,3
0.7192,1.57,0.4738,0.2357,0.04286,0.4813,-13.32,3
0.6112,1.58,0.5311,0.2628,0.04022,0.4761,-15.05,3
0.4173,1.56,0.5139,0.2445,0.02863,0.4325,-31.17,3
0.6633,1.55,0.5544,0.2436,0.04035,0.4723,-14.35,3
0.7811,1.55,0.7268,0.2489,0.04674,0.499,-11.92,3
0.7099,1.55,0.7337,0.2651,0.04601,0.4972,-11.46,3
0.4116,1.68,0.5564,0.2329,0.02825,0.4249,-25.7,3
0.4604,1.68,0.5958,0.2254,0.03489,0.446,-16.78,3
0.7886,1.4,0.4742,0.2161,0.04075,0.4696,-13.97,3
0.8241,1.4,0.5242,0.2183,0.04358,0.4791,-11.61,3
0.5751,1.53,0.4981,0.2278,0.03647,0.4541,-16.83,3
0.4,1.54,0.6703,0.2273,0.02975,0.4295,-24.87,3
0.6175,1.55,0.7568,0.2262,0.04802,0.491,-6.795,3
0.8413,1.56,0.8946,0.243,0.05847,0.5344,-4.652,3
0.7874,1.58,1.03,0.2658,0.06045,0.5491,-6.062,3
0.4403,1.55,0.4935,0.2394,0.03155,0.4383,-20.75,3
0.461,1.57,0.6193,0.2511,0.03297,0.4552,-30.18,3
0.8356,1.58,0.6108,0.2641,0.05122,0.5177,-10.23,3
0.8515,1.56,0.5933,0.2467,0.04675,0.5029,-13.4,3
0.7015,1.56,0.5012,0.2299,0.03861,0.4657,-17.05,3
0.3587,1.57,0.6661,0.2515,0.0308,0.448,-35.3,3
0.5281,1.55,0.8106,0.2264,0.04292,0.4781,-12.27,3
0.8243,1.55,0.9267,0.2458,0.05649,0.529,-5.805,3
0.8163,1.59,0.9154,0.2424,0.05652,0.5293,-6.103,3
0.5573,1.59,1.017,0.2528,0.04665,0.5051,-14.45,3
0.387,1.57,0.5325,0.2464,0.02898,0.4376,-35.49,3
0.6376,1.58,0.6582,0.2474,0.04252,0.4842,-15.06,3
0.7802,1.46,0.64,0.2394,0.04837,0.5012,-9.866,3
0.6567,1.47,0.6775,0.2223,0.04179,0.4704,-11.63,3
0.3581,1.58,0.526,0.2269,0.02783,0.429,-36.67,3
0.549,1.58,0.8911,0.2336,0.04878,0.4995,-8.738,3
0.7231,1.48,0.8197,0.2231,0.05809,0.5254,-3.69,3
0.7998,1.62,0.8073,0.2539,0.05958,0.5441,-6.021,3
0.6178,1.62,0.9817,0.2519,0.04716,0.5094,-14.82,3
0.354,1.63,0.6863,0.2064,0.0283,0.4218,-30.32,3
0.509,1.63,0.6389,0.2273,0.03753,0.4584,-16.32,3
0.7197,1.49,0.7602,0.2112,0.04287,0.466,-7.617,3
0.7552,1.49,0.5598,0.1988,0.0362,0.4365,-10.77,3
0.4846,1.64,0.7475,0.2502,0.03335,0.4587,-31.42,3
0.4105,1.41,0.7105,0.1757,0.03782,0.4336,-9.526,3
0.7572,1.57,0.7732,0.2225,0.04973,0.4966,-6.625,3
0.592,1.56,0.6859,0.1857,0.04303,0.4541,-6.264,3
0.5599,1.55,0.6999,0.2265,0.04415,0.4807,-10.67,3
0.451,1.55,0.5579,0.2127,0.02835,0.4189,-25.37,3
0.5807,1.55,0.5599,0.2365,0.03794,0.4599,-14.05,3
0.6532,1.43,0.7761,0.2029,0.03738,0.4478,-13.58,3
0.3311,1.56,0.6293,0.1967,0.02417,0.401,-37.6,3
0.4878,1.58,0.881,0.2102,0.04052,0.468,-13.98,3
0.6868,1.42,0.9456,0.2022,0.05031,0.4894,-4.999,3
0.7109,1.3,0.8782,0.1761,0.04332,0.4497,-5.483,3
0.5971,1.59,0.9553,0.2189,0.04505,0.4821,-9.914,3
0.3146,1.62,0.8936,0.1963,0.02886,0.4246,-30.73,3
0.4517,1.59,0.4397,0.2103,0.02887,0.4228,-27.31,3
0.9136,1.6,0.5709,0.2537,0.0449,0.5028,-17.27,3
0.8025,1.6,0.51,0.2699,0.0418,0.4908,-20.36,3
0.5543,1.6,0.6186,0.2567,0.03471,0.4608,-26.38,3
0.5982,1.48,0.592,0.1889,0.03863,0.4436,-10.3,3
0.7508,1.48,0.5386,0.2102,0.04696,0.4805,-6.322,3
0.7168,1.48,0.6945,0.1918,0.04281,0.4586,-7.62,3
0.495,1.49,0.8391,0.1789,0.03358,0.4298,-16.92,3
0.707,1.51,0.4564,0.1974,0.04012,0.452,-9.64,3
0.8114,1.56,0.5884,0.2424,0.05156,0.5109,-7.505,3
0.6041,1.52,1.457,0.4126,0.06869,0.5999,-19.54,3
0.6948,1.7,1.608,0.4832,0.0751,0.6259,-27.3,3
1.177,1.66,1.693,0.5626,0.08212,0.6437,-35.63,3
1.285,1.72,1.169,0.4582,0.08381,0.6307,-12.63,3
0.8736,1.87,1.494,0.5233,0.08847,0.6198,-13.38,3
0.8884,1.78,1.633,0.5789,0.1002,0.6424,-14.6,3
0.878,1.79,1.754,0.5603,0.09493,0.6332,-15.43,3
0.4661,1.59,0.4514,0.2378,0.02625,0.4231,-37.55,3
0.6335,1.6,0.5531,0.2669,0.0407,0.4815,-17.94,3
0.6423,1.55,0.5696,0.2082,0.03583,0.4397,-11.68,3
0.581,1.46,0.6187,0.1886,0.0335,0.4227,-12.93,3
0.401,1.46,0.5358,0.1658,0.02464,0.3775,-21.02,3
0.6933,1.69,0.5646,0.2687,0.04045,0.4833,-20.1,3
0.4966,1.55,0.4533,0.1869,0.02061,0.3786,-39.95,3
0.6114,1.55,0.4099,0.2148,0.02619,0.4153,-34.43,3
0.5461,1.62,0.5408,0.2249,0.02994,0.4276,-21.74,3
0.4904,1.55,0.4195,0.2109,0.02299,0.4014,-41.87,3
0.8537,1.71,0.5608,0.2666,0.03861,0.4942,-32.36,3
0.6507,1.61,0.6456,0.2562,0.0376,0.4698,-21.4,3
1.591,2.49,0.8048,0.6477,0.06997,0.5158,-49.58,3
0.7243,2.53,1.292,0.575,0.06525,0.5232,-36.61,3
0.8785,2.53,0.9327,0.3202,0.04672,0.5082,-15.74,3
0.4049,2.55,0.5923,0.2711,0.02802,0.4366,-34.85,3
0.9426,2.57,1.023,0.503,0.05024,0.4941,-38.36,3
0.8539,2.57,0.8113,0.4715,0.04488,0.4829,-35.1,3
0.9671,2.58,0.4877,0.4863,0.04149,0.4726,-56.09,3
0.9326,2.62,0.6554,0.4773,0.04936,0.4959,-28.68,3
1.029,2.62,0.6655,0.442,0.04967,0.5096,-29.94,3
0.4571,1.54,0.5511,0.2335,0.02564,0.4165,-32.2,3
0.3597,1.64,0.5953,0.2475,0.02747,0.4314,-37.75,3
0.4259,1.64,0.6999,0.2766,0.03142,0.4574,-40.63,3
0.4669,1.64,0.5952,0.2682,0.02838,0.4365,-31.72,3
0.4598,1.65,0.5162,0.2689,0.03111,0.4459,-26.38,3
0.5176,1.65,0.6478,0.3011,0.04033,0.4862,-22.31,3
0.5028,1.66,0.7086,0.302,0.03915,0.4828,-24.59,3
0.466,1.58,0.535,0.2474,0.02845,0.4304,-26.92,3
0.3537,1.67,0.4782,0.2658,0.03012,0.443,-30.37,3
0.456,1.67,0.5241,0.2875,0.03409,0.4611,-26.56,3
0.555,1.66,1.243,0.3456,0.05564,0.5581,-21.5,3
0.5377,1.66,1.108,0.308,0.04865,0.5227,-19.49,3
0.6217,1.66,1.381,0.3284,0.05805,0.5599,-15.62,3
0.59,1.69,1.047,0.3003,0.04811,0.5157,-16.85,3
0.6858,1.69,1.25,0.3344,0.05538,0.5453,-15.93,3
0.5986,1.69,0.829,0.282,0.03719,0.4704,-21.11,3
0.8401,1.7,0.7421,0.3242,0.05653,0.5458,-12.78,3
1.18,1.59,0.8254,0.3324,0.06917,0.6002,-10.47,3
1.126,1.59,0.7955,0.3171,0.0628,0.5819,-13.08,3
1.079,1.6,1.025,0.3224,0.057,0.5547,-15.31,3
0.8185,1.53,0.6037,0.2508,0.04441,0.4899,-12.87,3
0.9203,1.6,0.6331,0.2901,0.05036,0.5282,-16.63,3
0.8309,1.71,0.6389,0.2963,0.04897,0.521,-17.16,3
0.5485,1.59,0.6464,0.2335,0.03064,0.4321,-18.82,3
0.5553,1.62,0.8245,0.2472,0.03975,0.472,-15.84,3
0.8276,1.63,0.5821,0.2755,0.04846,0.514,-14.52,3
0.5191,1.64,0.5371,0.2579,0.03285,0.4493,-22.73,3
0.5297,1.56,0.6052,0.2314,0.03022,0.431,-22.03,3
0.5999,1.65,0.7311,0.2848,0.04327,0.4983,-20.5,3
0.6509,1.66,0.7267,0.2977,0.04106,0.4966,-27.69,3
0.4352,1.57,0.6154,0.2439,0.0294,0.4326,-24.99,3
0.6193,1.59,0.7604,0.2614,0.03685,0.4674,-22.08,3
0.7431,1.69,0.6547,0.294,0.0391,0.4947,-33.82,3
0.5696,1.6,0.5356,0.2379,0.03268,0.4414,-18.49,3
0.6151,1.6,0.5819,0.2487,0.03522,0.4543,-17.7,3
0.599,1.7,0.7167,0.2866,0.03921,0.4808,-22.48,3
0.5754,1.61,0.7447,0.2865,0.03968,0.482,-21.42,3
0.4873,1.54,0.5485,0.2237,0.02888,0.4217,-18.07,3
0.4627,1.62,0.6269,0.2434,0.03511,0.4568,-22.27,3
0.6468,1.71,0.7093,0.2634,0.04083,0.4863,-20.82,3
0.6569,1.63,0.5503,0.2538,0.03734,0.4652,-18.73,3
0.5611,1.63,0.5801,0.2003,0.02907,0.4115,-16.26,3
0.5652,1.65,0.7515,0.2838,0.03858,0.4854,-28.87,3
0.4897,1.64,0.8771,0.2516,0.03493,0.4546,-19.11,3
0.4645,1.57,0.4598,0.2149,0.02752,0.4138,-21.78,3
0.4953,1.66,0.575,0.2709,0.03594,0.4672,-25.37,3
0.4965,1.66,0.6496,0.2816,0.03802,0.4766,-24.06,3
0.485,1.58,0.4575,0.2474,0.02763,0.4281,-30.02,3
0.6182,1.59,0.8315,0.2718,0.04126,0.4839,-17.33,3
0.6652,1.67,0.8639,0.3091,0.04536,0.5106,-22.54,3
0.6056,1.67,0.7466,0.2855,0.04179,0.4907,-20.36,3
0.5216,1.6,0.6595,0.2152,0.03226,0.4301,-14.88,3
0.5161,1.64,0.7846,0.2608,0.04053,0.4837,-20.23,3
0.6256,1.65,0.7764,0.2528,0.0402,0.4766,-17.09,3
0.5825,1.57,0.4887,0.225,0.03167,0.4345,-20.57,3
0.6172,1.58,0.723,0.2394,0.03777,0.4621,-16.38,3
0.593,1.67,0.8682,0.3127,0.04508,0.5157,-26.55,3
0.6408,1.59,0.7747,0.2575,0.03658,0.467,-23.27,3
0.5207,1.59,0.5807,0.2357,0.02937,0.4303,-25.22,3
0.4999,1.6,0.8987,0.2461,0.0437,0.49,-14.92,3
0.5135,1.63,0.7648,0.2126,0.03493,0.4439,-17.56,3
0.6186,1.54,0.3934,0.2002,0.02525,0.4033,-31.15,3
0.5394,1.58,0.6048,0.2002,0.0325,0.4244,-14.21,3
0.5737,1.59,0.7853,0.2552,0.03915,0.4723,-17.31,3
0.5815,1.59,0.6199,0.2315,0.03197,0.4359,-16.72,3
0.4708,1.59,0.5495,0.2367,0.03146,0.4379,-22.01,3
0.4709,1.68,0.8178,0.2479,0.04029,0.4762,-16.93,3
0.5309,1.5,0.4702,0.196,0.02519,0.3983,-26.65,3
0.5272,1.45,0.7626,0.184,0.03214,0.4135,-11.93,3
0.5316,1.56,0.7897,0.248,0.0381,0.4678,-18.58,3
0.5192,1.56,0.4408,0.2106,0.02595,0.4074,-26.14,3
0.4762,1.56,0.7053,0.2598,0.03585,0.4645,-24.1,3
0.4764,1.61,0.6194,0.2197,0.0321,0.4332,-18.5,3
0.5526,1.49,0.2897,0.1826,0.02204,0.3831,-37.04,3
0.5037,1.51,0.506,0.1841,0.02797,0.3995,-17.29,3
0.5824,1.66,0.7319,0.2488,0.03791,0.4648,-16.49,3
0.6779,1.53,0.3937,0.2215,0.02772,0.4244,-33.29,3
0.5425,1.53,0.8155,0.1946,0.03363,0.4246,-11.54,3
0.5039,1.62,1.019,0.2108,0.03933,0.46,-13.65,3
0.5207,1.6,0.5456,0.1893,0.02743,0.3999,-17.45,3
0.533,1.61,0.6711,0.2467,0.02814,0.4384,-42.67,3
0.5481,1.51,0.7165,0.1977,0.03579,0.4339,-10.26,3
0.6044,1.52,0.4178,0.2213,0.02994,0.4285,-24.51,3
0.5848,1.66,0.7838,0.2678,0.04126,0.4804,-13.58,3
1.599,1.22,0.9877,0.3466,0.09583,0.6828,-2.833,4
1.576,1.09,1.371,0.3581,0.09367,0.6772,-4.044,4
1.169,1.1,1.716,0.3925,0.1092,0.7306,-3.316,4
1.225,1.08,1.652,0.4272,0.1195,0.7623,-3.294,4
1.685,1.09,1.601,0.4553,0.1279,0.7837,-3.125,4
1.299,1.21,1.803,0.4875,0.1383,0.8126,-3.092,4
1.668,1.08,1.578,0.4624,0.1296,0.7885,-3.231,4
2.42,1.22,1.712,0.5867,0.1613,0.8546,-3.749,4
1.88,1.1,1.257,0.4778,0.133,0.7953,-3.28,4
1.383,1.1,2.439,0.4789,0.1166,0.7355,-5.057,4
1.702,1.22,1.92,0.5039,0.1447,0.8273,-2.811,4
1.28,1.09,1.767,0.4824,0.1325,0.7918,-3.454,4
1.988,1.21,1.709,0.4933,0.1383,0.8118,-3.345,4
1.784,1.1,1.62,0.4652,0.1285,0.7843,-3.484,4
2.406,1.23,1.677,0.6152,0.1658,0.8572,-4.177,4
2.486,1.08,1.579,0.5655,0.1511,0.8299,-4.273,4
1.665,1.22,1.78,0.4929,0.1392,0.8143,-3.205,4
2.016,1.08,1.497,0.4752,0.1301,0.788,-3.699,4
1.811,1.09,1.6,0.4671,0.1288,0.7852,-3.531,4
2.489,1.22,1.679,0.6152,0.1651,0.8552,-4.256,4
2.399,1.21,1.724,0.6015,0.1635,0.8564,-4.017,4
2.009,1.22,1.714,0.5,0.1401,0.816,-3.364,4
1.985,1.09,1.663,0.4812,0.1318,0.7943,-3.781,4
1.785,1.1,1.643,0.462,0.127,0.7817,-3.652,4
2.434,1.1,1.591,0.5789,0.1542,0.8327,-4.241,4
1.594,1.08,2.297,0.5725,0.1523,0.8302,-4.304,4
2.324,1.22,1.67,0.5954,0.1618,0.8526,-3.974,4
1.768,1.09,1.589,0.4697,0.1301,0.7869,-3.306,4
1.778,1.09,1.607,0.4624,0.1288,0.7845,-3.207,4
2.415,1.22,1.656,0.6246,0.1686,0.861,-4.112,4
1.894,1.12,1.604,0.4694,0.1301,0.7884,-3.409,4
1.565,1.08,1.587,0.4599,0.1274,0.7816,-3.396,4
2.432,1.08,1.582,0.5575,0.1494,0.828,-4.223,4
1.465,1.12,1.627,0.4669,0.1285,0.7848,-3.591,4
1.886,1.09,1.792,0.4884,0.1337,0.7993,-3.831,4
1.751,1.21,2.083,0.5825,0.1607,0.8548,-3.699,4
1.875,1.08,1.574,0.4667,0.1298,0.7874,-3.273,4
1.802,1.09,1.643,0.4785,0.1328,0.7954,-3.389,4
2.2,1.22,1.856,0.6047,0.165,0.8586,-3.892,4
1.848,1.09,1.93,0.4805,0.1306,0.7929,-4.041,4
1.917,1.09,1.561,0.4628,0.1292,0.7858,-3.205,4
2.371,1.22,1.65,0.6063,0.1645,0.8585,-4.075,4
1.618,1.21,2.372,0.5718,0.1565,0.8444,-3.787,4
2.23,1.21,1.729,0.58,0.1589,0.8501,-3.818,4
1.695,1.22,2.505,0.6106,0.1643,0.8552,-4.207,4
2.523,1.09,1.689,0.6045,0.1598,0.8417,-4.511,4
1.662,1.1,1.584,0.466,0.1287,0.7849,-3.482,4
1.531,1.08,1.997,0.4669,0.1291,0.7855,-3.432,4
1.518,1.08,1.593,0.4662,0.1296,0.7878,-3.356,4
1.588,1.1,2.527,0.6001,0.1571,0.8343,-4.65,4
1.635,1.09,1.922,0.4481,0.1209,0.7652,-4.073,4
2.054,1.22,1.839,0.5975,0.1641,0.859,-3.776,4
1.906,1.08,1.56,0.4605,0.1273,0.7807,-3.395,4
1.924,1.1,1.609,0.4707,0.1296,0.7872,-3.547,4
