Length, Height, Width, Sum, Omnivariance, Eigenentropy, Anisotropy, Class
1.576,1.27,2.045,0.5725,0.1659,0.8736,-2.755,1
1.774,1.3,1.38,0.5774,0.1703,0.8859,-2.456,1
1.671,1.29,2.046,0.596,0.1761,0.8939,-2.324,1
2.118,1.29,1.783,0.585,0.1738,0.8944,-2.333,1
1.732,1.27,1.48,0.5774,0.1702,0.8847,-2.439,1
1.586,1.29,1.525,0.5665,0.1691,0.8866,-2.252,1
1.485,1.28,1.905,0.621,0.179,0.894,-2.838,1
1.739,1.27,1.551,0.5748,0.1703,0.8867,-2.373,1
1.496,1.27,1.697,0.606,0.1781,0.8964,-2.445,1
2.052,1.27,1.622,0.5838,0.168,0.8747,-2.835,1
1.435,1.29,1.624,0.5713,0.1704,0.8884,-2.247,1
1.992,1.27,1.705,0.5733,0.1662,0.8742,-2.742,1
1.504,1.14,1.913,0.5738,0.169,0.882,-2.429,1
1.967,1.28,1.53,0.5957,0.169,0.8721,-3.052,1
1.629,1.28,2.043,0.5866,0.167,0.8708,-3.046,1
1.703,1.28,1.857,0.5678,0.1694,0.8867,-2.245,1
1.959,1.28,1.669,0.6024,0.1761,0.8926,-2.562,1
1.712,1.3,1.987,0.5812,0.1703,0.8841,-2.546,1
2.066,1.29,1.568,0.5952,0.1724,0.8818,-2.634,1
1.584,1.28,2.039,0.6115,0.178,0.8931,-2.594,1
1.55,1.29,1.55,0.564,0.1681,0.8851,-2.284,1
1.735,1.29,1.92,0.5656,0.1688,0.8867,-2.255,1
1.907,1.29,1.515,0.5913,0.1717,0.8821,-2.618,1
1.961,1.29,1.715,0.5755,0.1718,0.8915,-2.238,1
1.654,1.29,1.744,0.5695,0.1696,0.8864,-2.274,1
1.533,1.29,2.007,0.5918,0.1726,0.885,-2.562,1
1.626,1.27,1.829,0.5939,0.1751,0.8924,-2.41,1
2.075,1.27,1.7,0.6012,0.1681,0.8681,-3.368,1
1.537,1.29,2.317,0.6513,0.1848,0.8969,-3.105,1
1.884,1.28,1.56,0.5849,0.1667,0.8719,-3.067,1
1.623,1.14,2.115,0.56,0.1673,0.8819,-2.208,1
2.181,4.63,3.652,4.502,0.5676,-5.017,-26.4,1
1.633,1.29,2.568,0.6502,0.1846,0.8948,-3.001,1
1.849,1.3,1.69,0.5851,0.1709,0.8836,-2.594,1
1.993,1.29,1.685,0.5971,0.1703,0.8754,-2.947,1
2.067,1.3,1.554,0.612,0.18,0.9002,-2.447,1
1.45,1.27,1.891,0.5683,0.1611,0.8627,-3.207,1
2.065,1.27,1.737,0.6091,0.1773,0.8914,-2.557,1
1.7,1.28,1.383,0.5722,0.1685,0.8816,-2.452,1
1.698,1.27,2.055,0.5781,0.1617,0.8625,-3.503,1
1.679,1.27,1.967,0.5662,0.1678,0.8824,-2.372,1
2.137,1.14,1.654,0.5677,0.1662,0.8765,-2.565,1
2,1.14,1.533,0.5662,0.168,0.8823,-2.336,1
1.91,1.29,1.715,0.5707,0.1689,0.8846,-2.407,1
1.62,1.28,1.774,0.5817,0.1712,0.8864,-2.476,1
1.748,1.28,1.387,0.5718,0.1692,0.8851,-2.402,1
2.068,1.27,1.622,0.576,0.1691,0.8818,-2.512,1
2.217,1.3,1.658,0.6152,0.18,0.8992,-2.56,1
1.777,1.3,1.648,0.5887,0.1728,0.8891,-2.522,1
1.697,1.28,1.617,0.5651,0.1669,0.8817,-2.461,1
1.692,1.28,2.645,0.6607,0.1864,0.8971,-3.208,1
1.614,1.28,1.612,0.5972,0.1671,0.8663,-3.323,1
1.822,1.28,1.41,0.5543,0.1661,0.8821,-2.188,1
1.904,1.27,1.597,0.5746,0.1703,0.8868,-2.358,1
1.897,1.14,1.571,0.5795,0.171,0.8849,-2.359,1
1.557,1.28,1.977,0.5867,0.1664,0.8699,-3.142,1
2.027,1.29,1.703,0.5898,0.1731,0.8895,-2.528,1
1.648,1.3,1.949,0.5889,0.1737,0.8909,-2.423,1
1.508,1.28,1.63,0.5742,0.1696,0.8852,-2.424,1
1.915,1.29,1.654,0.5999,0.1749,0.8892,-2.581,1
1.972,1.27,1.584,0.5879,0.1663,0.8724,-3.274,1
1.564,1.28,1.926,0.5928,0.1655,0.8639,-3.405,1
2.011,1.28,1.571,0.6036,0.1707,0.8747,-3.13,1
1.654,1.28,2.003,0.6268,0.1798,0.8936,-2.913,1
1.897,1.27,1.58,0.5711,0.1691,0.885,-2.385,1
1.802,1.3,1.656,0.5709,0.1692,0.8857,-2.374,1
1.932,1.14,1.518,0.5726,0.1701,0.8863,-2.306,1
1.468,1.28,1.762,0.5951,0.1713,0.8788,-2.742,1
1.835,1.27,1.575,0.5775,0.1666,0.877,-2.897,1
1.655,1.29,1.961,0.5653,0.169,0.8859,-2.213,1
1.714,1.27,2.104,0.5883,0.1663,0.869,-3.198,1
1.633,1.27,1.856,0.5734,0.168,0.8799,-2.562,1
1.746,1.14,1.677,0.5774,0.1722,0.8924,-2.263,1
1.689,1.27,1.388,0.5666,0.1676,0.8822,-2.407,1
1.593,1.27,2.016,0.5856,0.1665,0.8722,-3.147,1
1.611,1.29,1.837,0.5856,0.1742,0.8949,-2.308,1
1.631,1.27,2.063,0.5722,0.1662,0.8745,-2.698,1
1.382,1.3,1.745,0.5784,0.1706,0.8865,-2.444,1
1.5,1.27,1.826,0.5855,0.1629,0.8607,-3.539,1
1.938,1.28,1.703,0.6024,0.1763,0.8921,-2.508,1
1.705,1.27,1.958,0.6,0.1757,0.8916,-2.518,1
1.649,1.32,2.021,0.6238,0.186,0.9127,-2.19,1
1.681,1.3,1.988,0.6002,0.1753,0.8894,-2.513,1
1.665,1.29,1.593,0.6044,0.1748,0.8891,-2.799,1
1.691,1.32,2.103,0.6218,0.1867,0.9155,-2.051,1
1.934,1.28,1.54,0.6073,0.1759,0.8881,-2.642,1
1.918,1.27,1.58,0.5897,0.1662,0.8697,-3.311,1
2.092,1.14,1.613,0.5761,0.1699,0.8838,-2.413,1
2.049,1.29,1.711,0.637,0.1829,0.8954,-2.781,1
1.8,1.29,1.556,0.611,0.1786,0.8946,-2.475,1
1.896,1.12,1.54,0.5493,0.1646,0.8799,-2.191,1
1.428,1.27,1.618,0.5598,0.1662,0.8808,-2.36,1
1.725,1.27,1.623,0.5631,0.1666,0.88,-2.411,1
1.761,1.3,1.61,0.5929,0.1749,0.8925,-2.387,1
1.451,1.27,1.805,0.6016,0.1748,0.8885,-2.65,1
1.496,1.28,1.889,0.6055,0.1769,0.8924,-2.531,1
1.56,1.27,1.646,0.599,0.1758,0.8918,-2.45,1
1.803,1.27,2.097,0.599,0.1743,0.8892,-2.667,1
1.992,1.29,1.532,0.5855,0.1709,0.8825,-2.566,1
2.133,1.14,1.626,0.5771,0.1683,0.8779,-2.591,1
1.54,1.29,1.898,0.575,0.171,0.8881,-2.285,1
2.087,1.29,1.62,0.5864,0.1715,0.8837,-2.504,1
1.652,1.14,2.128,0.5647,0.1667,0.8792,-2.428,1
1.534,1.14,1.993,0.5785,0.1703,0.8835,-2.41,1
1.496,1.14,1.943,0.5577,0.1646,0.8765,-2.455,1
1.754,1.12,1.917,0.5511,0.1648,0.88,-2.236,1
1.632,1.14,1.771,0.5583,0.1659,0.8779,-2.272,1
1.578,1.29,1.513,0.5689,0.1701,0.8881,-2.204,1
1.392,1.3,1.735,0.6005,0.1765,0.8944,-2.467,1
1.919,1.28,1.657,0.5771,0.17,0.8847,-2.461,1
1.748,1.27,1.581,0.5872,0.1658,0.8692,-3.269,1
2.061,1.14,1.565,0.576,0.1683,0.8784,-2.563,1
2.039,1.14,1.82,0.6269,0.1815,0.8997,-2.772,1
1.696,1.28,1.903,0.5706,0.1687,0.8837,-2.42,1
1.549,1.29,2.015,0.612,0.1797,0.8967,-2.364,1
2.031,1.28,1.625,0.5918,0.1739,0.8897,-2.463,1
2.034,1.27,1.584,0.5767,0.1721,0.89,-2.195,1
1.656,1.27,2.11,0.5874,0.1732,0.8891,-2.399,1
1.7,1.27,1.981,0.5656,0.1683,0.8845,-2.297,1
1.554,1.14,1.922,0.5771,0.172,0.8921,-2.278,1
1.585,1.28,1.508,0.5696,0.1688,0.885,-2.392,1
1.853,1.27,1.408,0.6094,0.1776,0.895,-2.636,1
1.559,1.14,1.703,0.557,0.1662,0.8808,-2.248,1
2.232,1.27,1.491,0.6544,0.1841,0.8941,-3.284,1
1.441,1.29,2.351,0.6145,0.1787,0.8942,-2.612,1
1.649,1.28,1.774,0.5853,0.1741,0.8957,-2.32,1
1.503,1.3,1.56,0.5465,0.1637,0.8811,-2.11,1
1.516,1.3,1.373,0.5232,0.1405,0.8301,-4.113,1
1.469,0.97,2.431,0.6641,0.1557,0.8233,-8.24,1
1.597,1.57,2.472,0.7566,0.1803,0.8399,-7.577,1
1.898,1.31,2.645,0.8272,0.1835,0.7725,-8.314,1
2.714,1.31,3.067,1.249,0.2378,0.5137,-12.58,1
2.588,1.29,3.297,1.426,0.2423,0.3,-17,1
2.199,1.46,2.955,1.207,0.27,0.7076,-9.134,1
1.675,1.44,2.654,0.8403,0.188,0.8014,-9.299,1
1.674,1.62,2.427,0.7935,0.1869,0.8211,-7.361,1
4.002,1.6,3.117,1.958,0.3157,-0.2872,-17.8,1
3.467,1.5,3.678,1.902,0.3622,-0.03301,-11.77,1
2.984,1.58,3.263,1.581,0.3201,0.3612,-11.39,1
3.596,1.52,3.743,2.072,0.3488,-0.3961,-14.12,1
3.616,1.64,3.771,2.084,0.3427,-0.4413,-14.65,1
3.666,1.66,3.754,1.984,0.3682,-0.1707,-11.35,1
3.665,1.65,3.619,2.041,0.3779,-0.2172,-12.66,1
3.697,1.66,3.625,2.109,0.3881,-0.2941,-13.21,1
3.777,1.55,3.598,1.979,0.3482,-0.2318,-12.97,1
3.902,1.7,3.557,2.089,0.3415,-0.4582,-14.56,1
3.631,1.7,3.78,2.278,0.3709,-0.7036,-14.54,1
3.579,1.66,3.849,2.225,0.3853,-0.5309,-14.26,1
3.819,1.76,3.67,2.059,0.3712,-0.267,-13.74,1
3.831,1.75,3.656,2.207,0.3813,-0.5219,-13.66,1
3.669,1.75,3.868,2.215,0.3672,-0.5885,-14.82,1
3.613,1.79,3.769,2.251,0.4059,-0.523,-11.91,1
3.744,1.76,3.735,2.136,0.369,-0.4265,-14.31,1
3.704,1.82,3.81,2.117,0.3715,-0.3858,-13.66,1
3.785,1.82,3.865,2.209,0.4022,-0.4479,-12.33,1
3.748,1.8,3.726,2.186,0.3757,-0.4844,-15.01,1
3.83,1.85,3.85,2.202,0.4035,-0.4316,-12.01,1
3.911,1.82,3.705,2.288,0.4055,-0.5709,-13.93,1
3.976,1.87,3.747,2.332,0.3877,-0.7316,-15.1,1
3.756,1.69,3.878,2.226,0.3753,-0.5774,-14.52,1
3.827,1.75,3.868,2.294,0.4074,-0.5672,-14.28,1
3.915,1.71,3.851,2.34,0.4049,-0.6543,-15.55,1
3.918,1.77,3.736,2.351,0.4103,-0.6688,-14.58,1
3.894,1.75,3.794,2.233,0.3515,-0.6897,-15.35,1
3.741,1.77,3.89,2.277,0.3938,-0.6119,-13.33,1
3.803,1.78,3.831,2.312,0.3806,-0.7267,-14.65,1
3.785,1.81,3.933,2.334,0.4016,-0.6925,-13.42,1
3.934,1.83,3.834,2.312,0.4004,-0.6556,-13.29,1
4.004,1.76,3.771,2.314,0.3843,-0.7217,-14.16,1
3.788,1.75,3.937,2.268,0.3719,-0.6588,-16.06,1
3.798,1.8,3.965,2.261,0.4003,-0.5559,-12.86,1
3.941,1.81,3.77,2.266,0.3846,-0.6177,-14.37,1
3.918,1.83,3.805,2.255,0.3761,-0.6311,-14.61,1
3.82,1.82,3.859,2.202,0.3615,-0.5893,-14.8,1
3.796,1.84,3.966,2.283,0.3671,-0.7243,-15.16,1
3.899,1.86,3.897,2.244,0.3692,-0.6381,-14.86,1
3.923,1.86,3.872,2.233,0.3679,-0.6296,-14.17,1
3.891,1.81,3.858,2.226,0.3613,-0.6326,-15.33,1
3.901,1.83,3.854,2.215,0.3524,-0.6435,-16.04,1
3.89,1.84,3.823,2.216,0.3491,-0.655,-16.46,1
3.881,1.81,3.813,2.164,0.3303,-0.62,-18.21,1
3.911,1.86,3.9,2.175,0.334,-0.632,-17.53,1
3.826,1.84,3.859,2.192,0.3265,-0.6834,-19.44,1
3.939,1.87,3.84,2.177,0.3229,-0.666,-19.85,1
4.086,1.89,3.834,2.152,0.3138,-0.6546,-20.36,1
3.863,1.89,3.889,2.16,0.3113,-0.6707,-21.52,1
3.813,1.88,3.892,2.131,0.2979,-0.6597,-23.5,1
3.895,1.91,4.02,2.114,0.2994,-0.6308,-22.13,1
3.746,1.91,3.971,2.094,0.3026,-0.5869,-20.9,1
3.809,1.87,3.899,2.089,0.2944,-0.6008,-22.85,1
3.761,1.87,3.914,2.085,0.2918,-0.5967,-23.68,1
3.872,1.88,3.967,2.081,0.2908,-0.5964,-23.38,1
3.898,1.88,4.175,2.069,0.2843,-0.5936,-24.84,1
3.732,1.89,4.005,2.072,0.2884,-0.5882,-23.72,1
3.736,1.88,3.99,2.045,0.2751,-0.5745,-26.92,1
3.772,1.9,4.24,2.056,0.2857,-0.5683,-24.02,1
3.415,1.9,4.247,2.07,0.2856,-0.5938,-24.23,1
3.511,1.9,4.22,2.072,0.2933,-0.574,-22.71,1
3.821,1.91,3.888,2.063,0.2897,-0.5651,-23.63,1
3.757,1.9,4.088,2.055,0.279,-0.5781,-26.59,1
3.698,1.92,4.091,2.055,0.2828,-0.5662,-25.57,1
3.778,1.93,3.965,2.041,0.2761,-0.5607,-27.1,1
3.617,1.87,4.125,2.034,0.2677,-0.5743,-29.08,1
3.552,1.88,4.159,2.028,0.2711,-0.5522,-28.1,1
3.618,1.88,4.317,2.02,0.2634,-0.5544,-30.88,1
3.735,1.92,4.229,2.007,0.2692,-0.5124,-29.05,1
3.452,1.86,4.293,1.971,0.2565,-0.4846,-32.06,1
3.579,1.89,4.298,1.965,0.2591,-0.4735,-30.33,1
3.633,1.9,4.158,1.975,0.2534,-0.5117,-32.07,1
3.708,1.84,4.185,1.964,0.2262,-0.5643,-43.51,1
3.501,1.85,4.325,1.957,0.2243,-0.5589,-44.03,1
3.408,1.82,4.387,1.961,0.2217,-0.5677,-46.38,1
4.036,1.84,4.478,1.951,0.2415,-0.5084,-35,1
4.248,1.85,4.321,1.967,0.2502,-0.5077,-32.8,1
3.371,1.85,4.224,1.94,0.2273,-0.5126,-43.17,1
3.389,1.85,4.329,1.965,0.2244,-0.5592,-46.57,1
3.269,1.86,4.381,1.93,0.2114,-0.5299,-53.14,1
3.569,1.86,4.349,1.934,0.217,-0.5187,-50.49,1
3.128,1.86,4.454,1.901,0.2063,-0.4924,-55.51,1
4.283,1.83,4.367,1.931,0.2465,-0.4474,-34.06,1
3.454,1.84,4.082,1.89,0.2126,-0.4532,-51.34,1
3.41,1.81,4.123,1.865,0.201,-0.4294,-60.32,1
3.534,1.82,4.092,1.869,0.2181,-0.4075,-46.35,1
3.395,1.83,4.144,1.866,0.1999,-0.4396,-60.05,1
4.077,1.86,4.174,1.888,0.2348,-0.3976,-38.44,1
4.059,1.83,4.255,1.879,0.2259,-0.4058,-42.16,1
4.096,1.84,3.953,1.846,0.2321,-0.3382,-37.58,1
3.338,1.8,3.967,1.8,0.1657,-0.3943,-98.05,1
3.931,1.81,4.107,1.829,0.2042,-0.3688,-54.64,1
3.983,1.83,4.367,1.845,0.2113,-0.3814,-50,1
3.742,1.83,3.957,1.827,0.2031,-0.3718,-54.74,1
3.226,1.84,4.014,1.847,0.2408,-0.3127,-34.37,1
3.209,1.84,4.014,1.834,0.2116,-0.3617,-49.23,1
3.143,1.84,4.266,1.847,0.2166,-0.3661,-47.49,1
3.608,1.84,4.531,1.878,0.2417,-0.3571,-35.67,1
3.622,1.85,4.605,1.901,0.2764,-0.307,-24.31,1
3.084,1.84,4.678,1.909,0.2944,-0.27,-20.32,1
2.946,1.8,4.752,1.933,0.3007,-0.2941,-19.51,1
2.609,1.84,4.852,1.973,0.3136,-0.3298,-17.51,1
2.219,1.84,4.878,2.009,0.3057,-0.4208,-19.21,1
1.949,1.85,4.946,2.04,0.347,-0.354,-13.01,1
1.832,1.9,4.908,2.08,0.3531,-0.4048,-12.82,1
1.782,1.89,4.953,2.061,0.3401,-0.4125,-14.22,1
1.878,1.89,4.998,2.064,0.3533,-0.3836,-11.77,1
2.023,1.86,4.99,2.058,0.3706,-0.3156,-9.457,1
2.157,1.86,4.995,2.031,0.3817,-0.2279,-8.738,1
2.319,1.85,4.723,1.942,0.37,-0.1129,-8.254,1
2.741,1.83,4.671,1.895,0.3752,-0.01114,-8.076,1
3.286,1.82,4.476,1.87,0.379,0.04804,-8.006,1
3.721,1.82,4.135,1.773,0.3755,0.1943,-6.757,1
3.997,1.81,3.937,1.681,0.3769,0.3492,-5.979,1
4.167,1.82,3.751,1.556,0.3739,0.5322,-4.854,1
4.27,1.79,3.404,1.442,0.3501,0.6187,-4.89,1
3.882,1.78,2.824,1.279,0.3396,0.8008,-3.352,1
3.953,1.88,2.491,1.143,0.3289,0.9327,-2.375,1
2.64,1.84,2.081,0.7169,0.2203,0.9745,-1.707,1
2.285,1.84,1.998,0.6511,0.2,0.9492,-1.519,1
2.277,1.83,2.175,0.6587,0.2047,0.9583,-1.396,1
2.682,1.82,2.388,0.7299,0.2277,0.9887,-1.412,1
4.308,1.9,2.97,1.055,0.3115,0.9741,-2.131,1
3.922,1.86,3.396,1.305,0.3608,0.8418,-2.906,1
3.89,1.79,3.262,1.393,0.3505,0.6883,-4.364,1
3.87,1.82,3.468,1.388,0.3653,0.7431,-3.214,1
3.578,1.87,3.686,1.533,0.3732,0.5632,-4.563,1
3.746,1.85,3.701,1.593,0.3748,0.4805,-5.21,1
3.623,1.85,4.012,1.527,0.3801,0.5968,-4.248,1
3.406,1.77,4.046,1.634,0.3713,0.4043,-5.87,1
3.36,1.72,4.017,1.663,0.378,0.3853,-5.998,1
3.479,1.77,4.049,1.697,0.3764,0.3227,-6.159,1
3.306,1.87,4.133,1.689,0.3819,0.3554,-5.877,1
3.341,1.87,4.211,1.719,0.3896,0.3316,-5.536,1
3.311,1.88,4.353,1.7,0.3819,0.3344,-5.669,1
3.11,1.81,4.211,1.73,0.3907,0.3173,-5.545,1
3.12,1.81,4.175,1.731,0.3972,0.3408,-5.43,1
2.941,1.76,4.368,1.684,0.3863,0.3783,-5.62,1
3.025,1.76,4.317,1.65,0.3811,0.4167,-5.743,1
3.1,1.72,4.442,1.787,0.3944,0.2389,-6.123,1
2.881,1.74,4.335,1.752,0.389,0.2781,-6.056,1
2.879,1.74,4.439,1.802,0.3934,0.2096,-6.087,1
2.822,1.68,4.422,1.728,0.3676,0.2412,-6.918,1
3.085,1.7,4.448,1.837,0.3885,0.1388,-7.224,1
3.107,1.85,4.356,1.727,0.3854,0.3044,-5.743,1
3.068,1.78,4.369,1.681,0.3735,0.3403,-6.39,1
2.55,1.78,3.964,1.565,0.3839,0.5534,-4.382,1
2.556,1.78,3.925,1.513,0.366,0.5741,-5.172,1
2.51,1.79,3.858,1.399,0.3411,0.6434,-4.415,1
2.453,1.74,4.009,1.443,0.3449,0.6067,-5.665,1
3.119,1.57,4.352,1.616,0.3772,0.4573,-5.662,1
3.116,1.75,4.358,1.713,0.3734,0.3055,-7.747,1
2.473,1.75,3.907,1.481,0.3358,0.518,-6.549,1
2.973,1.64,4.361,1.685,0.3722,0.3413,-7.245,1
3.083,1.72,4.276,1.576,0.3661,0.4872,-6.231,1
3.404,1.71,4.149,1.53,0.3742,0.5741,-4.662,1
1.872,1.52,2.711,0.7764,0.2367,0.983,-1.845,1
2.492,1.73,4.094,1.397,0.3619,0.7215,-3.817,1
2.411,1.66,4.031,1.491,0.3597,0.5836,-5.179,1
2.623,1.66,3.673,1.358,0.3368,0.6897,-4.597,1
1.888,1.47,3.127,0.9545,0.258,0.899,-3.592,1
2.65,1.65,3.672,1.282,0.3385,0.7938,-3.509,1
1.654,1.66,2.639,0.7633,0.2394,0.9992,-1.352,1
1.496,1.24,1.934,0.5284,0.1026,0.7547,-16.95,1
1.511,1.26,1.78,0.5006,0.09619,0.7344,-17.81,1
1.561,1.31,2.539,0.6299,0.1749,0.877,-3.527,1
1.52,1.3,2.101,0.5365,0.1324,0.8049,-6.722,1
1.449,1.33,1.793,0.5085,0.1116,0.7642,-10.88,1
1.535,1.36,1.858,0.5433,0.1461,0.8347,-4.431,1
1.68,1.87,2.315,0.7531,0.2406,1.012,-0.9601,1
1.339,1.41,2.055,0.4981,0.1139,0.743,-8.644,1
3.177,1.12,3.119,1.549,0.2425,0.1163,-19.69,1
3.09,0.96,3.194,1.38,0.2319,0.3468,-18.96,1
1.653,0.7,2.169,0.5564,0.1147,0.7648,-13.83,1
3.599,1.14,2.929,1.656,0.2396,-0.03194,-25.73,1
3.223,0.85,3.575,1.768,0.2264,-0.2523,-33.56,1
2.154,1,2.296,0.6416,0.1423,0.7814,-9.598,1
2.075,1,2.608,0.6898,0.1444,0.7603,-11.45,1
2.674,1.25,2.431,0.9314,0.2013,0.7884,-11.06,1
3.567,1.26,2.961,1.773,0.2888,-0.05948,-18.47,1
3.285,1.34,3.19,1.8,0.2935,-0.1244,-15.05,1
3.7,1.33,3.259,1.934,0.2875,-0.3591,-19.89,1
3.592,1.3,3.37,2.023,0.3025,-0.4459,-21.08,1
3.374,1.29,3.266,1.768,0.2703,-0.1195,-21.12,1
3.48,1.39,3.35,1.769,0.2902,-0.07101,-16.28,1
3.505,1.37,3.294,1.804,0.2829,-0.1414,-19.17,1
3.328,1.41,3.3,1.865,0.2842,-0.2395,-20.23,1
3.546,1.27,3.244,1.749,0.2791,-0.0334,-21,1
3.546,1.27,3.135,1.75,0.2527,-0.1951,-18.17,1
3.252,1.26,3.379,1.771,0.2552,-0.2157,-19.11,1
3.318,1.37,3.487,1.825,0.3044,-0.1,-16.7,1
3.516,1.36,3.299,1.762,0.2954,-0.02891,-16.63,1
3.693,1.4,3.259,1.791,0.2896,-0.1188,-15.99,1
3.492,1.4,3.334,1.918,0.3024,-0.2624,-18.97,1
3.472,1.4,3.33,1.87,0.3144,-0.1554,-15.27,1
3.585,1.38,3.359,1.876,0.2962,-0.2008,-19.87,1
3.691,1.43,3.277,1.884,0.3097,-0.184,-16.94,1
3.649,1.53,3.295,1.91,0.2864,-0.3177,-20.03,1
3.591,1.62,3.423,1.837,0.292,-0.1847,-16.71,1
3.567,1.35,3.499,1.795,0.2841,-0.1224,-18.77,1
3.596,1.64,3.345,1.838,0.3073,-0.1244,-15.64,1
3.664,1.42,3.355,1.796,0.3066,-0.06399,-14.31,1
3.633,1.35,3.365,1.895,0.3098,-0.2136,-16.15,1
3.628,1.36,3.303,1.838,0.2975,-0.136,-18.67,1
3.665,1.38,3.364,1.857,0.2949,-0.2074,-16.79,1
3.622,1.4,3.247,1.808,0.2866,-0.1422,-18.16,1
3.685,1.42,3.252,1.837,0.2887,-0.2053,-16.18,1
3.775,1.44,3.295,1.852,0.2892,-0.2252,-16.8,1
3.802,1.63,3.404,1.869,0.2912,-0.2529,-16.07,1
3.721,1.37,3.335,1.796,0.2739,-0.1816,-18.29,1
3.657,1.46,3.336,1.855,0.2823,-0.2511,-18.01,1
3.714,1.47,3.323,1.817,0.2777,-0.2073,-17.42,1
3.674,1.79,3.383,1.807,0.2801,-0.1849,-16.6,1
3.703,1.44,3.306,1.795,0.2895,-0.1335,-15.14,1
3.65,1.71,3.312,1.746,0.2751,-0.09973,-16.61,1
3.725,1.82,3.234,1.803,0.2917,-0.1441,-14.23,1
3.776,1.62,3.295,1.733,0.2685,-0.1018,-17.19,1
3.756,1.41,3.305,1.768,0.2772,-0.1387,-15.22,1
3.79,1.44,3.334,1.768,0.2685,-0.1637,-17.05,1
3.78,1.45,3.37,1.815,0.2717,-0.2363,-16.73,1
3.846,1.42,3.317,1.829,0.2731,-0.2523,-17.24,1
3.744,1.41,3.428,1.743,0.2574,-0.1673,-17.43,1
3.714,1.42,3.409,1.765,0.2696,-0.1606,-15.95,1
4.233,1.42,3.245,1.746,0.2585,-0.1618,-18.26,1
3.757,1.4,3.379,1.728,0.2519,-0.1506,-19.89,1
3.728,1.35,3.384,1.712,0.2585,-0.1123,-16.83,1
3.712,1.39,3.371,1.711,0.2594,-0.1066,-16.71,1
3.759,1.41,3.38,1.755,0.2612,-0.1709,-17.53,1
3.892,1.45,3.386,1.751,0.2592,-0.1727,-17.55,1
3.796,1.43,3.425,1.738,0.2548,-0.1646,-18.21,1
3.846,1.45,3.357,1.719,0.2556,-0.1308,-17.98,1
3.817,1.44,3.295,1.698,0.2477,-0.1243,-18.73,1
3.691,1.45,3.528,1.697,0.2446,-0.1334,-19.33,1
3.81,1.46,3.442,1.711,0.2559,-0.1213,-16.94,1
3.813,1.44,3.426,1.698,0.2494,-0.1236,-17.5,1
3.872,1.44,3.388,1.687,0.2485,-0.104,-18.29,1
4.024,1.44,3.21,1.714,0.2548,-0.1285,-17.31,1
3.912,1.45,3.327,1.692,0.2382,-0.143,-21.04,1
3.798,1.45,3.607,1.71,0.2478,-0.1417,-19.22,1
3.874,1.44,3.49,1.723,0.2518,-0.1508,-18.44,1
4.026,1.44,3.41,1.721,0.2533,-0.1437,-17.89,1
3.906,1.46,3.331,1.685,0.2431,-0.1169,-19.75,1
3.925,1.45,3.245,1.695,0.2426,-0.1347,-19.99,1
3.849,1.44,3.32,1.681,0.24,-0.1196,-20.45,1
3.843,1.44,3.481,1.667,0.2393,-0.09949,-20.17,1
3.819,1.46,3.395,1.649,0.2382,-0.07778,-19.46,1
3.921,1.44,3.585,1.654,0.2414,-0.07596,-19.01,1
3.799,1.45,3.382,1.633,0.2369,-0.06,-18.98,1
3.824,1.45,3.718,1.646,0.2385,-0.0731,-19.29,1
3.794,1.45,3.707,1.633,0.2402,-0.04872,-18.49,1
3.809,1.45,3.496,1.64,0.2422,-0.05139,-18.34,1
3.847,1.45,3.247,1.648,0.2422,-0.06526,-18.3,1
3.874,1.43,3.466,1.645,0.2396,-0.06661,-19.18,1
3.865,1.43,3.349,1.673,0.2463,-0.08888,-18.46,1
3.873,1.77,3.335,1.676,0.2411,-0.1113,-19.53,1
3.773,1.43,3.425,1.661,0.2399,-0.0913,-19.57,1
3.954,1.92,3.462,1.659,0.237,-0.09603,-20.36,1
3.887,1.43,3.361,1.645,0.2384,-0.07123,-19.53,1
3.902,1.92,3.558,1.646,0.2325,-0.0881,-21.44,1
3.859,1.41,3.716,1.656,0.2434,-0.07173,-18.72,1
3.856,1.41,3.593,1.637,0.241,-0.05049,-18.71,1
3.83,1.93,3.605,1.644,0.2453,-0.0471,-17.93,1
3.805,1.43,3.565,1.608,0.2393,-0.01268,-18.16,1
3.805,1.43,3.59,1.617,0.2404,-0.02319,-18.07,1
3.733,1.44,3.647,1.596,0.2407,0.01275,-17.87,1
3.893,1.45,3.71,1.604,0.2428,0.008351,-17.77,1
3.768,1.83,3.687,1.62,0.2476,0.0005036,-17.44,1
3.776,1.44,3.701,1.634,0.2528,-0.006124,-16.39,1
3.78,1.44,3.666,1.605,0.255,0.04426,-15.39,1
3.736,1.41,3.743,1.6,0.2565,0.05906,-15.14,1
3.736,1.43,3.709,1.57,0.2544,0.09546,-14.59,1
3.699,1.4,3.659,1.565,0.2468,0.0808,-16.19,1
3.634,1.4,3.719,1.552,0.2424,0.08273,-16.29,1
3.628,1.42,3.692,1.515,0.2408,0.13,-15.26,1
3.583,1.44,3.762,1.485,0.2372,0.1581,-14.7,1
3.468,1.44,3.822,1.491,0.2317,0.1337,-16.33,1
3.544,1.44,3.908,1.482,0.2354,0.1539,-14.54,1
3.434,1.42,3.978,1.458,0.221,0.1439,-17.19,1
